,trigram,chi-sq
0,"('don', '’t', 'wannon')",5905713841.863373
1,"('Cosmic', 'Microwave', 'background')",1427755297.9651742
2,"('sub', 'atomic', 'particles')",1160060692.704069
3,"('semi', 'major', 'axis')",530383669.9964577
4,"('Professor', 'Charles', 'Bailyn')",260984086.0641019
5,"('critically', 'damp', 'case')",95402636.71769668
6,"('E', '=', 'mc2')",89518893.43336575
7,"('Inaudible', 'Professor', 'Charles')",63062628.05119514
8,"('Hubble', 'space', 'Telescope')",58384641.311492994
9,"('f', '=', 'ma')",52899987.8893451
10,"('Outer', 'Solar', 'system')",36547030.640188456
11,"('mile', 'per', 'hour')",35516996.30550281
12,"('Student', 'Inaudible', 'Professor')",34932464.20777018
13,"('Celsius', 'dvI', 'dt')",34389121.39021923
14,"('lump', 'matter', 'discipline')",32902039.476733565
15,"('post', 'Newtonian', 'effect')",32657025.00511012
16,"('say', 'ah', 'ha')",31521693.163535822
17,"('17', 'billion', 'year')",29474446.774305027
18,"('Love', 'she', ""'"")",28393683.934520476
19,"('Inner', 'Solar', 'system')",27100629.792570543
20,"('6', 'x', '1024')",25999485.11501093
21,"('Celsius', 'D', 'E')",24485404.124413285
22,"('low', 'pass', 'filter')",24255012.408718627
23,"('under', 'certain', 'condition')",22800989.21905187
24,"('e^', 't', 'RC')",22485037.801249437
25,"('per', 'meter', 'cubed')",21862574.10138196
26,"('yeah', 'yeah', 'yeah')",20608518.50807807
27,"('happy', 'new', 'year')",20092501.860383797
28,"('vGS', 'minus', 'VT.')",18939772.307470094
29,"('supermassive', 'black', 'hole')",18457841.040663578
30,"('cosine', 'omega', 't')",17639895.27895585
31,"('b', 'Celsius', 'D')",15527457.081748016
32,"('inaudible', 'Professor', 'Charles')",15256750.290129758
33,"('x', 'y', 'z')",15180130.760051565
34,"('own', 'Solar', 'system')",14749412.860137403
35,"('kilogram', 'per', 'meter')",14258787.018815337
36,"('4', 'x', '1041')",13756019.954546392
37,"('sinusoidal', 'steady', 'state')",11353282.292576093
38,"('I', 'don', '’t')",11080313.82536822
39,"('Charles', 'Bailyn', 'Oh')",10692596.579208195
40,"('left', 'hand', 'side')",10540762.32795269
41,"('meter', 'per', 'second')",10506323.719768425
42,"('billion', 'year', 'old')",9475816.601161268
43,"('voltage', 'divider', 'action')",9386959.748712666
44,"('Charles', 'Bailyn', 'Yeah')",8249328.4747921005
45,"('high', 'school', 'physics')",7816895.17119747
46,"('Frontiers', 'and', 'Controversies')",7659336.874108952
47,"('r1', 'plus', 'R2')",7492336.26285813
48,"('yes', 'Student', 'Inaudible')",7432281.803658781
49,"('on', 'Alpha', 'Centauri')",7224410.147735101
50,"('vGS', 'minus', 'VT')",7081397.544907103
51,"('j', 'omega', 't')",6603467.671557163
52,"('j', 'omegum', 'Celsius')",6584717.121694663
53,"('kilometer', 'per', 'second')",6295459.009271036
54,"('us', 'own', 'Solar')",6208691.582700787
55,"('j', 'omegum', 'notch')",5764295.458979962
56,"('1', 'V2', 'c2')",5739230.04677498
57,"('2', 'x', '1030')",5715860.997882299
58,"('7', 'x', '106')",5643794.451480373
59,"('omegum', 'notch', 't')",5562140.5451645525
60,"('x', '108', 'meter')",5344479.51220277
61,"('n', 'time', '10m')",5169728.927712482
62,"('', 'do', 'not')",5095340.81404737
63,"('year', 'happy', 'new')",5027727.388161261
64,"('new', 'year', 'happy')",5023406.103625972
65,"('steady', 'state', 'response')",4932237.579563522
66,"('3', 'x', '108')",4855858.992027958
67,"('Charles', 'Bailyn', 'No')",4756535.872046887
68,"('D', '10', 'parsec')",4695500.165845071
69,"('Charles', 'Bailyn', 'Ah')",4478562.633353225
70,"('log', 'D', '10')",4450813.2785176365
71,"(""'"", 'll', 'recall')",4430810.97413415
72,"('j', 'omegum', 't')",4395835.595150253
73,"('v+', 'minus', 'fifth')",3970887.2751359204
74,"('ten', 'year', 'ago')",3855238.564941207
75,"('his', 'way', 'home')",3819514.1471046493
76,"('funeral', 'of', 'heart')",3743691.770857771
77,"('the', 'Cosmic', 'Microwave')",3737185.00427067
78,"('the', 'classe', 'server')",3724626.758311226
79,"('divide', 'by', 'r1')",3552594.2516999315
80,"('the', 'southern', 'hemisphere')",3542026.927180455
81,"('Bailyn', 'Sorry', 'Student')",3525526.846580111
82,"('j', 'omegum', 'L')",3508985.2373139104
83,"('Newton', ""'s"", 'law')",3497474.7464525667
84,"('Charles', 'Bailyn', 'Sorry')",3494426.0172957173
85,"('twenty', 'five', 'year')",3462208.7401858126
86,"('small', 'sign', 'model')",3310433.8313324926
87,"('shorthand', 'notation', 'for')",3274992.674646908
88,"('under', 'from', 'under')",3221571.7159655676
89,"('second', 'per', 'megaparsec')",3103891.0603292845
90,"('we', ""'"", 'll')",3095742.617423404
91,"('arm', 'she', '')",2888096.23463313
92,"('10', '7', 'meter')",2740322.6007584888
93,"('KVL', 'and', 'KCL')",2728360.9155135853
94,"('a', 'little', 'bit')",2648171.6219552793
95,"('she', ""'"", 'll')",2580712.476627
96,"('in', 'Love', 'she')",2566538.566601489
97,"('the', 'critically', 'damp')",2479410.084488388
98,"('speed', 'of', 'light')",2459292.225407518
99,"('3', 'x', '107')",2442918.8503067666
100,"('scale', 'factor', 'versus')",2356497.1833441714
101,"(""'"", 'll', 'talk')",2301415.7639390994
102,"('order', 'differential', 'equation')",2246931.508069908
103,"('Ohm', ""'s"", 'law')",2116458.239328609
104,"('Charles', 'Bailyn', 'Okay')",2075834.8968013797
105,"('the', 'semi', 'major')",1982005.1546905339
106,"('right', 'hand', 'side')",1970947.6127961832
107,"('the', 'Schwarzschild', 'radius')",1877527.7225299357
108,"('x', '10', '7')",1868018.950993872
109,"('sixth', 'cosine', 'omega')",1824013.675724772
110,"('1', 'e^', 't')",1797210.6637057958
111,"('square', 'root', 'of')",1793700.2080896671
112,"('very', 'high', 'frequency')",1780327.6077572394
113,"('more', 'or', 'less')",1684842.3631007199
114,"('R2', 'divide', 'by')",1674589.6408360372
115,"('the', 'op', 'amp')",1645106.1477198063
116,"('cosine', 'omegum', 't')",1597069.1565694388
117,"('Charles', 'Bailyn', 'yes')",1594781.6324023255
118,"('I', ""'"", 'll')",1533051.1471774844
119,"('the', 'Nobel', 'Prize')",1525769.6730221582
120,"('by', '20', '%')",1520600.034741442
121,"('us', 'own', 'galaxy')",1492661.506347981
122,"('current', 'flow', 'through')",1423131.9256711374
123,"('Charles', 'Bailyn', 'well')",1422265.111318313
124,"('very', 'low', 'frequency')",1389981.7525211032
125,"('small', 'signal', 'model')",1366988.6910548906
126,"('you', 'cell', 'phone')",1341909.0375786521
127,"('second', 'order', 'differential')",1252167.2809243468
128,"('a', 'black', 'hole')",1249949.223797307
129,"('hydroge', 'and', 'helium')",1245616.7170234232
130,"('the', 'Doppler', 'shift')",1237217.6981172417
131,"('omega', 't', 'plus')",1221873.0612638977
132,"('the', 'spiral', 'nebulae')",1199743.0363571714
133,"('divid', 'by', 'c2')",1186521.557784644
134,"('1', 'Astronomical', 'unit')",1161146.9418636544
135,"('7', 'x', '10')",1136504.1243717305
136,"('its', 'Schwarzschild', 'radius')",1073118.809100704
137,"('a', 'shorthand', 'notation')",1050566.1940051112
138,"('radial', 'velocity', 'method')",1038158.2010264983
139,"('dependent', 'current', 'source')",1037716.098990552
140,"('substantial', 'fraction', 'of')",1032448.3281623634
141,"('twice', 'as', 'far')",994839.7369337628
142,"('Bailyn', 'Yeah', 'Student')",978153.0745627686
143,"('radial', 'velocity', 'curve')",965481.5734228917
144,"('the', 'steady', 'state')",962965.929228528
145,"('Kepler', ""'s"", 'law')",961111.1961621379
146,"('the', 'event', 'horizon')",939440.7311175775
147,"('little', 'bit', 'more')",936252.9712600439
148,"('quantum', 'mechanics', 'and')",907105.8220732984
149,"('the', 'patent', 'office')",903884.4941884436
150,"('how', 'far', 'away')",884319.4885685742
151,"('the', 'accretion', 'disk')",874835.8278271535
152,"('', 'can', 'not')",846982.9630724373
153,"('5', 'x', '10')",842660.107362861
154,"('infinite', 'input', 'resistance')",839222.6474879239
155,"('by', 'square', 'root')",832464.6641627064
156,"('four', 'step', 'method')",819788.4277085678
157,"('corresponding', 'small', 'signal')",819450.337762382
158,"('you', ""'"", 'll')",811575.6491652059
159,"('I', 'reach', '-6')",811336.6428045551
160,"('R', 'j', 'omegum')",803824.4242802524
161,"('small', 'signal', 'analysis')",802542.8161806712
162,"('t', 'plus', 'angle')",800161.1748756303
163,"('the', 'scale', 'factor')",781587.012234086
164,"(""'"", 'll', 'come')",774801.0071523989
165,"('the', 'nineteenth', 'century')",774090.2888756791
166,"('a', 'straight', 'line')",772007.7002980548
167,"('this', 'spiral', 'nebulae')",755742.0205440957
168,"('op', 'amp', 'circuit')",746244.7277028016
169,"('it', 'turn', 'out')",741708.2775937653
170,"('massive', 'black', 'hole')",732705.898013489
171,"('positive', 'rail', 'or')",716941.9114529613
172,"('in', 'everyday', 'life')",708544.0523760025
173,"('the', 'orbital', 'period')",706140.6520372045
174,"('today', ""'s"", 'lecture')",695790.2165386665
175,"('a', 'quick', 'review')",690325.7007492204
176,"('much', 'smaller', 'than')",686004.3194395454
177,"('stop', 'turn', 'around')",667754.8596204272
178,"('move', 'away', 'from')",639697.9594808822
179,"('historian', 'of', 'science')",638101.4463967225
180,"('power', 'consume', 'by')",626401.9154091987
181,"('question', 'yes', 'Student')",609653.1744591749
182,"('let', 'i', 'pause')",608335.2999127595
183,"('90', '%', 'of')",600446.3097726773
184,"('let', ""'s"", 'say')",595458.118298591
185,"('the', 'Outer', 'Solar')",583384.3944599472
186,"('let', 'i', 'remind')",582949.9991982114
187,"('’m', 'out', 'from')",579485.6681457817
188,"('this', 'arm', 'she')",575389.6950081596
189,"('the', 'big', 'Bang')",572923.5464908085
190,"('the', 'white', 'dwarf')",564014.7208415777
191,"('ll', 'talk', 'about')",561250.527796256
192,"('the', 'critical', 'density')",551056.4176866364
193,"('a', 'white', 'dwarf')",550680.3623207918
194,"('a', 'whole', 'bunch')",549440.6206867088
195,"('away', 'from', 'us')",548251.494793003
196,"('a', 'substantial', 'fraction')",543013.0313118064
197,"('whole', 'bunch', 'of')",539673.7708862919
198,"('Okay', 'Professor', 'Charles')",533263.6057965114
199,"('2', 'x', '10')",529569.1290369973
200,"(""'"", 'll', 'tell')",516317.9836730274
201,"('by', 'j', 'omegum')",515108.45638289576
202,"(""'"", 'll', 'probably')",512262.89950426255
203,"('the', 'review', 'committee')",510044.49602805363
204,"('little', 'bit', 'later')",504492.49209340103
