,trigram,chi-sq
0,"('da', 'da', 'da')",730616727.99995
1,"('Gerald', 'Jay', 'Sussman')",721596452.1108811
2,"('Andy', 'Van', 'Dam')",432957020.97471917
3,"('expmo', 'base', 'exp')",94673871.80556509
4,"('faith', 'faith', 'faith')",83135736.44501612
5,"('begin', 'whippe', 'dance')",55765370.62273887
6,"('great', 'white', 'Dope')",52692429.48628051
7,"('spirit', 'move', 'through')",26719566.47254286
8,"('Euclid', ""'s"", 'Algorithm')",22589163.526816417
9,"('half', 'interval', 'method')",21991415.684708815
10,"('love', 'Baby', 'join')",17686548.97960399
11,"('applicative', 'order', 'evaluation')",16422445.344108215
12,"('J.D.', ""'s"", 'Narration')",15317699.0737191
13,"('thing', 'spirit', 'move')",13572126.115631144
14,"('sqrt', 'iter', 'improve')",12301424.469606075
15,"('J.D.', ""'s"", 'Thought')",11746286.551223084
16,"('one', '21', 'gun')",10591181.431604644
17,"('normal', 'order', 'evaluation')",9032999.92511877
18,"('death', '', 'Will')",7898199.131419146
19,"('sqrt', '-iter', 'guess')",6432339.184569824
20,"('Baby', 'join', 'i')",5848055.664453547
21,"('iter', 'improve', 'guess')",5306623.012239816
22,"('why', 'no', 'reply')",4574987.884334805
23,"('garden', 'of', 'Eden')",4286694.799356926
24,"('Newton', ""'s"", 'method')",3872463.9542241264
25,"('define', 'sqrt', '-iter')",3567217.6798735023
26,"('fix', 'point', 'search')",3519084.056990369
27,"('guess', 'sqrt', 'iter')",3473767.703651849
28,"('<', 'ab', 'square')",2431370.422413451
29,"('move', 'through', 'all')",2193960.269869161
30,"('all', 'thing', 'spirit')",1989992.69229263
31,"('disease', 'or', 'condition')",1851059.118591363
32,"('', 'do', 'not')",1795831.9109429622
33,"('section', '1', '2.2')",1774811.2253051098
34,"('tree', 'recursive', 'process')",1425128.314908551
35,"('die', 'tonight', 'for')",1335055.6378678447
36,"('you', 'cry', 'tonay')",1322835.1811477642
37,"('x', '0', '001')",1124527.3596797811
38,"('“I', '’m', 'sorry')",1091092.1038546138
39,"('integer', 'less', 'than')",1056695.1181608457
40,"('ab', 'square', 'guess')",1000306.4931794278
41,"('whippe', 'dance', 'of')",989233.0234554025
42,"('science', 'have', 'fail')",964905.3313583061
43,"('not', 'worth', 'live')",912261.7832052014
44,"('kind', 'of', 'coin')",860797.9600585405
45,"('improve', 'guess', 'x')",847706.2938147509
46,"('through', 'all', 'thing')",783568.526929729
47,"('you', 'die', 'tonight')",721627.0222511364
48,"('drug', 'or', 'treatment')",693175.855945503
49,"('good', 'enough', 'guess')",666711.096701334
50,"('square', '-roet', 'procedure')",609871.5459409594
51,"('don', '’t', 'know')",600074.6061982425
52,"('', 'ai', 'not')",588153.845559496
53,"('to', 'Carnegie', 'Mellon')",564140.2594572691
54,"('to', 'begin', 'whippe')",536995.6137752696
55,"('for', 'love', 'Baby')",532810.6900383128
56,"('', 'Will', 'not')",508938.41869264975
57,"('you', 'cry', 'tonight')",496309.1748757752
58,"('expt', 'b', 'n')",491907.9088082208
59,"('', 'can', 'not')",475588.39977182925
60,"('shows', 'slide', 'of')",473364.60149357864
61,"('tonight', 'for', 'love')",466208.5717608424
62,"('sometimes', 'known', 'as')",438830.0903138519
63,"('order', 'of', 'growth')",433297.7460062679
64,"('a', 'clinic', 'trial')",426561.00388198486
65,"('my', 'childhood', 'dream')",365579.1924507947
66,"('I', 'couldn', '’t')",355549.5321970008
67,"('“I', 'don', '’t')",354815.5702341723
68,"('define', 'sqrt', 'x')",354031.1181517742
69,"('brick', 'wall', 'be')",334301.8702482581
70,"('than', 'or', 'equal')",296097.83090615406
71,"('generate', 'a', 'iterative')",279210.5840685149
72,"('and', 'drug', 'administration')",270529.36803872016
73,"('the', 'inevitable', 'return')",253086.8335112925
74,"('change', 'my', 'mind')",252749.63852170887
75,"(""'"", 'll', 'never')",242566.75560382206
76,"('a', 'fix', 'point')",240610.8089529026
77,"('enough', 'guess', 'x')",231621.26127442543
78,"('+', '5', '1')",229371.2271797856
79,"('the', 'formal', 'parameter')",222177.27830454183
80,"('keep', 'track', 'of')",218918.80874782015
81,"('Refer', 'to', 'trial')",218700.9356871342
82,"('guess', 'x', 'guess')",217997.2904016171
83,"('in', 'chapter', '3')",208315.19598964739
84,"('part', 'the', 'Fuehrer')",202474.66765283083
85,"('part', 'the', 'Pope')",202474.66765283083
86,"('number', 'of', 'step')",200612.0716917645
87,"('fix', 'point', 'of')",199247.10355827925
88,"('show', 'slide', 'of')",198829.73871579455
89,"('b', '0', '+')",197747.50267048908
90,"('+', 'x', '4')",192573.82347973366
91,"('take', 'this', 'promise')",186507.55177145894
92,"('“You', 'don', '’t')",178437.3200970355
93,"('“I', '’ll', 'see')",176398.83164389065
94,"('the', 'software', 'engineer')",173633.00154635133
95,"('the', 'MIT', 'press')",170181.09749646526
96,"('I', 'don', '’t')",167013.667775435
97,"('the', 'substitution', 'model')",161986.65282759347
98,"('’ve', 'got', 'to')",155715.5776454799
99,"('have', 'fail', 'us')",152165.17681196646
100,"(""'"", 'll', 'want')",147047.88624055442
101,"('make', 'it', 'easy')",145811.1709325072
102,"('kept', 'my', 'eyes')",142466.53846933186
103,"('point', 'of', 'view')",141368.25960378026
104,"('for', 'some', 'reason')",138752.58248524496
105,"('didn', '’t', 'look')",135581.3292780567
106,"('square', 'root', 'of')",135079.5594856904
107,"('I', ""'"", 'll')",133501.81440022076
108,"('’t', 'worry', 'about')",131795.0496958432
109,"('the', 'parking', 'lot')",130639.64759403632
110,"('a', 'initial', 'guess')",128059.10361947799
111,"('the', 'Fermat', 't')",127519.90191056709
112,"('don', '’t', 'think')",124280.77261320686
113,"('x', '+', 'x')",123782.47764827317
114,"('y', 'x', 'y')",119624.34371739278
115,"('the', 'half', 'interval')",119401.9030687459
116,"('y', '+', 'x')",117539.78232951845
117,"('dialect', 'of', 'Lisp')",117274.24440934461
118,"('it', 'wasn', '’t')",116403.9331643256
119,"('a', 'iterative', 'process')",116153.14361897328
120,"('star', 'at', 'i')",114397.86926172562
121,"('can', 'not', 'stop')",109534.88708968653
122,"('the', 'square', '-roet')",107578.38988128003
123,"('the', 'Fermat', 'test')",97370.00181171439
124,"('define', 'good', 'enough')",97100.53232325465
125,"('generate', 'a', 'recursive')",95424.52040202175
126,"('don', '’t', 'want')",92886.22318595205
127,"('in', 'section', '1')",92260.80821950412
128,"('guess', 'x', '0')",90004.48511215644
129,"('special', 'case', 'of')",87979.38733237979
130,"('not', 'you', 'cry')",87811.79027426758
131,"('process', 'generate', 'by')",87752.3203760104
132,"('you', ""'"", 'll')",84662.21510484318
133,"('take', 'care', 'of')",82128.0649061604
134,"('y', '1', '0')",80781.31175032366
135,"('logarithmic', 'number', 'of')",80220.38580887495
136,"('hold', 'the', 'line')",79341.66615896822
137,"('as', 'soon', 'as')",78945.4677418871
138,"('close', 'my', 'eyes')",78188.56545686256
139,"('clinic', 'trial', 'be')",77915.79622814094
140,"('show', 'in', 'figure')",77704.65671025965
141,"('people', 'of', 'capua')",74902.10477451645
142,"('process', 'exercise', '1')",74543.54703431846
143,"('a', 'logarithmic', 'number')",73751.6098999361
144,"('I', 'wasn', '’t')",72286.73108402474
145,"('x', 'x', 'x')",70943.64234325793
146,"('of', 'step', 'require')",69889.3562715209
147,"('square', 'guess', 'x')",66291.28379663042
148,"('+', 'x', 'y')",64668.533086051124
149,"('Will', 'not', 'you')",64301.75623371588
150,"('process', 'write', 'one')",64030.4086105844
151,"('feel', 'when', 'there')",62203.50958385425
152,"('a', 'great', 'deal')",58571.674700169475
153,"('didn’t', 'want', 'to')",58080.78621503517
154,"('the', 'square', 'root')",56903.9381717911
155,"('a', 'recursive', 'process')",56417.62871177402
156,"('join', 'i', 'in')",55545.149024732586
157,"('the', 'World', 'book')",54860.52793938453
158,"('if', 'good', 'enough')",52162.176921284976
159,"('the', 'evaluation', 'rule')",52073.238811450115
160,"('in', 'death', '')",51131.44833177998
161,"('why', '', 'do')",50430.68068545652
162,"('don', '’t', 'like')",49275.993614904015
163,"('whether', 'or', 'not')",49224.45689858923
164,"('sum', 'of', 'square')",48051.44471267385
165,"('the', 'absolute', 'value')",47885.30071897222
166,"('I', 'hadn', '’t')",47787.83527979302
167,"('expression', 'such', 'as')",46935.07733754076
168,"('didn', '’t', 'have')",46319.34907611684
169,"('not', 'you', 'die')",46033.37414783427
170,"('I', 'didn', '’t')",45088.77436473208
171,"('', 'will', 'not')",45007.49883348204
