,trigram,chi-sq
0,"('Thornton', 'w.', 'Burgess')",11445086320.677996
1,"('Bow', 'wow', 'wow')",2452524271.926673
2,"('Caw', 'caw', 'caw')",1975240417.8276982
3,"('Martin', 'Luther', 'King')",795321617.2842426
4,"('Coretta', 'Scott', 'King')",728333969.6637467
5,"('spre', 'spre', 'spre')",587064591.8228636
6,"('Ho', 'ho', 'ho')",582669225.9918021
7,"('lipperty', 'lipperty', 'lip')",482846385.79646456
8,"('grumbly', 'rumbly', 'voice')",482624121.9576485
9,"('Dr', 'Martin', 'Luther')",451847828.10700154
10,"('teeniest', 'weeniest', 'bit')",447093906.9980232
11,"('Luther', 'King', 'Jr')",447093895.91333556
12,"('ha', 'hum', 'hum')",387240018.2299727
13,"('visit', 'librivox.org', 'record')",271291558.1205703
14,"('Danny', 'Meadow', 'Mouse')",219253318.46744332
15,"('green', 'lily', 'pad')",201557108.845485
16,"('Old', 'Man', 'Coyite')",180703440.04513982
17,"('please', 'visit', 'librivox.org')",180260103.10933524
18,"('Ol', 'Mistah', 'Buzzard')",171896608.48643214
19,"('tender', 'young', 'carrot')",168636237.50979403
20,"('blue', 'blue', 'sky')",153203415.76391232
21,"('jolly', 'round', 're')",146939893.0955789
22,"('mossy', 'green', 'log')",117052932.95073351
23,"('mother', 'West', 'Wind')",115568467.91798656
24,"('gentle', 'sister', 'south')",97455070.3363455
25,"('volunteer', 'please', 'visit')",95431812.06530201
26,"('Jolly', 'round', 're')",86933907.53222308
27,"('foolish', 'green', 'flie')",86672592.07110399
28,"('happy', 'Jack', 'Squirrel')",81965448.83620222
29,"('by', 'Thornton', 'w.')",71531830.64415187
30,"('ever', 'so-great', 'grandfather')",69821860.96029055
31,"('mister', 'Wharf', 'Rat')",66174062.487866856
32,"('Thief', 'thief', 'thief')",63373662.327987045
33,"('gree', 'lily', 'pad')",60541201.683343284
34,"('little', 'JOE', 'OTTER')",53696785.67953577
35,"('o', ""'"", 'clock')",45347056.019076
36,"('farmer', 'Brown', ""'s"")",42440799.73960679
37,"('mister', 'Worldly', 'Wiseman')",40949674.12301779
38,"('mother', 'west', 'Wind')",39023818.25402764
39,"('lil', 'ol', ""'"")",38797463.37790532
40,"('mister', 'Bob', 'Cat')",37324983.268843606
41,"('ha', 'ha', 'ha')",36510915.11746558
42,"('Brown', ""'s"", 'boy')",35054580.30295856
43,"('Merry', 'Little', 'Breezes')",33679686.186763756
44,"('Merry', 'little', 'Breezes')",31008297.240283214
45,"('little', 'Joe', 'Otter')",30910134.81984208
46,"('old', 'straw', 'hat')",27679516.463080805
47,"('Lone', 'little', 'path')",24995042.427687198
48,"('thousand', 'time', 'remove')",24016390.470170338
49,"('re', 'mister', 'Sun')",23144547.10912431
50,"('old', 'Briar', 'patch')",22364381.554171305
51,"('big', 'green', 'lily')",21748785.40134023
52,"('Ol', ""'"", 'Mistah')",21517305.04828042
53,"('sister', 'south', 'Wind')",20744904.306396846
54,"('hollow', 'chestnut', 'tree')",20743933.86449072
55,"('old', 'mother', 'nature')",19576777.210909005
56,"('fat', 'foolish', 'gree')",19501362.697104532
57,"('Unc', ""'"", 'Billy')",19431755.120192524
58,"('Unc', 'Billy', 'Possum')",17617673.997426793
59,"('round', 're', 'mister')",17446770.647166476
60,"('new', 'York', 'city')",17303073.585942328
61,"(""'"", 'Mistah', 'Buzzard')",16203596.716084808
62,"('foolish', 'gree', 'fly')",16054385.641836276
63,"('librivox.org', 'record', 'by')",14129728.985305173
64,"('Old', 'mother', 'West')",13412597.377791792
65,"('hum', 'hum', 'laugh')",13186280.57784675
66,"('Chug', 'a-rum', 'say')",12168197.176391292
67,"('foolish', 'green', 'fly')",12146477.204315621
68,"('Ah', 'reckon', 'yo')",11824518.944459645
69,"('all', 'librivox', 'recording')",11668706.939000936
70,"('librivox', 'recording', 'all')",11668706.939000936
71,"('recording', 'all', 'librivox')",11597501.842924166
72,"('Brow', ""'s"", 'boy')",10226862.800881032
73,"('farmer', 'Brow', ""'s"")",9710715.983623696
74,"('planting', 'of', 'potatoe')",9654814.722029326
75,"('let', 'freedom', 'r')",9007450.252805602
76,"('big', 'goggly', 'eyes')",8887018.552717179
77,"('dear', 'old', 'Briar')",8678006.70029416
78,"('willful', 'little', 'Breeze')",8065419.80536999
79,"('by', 'John', 'Lieder')",8024398.996286394
80,"('Slough', 'of', 'Despond')",7884762.39644614
81,"('big', 'lily', 'pad')",7277023.795104189
82,"('Merry', 'little', 'Breeze')",7216734.598024041
83,"('mister', 'Gray', 'Squirrel')",6730354.93378635
84,"('Christian', 'What', 'mean')",6230866.634747236
85,"('mister', 'Meadow', 'Mouse')",6191937.375457001
86,"('little', 'brown', 'bud')",6138602.569690668
87,"('Jumper', 'the', 'Hare')",6120834.622217105
88,"('Ah', 'reckon', 'Ah')",5974162.137849528
89,"('Old', 'mother', 'nature')",5935677.140231769
90,"('crooked', 'little', 'path')",5789203.976819365
91,"('old', 'mother', 'West')",5682640.4943567
92,"('the', 'Smiling', 'Pool')",5521075.986727134
93,"('United', 'States', 'Senate')",5491293.333643413
94,"('old', 'stone', 'wall')",5411936.300534262
95,"('the', 'Purple', 'Hill')",5374115.243017925
96,"('the', 'teeniest', 'weeniest')",5355731.991469545
97,"('big', 'gree', 'lily')",5043435.947220264
98,"('Bumble', 'the', 'Bee')",4760647.610462431
99,"('beautiful', 'red', 'coat')",4760284.598628238
100,"('fat', 'foolish', 'green')",4732790.394904989
101,"('the', 'United', 'States')",4420939.76189252
