,en,ru,fr
0,before,до,avant
1,before,до,auparavant
2,before,до,précédant
3,before,впереди,devant
4,before,пред,devant
5,before,накануне,juste avant
6,before,передо,devant
7,before,прежде,avant
8,before,прежде,déjà
9,before,прежде,précédemment
10,before,прежде,auparavant
11,before,прежде,passé
12,before,раньше,avant
13,before,раньше,déjà
14,before,раньше,précédemment
15,before,раньше,auparavant
16,before,раньше,passé
17,before,до этого,auparavant
18,before,в преддверии,avant
19,before,до наступления,avant
20,before,прежде чем,avant
21,before,прежде чем,avant que
22,before,прежде нежели,avant
23,before,прежде нежели,déjà
24,before,прежде нежели,auparavant
25,before,пока,avant que
26,adverb,наречие,adverbe
27,during,в течение,pendant
28,during,во время,pendant
29,during,в процессе,pendant
30,during,во,no_equality
31,airport,аэропорт,aéroport
32,airport,авиапорт,no_equality
33,airport,аэровокзал,no_equality
