,en,ru,fr
0,before,до,avant
1,before,до,auparavant
2,before,до,précédant
3,before,впереди,devant
4,before,пред,devant
5,before,накануне,juste avant
6,before,передо,devant
7,before,прежде,avant
8,before,прежде,déjà
9,before,прежде,précédemment
10,before,прежде,auparavant
11,before,прежде,passé
12,before,раньше,avant
13,before,раньше,déjà
14,before,раньше,précédemment
15,before,раньше,auparavant
16,before,раньше,passé
17,before,до этого,auparavant
18,before,в преддверии,avant
19,before,до наступления,avant
20,before,прежде чем,avant
21,before,прежде чем,avant que
22,before,прежде нежели,avant
23,before,прежде нежели,déjà
24,before,прежде нежели,auparavant
25,before,пока,avant que
26,adverb,наречие,adverbe
27,during,в течение,pendant
28,during,во время,pendant
29,during,в процессе,pendant
30,during,во,no_equality
31,airport,аэропорт,aéroport
32,airport,авиапорт,no_equality
33,airport,аэровокзал,no_equality
34,airport,аэропортовый,no_equality
35,drum,барабан,tambour
36,drum,барабанный бой,no_equality
37,drum,бочка,baril
38,drum,барабанчик,no_equality
39,drum,барабанщик,no_equality
40,drum,бубен,tambour
41,drum,ударный инструмент,no_equality
42,drum,партия ударных,tambour
43,drum,барабанная перепонка,no_equality
44,drum,дробь,no_equality
45,drum,Бикс,no_equality
46,drum,барабанить,no_equality
47,drum,ударный,no_equality
48,empty,пустой,vide
49,empty,бессодержательный,creux
50,empty,пустынный,désert
51,empty,свободный,libre
52,empty,голодный,no_equality
53,empty,опорожнять,vider
