,en,ru,fr
0,before,до,avant
1,before,до,auparavant
2,before,до,précédant
3,before,впереди,devant
4,before,пред,devant
5,before,накануне,juste avant
6,before,передо,devant
7,before,прежде,avant
8,before,прежде,déjà
9,before,прежде,précédemment
10,before,прежде,auparavant
11,before,прежде,passé
12,before,раньше,avant
13,before,раньше,déjà
14,before,раньше,précédemment
15,before,раньше,auparavant
16,before,раньше,passé
17,before,до этого,auparavant
18,before,в преддверии,avant
19,before,до наступления,avant
20,before,прежде чем,avant
21,before,прежде чем,avant que
22,before,прежде нежели,avant
23,before,прежде нежели,déjà
24,before,прежде нежели,auparavant
25,before,пока,avant que
26,adverb,наречие,adverbe
27,during,в течение,pendant
28,during,во время,pendant
29,during,в процессе,pendant
30,during,во,no_equality
31,airport,аэропорт,aéroport
32,airport,авиапорт,no_equality
33,airport,аэровокзал,no_equality
34,airport,аэропортовый,no_equality
35,drum,барабан,tambour
36,drum,барабанный бой,no_equality
37,drum,бочка,baril
38,drum,барабанчик,no_equality
39,drum,барабанщик,no_equality
40,drum,бубен,tambour
41,drum,ударный инструмент,no_equality
42,drum,партия ударных,tambour
43,drum,барабанная перепонка,no_equality
44,drum,дробь,no_equality
45,drum,Бикс,no_equality
46,drum,барабанить,no_equality
47,drum,ударный,no_equality
48,empty,пустой,vide
49,empty,бессодержательный,creux
50,empty,пустынный,désert
51,empty,свободный,libre
52,empty,голодный,no_equality
53,empty,опорожнять,vider
54,empty,пустеть,no_equality
55,empty,высыпать,no_equality
56,empty,очистить,vider
57,empty,пустота,no_equality
58,empty,опорожнение,no_equality
59,empty,пустышка,no_equality
60,empty,порожняк,no_equality
61,empty,пустующий,no_equality
62,empty,порожняком,no_equality
63,dressed,одетый,habillé
64,dressed,облаченный,no_equality
65,dressed,заправленный,no_equality
66,dressed,выделанный,no_equality
67,dressed,украшенный,no_equality
68,dressed,обтесанный,no_equality
69,dressed,одеваемый,no_equality
70,dressed,одевший,no_equality
71,cafe,кофейня,café
72,cafe,буфет,no_equality
73,cafe,кафе-ресторан,café
74,cafe,кафе-ресторан,bar
75,flight,полет,vol
76,flight,стая,no_equality
77,flight,бегство,fuite
78,flight,пролет,escalier
79,flight,взлет,no_equality
80,flight,налет,vol
81,flight,облет,no_equality
82,flight,отлет,no_equality
83,flight,летный,no_equality
84,flight,бортовой,no_equality
85,flight,взлетный,no_equality
86,flight,летать,voler
87,begin,начинать,commencer
88,begin,начинать,entamer
89,begin,начинать,engager
90,begin,начинать,lancer
91,begin,начинать,démarrer
92,begin,начинать,ouvrir
93,begin,наступить,no_equality
94,begin,пойти,partir
95,begin,пойти,prendre
96,begin,положить начало,commencer
97,fact,факт,fait
98,fact,факт,réalité
99,fact,факт,satisfaction
100,fact,сущность,no_equality
101,fact,то,fait
102,dream,мечта,rêve
103,dream,чаяние,no_equality
104,dream,мечтать,rêver
105,dream,видеть во сне,rêver
106,dream,спать,no_equality
107,dream,помышлять,no_equality
108,dream,во сне,no_equality
109,alarm,сигнал тревоги,alarme
110,alarm,тревога,alarme
111,alarm,сигнализация,alarme
112,alarm,будильник,alarme
113,alarm,будильник,réveil
114,alarm,предупредительный сигнал,no_equality
115,alarm,сигнализатор,no_equality
116,alarm,набат,no_equality
117,alarm,встревожить,alarmer
118,alarm,встревожить,inquiéter
119,alarm,настораживать,no_equality
120,alarm,аварийный,no_equality
121,alarm,сигнализационный,no_equality
122,along,по,no_equality
123,along,вдоль,le long
124,along,вместе,conjointement
125,along,вперед,no_equality
126,along,с собой,no_equality
127,along,рядом,no_equality
128,warm,теплый,chaud
129,warm,теплый,chaleureux
130,warm,сердечный,no_equality
131,warm,согревать,réchauffer
132,warm,погреться,se réchauffer
133,warm,утеплить,no_equality
134,warm,тепло,chaleureux
135,warm,тепло,chaleur
136,warm,тепло,chaleureusement
137,warm,разминка,no_equality
138,collide,сталкиваться,no_equality
139,collide,конфликтовать,no_equality
140,collide,наехать,no_equality
141,collide,соударяться,no_equality
142,collide,в конфликт,no_equality
143,excellent,отличный,excellent
144,excellent,отличный,très bon
145,excellent,отличный,superbe
146,excellent,исключительный,exceptionnel
147,excellent,блестящий,brillant
148,excellent,первоклассный,no_equality
149,break,ломать,briser
150,break,ломать,casser
151,break,нарушать,briser
152,break,нарушать,enfreindre
153,break,нарушать,violer
154,break,разбивать,briser
155,break,разбивать,casser
156,break,разорвать,briser
157,break,разорвать,rompre
158,break,разорвать,sortir
159,break,прорваться,percer
160,break,разрушить,briser
161,break,разрушить,rompre
162,break,вырваться,rompre
163,break,вырваться,sortir
164,break,разбиться,no_equality
165,break,разразиться,no_equality
166,break,пробить,briser
167,break,пробить,percer
168,break,преодолеть,sortir
169,break,отколоться,no_equality
170,break,вырывать,no_equality
171,break,преломлять,no_equality
172,break,перерыв,pause
173,break,перерыв,break
174,break,перерыв,interruption
175,break,разрыв,rupture
176,break,разрыв,fracture
177,break,пролом,no_equality
178,break,каникулы,vacance
179,break,передышка,no_equality
180,examination,обследование,examen
181,examination,обследование,étude
182,examination,изучение,examen
183,examination,изучение,étude
184,examination,экспертиза,no_equality
185,examination,экзамен,examen
186,examination,экзамен,concours
187,examination,экзамен,test
188,examination,рассмотрение,examen
189,examination,рассмотрение,étude
190,examination,рассмотрение,examiné
191,examination,допрос,interrogatoire
192,examination,допрос,interrogation
193,examination,разбирательство,no_equality
194,examination,ознакомление,no_equality
195,examination,проведение экспертизы,examen
196,examination,проведение экзаменов,examen
197,examination,экзаменационная сессия,no_equality
198,examination,экзаменационный,no_equality
