,en,ru,fr
0,centuries,вековой,séculaire
1,centuries,многовековую историю,siècle
2,centuries,многовековую историю,séculaire
3,centuries,многовековую историю,histoire
4,antipathetic,внушающий отвращение,no_equality
5,instantiated,экземпляра,no_equality
6,instantiated,обрабатывается,no_equality
7,achievability,достижимость,accessibilité
8,achievability,осуществимость,faisabilité
9,accolades,похвал,éloge
10,accolades,похвал,compliment
11,accolades,похвал,louange
12,accolades,почести,honneur
13,accolades,почестей,honneur
14,accolades,грамоты,no_equality
15,accolades,похвальные отзывы,no_equality
16,accolades,одобрительных отзывов,no_equality
17,accolades,похвалы,éloge
18,accolades,похвалы,louange
19,sturdiness,выносливость,no_equality
20,sturdiness,стойкости,no_equality
21,throats,глотки,gorge
22,throats,глотки,égorger
23,throats,горло,gorge
24,throats,горла,gorge
25,throats,горла,gosier
26,throats,глотку,égorger
27,throats,глотках,no_equality
28,oceanographer,океанограф,no_equality
29,oceanographer,океанографом,no_equality
30,occulting,затмевающий,no_equality
31,dehumidified,влагоотделению,no_equality
32,whorehouses,бордели,bordel
33,evolved,эволюции,no_equality
34,evolved,развились,développé
35,evolved,эволюцию,no_equality
36,evolved,эволюционировали,no_equality
37,evolved,развивались,évoluer
38,evolved,превратилась,no_equality
39,evolved,эволюционировала,no_equality
40,evolved,изменилась,no_equality
41,evolved,развивалась,évoluait
42,evolved,изменились,no_equality
43,evolved,превратился,no_equality
44,evolved,разработаны,développé
45,evolved,разработаны,élaboré
46,evolved,произошли,no_equality
47,evolved,появились,no_equality
48,evolved,развиваться,no_equality
49,nudists,нудистов,nudiste
50,nudists,нудистах,no_equality
51,detrimental,ущерб,no_equality
52,detrimental,пагубных,nuisible
53,detrimental,пагубных,pernicieux
54,detrimental,негативные,préjudiciable
55,detrimental,негативные,néfaste
56,detrimental,негативные,nuisible
57,detrimental,негативные,négatif
58,detrimental,негативное,préjudiciable
59,detrimental,негативное,néfaste
60,detrimental,негативное,négatif
61,detrimental,негативное,défavorable
62,detrimental,негативное,nui
63,detrimental,пагубным,préjudiciable
64,detrimental,пагубным,néfaste
65,detrimental,пагубным,nuisible
66,detrimental,пагубным,nocif
67,detrimental,пагубным,pernicieux
68,detrimental,пагубными,nuisible
69,detrimental,пагубными,négatif
70,detrimental,пагубными,pernicieux
71,detrimental,негативных,préjudiciable
72,detrimental,негативных,négatif
73,detrimental,негативных,défavorable
74,detrimental,пагубной,préjudiciable
75,detrimental,пагубной,néfaste
76,detrimental,пагубной,nuisible
77,detrimental,пагубной,dommageable
78,detrimental,отрицательное,préjudiciable
79,detrimental,отрицательное,négatif
80,detrimental,отрицательное,défavorable
81,detrimental,вредных,nuisible
82,detrimental,пагубно,détriment
83,detrimental,пагубно,nuisent
84,detrimental,пагубно,nui
85,detrimental,негативного,préjudiciable
86,detrimental,негативного,néfaste
87,detrimental,негативного,négatif
88,detrimental,негативного,pernicieux
89,detrimental,пагубного,néfaste
90,detrimental,пагубного,négatif
91,detrimental,пагубного,pernicieux
92,detrimental,негативно сказывается,préjudiciable
93,detrimental,негативно сказывается,nuisent
94,detrimental,вредные,préjudiciable
95,detrimental,вредные,nuisible
96,blizzards,бураны,no_equality
97,blizzards,снежные бури,no_equality
98,blizzards,метели,no_equality
99,melts,тает,fond
100,melts,тает,fondant
101,melts,тает,fondent
102,melts,растает,no_equality
103,melts,плавится,no_equality
104,melts,плавит,fait fondre
105,melts,расплавов,no_equality
106,melts,растапливает,no_equality
107,melts,расплавляет,no_equality
108,melts,начинает таять,no_equality
109,melts,растворяет,no_equality
110,melts,не растаяло,no_equality
111,melts,сойдёт,no_equality
112,jeweller,ювелир,bijoutier
113,jeweller,ювелир,joaillier
114,jeweller,ювелирный магазин,bijouterie
115,jeweller,ювелирной,no_equality
116,jeweller,ювелирных,no_equality
117,jeweller,ювелирное,no_equality
118,feted,чествуют,no_equality
119,defected,дефектный,défectueux
120,tumor,опухоль,tumeur
121,tumor,опухолевых,no_equality
122,tumor,опухолевые,no_equality
123,tumor,противоопухолевой,no_equality
124,tumor,рак,tumeur
125,tumor,рак,cancéreux
126,tumor,рака,tumeur
127,expenditure,расход,dépense
128,expenditure,расходы,dépense
129,expenditure,расходы,frai
130,expenditure,расходы,crédit
131,expenditure,расходы,budget
132,expenditure,расходы,montant
133,expenditure,расходы,coût
134,expenditure,затраты,dépense
135,expenditure,затраты,frai
136,expenditure,затраты,coût
137,expenditure,затраты,investissement
138,expenditure,расходование,dépense
139,expenditure,ассигнования,dépense
140,expenditure,ассигнования,crédit
141,expenditure,ассигнования,montant
142,expenditure,ассигнования,financement
143,expenditure,сумма,dépense
144,expenditure,сумма,montant
145,expenditure,объем,montant
146,expenditure,объем,financement
147,expenditure,затрат,frai
148,expenditure,затрат,coût
149,expenditure,затрат,ressource
150,expenditure,ассигнований,crédit
151,expenditure,ассигнований,budget
152,expenditure,ассигнований,montant
153,expenditure,ассигнований,fond
154,expenditure,ассигнований,ressource
155,expenditure,ассигнований,financement
156,expenditure,расходования средств,dépense
157,expenditure,нужды,dépense
158,expenditure,расходной,no_equality
159,expenditure,затратах,frai
160,expenditure,затратах,coût
161,expenditure,затратами,coût
162,expenditure,трата,no_equality
163,expenditure,расходных,no_equality
164,aggravated,усугубляется,no_equality
165,aggravated,усугубляются,no_equality
166,aggravated,усугубляет,no_equality
167,aggravated,усугубляют,no_equality
168,aggravated,осложняется,no_equality
169,aggravated,усугублялось,no_equality
170,aggravated,обострению,no_equality
171,aggravated,усугубилось,no_equality
172,aggravated,усугубляемые,no_equality
173,aggravated,ухудшению,no_equality
174,aggravated,ухудшилось,no_equality
175,aggravated,тяжких,no_equality
176,aggravated,усугубились,no_equality
177,aggravated,усугублялись,no_equality
178,aggravated,отягченных,no_equality
179,malevolent,злобный,malveillant
180,malevolent,злобный,maléfique
181,malevolent,недоброжелательный,no_equality
182,malevolent,злонамеренный,no_equality
183,malevolent,злая воля,maléfique
184,creditworthiness,кредитоспособность,solvabilité
185,creditworthiness,кредитоспособностью,solvabilité
186,creditworthiness,платежеспособность,solvabilité
187,creditworthiness,платежеспособность,capacité de remboursement
188,alphabetise,по алфавиту,no_equality
189,alphabetise,разложила,no_equality
190,prejudicing,нанесения ущерба,porter atteinte
191,prejudicing,нанесения ущерба,préjudice
192,prejudicing,нанесения ущерба,nuire
193,prejudicing,ущерб,préjudice
194,prejudicing,ставя под угрозу,no_equality
195,prejudicing,предвосхищая,préjuger
196,prejudicing,наносящее,no_equality
197,prejudicing,предрешая,no_equality
198,optometry,оптометрия,no_equality
199,optometry,оптометрии,no_equality
200,churchgoers,прихожане,fidèle
201,churchgoers,прихожане,pratiquant
202,churchgoers,прихожане,paroissien
203,churchgoers,прихожан,fidèle
204,churchgoers,прихожан,paroissien
205,churchgoers,верующих,fidèle
206,churchgoers,верующих,pratiquant
207,wiretaps,прослушки,écoutes téléphoniques
208,wiretaps,прослушки,enregistrement
209,wiretaps,прослушке,micro
210,wiretaps,прослушка,mise sur écoute
211,wiretaps,прослушка,écoute téléphonique
212,wiretaps,прослушку,micro
213,wiretaps,жучки,no_equality
214,wiretaps,прослушек,no_equality
215,wiretaps,прослушивания,no_equality
216,tiredness,усталость,fatigue
217,tiredness,усталость,lassitude
218,tiredness,утомление,fatigue
219,tiredness,от усталости,no_equality
220,rebuilding,восстановление,reconstruction
221,rebuilding,восстановление,reconstitution
222,rebuilding,восстановление,rétablissement
223,rebuilding,восстановление,relèvement
224,rebuilding,восстановление,restauration
225,rebuilding,перестроение,no_equality
226,rebuilding,перестройка,reconstruction
227,rebuilding,перестройка,reconstruire
228,rebuilding,перестройка,refonte
229,rebuilding,ремонт,réfection
230,rebuilding,повторная сборка,no_equality
231,rebuilding,восстанавливающий,no_equality
232,flawlessly,безупречно,parfaitement
233,backpacks,рюкзаки,sacs à dos
234,backpacks,рюкзаки,sac à dos
235,backpacks,рюкзаков,sacs à dos
236,backpacks,рюкзаками,sacs à dos
237,backpacks,рюкзаками,sac à dos
238,backpacks,ранцы,no_equality
239,backpacks,рюкзаках,sac à dos
240,spotless,безупречный,impeccable
241,spotless,безупречный,immaculé
242,spotless,безупречный,irréprochable
243,spotless,без единого пятнышка,immaculé
244,spotless,ни пятнышка,impeccable
245,spotless,чисто,propre
246,spotless,было безупречно,impeccable
247,spotless,незапятнанной,no_equality
248,spotless,чиста,no_equality
249,spotless,чистым,impeccable
250,spotless,чистым,propre
251,spotless,чисты,propre
252,spotless,чисты,nickel
253,spotless,чистой,propre
254,spotless,блестела,no_equality
255,preemptive,упреждающий,préventif
256,preemptive,превентивный,préventif
257,coolant,хладагент,réfrigérant
258,coolant,охладитель,réfrigérant
259,coolant,охладитель,refroidisseur
260,coolant,охлаждающее средство,no_equality
261,coolant,охлаждающая эмульсия,no_equality
262,coolant,охлаждающий,no_equality
263,composers,композиторов,compositeur
264,composers,композиторы,compositeur
265,composers,композиторы,musicien
266,composers,композиторами,compositeur
267,composers,композиторам,no_equality
268,sybaritic,сибаритский,no_equality
269,sybaritic,изнеженный,no_equality
270,hedged,хеджируемый,no_equality
271,hedged,застрахованный,no_equality
272,hedged,огражденный,no_equality
273,grippes,охвачена,no_equality
274,grippes,охватил,no_equality
275,grippes,охватили,no_equality
276,grippes,охвачен,no_equality
277,grippes,охватившее,no_equality
278,grippes,охватившего,no_equality
279,grippes,охваченная,no_equality
280,grippes,охваченном,no_equality
281,grippes,захватила,no_equality
282,grippes,охватила,no_equality
283,grippes,охватило,no_equality
284,grippes,захвачена,no_equality
285,grippes,охваченные,no_equality
286,grippes,захватило,no_equality
287,grippes,затронула,no_equality
