,fr,ru,en
0,tomber,упасть,fall
1,tomber,упасть,drop
2,tomber,упасть,fall down
3,tomber,попасть,fall into
4,tomber,попасть,
5,tomber,опускать,drop out
6,tomber,опадать,no_equality
7,tomber,положить,
8,tomber,снижаться,fall
9,tomber,снижаться,drop
10,tomber,снижаться,go down
11,tomber,снижаться,come down
12,tomber,приходиться,no_equality
13,pénétrer,проникать,enter
14,pénétrer,проникать,penetrate
15,pénétrer,проникать,permeate
16,pénétrer,проникать,infiltrate
17,pénétrer,пронизывать,penetrate
18,pénétrer,пронизывать,permeate
19,pénétrer,пронизывать,pervade
20,pénétrer,входить,enter
21,pénétrer,входить,get into
22,pénétrer,входить,
23,pénétrer,пробраться,no_equality
24,pénétrer,впитаться,no_equality
25,pénétrer,вникнуть,penetrate
26,pénétrer,внедриться,infiltrate
27,pénétrer,пробить,penetrate
28,pénétrer,пролезать,no_equality
29,pénétrer,пронять,no_equality
30,complet,полный,complete
31,complet,полный,full
32,complet,полный,comprehensive
33,complet,полный,entire
34,complet,полный,whole
35,complet,полный,fully
36,complet,полный,total
37,complet,полный,thorough
38,complet,полный,absolute
39,complet,полный,exhaustif
40,complet,полный,
41,complet,всеобъемлющий,full
42,complet,всеобъемлющий,comprehensive
43,complet,всеобъемлющий,exhaustif
44,complet,всеобъемлющий,
45,complet,комплектный,no_equality
46,complet,комплексный,comprehensive
47,complet,комплексный,integral
48,complet,комплексный,
49,complet,исчерпывающий,complete
50,complet,исчерпывающий,full
51,complet,исчерпывающий,comprehensive
52,complet,исчерпывающий,thorough
53,complet,исчерпывающий,extensif
54,complet,исчерпывающий,exhaustif
55,complet,завершенный,complete
56,complet,завершенный,completed
57,complet,укомплектованный,no_equality
58,complet,заполненный,completed
59,complet,полный комплект,no_equality
60,complet,костюм,suit
61,complet,пара,no_equality
62,complet,традиционный завтрак,no_equality
63,complet,тройка,no_equality
64,lettré,просвещенный человек,no_equality
65,lettré,ученый,scholar
66,lettré,начитанный,well-read
67,lettré,просвещенный,no_equality
68,tiré,вытянутый,no_equality
69,tiré,оттянутый,no_equality
70,tiré,притянутый,no_equality
71,tiré,произведенный,no_equality
72,tiré,обнаженный,no_equality
73,tiré,выписанный,no_equality
74,tiré,выстреленный,no_equality
75,tiré,отпечатанный,no_equality
76,tiré,разливной,no_equality
77,tiré,осунувшийся,no_equality
78,tiré,выстрел,shot
79,tiré,выстрел,fired
80,tiré,выстрел,shooting
81,tiré,выстрел,firing
82,tiré,выстрел,shoot
83,tiré,трассат,no_equality
84,tiré,трассант,no_equality
85,tiré,банк-плательщик,no_equality
86,tiré,подлесок,no_equality
87,figurant,статист,extra
88,figurant,фигурант,no_equality
89,équiper,оборудовать,equip
90,équiper,оборудовать,install
91,équiper,оборудовать,furnish
92,équiper,оснащать,equip
93,équiper,экипировать,equip
94,équiper,снарядить,equip
95,équiper,наделить,equip
96,équiper,собрать,
97,exhaustivement,исчерпывающе,exhaustively
98,ultérieurement,впоследствии,subsequently
99,ultérieurement,впоследствии,later
100,ultérieurement,впоследствии,further
101,ultérieurement,впоследствии,thereafter
102,ultérieurement,впоследствии,eventually
103,ultérieurement,впоследствии,afterwards
104,ultérieurement,впоследствии,ultimately
105,ultérieurement,впоследствии,future
106,ultérieurement,впоследствии,subsequent
107,ultérieurement,впоследствии,after
108,ultérieurement,впоследствии,afterward
109,ultérieurement,впоследствии,
110,ultérieurement,в дальнейшем,subsequently
111,ultérieurement,в дальнейшем,later
112,ultérieurement,в дальнейшем,further
113,ultérieurement,в дальнейшем,eventually
114,ultérieurement,в дальнейшем,subsequent
115,ultérieurement,в дальнейшем,later on
116,ultérieurement,в дальнейшем,
117,convenir,согласовать,agree on
118,convenir,согласовать,agree upon
119,convenir,согласовать,accommodate
120,convenir,согласовать,
121,convenir,подходить,suit
122,convenir,подходить,be suitable
123,convenir,подходить,fit
124,convenir,подходить,
125,convenir,соответствовать,fit
126,convenir,соответствовать,
127,convenir,признать,agree
128,convenir,признать,admit
129,convenir,признать,
130,convenir,устраивать,arrange
131,convenir,подобать,no_equality
132,convenir,приличествовать,no_equality
133,convenir,сговориться,no_equality
134,convenir,идти,become
135,convenir,идти,
136,convenir,прийтись,no_equality
137,convenir,допускать,admit
138,convenir,допускать,
139,convenir,пристать,no_equality
140,réellement,фактически,actually
141,réellement,фактически,effectively
142,réellement,фактически,indeed
143,réellement,фактически,
144,réellement,собственно,really
145,réellement,собственно,actually
146,réellement,собственно,indeed
147,réellement,собственно,
148,réellement,в самом деле,really
149,réellement,в самом деле,actually
150,réellement,в самом деле,truly
151,réellement,в самом деле,indeed
152,réellement,в самом деле,for real
153,réellement,впрямь,really
154,réellement,впрямь,actually
155,réellement,впрямь,truly
156,réellement,впрямь,indeed
157,devant,пред,in front of
158,devant,пред,before
159,devant,мимо,past
160,devant,мимо,over
161,devant,мимо,through
162,devant,к,no_equality
163,devant,при,under
164,devant,впереди,in front of
165,devant,впереди,ahead
166,devant,впереди,before
167,devant,впереди,ahead of
