,bigram,freq
3843,"('young_ADJ', 'man_NOUN')",135
37504,"('old_ADJ', 'man_NOUN')",124
39748,"('little_ADJ', 'girl_NOUN')",104
1413,"('first_ADJ', 'time_NOUN')",103
9241,"('long_ADJ', 'time_NOUN')",93
26726,"('last_ADJ', 'night_NOUN')",80
39565,"('mrs_NOUN', 'Baine_NOUN')",78
3,"('librivox_ADJ', 'recording_NOUN')",78
1197,"('young_ADJ', 'lady_NOUN')",68
52119,"('mrs_NOUN', 'Maldon_NOUN')",64
13467,"('next_ADJ', 'day_NOUN')",64
8853,"('next_ADJ', 'morning_NOUN')",61
54291,"('front_ADJ', 'door_NOUN')",57
40238,"('mrs_NOUN', 'Baines_NOUN')",57
19918,"('dining_NOUN', 'room_NOUN')",54
29851,"('old_ADJ', 'lady_NOUN')",52
256524,"('mrs_NOUN', 'Bloomfield_NOUN')",50
190047,"('Lhari_ADJ', 'ship_NOUN')",50
32346,"('year_NOUN', 'old_ADJ')",49
6275,"('old_ADJ', 'woman_NOUN')",46
13805,"('good_ADJ', 'deal_NOUN')",44
725,"('great_ADJ', 'deal_NOUN')",42
10,"('public_ADJ', 'domain_NOUN')",39
19,"('visit_NOUN', 'librivox.org_NOUN')",39
18,"('please_ADJ', 'visit_NOUN')",38
17490,"('right_ADJ', 'hand_NOUN')",38
11085,"('left_ADJ', 'hand_NOUN')",35
52122,"('sitting_NOUN', 'room_NOUN')",34
11678,"('first_ADJ', 'thing_NOUN')",34
38654,"('drawing_NOUN', 'room_NOUN')",34
9385,"('little_ADJ', 'boy_NOUN')",34
299872,"('little_ADJ', 'Pig_NOUN')",32
40755,"('mister_NOUN', 'Povey_NOUN')",31
225387,"('mister_NOUN', 'Carlyle_NOUN')",29
101797,"('mister_NOUN', 'Bunner_NOUN')",28
4088,"('little_ADJ', 'thing_NOUN')",27
97447,"('mister_NOUN', 'Trent_ADJ')",27
1097,"('young_ADJ', 'woman_NOUN')",27
13958,"('half_ADJ', 'past_NOUN')",26
98107,"('mister_NOUN', 'Cupple_NOUN')",25
42388,"('old_ADJ', 'friend_NOUN')",25
107980,"('short_ADJ', 'time_NOUN')",25
64,"('five_ADJ', 'town_NOUN')",24
131135,"('white_ADJ', 'man_NOUN')",24
21153,"('new_ADJ', 'York_NOUN')",23
4969,"('human_ADJ', 'nature_NOUN')",23
58559,"('counting_NOUN', 'house_NOUN')",23
153060,"('little_ADJ', 'man_NOUN')",23
256935,"('mister_NOUN', 'Bloomfield_NOUN')",22
191427,"('fat_ADJ', 'man_NOUN')",22
24674,"('many_ADJ', 'year_NOUN')",22
21909,"('open_ADJ', 'window_NOUN')",21
57090,"('half_ADJ', 'hour_NOUN')",21
11212,"('nothing_NOUN', 'else_ADJ')",21
