,bigram,freq
30429,"('little_ADJ', 'girl_NOUN')",205
31442,"('young_ADJ', 'man_NOUN')",168
52978,"('old_ADJ', 'lady_NOUN')",135
48029,"('young_ADJ', 'lady_NOUN')",134
1635,"('old_ADJ', 'man_NOUN')",88
32401,"('good_ADJ', 'deal_NOUN')",55
3,"('librivox_ADJ', 'recording_NOUN')",52
80687,"('great_ADJ', 'deal_NOUN')",52
3279,"('first_ADJ', 'time_NOUN')",50
215819,"('mrs_NOUN', 'Robert_NOUN')",46
38783,"('poor_ADJ', 'little_ADJ')",46
4090,"('traveling_ADJ', 'Salesman_NOUN')",45
9268,"('little_ADJ', 'child_NOUN')",45
51349,"('good_ADJ', 'time_NOUN')",45
9521,"('long_ADJ', 'time_NOUN')",42
61815,"('Lay_ADJ', 'reader_NOUN')",42
5631,"('little_ADJ', 'thing_NOUN')",42
227930,"('mister_NOUN', 'Slocum_NOUN')",42
32477,"('young_ADJ', 'people_NOUN')",41
6740,"('little_ADJ', 'bit_NOUN')",39
29935,"('older_ADJ', 'man_NOUN')",38
51221,"('young_ADJ', 'girl_NOUN')",37
53556,"('old_ADJ', 'gentleman_NOUN')",36
7638,"('year_NOUN', 'old_ADJ')",35
43394,"('good_ADJ', 'old_ADJ')",33
230092,"('book_NOUN', 'keeper_NOUN')",33
1615,"('many_ADJ', 'thing_NOUN')",33
6682,"('anything_NOUN', 'else_ADJ')",33
68396,"('white_ADJ', 'Linen_NOUN')",32
11633,"('little_ADJ', 'boy_NOUN')",30
40459,"('new_ADJ', 'York_NOUN')",30
6829,"('great_ADJ', 'many_ADJ')",29
15783,"('young_ADJ', 'gentleman_NOUN')",29
9219,"('last_ADJ', 'night_NOUN')",28
216054,"('mrs_NOUN', 'Roberts_NOUN')",27
117888,"('old_ADJ', 'friend_NOUN')",26
10,"('public_ADJ', 'domain_NOUN')",26
115802,"('dining_NOUN', 'room_NOUN')",25
109849,"('old_ADJ', 'woman_NOUN')",25
47384,"('next_ADJ', 'day_NOUN')",25
19,"('visit_NOUN', 'librivox.org_NOUN')",25
99423,"('little_ADJ', 'one_NOUN')",25
32251,"('little_ADJ', 'hand_NOUN')",24
124526,"('poor_ADJ', 'boy_NOUN')",24
7447,"('last_ADJ', 'year_NOUN')",24
18,"('please_ADJ', 'visit_NOUN')",24
8878,"('next_ADJ', 'morning_NOUN')",23
120844,"('new_ADJ', 'comer_NOUN')",23
35091,"('poor_ADJ', 'dear_NOUN')",23
3948,"('people_NOUN', 'power_NOUN')",22
53012,"('poor_ADJ', 'old_ADJ')",22
114740,"('nice_NOUN', 'little_ADJ')",22
10516,"('right_ADJ', 'hand_NOUN')",22
110502,"('poor_ADJ', 'girl_NOUN')",22
7785,"('good_ADJ', 'deal_ADJ')",21
11803,"('little_ADJ', 'voice_NOUN')",21
72581,"('next_ADJ', 'time_NOUN')",21
124640,"('mrs_NOUN', 'Pecq_NOUN')",21
55134,"('hard_ADJ', 'work_NOUN')",20
117231,"('last_ADJ', 'word_NOUN')",20
107363,"('bell_ADJ', 'rang_NOUN')",20
152470,"('mister_NOUN', 'Bhaer_NOUN')",20
110770,"('little_ADJ', 'man_NOUN')",20
12366,"('straight_ADJ', 'line_NOUN')",20
17367,"('many_ADJ', 'year_NOUN')",20
116099,"('young_ADJ', 'person_NOUN')",20
98722,"('poor_ADJ', 'thing_NOUN')",19
112317,"('small_ADJ', 'boy_NOUN')",19
252691,"('station_NOUN', 'house_NOUN')",19
29859,"('Younger_ADJ', 'man_NOUN')",19
25015,"('last_ADJ', 'time_NOUN')",19
131467,"('new_ADJ', 'play_NOUN')",19
10558,"('never_ADJ', 'mind_NOUN')",18
4577,"('Youngish_ADJ', 'girl_NOUN')",18
46784,"('post_NOUN', 'office_NOUN')",18
74476,"('thousand_NOUN', 'dollar_NOUN')",18
10992,"('love_NOUN', 'letter_NOUN')",18
151824,"('mrs_NOUN', 'Bhaer_NOUN')",18
76029,"('great_ADJ', 'deal_ADJ')",17
89130,"('good_ADJ', 'friend_NOUN')",17
59468,"('little_ADJ', 'story_NOUN')",17
96746,"('happy_ADJ', 'home_NOUN')",17
112930,"('great_ADJ', 'fun_NOUN')",17
109846,"('boot_ADJ', 'black_NOUN')",17
114085,"('dear_NOUN', 'old_ADJ')",17
136718,"('old_ADJ', 'house_NOUN')",16
96902,"('little_ADJ', 'room_NOUN')",16
3038,"('first_ADJ', 'day_NOUN')",16
86011,"('year_NOUN', 'older_ADJ')",16
109366,"('hard_ADJ', 'time_NOUN')",16
39752,"('open_ADJ', 'window_NOUN')",16
216070,"('mister_NOUN', 'Robert_NOUN')",16
43354,"('little_ADJ', 'figure_NOUN')",16
216908,"('Nimble_ADJ', 'Dick_NOUN')",16
3357,"('many_ADJ', 'time_NOUN')",16
195603,"('first_ADJ', 'church_NOUN')",16
56491,"('Oh_ADJ', 'dear_NOUN')",15
6923,"('rich_ADJ', 'man_NOUN')",15
122208,"('poor_ADJ', 'child_NOUN')",15
111024,"('great_ADJ', 'delight_NOUN')",15
5263,"('half_ADJ', 'hour_NOUN')",15
53621,"('many_ADJ', 'people_NOUN')",15
45212,"('left_ADJ', 'hand_NOUN')",15
34100,"('little_ADJ', 'face_NOUN')",14
13652,"('self_ADJ', 'control_NOUN')",14
198528,"('prayer_NOUN', 'meeting_NOUN')",14
48354,"('letter_NOUN', 'co_NOUN')",14
48353,"('Serial_ADJ', 'letter_NOUN')",14
