,bigram,freq
30500,"('complex_ADJ', 'number_NOUN')",107
30783,"('real_ADJ', 'part_NOUN')",50
5338,"('little_ADJ', 'bit_NOUN')",41
25883,"('rational_ADJ', 'number_NOUN')",28
30949,"('mag_ADJ', 'ang_NOUN')",24
22937,"('datum_NOUN', 'object_NOUN')",20
20942,"('datum_NOUN', 'abstraction_NOUN')",20
20546,"('right_ADJ', 'branch_NOUN')",19
30511,"('imaginary_ADJ', 'part_NOUN')",19
30944,"('real_ADJ', 'imag_NOUN')",16
35678,"('periodic_ADJ', 'phenomena_NOUN')",16
37631,"('complex_ADJ', 'exponential_NOUN')",16
46114,"('late_ADJ', 'day_NOUN')",16
30658,"('generic_ADJ', 'operation_NOUN')",15
30919,"('imag_ADJ', 'part_NOUN')",15
37842,"('c_ADJ', 'sub_NOUN')",14
33042,"('scheme_ADJ', 'number_NOUN')",14
29073,"('Huffman_ADJ', 'tree_NOUN')",14
11659,"('last_ADJ', 'time_NOUN')",13
30929,"('real_ADJ', 'imag_ADJ')",13
35645,"('Brad_ADJ', 'Osgood_NOUN')",13
35676,"('periodic_ADJ', 'function_NOUN')",13
35644,"('Instructor_NOUN', 'Brad_ADJ')",13
20544,"('left_ADJ', 'branch_NOUN')",13
19870,"('abstraction_NOUN', 'barrier_NOUN')",12
30546,"('many_ADJ', 'people_NOUN')",12
32975,"('ordinary_ADJ', 'number_NOUN')",12
4533,"('first_ADJ', 'time_NOUN')",11
20973,"('datum_NOUN', 'structure_NOUN')",11
43926,"('section_NOUN', 'leader_NOUN')",11
23330,"('right_ADJ', 'split_NOUN')",11
26480,"('number_NOUN', 'system_NOUN')",11
31107,"('imag_ADJ', 'x_NOUN')",11
58090,"('mister_NOUN', 'land_NOUN')",11
33024,"('scheme_NOUN', 'number_NOUN')",11
30741,"('generic_ADJ', 'arithmetic_ADJ')",11
35926,"('periodic_ADJ', 'phenomenon_NOUN')",11
22899,"('picture_NOUN', 'language_NOUN')",10
30737,"('type_NOUN', 'tag_NOUN')",10
27360,"('intersection_NOUN', 'set_NOUN')",10
20304,"('empty_NOUN', 'list_NOUN')",10
29014,"('relative_ADJ', 'frequency_NOUN')",10
1733,"('deep_ADJ', 'breath_NOUN')",9
43085,"('test_ADJ', 'case_NOUN')",9
42217,"('empty_NOUN', 'wall_NOUN')",9
29501,"('generic_ADJ', 'procedure_NOUN')",9
6888,"('long_ADJ', 'time_NOUN')",9
36997,"('pi_ADJ', 'k_NOUN')",9
23347,"('corner_NOUN', 'split_NOUN')",9
35831,"('general_ADJ', 'periodic_ADJ')",9
26406,"('algebraic_ADJ', 'expression_NOUN')",9
26692,"('exp_NOUN', 'var_NOUN')",9
27405,"('x_ADJ', 'set_NOUN')",9
21033,"('od_ADJ', 'square_NOUN')",9
5506,"('front_ADJ', 'door_NOUN')",9
41778,"('’m_NOUN', 'sorry_NOUN')",9
41777,"('“I_ADJ', '’m_NOUN')",9
30507,"('rectangular_ADJ', 'form_NOUN')",9
30772,"('arithmetic_ADJ', 'operation_NOUN')",9
28091,"('entry_ADJ', 'set_NOUN')",8
28513,"('large_ADJ', 'number_NOUN')",8
22715,"('internal_ADJ', 'procedure_NOUN')",8
