,bigram,freq
35109,"('“I_ADJ', '’m_NOUN')",33
10206,"('clinic_ADJ', 'trial_NOUN')",24
19795,"('square_NOUN', 'root_NOUN')",24
27497,"('recursive_ADJ', 'process_NOUN')",22
27618,"('iterative_ADJ', 'process_NOUN')",18
22252,"('software_ADJ', 'engineer_NOUN')",18
20840,"('programming_NOUN', 'language_NOUN')",17
24569,"('order_NOUN', 'evaluation_NOUN')",16
37571,"('mister_NOUN', 'Banner_NOUN')",16
9597,"('software_ADJ', 'requirement_NOUN')",16
1454,"('childhood_NOUN', 'dream_NOUN')",13
24568,"('normal_ADJ', 'order_NOUN')",12
1649,"('year_NOUN', 'old_ADJ')",11
23618,"('evaluation_NOUN', 'rule_NOUN')",11
2035,"('virtual_ADJ', 'reality_NOUN')",10
32440,"('local_ADJ', 'variable_NOUN')",10
25370,"('initial_ADJ', 'guess_NOUN')",10
33122,"('fix_ADJ', 'point_NOUN')",10
8412,"('computer_NOUN', 'science_NOUN')",10
23899,"('special_ADJ', 'form_NOUN')",10
54472,"('requirement_NOUN', 'process_NOUN')",10
25286,"('sqrt_ADJ', 'x_NOUN')",9
8962,"('’t_ADJ', 'think_NOUN')",9
7236,"('long_ADJ', 'time_NOUN')",9
23166,"('procedure_NOUN', 'application_NOUN')",9
24162,"('procedure_NOUN', 'define_NOUN')",9
24909,"('x_NOUN', 'x_NOUN')",9
23970,"('procedure_NOUN', 'definition_NOUN')",9
19873,"('artificial_ADJ', 'intelligence_NOUN')",8
25451,"('sqrt_ADJ', 'iter_NOUN')",8
25468,"('guess_ADJ', 'x_NOUN')",8
24078,"('formal_ADJ', 'parameter_NOUN')",8
24583,"('applicative_ADJ', 'order_NOUN')",8
28112,"('Fibonacci_ADJ', 'number_NOUN')",8
33547,"('average_ADJ', 'damp_NOUN')",8
28139,"('tree_NOUN', 'recursive_ADJ')",8
27865,"('recursive_ADJ', 'procedure_NOUN')",8
32736,"('interval_ADJ', 'method_NOUN')",8
32735,"('half_ADJ', 'interval_ADJ')",8
29150,"('fast_ADJ', 'expt_NOUN')",8
7839,"('’t_ADJ', 'worry_NOUN')",7
18181,"('second_ADJ', 'edition_NOUN')",7
10753,"('experimental_ADJ', 'drug_NOUN')",7
7775,"('high_ADJ', 'school_NOUN')",7
4384,"('good_ADJ', 'idea_NOUN')",7
19453,"('large_ADJ', 'program_NOUN')",7
25973,"('x_NOUN', 'define_NOUN')",7
23026,"('primitive_ADJ', 'procedure_NOUN')",7
6091,"('’m_NOUN', 'sorry_NOUN')",7
20052,"('datum_NOUN', 'structure_NOUN')",7
28466,"('first_ADJ', 'kind_NOUN')",7
27124,"('rational_ADJ', 'number_NOUN')",7
27520,"('positive_ADJ', 'integer_NOUN')",7
33915,"('first_ADJ', 'time_NOUN')",7
24340,"('substitution_NOUN', 'model_NOUN')",7
18328,"('computer_NOUN', 'program_NOUN')",7
25141,"('following_ADJ', 'procedure_NOUN')",7
29810,"('smallest_ADJ', 'divisor_NOUN')",7
25020,"('number_NOUN', 'x_NOUN')",7
24240,"('form_ADJ', 'parameter_NOUN')",7
2311,"('many_ADJ', 'people_NOUN')",7
21141,"('higher_ADJ', 'order_NOUN')",6
2258,"('first_ADJ', 'day_NOUN')",6
25450,"('guess_NOUN', 'sqrt_ADJ')",6
4466,"('high_ADJ', 'level_NOUN')",6
33274,"('average_ADJ', 'damping_NOUN')",6
51848,"('inevitable_ADJ', 'return_NOUN')",6
1071,"('love_NOUN', 'Baby_NOUN')",6
9800,"('process_NOUN', 'requirement_NOUN')",6
29120,"('successive_ADJ', 'squaring_NOUN')",6
19780,"('mathematical_ADJ', 'function_NOUN')",6
38678,"('parking_NOUN', 'lot_NOUN')",6
10106,"('system_NOUN', 'requirement_NOUN')",6
29241,"('logarithmic_ADJ', 'number_NOUN')",6
8606,"('many_ADJ', 'year_NOUN')",6
25445,"('guess_NOUN', 'x_NOUN')",6
18808,"('internal_ADJ', 'definition_NOUN')",6
4830,"('anything_NOUN', 'else_ADJ')",6
21235,"('block_ADJ', 'structure_NOUN')",5
24674,"('absolute_ADJ', 'value_NOUN')",5
2411,"('good_ADJ', 'thing_NOUN')",5
28678,"('function_NOUN', 'f_NOUN')",5
3099,"('show_ADJ', 'slide_NOUN')",5
25510,"('define_NOUN', 'good_ADJ')",5
25444,"('-iter_ADJ', 'guess_NOUN')",5
2691,"('head_NOUN', 'fake_NOUN')",5
24793,"('expression_NOUN', '<e>_NOUN')",5
26311,"('auxiliary_ADJ', 'procedure_NOUN')",5
10517,"('new_ADJ', 'drug_NOUN')",5
29971,"('Fermat_ADJ', 'test_NOUN')",5
9611,"('real_ADJ', 'world_NOUN')",5
5105,"('young_ADJ', 'man_NOUN')",5
55339,"('conceptual_ADJ', 'modeling_NOUN')",5
24019,"('compound_ADJ', 'procedure_NOUN')",5
24005,"('x_ADJ', 'x_NOUN')",5
33140,"('point_NOUN', 'search_NOUN')",5
20276,"('many_ADJ', 'time_NOUN')",5
18528,"('first_ADJ', 'edition_NOUN')",5
30082,"('fast_ADJ', 'prime_NOUN')",5
23516,"('large_ADJ', 'number_NOUN')",5
23950,"('arithmetic_ADJ', 'operation_NOUN')",5
9791,"('life_NOUN', 'cycle_NOUN')",5
38901,"('’t_ADJ', 'mind_NOUN')",5
20185,"('software_ADJ', 'engineering_NOUN')",5
21145,"('common_ADJ', 'pattern_NOUN')",5
23790,"('special_ADJ', 'case_NOUN')",5
28397,"('iterative_ADJ', 'algorithm_NOUN')",5
36397,"('next_ADJ', 'class_NOUN')",5
19630,"('great_ADJ', 'deal_NOUN')",5
50558,"('cold_ADJ', 'one_NOUN')",5
34287,"('small_ADJ', 'town_NOUN')",5
36355,"('bell_ADJ', 'rang_NOUN')",5
42105,"('’m_NOUN', 'fine_NOUN')",5
40113,"('last_ADJ', 'time_NOUN')",4
9652,"('business_NOUN', 'process_NOUN')",4
31929,"('next_ADJ', 'b_NOUN')",4
22073,"('computational_ADJ', 'process_NOUN')",4
24821,"('value_NOUN', 'procedure_NOUN')",4
56299,"('faith_ADJ', 'faith_NOUN')",4
22804,"('special_ADJ', 'purpose_NOUN')",4
18769,"('local_ADJ', 'state_NOUN')",4
12677,"('last_ADJ', 'night_NOUN')",4
32515,"('let_ADJ', 'expression_NOUN')",4
24656,"('expressive_ADJ', 'power_NOUN')",4
22934,"('powerful_ADJ', 'programming_NOUN')",4
27496,"('linear_ADJ', 'recursive_ADJ')",4
15661,"('best_ADJ', 'friend_NOUN')",4
27636,"('max_ADJ', 'count_NOUN')",4
27631,"('fact_NOUN', 'iter_NOUN')",4
29213,"('log_ADJ', 'n_NOUN')",4
14022,"('crow_NOUN', 'cheer_NOUN')",4
29936,"('random_ADJ', 'number_NOUN')",4
27606,"('counter_ADJ', 'product_NOUN')",4
27605,"('product_NOUN', 'counter_ADJ')",4
25469,"('x_NOUN', 'average_ADJ')",4
25470,"('average_ADJ', 'guess_NOUN')",4
25471,"('guess_NOUN', 'x_ADJ')",4
25472,"('x_ADJ', 'guess_NOUN')",4
18098,"('dancer_NOUN', 'oho_ADJ')",4
24051,"('general_ADJ', 'form_NOUN')",4
1914,"('brick_NOUN', 'wall_NOUN')",4
21083,"('compound_ADJ', 'expression_NOUN')",4
28420,"('many_ADJ', 'different_ADJ')",4
44068,"('spring_NOUN', 'dance_NOUN')",4
7437,"('little_ADJ', 'bit_NOUN')",4
24056,"('<formal_ADJ', 'parameters>_NOUN')",4
18097,"('midnight_ADJ', 'dancer_NOUN')",4
18099,"('oho_ADJ', 'oho_NOUN')",4
31801,"('sum_ADJ', 'cube_NOUN')",4
26461,"('real_ADJ', 'number_NOUN')",4
31772,"('order_NOUN', 'procedure_NOUN')",4
34175,"('long_ADJ', 'room_NOUN')",4
9988,"('software_ADJ', 'component_NOUN')",4
29813,"('find_NOUN', 'divisor_NOUN')",4
1105,"('worth_ADJ', 'live_NOUN')",4
27936,"('procedure_NOUN', 'call_NOUN')",4
32824,"('po_NOUN', 'point_NOUN')",4
25342,"('successive_ADJ', 'approximation_NOUN')",4
18101,"('Hey_NOUN', 'big_ADJ')",4
18102,"('big_ADJ', 'romancer_NOUN')",4
18100,"('oho_NOUN', 'Hey_NOUN')",4
29666,"('k_ADJ', 'step_NOUN')",3
13178,"('back_ADJ', 'home_NOUN')",3
29817,"('test_ADJ', 'divisor_NOUN')",3
29877,"('number_NOUN', 'theory_NOUN')",3
29885,"('little_ADJ', 'Theorem_NOUN')",3
23933,"('small_ADJ', 'number_NOUN')",3
24195,"('compound_NOUN', 'procedure_NOUN')",3
29517,"('common_ADJ', 'divisor_NOUN')",3
29887,"('prime_ADJ', 'number_NOUN')",3
10364,"('clinic_ADJ', 'trial_ADJ')",3
26489,"('decimal_ADJ', 'place_NOUN')",3
37264,"('“I_ADJ', 'think_NOUN')",3
7304,"('good_ADJ', 'stuff_NOUN')",3
37485,"('next_ADJ', 'hour_NOUN')",3
26209,"('free_ADJ', 'variable_NOUN')",3
28197,"('redundant_ADJ', 'computation_NOUN')",3
26066,"('second_ADJ', 'argument_NOUN')",3
36541,"('mister_NOUN', 'Varner_NOUN')",3
26984,"('declarative_ADJ', 'statement_NOUN')",3
9178,"('happy_ADJ', 'birthday_NOUN')",3
9900,"('Nonfunctional_ADJ', 'requirement_NOUN')",3
