,bigram,freq
8034,"('young_ADJ', 'man_NOUN')",128
4465,"('old_ADJ', 'man_NOUN')",87
18103,"('next_ADJ', 'day_NOUN')",40
103060,"('little_ADJ', 'Kay_NOUN')",40
16950,"('little_ADJ', 'girl_NOUN')",35
1580,"('old_ADJ', 'woman_NOUN')",34
42323,"('little_ADJ', 'boy_NOUN')",32
119350,"('sand_NOUN', 'pit_NOUN')",26
28697,"('young_ADJ', 'girl_NOUN')",26
23182,"('first_ADJ', 'time_NOUN')",26
19150,"('next_ADJ', 'morning_NOUN')",25
9284,"('long_ADJ', 'time_NOUN')",24
23484,"('young_ADJ', 'lady_NOUN')",24
1174,"('good_ADJ', 'thing_NOUN')",23
105517,"('little_ADJ', 'robber_NOUN')",20
27663,"('heart_NOUN', 'attack_NOUN')",19
15140,"('good_ADJ', 'night_NOUN')",19
40689,"('last_ADJ', 'night_NOUN')",19
3,"('librivox_ADJ', 'recording_NOUN')",18
8143,"('year_NOUN', 'old_ADJ')",17
19001,"('good_ADJ', 'deal_NOUN')",17
94360,"('new_ADJ', 'clothe_NOUN')",16
150016,"('pilot_NOUN', 'house_NOUN')",16
148043,"('bar_ADJ', ""'l_NOUN"")",15
145707,"('new_ADJ', 'Orlean_NOUN')",14
119455,"('pine_ADJ', 'tree_NOUN')",14
9390,"('whole_ADJ', 'world_NOUN')",14
120624,"('pine_NOUN', 'tree_NOUN')",14
9684,"('poor_ADJ', 'fellow_NOUN')",14
22932,"('never_ADJ', 'mind_NOUN')",13
32761,"('last_ADJ', 'year_NOUN')",13
26463,"('many_ADJ', 'thing_NOUN')",13
7271,"('good_ADJ', 'fortune_NOUN')",13
40682,"('mis_ADJ', ""'ess_NOUN"")",13
54876,"('mean_ADJ', 'time_NOUN')",12
95601,"('real_ADJ', 'Princess_NOUN')",12
18138,"('young_ADJ', 'people_NOUN')",12
19400,"('half_ADJ', 'past_NOUN')",12
83283,"('old_ADJ', 'Dante_NOUN')",12
95257,"('weg_NOUN', 'weg_NOUN')",12
102368,"('little_ADJ', 'Mice_NOUN')",12
123281,"('dog_NOUN', 'cart_NOUN')",12
148751,"('bar_NOUN', ""'l_NOUN"")",12
101522,"('wide_ADJ', 'world_NOUN')",12
123467,"('heat_NOUN', 'Ray_NOUN')",12
3063,"('good_ADJ', 'fellow_NOUN')",12
27335,"('new_ADJ', 'York_NOUN')",11
48810,"('little_ADJ', 'child_NOUN')",11
36932,"('high_ADJ', 'heel_NOUN')",11
12616,"('little_ADJ', 'way_NOUN')",11
41495,"('public_ADJ', 'house_NOUN')",11
20175,"('mister_NOUN', 'Coombe_NOUN')",11
801,"('dear_ADJ', 'father_NOUN')",11
71339,"('open_ADJ', 'window_NOUN')",11
94523,"('old_ADJ', 'minister_NOUN')",10
28446,"('mrs_NOUN', 'Sommer_NOUN')",10
27204,"('nineteenth_ADJ', 'century_NOUN')",10
103005,"('old_ADJ', 'grandmother_NOUN')",10
88829,"('de_NOUN', 'justice_NOUN')",10
51485,"('open_ADJ', 'door_NOUN')",10
63764,"('great_ADJ', 'king_NOUN')",10
122676,"('pine_ADJ', 'wood_NOUN')",10
3195,"('good_ADJ', 'old_ADJ')",10
12740,"('long_ADJ', 'way_NOUN')",10
81890,"('young_ADJ', 'sailor_NOUN')",10
119871,"('railway_NOUN', 'station_NOUN')",10
95790,"('East_ADJ', 'street_NOUN')",10
99154,"('police_NOUN', 'office_NOUN')",10
101901,"('picture_NOUN', 'book_NOUN')",10
21565,"('first_ADJ', 'thing_NOUN')",9
53606,"('black_NOUN', 'figure_NOUN')",9
27757,"('heart_NOUN', 'disease_NOUN')",9
58832,"('little_ADJ', 'one_NOUN')",9
73428,"('wood_NOUN', 'pile_NOUN')",9
57407,"('wild_ADJ', 'beast_NOUN')",9
20699,"('poor_ADJ', 'old_ADJ')",9
19,"('visit_NOUN', 'librivox.org_NOUN')",9
10,"('public_ADJ', 'domain_NOUN')",9
12050,"('young_ADJ', 'fellow_NOUN')",9
624,"('immortal_ADJ', 'god_NOUN')",9
118276,"('planet_NOUN', 'Mar_NOUN')",8
122685,"('second_ADJ', 'cylinder_NOUN')",8
3139,"('old_ADJ', 'friend_NOUN')",8
11025,"('next_ADJ', 'moment_NOUN')",8
39434,"('turn_ADJ', 'round_NOUN')",8
6963,"('open_ADJ', 'sea_NOUN')",8
77219,"('dancing_ADJ', 'man_NOUN')",8
44124,"('good_ADJ', 'many_ADJ')",8
120999,"('blue_NOUN', 'sky_NOUN')",8
95492,"('court_NOUN', 'yard_NOUN')",8
18,"('please_ADJ', 'visit_NOUN')",8
62620,"('dry_NOUN', 'wood_NOUN')",8
3346,"('morning_NOUN', 'rosy_ADJ')",8
5045,"('good_ADJ', 'man_NOUN')",8
125593,"('flat_ADJ', 'meadow_NOUN')",8
69688,"('dear_ADJ', 'fellow_NOUN')",8
25114,"('little_ADJ', 'bit_NOUN')",8
61748,"('great_ADJ', 'distance_NOUN')",8
58651,"('long_ADJ', 'grass_NOUN')",8
96314,"('hackney_NOUN', 'coach_NOUN')",8
86911,"('merchant_ADJ', 'service_NOUN')",8
5838,"('deep_ADJ', 'blue_NOUN')",8
103698,"('red_ADJ', 'shoe_NOUN')",8
66361,"('whole_ADJ', 'day_NOUN')",7
64800,"('Tent_ADJ', 'house_NOUN')",7
101139,"('fresh_ADJ', 'air_NOUN')",7
47630,"('left_ADJ', 'hand_NOUN')",7
9288,"('old_ADJ', 'father_NOUN')",7
150034,"('hurricane_ADJ', 'deck_NOUN')",7
2277,"('way_NOUN', 'home_NOUN')",7
72696,"('morning_ADJ', 'paper_NOUN')",7
55267,"('dear_ADJ', 'boy_NOUN')",7
51408,"('little_ADJ', 'creature_NOUN')",7
59423,"('previous_ADJ', 'night_NOUN')",7
70677,"('fairy_ADJ', 'tale_NOUN')",7
9757,"('poor_ADJ', 'thing_NOUN')",7
58159,"('sugar_ADJ', 'cane_NOUN')",7
3633,"('great_ADJ', 'misfortune_NOUN')",7
20700,"('old_ADJ', 'fellow_NOUN')",7
104303,"('little_ADJ', 'black_NOUN')",7
20541,"('good_ADJ', 'bye_NOUN')",7
23307,"('poor_ADJ', 'boy_NOUN')",7
135415,"('thy_ADJ', 'love_NOUN')",7
123721,"('red_ADJ', 'glare_NOUN')",7
135564,"('dark_ADJ', 'night_NOUN')",7
83012,"('half_ADJ', 'open_ADJ')",7
13854,"('nothing_NOUN', 'else_ADJ')",7
31882,"('first_ADJ', 'day_NOUN')",7
44160,"('poor_ADJ', 'little_ADJ')",7
58666,"('little_ADJ', 'monkey_NOUN')",6
58239,"('loud_ADJ', 'cry_NOUN')",6
124437,"('Horsell_ADJ', 'common_NOUN')",6
124245,"('vague_ADJ', 'idea_NOUN')",6
9938,"('whole_ADJ', 'country_NOUN')",6
30409,"('many_ADJ', 'people_NOUN')",6
28517,"('great_ADJ', 'deal_ADJ')",6
110795,"('left_ADJ', 'bank_NOUN')",6
22251,"('cornet_NOUN', 'player_NOUN')",6
110301,"('shell_ADJ', 'fish_NOUN')",6
9162,"('year_NOUN', 'round_NOUN')",6
1022,"('right_ADJ', 'hand_NOUN')",6
14821,"('landing_NOUN', 'place_NOUN')",6
42554,"('little_ADJ', 'time_NOUN')",6
121382,"('parabolic_ADJ', 'mirror_NOUN')",6
121361,"('intense_ADJ', 'heat_NOUN')",6
50338,"('old_ADJ', 'time_NOUN')",6
20087,"('mister_NOUN', 'Coombes_NOUN')",6
121511,"('evening_ADJ', 'paper_NOUN')",6
12140,"('last_ADJ', 'time_NOUN')",6
120623,"('young_ADJ', 'pine_NOUN')",6
19336,"('next_ADJ', 'night_NOUN')",6
121038,"('green_ADJ', 'smoke_NOUN')",6
120858,"('little_ADJ', 'knot_NOUN')",6
44161,"('little_ADJ', 'thing_NOUN')",6
55879,"('first_ADJ', 'care_NOUN')",6
55985,"('fresh_ADJ', 'water_NOUN')",6
477,"('poor_ADJ', 'man_NOUN')",6
55337,"('portable_ADJ', 'soup_NOUN')",6
55325,"('game_NOUN', 'bag_NOUN')",6
123114,"('pine_NOUN', 'wood_NOUN')",6
123159,"('Oriental_ADJ', 'college_NOUN')",6
123126,"('field_NOUN', 'gun_NOUN')",6
121998,"('dining_ADJ', 'room_NOUN')",6
122162,"('living_ADJ', 'thing_NOUN')",6
10741,"('morrow_ADJ', 'morning_NOUN')",6
18483,"('ghost_NOUN', 'story_NOUN')",6
70172,"('several_ADJ', 'time_NOUN')",6
92327,"('deputy_NOUN', 'procureur_NOUN')",6
95304,"('court_NOUN', 'lady_NOUN')",6
95256,"('ist_ADJ', 'weg_NOUN')",6
95699,"('whole_ADJ', 'night_NOUN')",6
69264,"('starting_NOUN', 'point_NOUN')",6
94842,"('new_ADJ', 'suit_NOUN')",6
103382,"('large_ADJ', 'sledge_NOUN')",6
87476,"('marriage_NOUN', 'feast_NOUN')",6
7912,"('drink_NOUN', 'offering_NOUN')",6
73128,"('mister_NOUN', 'Holme_NOUN')",6
5831,"('fair_ADJ', 'wind_NOUN')",6
103850,"('crooked_ADJ', 'stick_NOUN')",6
103070,"('snow_ADJ', 'flake_NOUN')",6
86593,"('bride_NOUN', 'groom_NOUN')",6
91318,"('police_NOUN', 'agent_NOUN')",6
91316,"('ante_NOUN', 'chamber_NOUN')",6
91278,"('great_ADJ', 'many_ADJ')",6
91245,"('grand_ADJ', 'marshal_NOUN')",6
97527,"('dear_ADJ', 'little_ADJ')",6
101474,"('little_ADJ', 'cottage_NOUN')",6
100189,"('field_NOUN', 'bird_NOUN')",6
101448,"('nice_NOUN', 'little_ADJ')",6
96707,"('clerical_ADJ', 'gentleman_NOUN')",6
101494,"('young_ADJ', 'tree_NOUN')",6
82558,"('little_ADJ', 'room_NOUN')",6
101600,"('great_ADJ', 'tree_NOUN')",6
82538,"('first_ADJ', 'visit_NOUN')",6
82517,"('custom_NOUN', 'house_NOUN')",6
82603,"('lovely_ADJ', 'Mercede_NOUN')",6
7497,"('desert_NOUN', 'island_NOUN')",6
100620,"('young_ADJ', 'Divine_NOUN')",6
104778,"('tame_NOUN', 'sweetheart_NOUN')",6
83674,"('fine_ADJ', 'girl_NOUN')",6
95794,"('new_ADJ', 'market_NOUN')",6
83603,"('worthy_ADJ', 'man_NOUN')",6
1469,"('old_ADJ', 'day_NOUN')",5
82108,"('honest_ADJ', 'man_NOUN')",5
7237,"('good_ADJ', 'care_NOUN')",5
34626,"('nothing_NOUN', 'better_ADJ')",5
33751,"('red_ADJ', 'planet_NOUN')",5
40943,"('curious_ADJ', 'thing_NOUN')",5
84990,"('common_ADJ', 'people_NOUN')",5
12047,"('serious_ADJ', 'matter_NOUN')",5
41613,"('thy_ADJ', 'father_NOUN')",5
3183,"('outer_NOUN', 'court_NOUN')",5
38886,"('young_ADJ', 'woman_NOUN')",5
38621,"('lower_NOUN', 'part_NOUN')",5
11779,"('level_NOUN', 'ground_NOUN')",5
82877,"('stern_ADJ', 'sheet_NOUN')",5
20820,"('drawing_NOUN', 'room_NOUN')",5
4548,"('first_ADJ', 'place_NOUN')",5
15839,"('deep_ADJ', 'water_NOUN')",5
102377,"('happy_ADJ', 'time_NOUN')",5
102365,"('little_ADJ', 'bird_NOUN')",5
131113,"('use_ADJ', 'Commercially_NOUN')",5
21536,"('third_ADJ', 'time_NOUN')",5
102225,"('dark_ADJ', 'corner_NOUN')",5
148520,"('different_ADJ', 'way_NOUN')",5
153942,"('bluff_ADJ', 'reef_NOUN')",5
153440,"('last_ADJ', 'trip_NOUN')",5
98738,"('whole_ADJ', 'row_NOUN')",5
5448,"('faithful_ADJ', 'old_ADJ')",5
972,"('brave_ADJ', 'father_NOUN')",5
31101,"('best_ADJ', 'way_NOUN')",5
1196,"('man_NOUN', 'servant_NOUN')",5
93838,"('whole_ADJ', 'city_NOUN')",5
23493,"('bass_NOUN', 'viol_NOUN')",5
14713,"('third_ADJ', 'day_NOUN')",5
934,"('mixing_ADJ', 'bowl_NOUN')",5
25644,"('natural_ADJ', 'history_NOUN')",5
24820,"('straight_ADJ', 'line_NOUN')",5
14984,"('best_ADJ', 'place_NOUN')",5
55183,"('preceding_ADJ', 'night_NOUN')",5
79096,"('single_ADJ', 'word_NOUN')",5
10352,"('great_ADJ', 'number_NOUN')",5
51175,"('sailor_NOUN', 'boy_NOUN')",5
60085,"('small_ADJ', 'chest_NOUN')",5
67009,"('high_ADJ', 'water_NOUN')",5
9825,"('old_ADJ', 'age_NOUN')",5
54654,"('good_ADJ', 'news_NOUN')",5
60535,"('eldest_ADJ', 'son_NOUN')",5
57751,"('dear_ADJ', 'mother_NOUN')",5
61428,"('powder_NOUN', 'magazine_NOUN')",5
70423,"('empty_NOUN', 'house_NOUN')",5
48761,"('little_ADJ', 'man_NOUN')",5
70154,"('dear_ADJ', 'Watson_NOUN')",5
72987,"('nothing_NOUN', 'whatever_NOUN')",5
109925,"('low_ADJ', 'water_NOUN')",5
56410,"('cocoa_NOUN', '-nut_NOUN')",5
73016,"('mister_NOUN', 'Holmes_NOUN')",5
110458,"('high_ADJ', 'tide_NOUN')",5
53756,"('many_ADJ', 'year_NOUN')",5
76803,"('rich_ADJ', 'man_NOUN')",5
63131,"('short_ADJ', 'time_NOUN')",5
108124,"('York_NOUN', 'Herald_NOUN')",5
69686,"('several_ADJ', 'hour_NOUN')",5
23482,"('next_ADJ', 'door_NOUN')",4
23915,"('half_ADJ', 'past_ADJ')",4
127924,"('news_ADJ', 'vender_NOUN')",4
128818,"('North_ADJ', 'western_ADJ')",4
23587,"('small_ADJ', 'room_NOUN')",4
23228,"('whole_ADJ', 'thing_NOUN')",4
94412,"('wonderful_ADJ', 'property_NOUN')",4
94389,"('large_ADJ', 'town_NOUN')",4
128717,"('small_ADJ', 'hour_NOUN')",4
114467,"('living_ADJ', 'creature_NOUN')",4
126267,"('shell_NOUN', 'burst_ADJ')",4
126057,"('armoure_ADJ', 'Martian_NOUN')",4
91561,"('politic_ADJ', 'opinion_NOUN')",4
126102,"('terrible_ADJ', 'heat_NOUN')",4
126513,"('towing_ADJ', 'path_NOUN')",4
126610,"('black_NOUN', 'smoke_NOUN')",4
91922,"('last_ADJ', 'request_NOUN')",4
91760,"('Dantes_NOUN', 'Dante_NOUN')",4
72020,"('several_ADJ', 'point_NOUN')",4
126393,"('huge_ADJ', 'wave_NOUN')",4
56909,"('great_ADJ', 'value_NOUN')",4
125601,"('equal_ADJ', 'distance_NOUN')",4
91220,"('great_ADJ', 'criminal_NOUN')",4
26871,"('good_ADJ', 'reason_NOUN')",4
26759,"('different_ADJ', 'part_NOUN')",4
125783,"('early_ADJ', 'celebration_NOUN')",4
125835,"('special_ADJ', 'train_NOUN')",4
127543,"('worded_ADJ', 'telegram_NOUN')",4
24297,"('th_ADJ', 'century_NOUN')",4
107897,"('thousand_NOUN', 'mile_NOUN')",4
127480,"('dull_ADJ', 'resonance_NOUN')",4
92653,"('first_ADJ', 'feeling_NOUN')",4
57475,"('little_ADJ', 'wood_NOUN')",4
92512,"('police_NOUN', 'officer_NOUN')",4
102993,"('long_ADJ', 'stair_NOUN')",4
102999,"('white_ADJ', 'bee_NOUN')",4
102849,"('many_ADJ', 'house_NOUN')",4
127757,"('Sunday_ADJ', 'paper_NOUN')",4
127751,"('Monday_ADJ', 'morning_NOUN')",4
92859,"('great_ADJ', 'harm_NOUN')",4
57804,"('cold_ADJ', 'water_NOUN')",4
92034,"('fatal_ADJ', 'letter_NOUN')",4
25656,"('different_ADJ', 'kind_NOUN')",4
91963,"('affiance_ADJ', 'bride_NOUN')",4
57380,"('high_ADJ', 'grass_NOUN')",4
98380,"('black_NOUN', 'cloud_NOUN')",4
143158,"('woful_ADJ', 'day_NOUN')",4
98224,"('dramatic_ADJ', 'Reading_NOUN')",4
98903,"('warm_NOUN', 'sun_NOUN')",4
146463,"('great_ADJ', 'river_NOUN')",4
146037,"('white_ADJ', 'man_NOUN')",4
98741,"('front_ADJ', 'row_NOUN')",4
145864,"('upper_ADJ', 'river_NOUN')",4
97595,"('greatest_ADJ', 'caution_NOUN')",4
97644,"('electric_ADJ', 'shock_NOUN')",4
97526,"('old_ADJ', 'mother_NOUN')",4
97694,"('Danish_ADJ', 'mile_NOUN')",4
139118,"('thy_ADJ', 'hand_NOUN')",4
101741,"('warm_NOUN', 'room_NOUN')",4
67322,"('good_ADJ', 'time_NOUN')",4
97724,"('mountain_ADJ', 'ridge_NOUN')",4
19637,"('good_ADJ', 'supper_NOUN')",4
153210,"('front_ADJ', 'hall_NOUN')",4
153907,"('shoal_ADJ', 'water_NOUN')",4
100528,"('upper_ADJ', 'window_NOUN')",4
100232,"('brown_ADJ', 'field_NOUN')",4
100753,"('right_ADJ', 'pocket_NOUN')",4
157044,"('sounding_ADJ', 'boat_NOUN')",4
99376,"('copying_ADJ', 'clerk_NOUN')",4
99452,"('poetical_ADJ', 'nature_NOUN')",4
149634,"('trading_NOUN', 'scow_NOUN')",4
148544,"('Mississippi_ADJ', 'water_NOUN')",4
101549,"('little_ADJ', 'Tree_NOUN')",4
148534,"('clear_ADJ', 'water_NOUN')",4
99224,"('copy_NOUN', 'clerk_NOUN')",4
100029,"('black_ADJ', 'night_NOUN')",4
110106,"('upper_ADJ', 'plateau_NOUN')",4
100069,"('little_ADJ', 'blackguard_NOUN')",4
95268,"('kitchen_ADJ', 'pot_NOUN')",4
102318,"('mean_NOUN', 'old_ADJ')",4
95194,"('real_ADJ', 'bird_NOUN')",4
22142,"('sinful_ADJ', 'man_NOUN')",4
95671,"('little_ADJ', 'pea_NOUN')",4
95413,"('swung_ADJ', 'round_NOUN')",4
59917,"('little_ADJ', 'distance_NOUN')",4
130712,"('frightened_ADJ', 'pony_NOUN')",4
22690,"('slightest_ADJ', 'degree_NOUN')",4
130597,"('motor_ADJ', 'car_NOUN')",4
69916,"('great_ADJ', 'interest_NOUN')",4
130762,"('slender_NOUN', 'lady_NOUN')",4
102559,"('golden_ADJ', 'star_NOUN')",4
94647,"('empty_NOUN', 'frame_NOUN')",4
94631,"('empty_NOUN', 'loom_NOUN')",4
130126,"('black_NOUN', 'vapour_NOUN')",4
94685,"('Imperial_ADJ', 'Majesty_NOUN')",4
95063,"('beautiful_ADJ', 'rose_NOUN')",4
22368,"('German_ADJ', 'band_NOUN')",4
22382,"('second_ADJ', 'day_NOUN')",4
95112,"('large_ADJ', 'hall_NOUN')",4
108311,"('note_NOUN', 'book_NOUN')",4
58908,"('happy_ADJ', 'return_NOUN')",4
111210,"('right_ADJ', 'bank_NOUN')",4
96820,"('first_ADJ', 'printer_NOUN')",4
96741,"('Every-day_ADJ', 'life_NOUN')",4
102055,"('whole_ADJ', 'place_NOUN')",4
68148,"('greater_ADJ', 'part_NOUN')",4
20072,"('middle_ADJ', 'card_NOUN')",4
