,bigram,freq
19314,"('Smiling_ADJ', 'Pool_NOUN')",146
26792,"('old_ADJ', 'mother_NOUN')",136
22056,"('old_ADJ', 'mister_NOUN')",87
32027,"('little_ADJ', 'meadow_NOUN')",65
28828,"('little_ADJ', 'path_NOUN')",65
14535,"('long_ADJ', 'time_NOUN')",54
4610,"('great_ADJ', 'deal_NOUN')",52
18809,"('little_ADJ', 'people_NOUN')",49
21003,"('farmer_NOUN', 'Brown_NOUN')",48
33209,"('meadow_NOUN', 'people_NOUN')",42
44686,"('little_ADJ', 'bush_NOUN')",42
23722,"('old_ADJ', 'Pasture_NOUN')",41
46949,"('Merry_ADJ', 'little_ADJ')",39
18942,"('little_ADJ', 'pool_NOUN')",37
70775,"('American_ADJ', 'people_NOUN')",36
35613,"('little_ADJ', 'Breezes_NOUN')",34
26303,"('old_ADJ', 'house_NOUN')",33
33071,"('new_ADJ', 'home_NOUN')",32
28682,"('Purple_ADJ', 'Hill_NOUN')",32
34373,"('old_ADJ', 'mother_ADJ')",32
35307,"('old_ADJ', 'orchard_NOUN')",30
33183,"('new_ADJ', 'house_NOUN')",30
14759,"('first_ADJ', 'time_NOUN')",29
22025,"('lily_ADJ', 'pad_NOUN')",29
10744,"('hard_ADJ', 'work_NOUN')",28
25162,"('Reddy_ADJ', 'Fox_NOUN')",28
19337,"('little_ADJ', 'brown_ADJ')",26
24171,"('little_ADJ', 'mister_NOUN')",26
35602,"('Merry_ADJ', 'little_NOUN')",25
68715,"('human_ADJ', 'right_NOUN')",24
28925,"('little_NOUN', 'path_NOUN')",24
17560,"('thousand_NOUN', 'time_NOUN')",24
6168,"('little_ADJ', 'way_NOUN')",24
13829,"('old_ADJ', 'man_NOUN')",23
36608,"('West_ADJ', 'Wind_NOUN')",23
58315,"('old_ADJ', 'Grandfather_NOUN')",23
48092,"('Meadow_NOUN', 'Mouse_NOUN')",22
21551,"('farmer_ADJ', 'Brown_NOUN')",21
36825,"('mother_ADJ', 'nature_NOUN')",21
77396,"('common_ADJ', 'ground_NOUN')",21
49712,"('big_ADJ', 'bag_NOUN')",20
60347,"('old_ADJ', 'suit_NOUN')",20
32692,"('long_ADJ', 'ear_NOUN')",20
25969,"('stone_ADJ', 'wall_NOUN')",20
28827,"('Lone_ADJ', 'little_ADJ')",20
35391,"('apple_ADJ', 'tree_NOUN')",19
65155,"('little_ADJ', 'Trout_NOUN')",19
74857,"('mister_NOUN', 'president_NOUN')",18
35616,"('forest_ADJ', 'people_NOUN')",18
15060,"('great_ADJ', 'many_ADJ')",18
21992,"('Smiling_NOUN', 'Pool_NOUN')",18
3,"('librivox_ADJ', 'recording_NOUN')",18
47738,"('yellow_ADJ', 'waistcoat_NOUN')",18
48894,"('mister_NOUN', 'Possum_NOUN')",17
31383,"('first_ADJ', 'thing_NOUN')",17
46226,"('Meadow_ADJ', 'Mouse_NOUN')",17
26265,"('lipperty_NOUN', 'lip_NOUN')",17
9747,"('many_ADJ', 'time_NOUN')",16
68600,"('fellow_NOUN', 'citizen_NOUN')",16
22233,"('back_ADJ', 'door_NOUN')",16
19254,"('little_ADJ', 'Joe_NOUN')",16
43645,"('crooked_NOUN', 'little_ADJ')",16
49017,"('old_ADJ', 'King_NOUN')",16
8702,"('fast_ADJ', 'asleep_NOUN')",16
19891,"('little_ADJ', 'bit_NOUN')",16
48991,"('old_ADJ', 'king_NOUN')",15
33353,"('little_ADJ', 'Chuck_NOUN')",15
24329,"('great_ADJ', 'deal_ADJ')",15
68517,"('new_ADJ', 'York_NOUN')",15
50002,"('great_ADJ', 'great_ADJ')",15
22976,"('funny_ADJ', 'little_ADJ')",15
37175,"('tender_NOUN', 'young_ADJ')",15
21067,"('little_ADJ', 'fellow_NOUN')",15
49934,"('big_ADJ', 'mouth_NOUN')",14
26998,"('red_ADJ', 'coat_NOUN')",14
19587,"('old_ADJ', 'tree_NOUN')",14
25741,"('old_ADJ', 'barrel_NOUN')",14
49042,"('mister_NOUN', 'Fox_NOUN')",14
35390,"('old_ADJ', 'apple_ADJ')",14
61023,"('slippery_ADJ', 'slide_NOUN')",14
1305,"('greatest_ADJ', 'care_NOUN')",13
49957,"('little_ADJ', 'Breeze_NOUN')",13
26264,"('lipperty_ADJ', 'lipperty_NOUN')",13
34880,"('little_ADJ', 'dog_NOUN')",13
61132,"('little_ADJ', 'flower_NOUN')",13
29497,"('mrs_NOUN', 'Grouse_NOUN')",13
60320,"('mister_NOUN', 'Toad_NOUN')",12
24374,"('good_ADJ', 'time_NOUN')",12
27442,"('snug_ADJ', 'little_ADJ')",12
68583,"('vice_NOUN', 'president_NOUN')",12
24977,"('blue_NOUN', 'sky_NOUN')",12
68648,"('human_ADJ', 'life_NOUN')",12
20422,"('green_ADJ', 'flie_NOUN')",12
58433,"('thousand_NOUN', 'nut_NOUN')",12
54469,"('mister_NOUN', 'Owl_NOUN')",12
46538,"('little_ADJ', 'black_NOUN')",12
29016,"('Ah_ADJ', 'reckon_NOUN')",12
18771,"('hind_NOUN', 'leg_NOUN')",12
73424,"('white_ADJ', 'house_NOUN')",12
47890,"('mister_NOUN', 'Chipmunk_NOUN')",12
26562,"('big_ADJ', 'stone_NOUN')",12
49907,"('fat_NOUN', 'foolish_ADJ')",11
58815,"('old_ADJ', 'butternut_NOUN')",11
35705,"('whole_ADJ', 'world_NOUN')",11
21998,"('first_ADJ', 'place_NOUN')",11
39787,"('little_ADJ', 'star_NOUN')",11
64847,"('willful_ADJ', 'little_ADJ')",11
48322,"('new_ADJ', 'suit_NOUN')",11
20673,"('old_ADJ', 'log_NOUN')",11
20298,"('great_ADJ', 'big_ADJ')",11
56835,"('young_ADJ', 'carrot_NOUN')",11
74802,"('young_ADJ', 'people_NOUN')",11
46952,"('Old_ADJ', 'mother_NOUN')",11
40736,"('tree_NOUN', 'trunk_NOUN')",11
391,"('best_ADJ', 'thing_NOUN')",11
31187,"('last_ADJ', 'night_NOUN')",11
61936,"('chestnut_NOUN', 'tree_NOUN')",10
20421,"('foolish_ADJ', 'green_ADJ')",10
28268,"('Reddy_NOUN', 'Fox_NOUN')",10
23462,"('long_ADJ', 'way_NOUN')",10
25968,"('old_ADJ', 'stone_ADJ')",10
28641,"('next_ADJ', 'time_NOUN')",10
57623,"('great_ADJ', 'Grandfather_NOUN')",10
33314,"('old_ADJ', 'home_NOUN')",10
36569,"('west_ADJ', 'Wind_NOUN')",10
24026,"('great_ADJ', 'world_NOUN')",10
25592,"('farmer_ADJ', 'Brow_NOUN')",10
86119,"('world_NOUN', 'war_NOUN')",10
20146,"('common_ADJ', 'sense_NOUN')",10
29833,"('anything_NOUN', 'else_ADJ')",9
29163,"('right_ADJ', 'smart_NOUN')",9
50013,"('cousin_NOUN', 'mister_NOUN')",9
48338,"('mister_NOUN', 'Rabbit_NOUN')",9
19976,"('next_ADJ', 'morning_NOUN')",9
10,"('public_ADJ', 'domain_NOUN')",9
49022,"('mister_NOUN', 'Lynx_NOUN')",9
24304,"('blue_ADJ', 'sky_NOUN')",9
38780,"('great_ADJ', 'pile_NOUN')",9
66092,"('old_ADJ', 'chestnut_NOUN')",9
23581,"('bad_ADJ', 'habit_NOUN')",9
66117,"('last_ADJ', 'year_NOUN')",9
22734,"('hollow_NOUN', 'tree_NOUN')",9
22853,"('dear_ADJ', 'old_NOUN')",9
27410,"('long_ADJ', 'hall_NOUN')",9
27357,"('yellow_ADJ', 'Jacket_NOUN')",9
