,bigram,freq
309,"('young_ADJ', 'man_NOUN')",165
17876,"('old_ADJ', 'man_NOUN')",71
6235,"('first_ADJ', 'time_NOUN')",69
3,"('librivox_ADJ', 'recording_NOUN')",68
242943,"('mister_NOUN', 'Snodgrass_NOUN')",67
210860,"('LI_ADJ', 'ZA_NOUN')",64
157609,"('Invisible_ADJ', 'man_NOUN')",58
97868,"('young_ADJ', 'lady_NOUN')",47
8842,"('right_ADJ', 'hand_NOUN')",46
85743,"('white_ADJ', 'man_NOUN')",45
158156,"('mister_NOUN', 'Marvel_NOUN')",44
97025,"('old_ADJ', 'lady_NOUN')",44
2345,"('long_ADJ', 'time_NOUN')",38
47914,"('man_NOUN', 'animal_NOUN')",38
10,"('public_ADJ', 'domain_NOUN')",35
242977,"('mister_NOUN', 'Tupman_NOUN')",34
18,"('please_ADJ', 'visit_NOUN')",34
104585,"('little_ADJ', 'thing_NOUN')",33
75936,"('little_ADJ', 'girl_NOUN')",32
150506,"('old_ADJ', 'gentleman_NOUN')",31
45520,"('live_ADJ', 'thing_NOUN')",30
1146,"('year_NOUN', 'old_ADJ')",30
19,"('visit_NOUN', 'librivox.org_NOUN')",30
243075,"('mister_NOUN', 'Winkle_NOUN')",27
213290,"('mrs_NOUN', 'Higgins_NOUN')",24
68267,"('many_ADJ', 'year_NOUN')",23
61831,"('last_ADJ', 'night_NOUN')",23
40838,"('next_ADJ', 'day_NOUN')",23
166315,"('mister_NOUN', 'Skinner_NOUN')",23
69958,"('poor_ADJ', 'girl_NOUN')",22
55429,"('next_ADJ', 'morning_NOUN')",22
94196,"('whole_ADJ', 'party_NOUN')",22
111979,"('good_ADJ', 'deal_NOUN')",22
92013,"('sitting_NOUN', 'room_NOUN')",21
27800,"('open_ADJ', 'space_NOUN')",21
24524,"('little_ADJ', 'man_NOUN')",21
108873,"('whole_ADJ', 'thing_NOUN')",21
110909,"('little_ADJ', 'boy_NOUN')",21
147274,"('beast_ADJ', 'people_NOUN')",21
37863,"('several_ADJ', 'time_NOUN')",20
129246,"('medical_ADJ', 'man_NOUN')",20
219026,"('old_ADJ', 'Jolyon_NOUN')",19
103900,"('drawing_NOUN', 'room_NOUN')",19
210767,"('mister_NOUN', 'Higgins_NOUN')",18
40733,"('hind_NOUN', 'leg_NOUN')",18
41486,"('next_ADJ', 'moment_NOUN')",18
15042,"('low_ADJ', 'voice_NOUN')",18
165955,"('experimental_ADJ', 'farm_NOUN')",18
67988,"('young_ADJ', 'woman_NOUN')",17
8888,"('last_ADJ', 'word_NOUN')",17
96683,"('poor_ADJ', 'little_ADJ')",17
246637,"('dismal_ADJ', 'man_NOUN')",17
131779,"('little_ADJ', 'people_NOUN')",17
35716,"('anything_NOUN', 'else_ADJ')",17
44120,"('grey_ADJ', 'cub_NOUN')",16
56982,"('Brian_ADJ', 'de_NOUN')",16
27992,"('old_ADJ', 'woman_NOUN')",15
112073,"('poor_ADJ', 'thing_NOUN')",15
47627,"('living_ADJ', 'thing_NOUN')",15
84061,"('dining_NOUN', 'room_NOUN')",15
44570,"('first_ADJ', 'day_NOUN')",15
42834,"('many_ADJ', 'time_NOUN')",15
180285,"('red_ADJ', 'skin_NOUN')",15
5398,"('quick_ADJ', 'eye_NOUN')",15
15216,"('little_ADJ', 'time_NOUN')",14
205173,"('eldest_ADJ', 'Magician_NOUN')",14
71096,"('natural_ADJ', 'philosophy_NOUN')",14
111947,"('good_ADJ', 'girl_NOUN')",13
7558,"('good_ADJ', 'friend_NOUN')",13
67783,"('human_ADJ', 'nature_NOUN')",13
60826,"('good_ADJ', 'night_NOUN')",13
39676,"('half_ADJ', 'dozen_NOUN')",12
33238,"('poor_ADJ', 'fellow_NOUN')",12
42931,"('meat_NOUN', 'trail_NOUN')",12
53849,"('prior_ADJ', 'Aymer_NOUN')",12
40687,"('young_ADJ', 'leader_NOUN')",12
230333,"('little_ADJ', 'problem_NOUN')",12
44376,"('strange_ADJ', 'thing_NOUN')",12
240193,"('open_ADJ', 'content_NOUN')",12
240192,"('open_ADJ', 'source_NOUN')",12
212705,"('middle_ADJ', 'class_NOUN')",12
48148,"('man_NOUN', 'animal_ADJ')",12
43844,"('grey_NOUN', 'cub_NOUN')",12
22886,"('better_ADJ', 'man_NOUN')",12
128266,"('note_NOUN', 'book_NOUN')",12
3752,"('first_ADJ', 'thing_NOUN')",12
202617,"('girl_NOUN', 'daughter_NOUN')",12
180893,"('fresh_ADJ', 'water_NOUN')",12
168061,"('canary_ADJ', 'creeper_NOUN')",12
55314,"('Holy_ADJ', 'land_NOUN')",12
97698,"('little_ADJ', 'bit_NOUN')",11
4514,"('first_ADJ', 'place_NOUN')",11
12465,"('left_ADJ', 'hand_NOUN')",11
290584,"('nameless_NOUN', 'city_NOUN')",11
37041,"('full_ADJ', 'length_NOUN')",11
4127,"('second_ADJ', 'time_NOUN')",11
53154,"('human_ADJ', 'form_NOUN')",11
208779,"('flower_ADJ', 'girl_NOUN')",11
92028,"('palm_NOUN', 'tree_NOUN')",11
85487,"('sketch_ADJ', 'book_NOUN')",11
242396,"('mister_NOUN', 'Pickwick_NOUN')",11
55742,"('upper_ADJ', 'end_NOUN')",11
112769,"('old_ADJ', 'friend_NOUN')",11
33111,"('lower_NOUN', 'part_NOUN')",11
244758,"('stout_ADJ', 'gentleman_NOUN')",11
83156,"('man_NOUN', 'mister_NOUN')",11
