,bigram,freq
12414,"('health_NOUN', 'care_NOUN')",45
2019,"('mister_NOUN', 'president_NOUN')",38
7039,"('American_ADJ', 'people_NOUN')",37
23046,"('little_ADJ', 'bit_NOUN')",20
8047,"('human_ADJ', 'right_NOUN')",16
21005,"('tax_NOUN', 'cut_NOUN')",16
21317,"('small_ADJ', 'business_NOUN')",13
35617,"('periodic_ADJ', 'phenomenon_NOUN')",12
4321,"('national_ADJ', 'security_NOUN')",12
10585,"('last_ADJ', 'year_NOUN')",11
9246,"('nuclear_ADJ', 'weapon_NOUN')",11
12913,"('st_ADJ', 'century_NOUN')",10
712,"('civil_ADJ', 'right_NOUN')",10
13444,"('health_NOUN', 'insurance_NOUN')",10
9890,"('climate_NOUN', 'change_NOUN')",10
175,"('black_ADJ', 'history_NOUN')",10
13206,"('clean_ADJ', 'energy_NOUN')",9
37024,"('reciprocal_ADJ', 'relationship_NOUN')",9
35627,"('periodic_ADJ', 'phenomena_NOUN')",8
14161,"('financial_ADJ', 'system_NOUN')",8
12373,"('many_ADJ', 'time_NOUN')",8
35551,"('Fourier_ADJ', 'sery_NOUN')",8
1969,"('constituent_ADJ', 'part_NOUN')",7
29375,"('oooh_ADJ', 'u_NOUN')",7
7970,"('world_NOUN', 'war_NOUN')",7
12526,"('young_ADJ', 'people_NOUN')",7
14183,"('economic_ADJ', 'team_NOUN')",6
14517,"('tax_NOUN', 'credit_NOUN')",6
14284,"('new_ADJ', 'York_NOUN')",6
801,"('black_NOUN', 'history_NOUN')",6
29383,"('yeah_NOUN', 'come_NOUN')",6
29382,"('ah_ADJ', 'yeah_NOUN')",6
2621,"('young_ADJ', 'man_NOUN')",6
13921,"('economic_ADJ', 'crisis_NOUN')",6
16317,"('majority_NOUN', 'country_NOUN')",6
22281,"('board_ADJ', 'tax_NOUN')",6
31402,"('mister_NOUN', 'Burns_NOUN')",6
21057,"('component_ADJ', 'part_NOUN')",6
36275,"('physical_ADJ', 'quantity_NOUN')",6
33427,"('little_ADJ', 'controversy_NOUN')",6
8436,"('many_ADJ', 'country_NOUN')",5
23198,"('serious_ADJ', 'conversation_NOUN')",5
13211,"('new_ADJ', 'job_NOUN')",5
34255,"('web_NOUN', 'page_NOUN')",5
2676,"('good_ADJ', 'news_NOUN')",5
12712,"('economic_ADJ', 'policy_NOUN')",5
10668,"('religious_ADJ', 'freedom_NOUN')",5
13000,"('tax_NOUN', 'break_NOUN')",5
5140,"('best_ADJ', 'thing_NOUN')",5
35985,"('linear_ADJ', 'operation_NOUN')",5
