,bigram,freq
23900,"('little_ADJ', 'bit_NOUN')",30
36126,"('“I_ADJ', '’m_NOUN')",16
13183,"('good_ADJ', 'giant_NOUN')",14
36849,"('del_ADJ', 'mito_NOUN')",14
39498,"('el_ADJ', 'lobo_NOUN')",13
37023,"('epocum_NOUN', 'del_ADJ')",13
28592,"('experiencing_ADJ', 'self_NOUN')",11
10211,"('last_ADJ', 'night_NOUN')",11
14283,"('little_ADJ', 'Ones_NOUN')",10
913,"('first_ADJ', 'time_NOUN')",10
14522,"('bad_ADJ', 'giant_NOUN')",10
22982,"('’t_ADJ', 'think_NOUN')",9
37107,"('myth_ADJ', 'time_NOUN')",8
28423,"('remembering_NOUN', 'self_NOUN')",8
29574,"('lost_ADJ', 'inside_NOUN')",8
21132,"('human_ADJ', 'interface_NOUN')",7
4984,"('way_NOUN', 'home_NOUN')",7
37575,"('half_ADJ', 'dozen_NOUN')",7
1627,"('long_ADJ', 'time_NOUN')",7
21717,"('interface_NOUN', 'object_NOUN')",7
37518,"('front_ADJ', 'door_NOUN')",6
13805,"('little_ADJ', 'One_NOUN')",6
24771,"('computer_NOUN', 'science_NOUN')",6
47876,"('hard_ADJ', 'man_NOUN')",6
27340,"('good_ADJ', 'thing_NOUN')",5
20976,"('phone_NOUN', 'number_NOUN')",5
2504,"('little_ADJ', 'way_NOUN')",5
38547,"('long_ADJ', 'moment_NOUN')",5
37687,"('Handfast_ADJ', 'road_NOUN')",5
25176,"('section_NOUN', 'leader_NOUN')",5
22799,"('oh_ADJ', 'oh_ADJ')",5
1038,"('old_ADJ', 'man_NOUN')",5
4449,"('last_ADJ', 'week_NOUN')",5
1552,"('year_NOUN', 'old_ADJ')",5
28228,"('many_ADJ', 'different_ADJ')",4
28229,"('different_ADJ', 'thing_NOUN')",4
37164,"('lo_ADJ', 'lobo_NOUN')",4
51579,"('endless_NOUN', 'story_NOUN')",4
51592,"('girl_NOUN', 'honey_NOUN')",4
51591,"('good_ADJ', 'girl_NOUN')",4
5395,"('many_ADJ', 'year_NOUN')",4
28748,"('week_NOUN', 'vacation_NOUN')",4
22846,"('lo-o_ADJ', 'ove_NOUN')",4
22878,"('whole_ADJ', 'life_NOUN')",4
3690,"('second_ADJ', 'time_NOUN')",4
28002,"('big_ADJ', 'enough_ADJ')",4
29887,"('virtual_ADJ', 'assistant_NOUN')",4
42399,"('street_NOUN', 'person_NOUN')",4
10801,"('many_ADJ', 'thing_NOUN')",4
29643,"('press_NOUN', 'release_NOUN')",4
34150,"('open_ADJ', 'highway_NOUN')",4
41473,"('homeless_NOUN', 'man_NOUN')",4
19944,"('status_ADJ', 'information_NOUN')",4
39552,"('first_ADJ', 'place_NOUN')",4
1466,"('old_ADJ', 'gentleman_NOUN')",4
8286,"('whole_ADJ', 'thing_NOUN')",4
38508,"('head_NOUN', '“I_ADJ')",4
6247,"('long_ADJ', 'way_NOUN')",4
2497,"('living_ADJ', 'thing_NOUN')",4
45825,"('Donal_ADJ', 'said_NOUN')",4
34577,"('broken_ADJ', 'line_NOUN')",3
4969,"('pine_NOUN', 'forest_NOUN')",3
34539,"('huh_ADJ', 'yeah_NOUN')",3
7540,"('human_ADJ', 'form_NOUN')",3
13188,"('little_ADJ', 'voice_NOUN')",3
36757,"('’t_ADJ', 'let_NOUN')",3
26453,"('last_ADJ', 'year_NOUN')",3
22884,"('bad_ADJ', 'luck_NOUN')",3
26214,"('best_ADJ', 'thing_NOUN')",3
25629,"('great_ADJ', 'work_NOUN')",3
8062,"('dark_ADJ', 'spot_NOUN')",3
4699,"('never_ADJ', 'mind_NOUN')",3
22585,"('boat_ADJ', 'motherfucker_NOUN')",3
28175,"('cognitive_ADJ', 'trap_NOUN')",3
25376,"('hard_ADJ', 'work_NOUN')",3
9133,"('great_ADJ', 'grandfather_NOUN')",3
34217,"('interstellar_ADJ', 'burst_NOUN')",3
34754,"('half_ADJ', 'time_NOUN')",3
36201,"('left_ADJ', 'behind_NOUN')",3
24152,"('programming_NOUN', 'language_NOUN')",3
24178,"('let_ADJ', '’_NOUN')",3
49612,"('salmon_NOUN', 'pool_NOUN')",3
35871,"('black_NOUN', 'hair_NOUN')",3
45543,"('Donal_ADJ', 'told_NOUN')",3
33359,"('personal_ADJ', 'computer_NOUN')",3
24112,"('solve_ADJ', 'problem_NOUN')",3
23254,"('large_ADJ', 'part_NOUN')",3
24401,"('datum_NOUN', 'structure_NOUN')",3
6534,"('first_ADJ', 'thing_NOUN')",3
45444,"('shoulder_ADJ', 'muscle_NOUN')",3
23860,"('office_NOUN', 'hour_NOUN')",3
49979,"('cold_ADJ', 'air_NOUN')",3
23882,"('first_ADJ', 'day_NOUN')",3
24010,"('second_ADJ', 'course_NOUN')",3
6098,"('new_ADJ', 'world_NOUN')",3
6115,"('prayer_NOUN', 'flower_NOUN')",3
9958,"('good_ADJ', 'people_NOUN')",3
27961,"('rest_NOUN', '2x_NOUN')",3
7243,"('little_ADJ', 'black_NOUN')",3
45071,"('modeling_ADJ', 'stand_NOUN')",3
26949,"('good_ADJ', 'news_NOUN')",3
23227,"('multiple_ADJ', 'choice_NOUN')",3
26973,"('much_ADJ', 'C++_NOUN')",3
36602,"('good_ADJ', 'company_NOUN')",3
23094,"('question_NOUN', 'Student_NOUN')",3
24661,"('right_ADJ', 'place_NOUN')",3
29478,"('public_ADJ', 'policy_NOUN')",3
21014,"('great_ADJ', 'deal_NOUN')",3
15981,"('great_ADJ', 'place_NOUN')",3
2005,"('second_ADJ', 'floor_NOUN')",3
16103,"('Cat_NOUN', 'woman_NOUN')",3
38631,"('“I_ADJ', 'didn’t_NOUN')",3
29091,"('recent_ADJ', 'year_NOUN')",3
21586,"('first_ADJ', 'glance_NOUN')",3
37866,"('back_ADJ', 'home_NOUN')",3
21163,"('first_ADJ', 'example_NOUN')",3
51732,"('uh_ADJ', 'huh_NOUN')",3
42996,"('“I_ADJ', 'think_NOUN')",3
43137,"('Gypsy_ADJ', 'record_NOUN')",3
53071,"('Iptfifth_ADJ', 'growth_NOUN')",3
30696,"('poor_ADJ', 'boy_NOUN')",3
469,"('good_ADJ', 'deal_NOUN')",3
1704,"('old_ADJ', 'woman_NOUN')",3
20117,"('color_NOUN', 'blindness_NOUN')",3
20143,"('secondary_ADJ', 'cue_NOUN')",3
31136,"('fine_ADJ', 'line_NOUN')",3
1204,"('mutilated_ADJ', 'volume_NOUN')",3
13939,"('little_ADJ', 'people_NOUN')",3
43724,"('“I_ADJ', 'mean_NOUN')",3
22227,"('last_ADJ', 'name_NOUN')",3
43834,"('Miki_ADJ', '’s_NOUN')",3
13879,"('bigger_ADJ', 'girl_NOUN')",3
9848,"('white_ADJ', 'mist_NOUN')",2
13034,"('small_ADJ', 'fruit_NOUN')",2
39226,"('borrowed_ADJ', 'parka_NOUN')",2
41417,"('street_ADJ', 'people_NOUN')",2
9579,"('light_ADJ', 'came_NOUN')",2
39288,"('lo_NOUN', 'lobo_NOUN')",2
25107,"('big_ADJ', 'deal_ADJ')",2
35087,"('Celtic_ADJ', 'music_NOUN')",2
9517,"('little_ADJ', 'farther_NOUN')",2
24629,"('different_ADJ', 'level_NOUN')",2
16665,"('little_ADJ', 'Lover_NOUN')",2
10312,"('fast_ADJ', 'asleep_NOUN')",2
24591,"('high_ADJ', 'school_NOUN')",2
41854,"('cheap_ADJ', 'apartment_NOUN')",2
22084,"('portable_ADJ', 'media_NOUN')",2
41757,"('“I_ADJ', 'guess_NOUN')",2
39065,"('wild_ADJ', 'dog_NOUN')",2
35302,"('little_ADJ', 'miracle_NOUN')",2
16957,"('rain_ADJ', 'fall_NOUN')",2
41763,"('war_ADJ', 'story_NOUN')",2
24700,"('high_ADJ', 'quality_NOUN')",2
41844,"('homeless_ADJ', 'man_NOUN')",2
37430,"('loose_ADJ', 'bun_NOUN')",2
20055,"('step_NOUN', 'operation_NOUN')",2
8709,"('small_ADJ', 'window_NOUN')",2
37133,"('small_ADJ', 'shape_NOUN')",2
40500,"('bitter_ADJ', 'cold_NOUN')",2
40522,"('Musgrave_ADJ', 'wood_NOUN')",2
44440,"('button_NOUN', 'accordion_NOUN')",2
18981,"('several_ADJ', 'time_NOUN')",2
39877,"('small_ADJ', 'pool_NOUN')",2
13343,"('little_ADJ', 'fellow_NOUN')",2
39864,"('carp_NOUN', 'pond_NOUN')",2
8773,"('wrong_ADJ', 'way_NOUN')",2
37066,"('’t_ADJ', 'mean_NOUN')",2
40196,"('older_ADJ', 'man_NOUN')",2
8440,"('true_ADJ', 'life_NOUN')",2
8666,"('door_NOUN', 'open_ADJ')",2
25795,"('basic_ADJ', 'thing_NOUN')",2
22429,"('invisible_ADJ', 'navigation_NOUN')",2
13500,"('little_ADJ', 'friend_NOUN')",2
9219,"('great_ADJ', 'hall_NOUN')",2
41127,"('late_ADJ', 'fifty_NOUN')",2
41081,"('garbage_NOUN', 'bag_NOUN')",2
9328,"('nearest_ADJ', 'way_NOUN')",2
41256,"('chest_ADJ', 'compression_NOUN')",2
17478,"('wild_ADJ', 'animal_NOUN')",2
22583,"('motherfuckin_ADJ', 'boat_NOUN')",2
22580,"('good_ADJ', 'hard_ADJ')",2
37252,"('frozen_ADJ', 'lawn_NOUN')",2
25286,"('different_ADJ', 'idea_NOUN')",2
34793,"('mattress_NOUN', 'mattress_NOUN')",2
25524,"('right_ADJ', 'answer_NOUN')",2
25452,"('big_ADJ', 'time_NOUN')",2
17861,"('many_ADJ', 'day_NOUN')",2
13079,"('second_ADJ', 'branch_NOUN')",2
37197,"('many_ADJ', 'place_NOUN')",2
37654,"('original_ADJ', 'owner_NOUN')",2
45731,"('coffee_NOUN', 'maker_NOUN')",2
43162,"('sound_ADJ', 'system_NOUN')",2
23023,"('good_ADJ', 'idea_NOUN')",2
43197,"('cold_ADJ', 'snap_NOUN')",2
43196,"('latest_ADJ', 'cold_ADJ')",2
21236,"('menu_NOUN', 'item_NOUN')",2
36282,"('los_ADJ', 'lobo_NOUN')",2
15325,"('bigger_ADJ', 'one_NOUN')",2
20979,"('name_NOUN', 'etc_ADJ')",2
20978,"('department_NOUN', 'name_NOUN')",2
20977,"('number_NOUN', 'department_NOUN')",2
20975,"('address_NOUN', 'phone_NOUN')",2
45939,"('whole_ADJ', 'point_NOUN')",2
36106,"('tall_NOUN', 'dark_ADJ')",2
45821,"('’t_NOUN', 'think_NOUN')",2
11587,"('sky_ADJ', 'line_NOUN')",2
37629,"('bohemian_ADJ', 'type_NOUN')",2
38227,"('small_ADJ', 'piece_NOUN')",2
36081,"('cold_ADJ', 'night_NOUN')",2
21285,"('new_ADJ', 'user_NOUN')",2
21552,"('complex_ADJ', 'transaction_NOUN')",2
21527,"('menu_NOUN', 'bar_NOUN')",2
45337,"('back_ADJ', 'wall_NOUN')",2
23236,"('open_ADJ', 'book_NOUN')",2
37915,"('’t_ADJ', 'tell_NOUN')",2
14441,"('last_ADJ', 'time_NOUN')",2
21622,"('time_NOUN', 'faster_ADJ')",2
23145,"('underlying_ADJ', 'assumption_NOUN')",2
45517,"('full_ADJ', 'beard_NOUN')",2
37717,"('East_ADJ', 'side_NOUN')",2
12020,"('whole_ADJ', 'day_NOUN')",2
14852,"('little_ADJ', 'one_NOUN')",2
45559,"('Irish_ADJ', 'accent_NOUN')",2
21697,"('many_ADJ', 'time_NOUN')",2
23266,"('final_ADJ', 'grade_NOUN')",2
23280,"('short_ADJ', 'answer_NOUN')",2
12059,"('river_NOUN', 'bed_NOUN')",2
14800,"('small_ADJ', 'child_NOUN')",2
12048,"('many_ADJ', 'water_NOUN')",2
43679,"('white_ADJ', 'paint_NOUN')",2
12088,"('many_ADJ', 'sort_NOUN')",2
20974,"('name_NOUN', 'address_NOUN')",2
20564,"('user_ADJ', 'expectation_NOUN')",2
44925,"('kitchen_ADJ', 'table_NOUN')",2
16046,"('country_NOUN', 'pleasant_ADJ')",2
24357,"('low_ADJ', 'level_NOUN')",2
35730,"('votive_ADJ', 'offering_NOUN')",2
46442,"('“I_ADJ', 'can’t_NOUN')",2
22856,"('midnight_ADJ', 'hour_NOUN')",2
24303,"('certain_ADJ', 'kind_NOUN')",2
10454,"('many_ADJ', 'way_NOUN')",2
38795,"('deep_ADJ', 'understanding_NOUN')",2
13907,"('little_ADJ', 'fruit_NOUN')",2
13906,"('delicious_ADJ', 'little_ADJ')",2
16325,"('open_ADJ', 'door_NOUN')",2
20360,"('Invisible_ADJ', 'structure_NOUN')",2
20364,"('visible_ADJ', 'structure_NOUN')",2
24499,"('side_NOUN', 'effect_NOUN')",2
43978,"('back_ADJ', 'room_NOUN')",2
20321,"('many_ADJ', 'people_NOUN')",2
38824,"('“I_ADJ', 'understand_NOUN')",2
35541,"('mid_ADJ', 'step_NOUN')",2
46626,"('van_ADJ', 'last_ADJ')",2
21946,"('learning_ADJ', 'curve_NOUN')",2
20393,"('invisible_ADJ', 'object_NOUN')",2
38457,"('wild_ADJ', 'acre_NOUN')",2
45024,"('damp_NOUN', 'cloth_NOUN')",2
20910,"('resource_NOUN', 'department_NOUN')",2
20909,"('information_NOUN', 'resource_NOUN')",2
23922,"('unbiased_ADJ', 'opinion_NOUN')",2
11226,"('low_ADJ', 'moon_NOUN')",2
24017,"('first_ADJ', 'course_NOUN')",2
42604,"('police_NOUN', 'cruiser_NOUN')",2
42590,"('silver_NOUN', 'flask_NOUN')",2
20773,"('high_ADJ', 'level_NOUN')",2
20705,"('correct_ADJ', 'answer_NOUN')",2
42535,"('’t_ADJ', 'act_NOUN')",2
38509,"('“I_ADJ', 'doubt_NOUN')",2
52662,"('new_ADJ', 'tool_NOUN')",2
1153,"('masked_ADJ', 'door_NOUN')",2
32684,"('cognitive_ADJ', 'psychology_NOUN')",2
29261,"('reflective_ADJ', 'self_NOUN')",2
6812,"('rusty_ADJ', 'black_NOUN')",2
32720,"('Cognitive_ADJ', 'psychology_NOUN')",2
49496,"('true_ADJ', 'dreamer_NOUN')",2
27123,"('fancier_ADJ', 'feature_NOUN')",2
31266,"('right_NOUN', 'Student_NOUN')",2
28096,"('little_ADJ', 'crazy_NOUN')",2
51793,"('new_ADJ', 'love_NOUN')",2
32757,"('cognitive_ADJ', 'psychologist_NOUN')",2
30062,"('business_NOUN', 'card_NOUN')",2
