,bigram,freq
69859,"('voltage_NOUN', 'source_NOUN')",39
10257,"('Animal_ADJ', 'farm_NOUN')",35
72674,"('current_ADJ', 'source_NOUN')",31
46061,"('head_NOUN', 'banger_NOUN')",23
70124,"('digital_ADJ', 'system_NOUN')",23
73096,"('node_ADJ', 'method_NOUN')",23
72725,"('fifth_ADJ', 'notch_NOUN')",21
78289,"('nonlinear_ADJ', 'circuit_NOUN')",21
81714,"('dependent_ADJ', 'source_NOUN')",21
71094,"('matter_NOUN', 'discipline_NOUN')",18
75610,"('static_ADJ', 'discipline_NOUN')",16
41542,"('little_ADJ', 'bit_NOUN')",16
80679,"('small_ADJ', 'signal_NOUN')",16
3882,"('first_ADJ', 'time_NOUN')",16
40490,"('crack_NOUN', 'head_NOUN')",16
71524,"('open_ADJ', 'circuit_NOUN')",16
46204,"('head_NOUN', 'crack_NOUN')",15
72259,"('little_ADJ', 'circuit_NOUN')",14
75045,"('forbidden_ADJ', 'region_NOUN')",14
32809,"('little_ADJ', 'thing_NOUN')",14
44345,"('information_NOUN', 'design_NOUN')",14
6911,"('farm_NOUN', 'building_NOUN')",13
78538,"('small_ADJ', 'sign_NOUN')",13
54252,"('straight_ADJ', 'line_NOUN')",13
76421,"('digital_ADJ', 'circuit_NOUN')",13
11540,"('leg_NOUN', 'good_ADJ')",12
4816,"('salvation_NOUN', 'salvation_NOUN')",12
69841,"('circuit_NOUN', 'abstraction_NOUN')",12
76915,"('short_ADJ', 'circuit_NOUN')",12
24769,"('first_ADJ', 'step_NOUN')",12
80723,"('fifth_ADJ', 'capital_NOUN')",12
1949,"('long_ADJ', 'time_NOUN')",11
1879,"('year_NOUN', 'old_ADJ')",11
25113,"('secondary_ADJ', 'action_NOUN')",10
69978,"('digital_ADJ', 'abstraction_NOUN')",10
26030,"('little_ADJ', 'brother_NOUN')",10
6943,"('big_ADJ', 'barn_NOUN')",10
78583,"('nonlinear_ADJ', 'device_NOUN')",10
81097,"('incremental_ADJ', 'change_NOUN')",10
71596,"('current_ADJ', 'going_NOUN')",10
81791,"('Node_ADJ', 'method_NOUN')",10
4924,"('medium_NOUN', 'industry_NOUN')",10
73420,"('ground_NOUN', 'node_NOUN')",10
72260,"('simple_ADJ', 'circuit_NOUN')",9
59864,"('small_ADJ', 'change_NOUN')",9
72671,"('fifth_ADJ', 'nuy_NOUN')",9
71895,"('hand_NOUN', 'side_NOUN')",9
59995,"('mrs_NOUN', 'К_NOUN')",9
39113,"('little_ADJ', 'device_NOUN')",9
53556,"('th_ADJ', 'century_NOUN')",8
49604,"('honey_NOUN', 'honey_NOUN')",8
69397,"('new_ADJ', 'dark_ADJ')",8
76303,"('primitive_ADJ', 'element_NOUN')",8
74066,"('linear_ADJ', 'circuit_NOUN')",8
69985,"('combinational_ADJ', 'gate_NOUN')",8
49603,"('hah_NOUN', 'honey_NOUN')",8
71324,"('sixth_ADJ', 'relationship_NOUN')",8
70325,"('power_NOUN', 'supply_NOUN')",8
2006,"('last_ADJ', 'year_NOUN')",8
78371,"('switch_ADJ', 'setting_NOUN')",8
72715,"('current_ADJ', 'go_NOUN')",8
69641,"('interesting_ADJ', 'system_NOUN')",8
