,bigram,freq
145427,"('Mary_ADJ', 'Louise_NOUN')",580
12608,"('little_ADJ', 'girl_NOUN')",301
62797,"('Emerald_ADJ', 'city_NOUN')",225
227086,"('shaggy_ADJ', 'man_NOUN')",187
5150,"('little_ADJ', 'man_NOUN')",140
29273,"('old_ADJ', 'man_NOUN')",108
4493,"('long_ADJ', 'time_NOUN')",102
19629,"('old_ADJ', 'woman_NOUN')",84
4992,"('first_ADJ', 'time_NOUN')",72
23082,"('young_ADJ', 'man_NOUN')",67
36811,"('many_ADJ', 'year_NOUN')",64
1258,"('next_ADJ', 'morning_NOUN')",61
5605,"('little_ADJ', 'boy_NOUN')",61
3,"('librivox_ADJ', 'recording_NOUN')",60
39009,"('old_ADJ', 'friend_NOUN')",51
95818,"('old_ADJ', 'sailor_NOUN')",49
41488,"('never_ADJ', 'mind_NOUN')",49
69586,"('wooden_ADJ', 'leg_NOUN')",48
29222,"('little_ADJ', 'dog_NOUN')",44
4575,"('little_ADJ', 'one_NOUN')",43
19970,"('young_ADJ', 'girl_NOUN')",42
227167,"('shaggy_NOUN', 'man_NOUN')",37
66293,"('magic_ADJ', 'power_NOUN')",36
45529,"('good_ADJ', 'many_ADJ')",36
72826,"('many_ADJ', 'time_NOUN')",35
3225,"('last_ADJ', 'night_NOUN')",35
12741,"('next_ADJ', 'day_NOUN')",34
133423,"('full_ADJ', 'page_NOUN')",34
1579,"('good_ADJ', 'deal_NOUN')",34
133425,"('line_NOUN', 'art_NOUN')",34
133424,"('page_NOUN', 'line_NOUN')",34
62330,"('magic_ADJ', 'Belt_NOUN')",33
43998,"('hard_ADJ', 'work_NOUN')",33
57807,"('good_ADJ', 'thing_NOUN')",32
44519,"('little_ADJ', 'way_NOUN')",32
54263,"('little_ADJ', 'Wizard_NOUN')",32
94982,"('copper_ADJ', 'man_NOUN')",32
82543,"('magic_ADJ', 'word_NOUN')",32
11157,"('next_ADJ', 'moment_NOUN')",32
63029,"('hungry_ADJ', 'tiger_NOUN')",31
27888,"('royal_ADJ', 'palace_NOUN')",31
87570,"('magic_ADJ', 'Isle_NOUN')",30
21325,"('good_ADJ', 'fortune_NOUN')",30
18618,"('young_ADJ', 'lady_NOUN')",30
193944,"('traveling_NOUN', 'machine_NOUN')",30
221,"('right_ADJ', 'hand_NOUN')",30
55298,"('fairy_ADJ', 'country_NOUN')",30
10,"('public_ADJ', 'domain_NOUN')",30
150811,"('mister_NOUN', 'Conant_NOUN')",29
18,"('please_ADJ', 'visit_NOUN')",29
19,"('visit_NOUN', 'librivox.org_NOUN')",29
63,"('year_NOUN', 'old_ADJ')",29
21348,"('fast_ADJ', 'asleep_NOUN')",28
39968,"('open_ADJ', 'window_NOUN')",27
124523,"('magic_ADJ', 'Flower_NOUN')",27
6803,"('great_ADJ', 'deal_NOUN')",26
6784,"('good_ADJ', 'bye_NOUN')",25
87065,"('new_ADJ', 'friend_NOUN')",25
64688,"('magic_ADJ', 'picture_NOUN')",25
63581,"('little_ADJ', 'friend_NOUN')",25
39786,"('little_ADJ', 'room_NOUN')",24
36489,"('new_ADJ', 'York_NOUN')",24
13284,"('anything_NOUN', 'else_ADJ')",24
39111,"('old_ADJ', 'gentleman_NOUN')",24
7839,"('several_ADJ', 'time_NOUN')",24
92890,"('magic_ADJ', 'tool_NOUN')",24
53735,"('short_ADJ', 'time_NOUN')",24
115582,"(""'n_ADJ"", 'Bill_NOUN')",23
20044,"('long_ADJ', 'way_NOUN')",23
116101,"('sailor_NOUN', 'man_NOUN')",23
3210,"('little_ADJ', 'thing_NOUN')",22
6623,"('best_ADJ', 'way_NOUN')",21
12304,"('good_ADJ', 'luck_NOUN')",21
43906,"('front_ADJ', 'door_NOUN')",21
2491,"('living_ADJ', 'thing_NOUN')",21
18709,"('drawing_NOUN', 'room_NOUN')",20
133677,"('art_NOUN', 'drawing_NOUN')",20
14840,"('beautiful_ADJ', 'girl_NOUN')",20
51184,"('suit_NOUN', 'case_NOUN')",20
68428,"('high_ADJ', 'wall_NOUN')",20
28445,"('poor_ADJ', 'man_NOUN')",20
284507,"('nineteenth_ADJ', 'century_NOUN')",19
12398,"('good_ADJ', 'idea_NOUN')",19
61466,"('good_ADJ', 'time_NOUN')",19
28521,"('good_ADJ', 'man_NOUN')",19
193171,"('electric_ADJ', 'tube_NOUN')",18
44485,"('good_ADJ', 'friend_NOUN')",18
17353,"('last_ADJ', 'time_NOUN')",18
57035,"('long_ADJ', 'journey_NOUN')",18
88960,"('many_ADJ', 'thing_NOUN')",18
262016,"('metal_ADJ', 'Monarch_NOUN')",18
60785,"('earth_ADJ', 'people_NOUN')",18
51173,"('loud_ADJ', 'voice_NOUN')",18
305855,"('mister_NOUN', 'Mynor_NOUN')",18
50388,"('thousand_NOUN', 'dollar_NOUN')",18
52345,"('big_ADJ', 'city_NOUN')",17
115830,"('black_NOUN', 'bag_NOUN')",17
100657,"('Laughing_ADJ', 'valley_NOUN')",17
68588,"('throne_ADJ', 'room_NOUN')",17
5585,"('low_ADJ', 'voice_NOUN')",17
69002,"('royal_ADJ', 'family_NOUN')",16
1508,"('old_ADJ', 'lady_NOUN')",16
97452,"('wide_ADJ', 'open_ADJ')",16
26445,"('thousand_NOUN', 'year_NOUN')",16
173829,"('old_ADJ', 'Swallowtail_NOUN')",16
144337,"('World_NOUN', 'bank_NOUN')",16
61040,"('little_ADJ', 'maid_NOUN')",16
211546,"('dinner_NOUN', 'pail_NOUN')",16
248167,"('sea_NOUN', 'devil_NOUN')",16
65984,"('old_ADJ', 'Nome_NOUN')",16
56346,"('much_ADJ', 'interest_NOUN')",16
152230,"('mrs_NOUN', 'Conant_NOUN')",15
4333,"('back_ADJ', 'yard_NOUN')",15
70368,"('farm_NOUN', 'house_NOUN')",15
25725,"('good_ADJ', 'woman_NOUN')",15
51272,"('short_ADJ', 'distance_NOUN')",15
22696,"('wise_NOUN', 'man_NOUN')",15
23955,"('little_ADJ', 'child_NOUN')",15
23405,"('deep_ADJ', 'sigh_NOUN')",15
37528,"('small_ADJ', 'room_NOUN')",15
98497,"('great_ADJ', 'Ak_NOUN')",15
17658,"('little_ADJ', 'creature_NOUN')",15
80089,"('throne_NOUN', 'room_NOUN')",15
201012,"('mother_ADJ', 'goose_NOUN')",15
64100,"('fairy_ADJ', 'power_NOUN')",15
19032,"('white_ADJ', 'man_NOUN')",14
64087,"('first_ADJ', 'place_NOUN')",14
69788,"('Quadling_ADJ', 'country_NOUN')",14
41906,"('poor_ADJ', 'child_NOUN')",14
66364,"('outside_ADJ', 'world_NOUN')",14
161276,"('real_ADJ', 'estate_NOUN')",14
21740,"('several_ADJ', 'day_NOUN')",14
65027,"('poor_ADJ', 'people_NOUN')",13
64683,"('Aunt_ADJ', 'Em_NOUN')",13
62602,"('whole_ADJ', 'thing_NOUN')",13
62411,"('second_ADJ', 'time_NOUN')",13
61134,"('good_ADJ', 'way_NOUN')",13
31631,"('honest_ADJ', 'man_NOUN')",13
23991,"('many_ADJ', 'day_NOUN')",13
44989,"('left_ADJ', 'hand_NOUN')",13
50956,"('little_ADJ', 'black_NOUN')",13
37419,"('big_ADJ', 'man_NOUN')",13
112874,"('bramble_ADJ', 'bush_NOUN')",13
43944,"('poor_ADJ', 'boy_NOUN')",13
81758,"('living_ADJ', 'creature_NOUN')",13
204394,"('cockle_ADJ', 'shell_NOUN')",13
52687,"('long_ADJ', 'breath_NOUN')",13
112663,"('tin_ADJ', 'man_NOUN')",13
79448,"('great_ADJ', 'many_ADJ')",13
48490,"('next_ADJ', 'instant_NOUN')",12
94558,"('much_ADJ', 'time_NOUN')",12
67147,"('new_ADJ', 'home_NOUN')",12
12862,"('great_ADJ', 'care_NOUN')",12
63475,"('great_ADJ', 'beast_NOUN')",12
12718,"('way_NOUN', 'home_NOUN')",12
308163,"('prayer_NOUN', 'meeting_NOUN')",12
28797,"('poor_ADJ', 'little_ADJ')",12
93352,"('clear_ADJ', 'water_NOUN')",12
8705,"('wild_ADJ', 'beast_NOUN')",12
183927,"('electric_ADJ', 'light_NOUN')",12
72778,"('small_ADJ', 'piece_NOUN')",12
50055,"('little_ADJ', 'party_NOUN')",12
162968,"('human_ADJ', 'nature_NOUN')",12
53950,"('good_ADJ', 'people_NOUN')",12
12739,"('first_ADJ', 'thing_NOUN')",11
224585,"('charcoal_ADJ', 'burner_NOUN')",11
98320,"('great_ADJ', 'forest_NOUN')",11
77670,"('deep_ADJ', 'thought_NOUN')",11
97808,"('young_ADJ', 'woman_NOUN')",11
75134,"('much_ADJ', 'attention_NOUN')",11
95096,"('sailor_ADJ', 'man_NOUN')",11
372,"('mrs_NOUN', 'Darling_NOUN')",11
69504,"('private_ADJ', 'soldier_NOUN')",11
157320,"('Liberty_NOUN', 'Girl_NOUN')",11
10029,"('little_ADJ', 'fat_NOUN')",11
227653,"('Love_NOUN', 'Magnet_NOUN')",11
90788,"('reception_NOUN', 'room_NOUN')",11
262796,"('rose_ADJ', 'Princess_NOUN')",11
5997,"('lost_ADJ', 'boy_NOUN')",11
42582,"('big_ADJ', 'world_NOUN')",11
204287,"('dingle_ADJ', 'bell_NOUN')",11
123321,"('great_ADJ', 'city_NOUN')",11
124092,"('marble_ADJ', 'statue_NOUN')",11
122094,"('Brown_ADJ', 'bear_NOUN')",11
183330,"('mister_NOUN', 'Jones_NOUN')",11
25616,"('poor_ADJ', 'girl_NOUN')",11
7488,"('next_ADJ', 'time_NOUN')",11
49147,"('little_ADJ', 'group_NOUN')",11
43962,"('good_ADJ', 'night_NOUN')",11
43260,"('dreadful_ADJ', 'creature_NOUN')",11
46470,"('much_ADJ', 'trouble_NOUN')",11
32174,"('good_ADJ', 'day_NOUN')",11
61579,"('dreadful_ADJ', 'thing_NOUN')",11
63972,"('left_ADJ', 'ear_NOUN')",11
59108,"('open_ADJ', 'space_NOUN')",11
6759,"('dining_NOUN', 'room_NOUN')",10
34428,"('soft_ADJ', 'grass_NOUN')",10
48563,"('possible_ADJ', 'way_NOUN')",10
17104,"('right_ADJ', 'arm_NOUN')",10
93537,"('Diamond_ADJ', 'Swan_NOUN')",10
84011,"('splendid_ADJ', 'palace_NOUN')",10
4231,"('whole_ADJ', 'world_NOUN')",10
89032,"('curious_ADJ', 'thing_NOUN')",10
228618,"('fox_ADJ', 'head_NOUN')",10
88113,"('man_NOUN', 'woman_NOUN')",10
41548,"('poor_ADJ', 'thing_NOUN')",10
40884,"('easy_ADJ', 'task_NOUN')",10
36081,"('last_ADJ', 'year_NOUN')",10
53574,"('wonderful_ADJ', 'Wizard_NOUN')",10
55295,"('queer_ADJ', 'thing_NOUN')",10
71532,"('strange_NOUN', 'creature_NOUN')",10
63553,"('fairy_ADJ', 'tale_NOUN')",10
162951,"('secret_NOUN', 'service_NOUN')",10
167585,"('much_ADJ', 'money_NOUN')",10
59203,"('half_ADJ', 'way_NOUN')",10
66672,"('sitting_NOUN', 'room_NOUN')",10
52127,"('right_ADJ', 'side_NOUN')",10
98289,"('natural_ADJ', 'shape_NOUN')",10
2683,"('best_ADJ', 'thing_NOUN')",10
112742,"('river_NOUN', 'bank_NOUN')",10
171243,"('Gran_ADJ', ""'dad_NOUN"")",10
36639,"('several_ADJ', 'minute_NOUN')",9
227582,"('love_NOUN', 'Magnet_NOUN')",9
22760,"('great_ADJ', 'misfortune_NOUN')",9
50957,"('black_NOUN', 'dog_NOUN')",9
59696,"('big_ADJ', 'eye_NOUN')",9
307988,"('thousand_NOUN', 'pound_NOUN')",9
34017,"('precious_ADJ', 'stone_NOUN')",9
284480,"('twentieth_ADJ', 'century_NOUN')",9
75081,"('different_ADJ', 'direction_NOUN')",9
13784,"('many_ADJ', 'adventure_NOUN')",9
37885,"('old_ADJ', 'colonel_NOUN')",9
20453,"('little_ADJ', 'fellow_NOUN')",9
26253,"('full_ADJ', 'length_NOUN')",9
206751,"('little_ADJ', 'duck_NOUN')",9
18865,"('first_ADJ', 'thought_NOUN')",9
16773,"('several_ADJ', 'hour_NOUN')",9
54346,"('many_ADJ', 'people_NOUN')",9
52014,"('colored_ADJ', 'sun_NOUN')",9
38944,"('soft_ADJ', 'voice_NOUN')",9
73178,"('fat_ADJ', 'man_NOUN')",9
183319,"('mister_NOUN', 'Jone_NOUN')",9
25646,"('good_ADJ', 'care_NOUN')",9
57333,"('bald_NOUN', 'head_NOUN')",9
14640,"('wide_ADJ', 'awake_NOUN')",9
68957,"('fellow_NOUN', 'creature_NOUN')",9
83125,"('many_ADJ', 'way_NOUN')",9
83164,"('first_ADJ', 'act_NOUN')",9
56892,"('little_ADJ', 'head_NOUN')",9
56891,"('fat_ADJ', 'little_ADJ')",9
135550,"('next_ADJ', 'minute_NOUN')",9
125141,"('new_ADJ', 'dress_NOUN')",9
243144,"('sea_NOUN', 'serpent_NOUN')",9
312677,"('mister_NOUN', 'bank_NOUN')",9
139683,"('Woggle_ADJ', '-Bug_NOUN')",9
115441,"('black_ADJ', 'bag_NOUN')",9
146716,"('old_ADJ', 'Colonel_NOUN')",9
109460,"('fat_ADJ', 'baby_NOUN')",9
146884,"('little_ADJ', 'town_NOUN')",9
114161,"('hind_NOUN', 'leg_NOUN')",9
11344,"('little_ADJ', 'house_NOUN')",9
133477,"('left_ADJ', 'arm_NOUN')",9
111821,"('new_ADJ', 'head_NOUN')",9
119816,"('efifth_ADJ', ""'ry_ADJ"")",9
123844,"('rose_ADJ', 'kingdom_NOUN')",9
101670,"('easy_ADJ', 'chair_NOUN')",9
94716,"('sunken_ADJ', 'island_NOUN')",9
134496,"('dear_ADJ', 'father_NOUN')",9
53000,"('new_ADJ', 'arrival_NOUN')",8
8072,"('old_ADJ', 'day_NOUN')",8
114336,"('great_ADJ', 'respect_NOUN')",8
96733,"('best_ADJ', 'plan_NOUN')",8
138220,"('next_ADJ', 'room_NOUN')",8
11611,"('little_ADJ', 'time_NOUN')",8
51290,"('long_ADJ', 'leg_NOUN')",8
112558,"('straw_ADJ', 'man_NOUN')",8
134734,"('magic_ADJ', 'Powder_NOUN')",8
6650,"('sound_ADJ', 'asleep_NOUN')",8
29012,"('single_ADJ', 'word_NOUN')",8
42589,"('girl_NOUN', 'friend_NOUN')",8
42937,"('half_ADJ', 'hour_NOUN')",8
95566,"('pink_NOUN', 'brain_NOUN')",8
49125,"('first_ADJ', 'word_NOUN')",8
82601,"('sweet_ADJ', 'voice_NOUN')",8
95007,"('different_ADJ', 'sort_NOUN')",8
218169,"('little_ADJ', 'Prince_NOUN')",8
62708,"('wonderful_ADJ', 'thing_NOUN')",8
62916,"('little_ADJ', 'Dorothy_NOUN')",8
64285,"('underground_NOUN', 'cavern_NOUN')",8
64351,"('new_ADJ', 'house_NOUN')",8
64507,"('lovely_ADJ', 'girl_NOUN')",8
307682,"('Trafalgar_ADJ', 'road_NOUN')",8
60881,"('much_ADJ', 'curiosity_NOUN')",8
106212,"('long_ADJ', 'life_NOUN')",8
19546,"('poor_ADJ', 'father_NOUN')",8
101126,"('Laughing_NOUN', 'valley_NOUN')",8
