,bigram,freq
336,"('little_ADJ', 'bit_NOUN')",143
37646,"('black_NOUN', 'hole_NOUN')",110
37477,"('black_ADJ', 'hole_NOUN')",94
37575,"('dark_ADJ', 'energy_NOUN')",79
53903,"('event_ADJ', 'horizon_NOUN')",68
4904,"('problem_NOUN', 'set_NOUN')",61
11700,"('steady_ADJ', 'state_NOUN')",59
37701,"('general_ADJ', 'relativity_NOUN')",59
42506,"('Solar_ADJ', 'system_NOUN')",58
725,"('last_ADJ', 'time_NOUN')",58
10422,"('differential_ADJ', 'equation_NOUN')",57
175,"('current_ADJ', 'source_NOUN')",56
54526,"('Student_NOUN', 'Inaudible_ADJ')",54
16891,"('square_NOUN', 'root_NOUN')",53
47051,"('radial_ADJ', 'velocity_NOUN')",51
4047,"('small_ADJ', 'signal_NOUN')",45
1010,"('open_ADJ', 'circuit_NOUN')",44
1428,"('straight_ADJ', 'line_NOUN')",44
22339,"('real_ADJ', 'part_NOUN')",43
2152,"('whole_ADJ', 'bunch_NOUN')",43
651,"('voltage_NOUN', 'source_NOUN')",42
73677,"('dark_ADJ', 'matter_NOUN')",41
68603,"('absolute_ADJ', 'magnitude_NOUN')",41
26192,"('op_ADJ', 'amp_NOUN')",41
10888,"('characteristic_ADJ', 'equation_NOUN')",41
70004,"('scale_ADJ', 'factor_NOUN')",38
51971,"('escape_ADJ', 'velocity_NOUN')",38
11087,"('time_NOUN', 'constant_NOUN')",37
39638,"('orbital_ADJ', 'period_NOUN')",37
52398,"('Schwarzschild_NOUN', 'radius_NOUN')",36
72,"('dependent_ADJ', 'source_NOUN')",35
24794,"('high_ADJ', 'frequency_NOUN')",34
12440,"('long_ADJ', 'time_NOUN')",33
118,"('small_ADJ', 'sign_NOUN')",33
10353,"('capacitor_NOUN', 'voltage_NOUN')",32
5930,"('whole_ADJ', 'thing_NOUN')",31
53164,"('white_ADJ', 'dwarf_NOUN')",31
39615,"('major_ADJ', 'axis_NOUN')",30
52517,"('Schwarzschild_ADJ', 'radius_NOUN')",30
27209,"('fifth_ADJ', 'plus_NOUN')",30
10532,"('initial_ADJ', 'condition_NOUN')",30
26498,"('fifth_ADJ', 'minus_NOUN')",28
25078,"('different_ADJ', 'kind_NOUN')",28
70111,"('scale_NOUN', 'factor_NOUN')",28
10468,"('particular_ADJ', 'solution_NOUN')",28
6339,"('next_ADJ', 'time_NOUN')",27
11640,"('power_NOUN', 'supply_NOUN')",27
52137,"('gravitational_ADJ', 'force_NOUN')",26
56110,"('post_NOUN', 'Newtonian_ADJ')",26
10495,"('homogenous_ADJ', 'solution_NOUN')",26
39732,"('Astronomical_ADJ', 'unit_NOUN')",25
68607,"('apparent_ADJ', 'magnitude_NOUN')",25
17377,"('kinetic_ADJ', 'energy_NOUN')",25
4287,"('coordinate_ADJ', 'system_NOUN')",25
72719,"('critical_ADJ', 'density_NOUN')",24
51980,"('gravitational_ADJ', 'field_NOUN')",24
4332,"('different_ADJ', 'way_NOUN')",24
2583,"('small_ADJ', 'change_NOUN')",24
1031,"('equivalent_ADJ', 'circuit_NOUN')",23
1066,"('short_ADJ', 'circuit_NOUN')",23
42423,"('arc_ADJ', 'second_NOUN')",23
24784,"('low_ADJ', 'frequency_NOUN')",23
142,"('last_ADJ', 'lecture_NOUN')",23
26329,"('fifth_ADJ', 'minus_ADJ')",22
27917,"('negative_ADJ', 'feedback_NOUN')",22
26713,"('op_NOUN', 'amp_NOUN')",22
39614,"('semi_NOUN', 'major_ADJ')",21
56595,"('inertial_ADJ', 'mass_NOUN')",21
797,"('real_ADJ', 'life_NOUN')",20
67725,"('Hubble_ADJ', 'constant_NOUN')",20
2872,"('little_ADJ', 'circuit_NOUN')",20
43703,"('circular_ADJ', 'orbit_NOUN')",20
54518,"('special_ADJ', 'relativity_NOUN')",20
8722,"('square_NOUN', 'wave_NOUN')",19
40806,"('solar_ADJ', 'masse_NOUN')",19
985,"('first_ADJ', 'step_NOUN')",19
10501,"('total_ADJ', 'solution_NOUN')",19
29854,"('positive_ADJ', 'feedback_NOUN')",18
20100,"('first_ADJ', 'thing_NOUN')",18
37382,"('science_NOUN', 'fiction_NOUN')",18
68153,"('standard_ADJ', 'candle_NOUN')",18
53688,"('neutron_ADJ', 'star_NOUN')",18
731,"('next_ADJ', 'step_NOUN')",18
4292,"('capital_NOUN', 'sixth_ADJ')",17
11035,"('final_ADJ', 'value_NOUN')",17
16344,"('minus_ADJ', 'fifth_ADJ')",17
1356,"('current_ADJ', 'flow_NOUN')",17
67319,"('spiral_ADJ', 'nebulae_NOUN')",17
2941,"('node_ADJ', 'method_NOUN')",16
14492,"('particular_ADJ', 'case_NOUN')",16
23334,"('interesting_ADJ', 'thing_NOUN')",16
8744,"('wave_NOUN', 'form_NOUN')",16
7533,"('high_ADJ', 'school_NOUN')",16
77452,"('cubic_ADJ', 'meter_NOUN')",16
3444,"('voltage_NOUN', 'divider_NOUN')",16
39618,"('elliptic_ADJ', 'orbit_NOUN')",16
10447,"('first_ADJ', 'order_NOUN')",16
3293,"('load_ADJ', 'line_NOUN')",15
3386,"('large_ADJ', 'signal_NOUN')",15
504,"('input_NOUN', 'voltage_NOUN')",15
56243,"('Newtonian_ADJ', 'effect_NOUN')",15
65933,"('accretion_NOUN', 'disk_NOUN')",15
17207,"('whole_ADJ', 'lot_NOUN')",15
4114,"('bia_NOUN', 'point_NOUN')",15
4020,"('little_ADJ', 'piece_NOUN')",15
1934,"('hand_NOUN', 'side_NOUN')",15
3056,"('minus_ADJ', 'sign_NOUN')",14
8520,"('good_ADJ', 'old_ADJ')",14
3677,"('good_ADJ', 'thing_NOUN')",14
14190,"('state_NOUN', 'response_NOUN')",14
15567,"('second_ADJ', 'order_NOUN')",14
11056,"('initial_ADJ', 'value_NOUN')",14
303,"('linear_ADJ', 'circuit_NOUN')",14
5297,"('small_ADJ', 'perturbation_NOUN')",14
55693,"('relativistic_ADJ', 'effect_NOUN')",14
42419,"('light_ADJ', 'year_NOUN')",14
22314,"('complex_ADJ', 'amplitude_NOUN')",14
32273,"('standby_ADJ', 'power_NOUN')",13
44421,"('massive_ADJ', 'planet_NOUN')",13
39451,"('quantum_ADJ', 'mechanics_NOUN')",13
