"?column?","word_rating"
"track",48
"allie",48
"absurdity",48
"track",48
"counterterrorist",48
"event horizon",48
"activity",48
"invigorate",48
"adduce",48
"thrive",48
"haunt",48
"general",48
"ashcroft",48
"collection",48
"coffee",48
"enjoyably",48
"doggie",48
"doggerel",48
"protein",48
"properly",48
"metal",48
"happen",48
"elucidation",48
"an",48
"mischief",48
"climate",48
"mouth",48
"uncooked",48
"competition",48
"competition",48
"diggle",48
"harken",48
"though",48
"steep",48
"dignify",48
"undies",48
"anaemia",48
"devout",48
"stingray",48
"airflow",48
"fancy",48
"annul",48
"designation",48
"modernising",48
"apathy",48
"appliance",48
"chemical",48
"oven",48
"chair",48
"asphalt",48
"unscrew",48
"dickie",48
"dubiety",48
"assorted",48
"share",48
"cutty",48
"astray",48
"reed",48
"perform",48
"croon",48
"permanent",48
"thout",48
"bandit",48
"mastercard",48
"interloper",48
"primarily",48
"holistic",48
"valedictorian",48
"Egyptian",48
"work-related",48
"professional",48
"speedo",48
"contrail",48
"manipulation",48
"speaker",48
"conform",48
"ailment",48
"cost-effective",48
"veer",48
"queen",48
"accord",48
"burst",48
"fatherless",48
"burp",48
"bizarre",48
"rudeness",48
"arsonist",48
"bleak",48
"commune",48
"blockage",48
"unless",48
"winsomely",48
"advantage",48
"anachronistic",48
"amongst",48
"amongst",48
"Defence",48
"convivial",48
"agree",48
"agreement",48
"cognomen",48
"gosh",48
"worthy",48
"clique",48
"subtle",48
"chorus",48
"unit",48
"cipher",48
"vociferation",48
"vain",48
"appropriate",48
"wordy",48
"byte",48
"poach",48
"camp",48
"cherish",48
"tribute",48
"when",48
"chatty",48
"chastity",48
"sip",48
"wicked",48
"wick",48
"brigade",48
"deathtrap",48
"censorious",48
"beside",48
"misalignment",48
"bat",48
"horde",48
"generalise",48
"girlfriend",48
"hassle",48
"nonviolent",48
"sludge",48
"brittle",48
"endo",48
"fate",48
"catechism",48
"yourself",48
"timeless",48
"wafer",48
"tight",48
"lift",48
"foreign",48
"ravage",48
"gnosis",48
"dandelion",48
"precision",48
"envision",48
"sequence",48
"galvanic",48
"outline",48
"pop",48
"badge",48
"dill",48
"withdraw",48
"block",48
"cameo",48
"blood",48
"self-interest",48
"patina",48
"tune",48
"smoothly",48
"arguably",48
"idea",48
"witchery",48
"disguise",48
"night",48
"brandish",48
"deathly",48
"bracket",48
"turn",48
"bring",48
"seamlessly",48
"verizon",48
"lane",48
"powerlessness",48
"marry",48
"quietly",48
"myopically",48
"armadillo",48
"candidate",48
"helper",48
"toreador",48
"poppet",48
"dissipate",48
"payback",48
"way",48
"darling",48
"catch",48
"wallflower",48
"chant",48
"dodo",48
"spec",48
"set",48
"adore",48
"forthwith",48
"mournfully",48
"hectic",48
"branch",48
"ballot",48
"gray-green",48
"sane",48
"sadden",48
"sacral",48
"ruefully",48
"rue",48
"amateur",48
"dribble",48
"rote",48
"rotational",48
"differentiation",48
"closet",48
"ductility",48
"handbook",48
"comedy",48
"separation",48
"lestrade",48
"comfortable",48
"boisterous",48
"giftshop",48
"latecomer",48
"appetizing",48
"unripe",48
"meow",48
"adjust",48
"delicious",48
"despotic",48
"reef",48
"pushy",48
"destine",48
"overload",48
"already",48
"destine",48
"realtor",48
"matchmaking",48
"sustain",48
"wildcard",48
"clutter",48
"constraint",48
"bake",48
"unyielding",48
"unwritten",48
"restrict",48
"squiggly",48
"mythical",48
"abrupt",48
"rate",48
"enthuse",48
"request",48
"propriety",48
"proprietor",48
"cumbersome",48
"ablative",48
"promenade",48
"regulator",48
"undifferentiated",48
"purse-snatcher",48
"chide",48
"erosion",48
"clipboard",48
"asthma",48
"arachnid",48
"settle",48
"unrewarded",48
"quality",48
"stroke",48
"abbreviate",48
"unquestionable",48
"coastline",48
"huarache",48
"turn",48
"gnostic",48
"examiner",48
"chatterbox",48
"amor",48
"punk",48
"custody",48
"subscription",48
"exhaustion",48
"pillbox",48
"flippantly",48
"shiftily",48
"coinage",48
"schedule",48
"bullock",48
"pastis",48
"depart",48
"peculiar",48
"register",48
"slayer",48
"success",48
"ya",48
"collide",48
"screw",48
"idle",48
"development",48
"blacklight",48
"screw",48
"slaughter",48
"supposably",48
"comedian",48
"comedian",48
"at",48
"tendency",48
"ziplock",48
"devil",48
"snaggletoothed",48
"opposite",48
"senescence",48
"oddly",48
"play-ground",48
"crematory",48
"phony",48
"divine",48
"boardwalk",48
"bet",48
"spectacular",48
"nocturnal",48
"faulty",48
"neatly",48
"hometown",48
"ingestion",48
"treat",48
"hel",48
"drawer",48
"husky",48
"goat",48
"bullock",48
"drill",48
"tyrannical",48
"integral",48
"hungry",48
"mimosa",48
"mightily",48
"mesh",48
"mesa",48
"reconcile",48
"choke",48
"rockaway",48
"malabar",48
"history",48
"masque",48
"flail",48
"tint",48
"malady",48
"miner",48
"lute",48
"aluminum",48
"aroma",48
"crescent",48
"curare",48
"plain",48
"lumbar",48
"naturally",48
"lively",48
"litany",48
"lioness",48
"escort",48
"repro",48
"snooker",48
"explore",48
"press",48
"betray",48
"congratulate",48
"harbor",48
"penance",48
"mineral water",48
"trade",48
"totally",48
"kinda",48
"annihilation",48
"frankly",48
"cram",48
"forager",48
"have",48
"foresee",48
"fan",48
"broadcaster",48
"intercede",48
"cater",48
"formulate",48
"indefinite",48
"sure",48
"ample",48
"urinate",48
"extraneous",48
"achingly",48
"uppermost",48
"amorphous",48
"throng",48
"Goods",48
"nameless",48
"revealingly",48
"unwillingly",48
"needful",48
"American",48
"shrimp",48
"customize",48
"pinch",48
"support",48
"terrain",48
"crayon",48
"main",48
"prosecute",48
"inefficiently",48
"elopement",48
"modem",48
"vigor",48
"awful",48
"anywise",48
"inexperience",48
"classical music",48
"acceptance",48
"aortic",48
"hype",48
"kiosk",48
"grocery",48
"nozzle",48
"polonium",48
"vinegar",48
"mean",48
"ask for",48
"glad",48
"peaceably",48
"feel",48
"tiny",48
"mammalian",48
"vile",48
"universal",48
"spartacus",48
"occupation",48
"obligatory",48
"demonstrable",48
"exultingly",48
"anyway",48
"oration",48
"command",48
"heartbroken",48
"obverse",48
"tyre",48
"multilingual",48
"brethren",48
"weaselly",48
"multiply",48
"cove",48
"cowbird",48
"seemingly",48
"productive",48
"manner",48
"pad",48
"doh",48
"weekend",48
"Striker",48
"offense",48
"empathy",48
"isolation",48
"product",48
"senatorial",48
"manpower",48
"since",48
