,bigram,PMI
0,"('Coretta', 'Scott')",14.65125048849256
1,"('Worldly', 'Wiseman')",14.65125048849256
2,"('Wharf', 'Rat')",14.303327185072256
3,"('Prickly', 'Porky')",14.303327185072252
4,"('librivox', 'recording')",13.940757105687545
5,"('slippery', 'slide')",13.930109861488033
6,"('Martin', 'Luther')",13.862754593686269
7,"('Southeast', 'Asia')",13.817900357902012
8,"('Dr', 'Falwell')",13.410242388988767
9,"('Bob', 'Cat')",13.110682107129856
10,"('General', 'assembly')",13.088314294101403
11,"('Ho', 'ho')",12.914284894326356
12,"('Soviet', 'Union')",12.540219176103815
13,"('Purple', 'Hill')",12.463550785322271
14,"('1', 'Cor')",12.37782091129639
15,"('Briar', 'patch')",12.329322393605198
16,"('lily', 'pad')",12.203791511521342
17,"('Chug', 'a-rum')",12.156485796742983
18,"('yellow', 'Jacket')",12.110682107129858
19,"('hum', 'hum')",12.080934763735808
20,"('don', '’t')",12.064727473783785
21,"('Luther', 'King')",12.003766903213345
22,"('lipperty', 'lip')",11.97923125350218
23,"('lipperty', 'lipperty')",11.858294945495572
24,"('yellow', 'waistcoat')",11.847647701296063
25,"('Mistah', 'Buzzard')",11.839295620862282
26,"('mrs', 'Grouse')",11.7802924334943
27,"('ha', 'hum')",11.755839389769758
28,"('nuclear', 'freeze')",11.62150314509851
29,"('billion', 'dollar')",11.615271191386993
30,"('mrs', 'Redw')",11.562245482433815
31,"('blue', 'sky')",11.501591335515808
32,"('hind', 'leg')",11.48424297043254
33,"('Laughing', 'Brake')",11.481325487050245
34,"('green', 'flie')",11.392825335911356
35,"('South', 'Africa')",11.385486289903193
36,"('wee', 'bit')",11.373716512963648
37,"('Gray', 'Squirrel')",11.32670169344606
38,"('Laughing', 'brook')",11.249999940943793
39,"('goggly', 'eyes')",11.240317387546453
40,"('Tommy', 'Trout')",11.232937857180854
41,"('South', 'Vietnam')",11.22956814645476
42,"('jolly', 'round')",11.19412841417062
43,"('west', 'Wind')",11.080767485048053
44,"('Jolly', 'round')",11.069654838869802
45,"('Ah', 'reckon')",11.060574336577009
46,"('black', 'Shadows')",11.030664078040683
