,bigram,PMI
0,"('Uncle', 'Vernon')",13.581146251655092
1,"('Expo', 'Dweebruary')",13.281585969796184
2,"('San', 'Francisco')",12.758024013739172
3,"('salvation', 'salvation')",12.526698467632716
4,"('Pay', 'attention')",12.281585969796184
5,"('micro', 'macro')",12.243450840909412
6,"('middle', 'East')",12.045093351414883
7,"('DC', 'offset')",11.80353867299154
8,"('secondary', 'action')",11.763737664933561
9,"('seven', 'Commandment')",11.600699049076495
10,"('-y', '-y')",11.472514575149557
11,"('Don', '’t')",11.471657104074755
12,"('New', 'York')",11.403841719847183
13,"('don', '’t')",11.402709750357262
14,"('door', 'opener')",11.327389659409306
15,"('6', '002')",11.25921815676773
16,"('70', 'million')",11.256050877689047
17,"('10', 'UI')",11.212100869474902
18,"('garage', 'door')",11.201858777325448
19,"('human', 'being')",11.09790781328654
20,"('forbidden', 'region')",11.056619604795909
21,"('static', 'discipline')",11.004298569665826
22,"('capital', 'D')",10.889268547017425
23,"('=', '3')",10.711730361465236
24,"('fifth', 'notch')",10.666876125680977
25,"('MENA', 'region')",10.652229349716576
26,"('mister', 'Pilkington')",10.609160627824687
27,"('oh', 'oh')",10.545807290580422
28,"('noise', 'margin')",10.529023520578962
29,"('weak', 'grow')",10.342273896495286
30,"('head', 'banger')",10.204770372745354
31,"('control', 'port')",10.18882882887633
32,"('design', 'patterns')",10.091761410916163
33,"('switch', 'setting')",10.04892521300591
34,"('medium', 'industry')",10.045093351414883
35,"('UI', 'design')",10.02464721505763
36,"('Node', 'method')",9.959657874908821
37,"('dependent', 'source')",9.944977979603708
38,"('user', 'interface')",9.931383420913646
39,"('incremental', 'change')",9.80909819833344
40,"('Animal', 'farm')",9.785628475133771
41,"('mister', 'Jones')",9.716075831741202
42,"('Comrade', 'Napoleon')",9.712529859984391
43,"('big', 'barn')",9.674255656046574
44,"('head', 'crack')",9.619807872024197
45,"('small', 'd')",9.600699049076493
46,"('lump', 'matter')",9.467804778579147
47,"('1', '=')",9.457309085936151
48,"('straight', 'line')",9.450384305784212
49,"('matter', 'discipline')",9.231164467581586
50,"('course', 'note')",9.217154097201187
51,"('1', '+')",9.197441959181036
52,"('+', '1')",9.104332554789556
53,"('current', 'going')",9.014331097644197
54,"('5', 'volt')",8.965983513158239
55,"('fifth', 'capital')",8.92991053151477
56,"('few', 'minute')",8.872195033658478
57,"('small', 'multiple')",8.804839765856716
58,"('crack', 'head')",8.712917276415677
