,bigram,PMI
0,"('Aph', 'Lin')",16.53249252928377
1,"('Bo', ""'sun"")",16.09700619397863
2,"('Horton', 'Lodge')",16.041964830420667
3,"('United', 'States')",15.948855426029178
4,"('Hamdi', 'Bey')",15.692022359363706
5,"('der', 'Herts')",15.669996053033703
6,"('Von', 'der')",15.595995471589928
7,"('Silent', 'One')",15.544465170949845
8,"('Sports', 'Club')",15.485571481896278
9,"('ma', ""'am"")",15.428987953529907
10,"('Adelphi', 'Terrace')",15.374540169507535
11,"('Johnny', 'Crow')",15.322072749613397
12,"('Olga', 'Bracely')",15.22735409236026
13,"('Herbert', 'Calvert')",15.107059858642547
14,"('Vega', 'Interplanet')",14.959502670228689
15,"('Tewfick', 'Pasha')",14.837512145850075
16,"('Gy', 'ei')",14.737110248892241
17,"('Scotland', 'Yard')",14.57272343099136
18,"('Eli', 'Machin')",14.42898795352991
19,"('Betty', 'Neal')",14.394266574351542
20,"('Ezra', 'Brunt')",14.360040599812416
21,"('Suan', 'Isco')",14.34806795814634
22,"('Fraser', 'Freer')",14.296537657506258
23,"('Orphan', 'asylum')",14.24115275422983
24,"('Lady', 'ambermere')",14.207316339123718
25,"('Vril', 'ya')",14.199240456151344
26,"('Agony', 'column')",14.063338481213227
27,"('training', 'tape')",14.000144654726038
28,"('Sampson', 'Levi')",13.957431320208997
29,"('mantel', 'shelf')",13.947530028562614
30,"('Lee', 'Haines')",13.889576041199783
31,"('St', 'Luke')",13.8626411309761
32,"('Mdlle', 'Reuter')",13.852860110183515
33,"('librivox', 'recording')",13.825646923493897
34,"('Rupert', 'Steele')",13.788208238174882
35,"('Reginald', 'Dimmock')",13.779138440597736
36,"('motor', '-car')",13.77893042458687
37,"('Robert', 'Macklin')",13.65549648333859
38,"('Harry', 'Fisher')",13.54898065207234
39,"('buck', 'Daniels')",13.546721144890213
40,"('South', 'Africa')",13.437733995994728
41,"('Parke', 'Alden')",13.422068539590121
42,"('per', 'cent')",13.401507217107802
43,"('1', '2')",13.38485254394367
44,"('chocolate', 'remedy')",13.3350118053209
45,"('cosmic', 'dust')",13.292325406219348
46,"('Caroline', 'Smith')",13.245257152562564
47,"('Prince', 'Aribert')",13.20077867470083
48,"('Madome', 'Beck')",13.170763426338432
49,"('librivox.org', 'record')",13.155422880203947
50,"('Prince', 'Eugen')",13.058680576873643
51,"('observation', 'Lounge')",13.053681133610096
52,"('didn', ""'t"")",13.027889645208937
53,"('orphan', 'asylum')",13.026139863258983
54,"('Felix', 'Babylon')",13.025455743255222
55,"('Uncle', 'Sam')",13.021672119159225
56,"('Staffordshire', 'signal')",12.959502670228689
57,"('taxi', 'driver')",12.91858241491538
58,"('David', 'Briscoe')",12.913894671925346
59,"('May', 'Deane')",12.902533858099613
