,bigram,PMI
0,"('hitch', 'hiker')",11.821936338759027
1,"('don', '’t')",11.447540823977532
2,"('$', 'product')",11.24292310436906
3,"('thousand', 'pound')",10.554456027894044
4,"('gottum', 'die')",10.427076721417816
5,"('die', 'gottum')",9.886508340055116
6,"('stop', 'suddenly')",9.380426628118995
7,"('new', 'York')",9.302342908437597
8,"('mister', 'Jackson')",9.200517538104062
9,"('printing', 'house')",8.954500812697415
10,"('government', 'die')",8.764111708695387
11,"('year', 'ago')",8.749786553003192
12,"('pick', 'up')",8.267574880105881
13,"('good', 'deal')",8.167668658530056
14,"('so', 'beautiful')",7.854016309752952
15,"('little', 'girl')",7.789737516370883
16,"(""'It"", ""'s"")",7.7344734975086915
17,"(""'s"", 'shit')",7.73447349750869
18,"('someone', 'get')",7.706459121339092
19,"('little', 'boy')",7.622918425796389
20,"('second', 'car')",7.552238202644222
21,"('young', 'man')",7.312615844329372
22,"('her', 'face')",7.2673474870813894
23,"('take', 'care')",7.209706972268881
24,"('draw', 'up')",7.206974869101909
25,"('set', 'up')",7.196053582724563
26,"('at', 'length')",7.095024409256748
27,"('his', 'lordship')",7.093008063658242
28,"('few', 'day')",7.040053598308566
29,"(""'"", 'll')",6.907938856656251
30,"('star', 'at')",6.876384122781406
31,"('every', 'day')",6.841662743603038
32,"('Wake', 'i')",6.83704323114924
33,"('say', ""'but"")",6.777293135311405
34,"('say', ""'I"")",6.746704815477983
35,"('year', 'old')",6.74122453949977
36,"('soon', 'after')",6.731124718890024
37,"('his', 'neck')",6.71449644040451
38,"('tho', ""'"")",6.586010761768888
39,"('few', 'year')",6.52895633543703
40,"('', 'do')",6.5107650642906805
41,"('on', 'board')",6.499279793949155
42,"('king', ""'s"")",6.493465398004895
43,"('talk', 'about')",6.460716212725266
44,"('my', 'brother')",6.387040455433681
45,"('at', 'least')",6.34656317625271
46,"('his', 'death')",6.327473317295263
47,"('smil', 'at')",6.247027502701794
48,"('too', 'much')",6.244717342014594
49,"('more', 'than')",6.202056026829672
50,"('thro', ""'"")",6.201670059712958
51,"('so', 'far')",6.1809976323666
52,"('many', 'year')",6.170908814743019
53,"('save', 'i')",6.145165526511567
54,"('long', 'time')",6.125907186697249
55,"(""'"", 'yes')",6.112758648544746
56,"('engag', 'will')",6.103118091303083
57,"('recefourth', 'will')",6.029117509859304
58,"('one', 'hundred')",6.014199801822624
59,"('arrfourth', 'will')",6.0100086869116005
60,"('away', 'from')",5.999646814098819
61,"('refus', 'will')",5.977587209219227
62,"('acquir', 'will')",5.965614567553146
63,"('we', 'sail')",5.961286156855472
64,"('at', 'last')",5.8726319879203
65,"('not', 'miss')",5.860939827860623
66,"('go', 'down')",5.858620309687689
67,"('each', 'other')",5.858602343485229
68,"('propo', 'will')",5.8515793243071155
69,"('acquaint', 'with')",5.82005905151836
70,"('do', 'not')",5.810066273009291
71,"('look', 'at')",5.790767340696437
72,"('any', 'thing')",5.780216353698899
73,"('', 'can')",5.774881538930732
74,"('you', '’re')",5.7217157874165245
75,"('you', 'partner')",5.69934797438807
76,"('same', 'time')",5.690111127251608
77,"('from', 'England')",5.669257140463257
78,"('in', 'front')",5.623978611967907
79,"('at', 'Philadelphia')",5.595922645189427
80,"('have', 'got')",5.563501167497051
81,"('tell', 'i')",5.551641012286986
82,"('my', 'father')",5.483152347986685
83,"('his', 'head')",5.430043050935813
84,"('fight', 'for')",5.398724908034486
85,"('their', 'own')",5.382497889807539
86,"('continu', 'will')",5.38065206683199
87,"('his', 'face')",5.345774134038207
88,"('we', 'meet')",5.342060831617772
89,"('first', 'car')",5.306762168194734
90,"('my', 'job')",5.287504781882767
91,"('Jackson', ""'s"")",5.27504187887139
92,"('a', 'few')",5.261473942462072
93,"('in', 'fact')",5.247486156350833
94,"('all', 'over')",5.243668490611881
95,"('can', 'not')",5.22777159383099
96,"('you', 'cry')",5.217673282078939
97,"('some', 'time')",5.204684300081368
98,"('die', 'for')",5.1882898618307
99,"('so', 'much')",5.188133813648227
100,"('my', 'heart')",5.187102884924929
101,"('it', 'seem')",5.186985702206194
102,"('I', '’m')",5.18504323490933
103,"('get', 'into')",5.170700618618703
104,"('that', 'sound')",5.081218609731716
105,"('meet', 'with')",5.075713926986554
106,"('his', 'own')",5.073108506220539
107,"('all', 'right')",5.065026272068462
108,"('people', 'who')",5.022308778726034
109,"('after', 'some')",4.966414134240916
110,"('any', 'other')",4.964369970747656
111,"('a', 'lot')",4.936341044240791
112,"('his', 'son')",4.9230830622159285
113,"('get', 'out')",4.915045743150509
114,"('front', 'of')",4.899544649610323
115,"('thank', 'you')",4.895745187191576
116,"('give', 'i')",4.843275184860751
117,"('in', 'London')",4.838042673545209
118,"('my', 'mind')",4.827106749204049
119,"('I', 'hate')",4.822473155524625
120,"('I', '’ve')",4.813074457522376
121,"('one', 'another')",4.810916203433882
122,"('put', 'on')",4.810677221344344
123,"('think', 'about')",4.803345216476059
124,"('my', 'friend')",4.798309484896613
125,"('you', 'government')",4.795716368860301
126,"('because', 'they')",4.794030342189142
127,"('as', 'soon')",4.77345955604838
128,"('soon', 'as')",4.77345955604838
129,"('no', 'one')",4.75750692286266
130,"('as', 'well')",4.754703348792731
131,"('my', 'own')",4.74770618001768
132,"('and', 'wild')",4.728357383495739
133,"('very', 'much')",4.704148960651894
134,"(""'"", 'Oh')",4.694945133322054
135,"('his', 'father')",4.688617808578908
136,"('man', 'who')",4.6767117779450444
137,"('you', 'gottum')",4.665132259050155
138,"('be', 'kil')",4.6623764175798605
139,"('to', 'me')",4.651035907465651
140,"('keep', 'on')",4.645569236199808
141,"('not', 'remember')",4.644078512497401
142,"('employ', 'will')",4.63363280800186
143,"('try', 'to')",4.613904519866978
144,"('beautiful', 'and')",4.612880166075804
145,"('that', 'purpose')",4.599066914594335
146,"('instead', 'of')",4.566120915885129
147,"('I', 'suppose')",4.5570120122962905
148,"('lot', 'of')",4.538106539715535
149,"('able', 'to')",4.52654555556818
150,"('in', 'Lancaster')",4.497005755710141
151,"('his', 'hand')",4.4947487403236295
152,"('a', 'moment')",4.4477469379918695
153,"('part', 'of')",4.426717859219714
154,"('let', 'i')",4.422005731870394
155,"('well', 'as')",4.401066394178034
156,"('came', 'to')",4.394095259544528
157,"('no', 'more')",4.389528009853695
158,"('a', 'pretty')",4.388853248938297
159,"('at', 'first')",4.38720516075006
160,"('middle', 'of')",4.385548670243308
161,"('appear', 'will')",4.377293054742076
162,"('you', 'country')",4.365924240662878
163,"('of', 'course')",4.3596700384177005
164,"('or', 'other')",4.359450295821645
165,"('the', 'ambulance')",4.354632702466166
166,"('the', 'champion')",4.354632702466162
167,"('she', 'say')",4.338239970122624
168,"('it', '’s')",4.319435998229844
169,"('the', 'same')",4.299491148273702
170,"('deal', 'of')",4.293102421478714
171,"('if', 'you')",4.292578091092828
172,"('of', 'mine')",4.288586940356224
173,"('he', 'smil')",4.287093100838742
174,"('you', 'know')",4.277114973705025
175,"('opportunity', 'of')",4.26656063402622
176,"('be', 'thotch')",4.254952102410886
177,"('in', 'Boston')",4.243249163464359
178,"('a', 'little')",4.237787274747301
179,"('number', 'of')",4.227704698209198
180,"('in', 'England')",4.212552366241447
181,"('attention', 'to')",4.21150384626606
182,"('the', 'following')",4.210242793130988
183,"('the', 'cemetery')",4.202629609021116
184,"('my', 'son')",4.1717549205914946
185,"('only', 'one')",4.164095232305684
186,"('endeavor', 'to')",4.159973545625974
187,"('his', 'friend')",4.154408608322385
188,"('driver', 'of')",4.1510834166062835
189,"('enough', 'to')",4.147373508846346
190,"('to', 'avoid')",4.1425564925485645
191,"('the', 'best')",4.119004453973023
192,"('the', 'hitch')",4.113624602962371
193,"('the', 'king')",4.113624602962371
194,"('the', 'latter')",4.113624602962371
195,"('the', 'proprietary')",4.109520204629636
196,"('be', 'able')",4.10294900896584
197,"('if', 'we')",4.09878968060541
198,"('you', 'better')",4.090817002528514
199,"('intend', 'to')",4.0859729641822025
200,"('the', 'whole')",4.085446069650775
201,"('I', 'think')",4.08097078076165
202,"('in', 'order')",4.079050773049001
203,"('account', 'of')",4.078327074170971
204,"('seem', 'will')",4.077582999195943
205,"('the', 'middle')",4.074524783273432
206,"('the', 'assembly')",4.0651260852711815
207,"('call', 'will')",4.048670307280705
208,"('begin', 'to')",4.044152788487569
209,"('be', 'sorry')",4.039939211440036
210,"('agree', 'to')",4.038667249403844
211,"('talk', 'to')",4.033505544288065
212,"('the', 'road')",4.0327046075788004
213,"('kind', 'of')",4.030789182888576
214,"(""'I"", 'be')",4.0179129051100375
215,"('my', 'hand')",4.008881741927528
216,"('have', 'since')",4.005505714376163
217,"('not', 'know')",4.000754935950727
218,"('my', 'life')",3.9891635073130196
219,"('side', 'of')",3.974205654522205
220,"('cross', 'the')",3.9676095793569175
221,"('you', 'own')",3.9607345273403816
222,"('the', 'rest')",3.958704026135024
223,"('you', 'must')",3.9508867413840356
224,"('as', 'much')",3.9416347755407344
