,bigram,PMI
0,"('Brad', 'Osgood')",13.353698209048034
1,"('Instructor', 'Brad')",12.884212925746814
2,"('Aah', 'Aah')",12.786102840296964
3,"('mag', 'ang')",12.246783005131526
4,"('Hello', 'hello')",12.238220991628097
5,"('sheet', 'iron')",12.128138508632905
6,"('<', '>')",11.848233628641248
7,"('Professor', 'Aronnax')",11.7785034845757
8,"('Commander', 'Farragut')",11.768735708326878
9,"('Commander', 'farragut')",11.768735708326878
10,"('num', 'num')",11.763918692029103
11,"('exp', 'var')",11.696585922571044
12,"('Abraham', 'Lincoln')",11.469175426467972
13,"('T', 'knot')",11.466172938306448
14,"('Captain', 'Nemo')",11.353698209048035
15,"('relative', 'frequency')",11.331671902718035
16,"('F', 'hat')",11.251944710247303
17,"('hello', 'hello')",11.238220991628097
18,"('abstraction', 'barrier')",11.20864787624475
19,"('underwater', 'boat')",11.137263243007986
20,"('doesn', '’t')",10.904390807684445
21,"('z1', 'z2')",10.883034734549534
22,"('cond', 'null')",10.83981880638836
23,"('won', '’t')",10.778859925600587
24,"('don', '’t')",10.71174572974205
25,"('deep', 'breath')",10.661820504410366
26,"('ang', 'r')",10.618751782518482
27,"('periodic', 'phenomena')",10.492344590922153
28,"('computer', 'science')",10.439428083073917
29,"('N', 'land')",10.3656933287767
30,"('c', 'sub')",10.316223503629374
31,"('oh', 'baby')",10.297196766257683
32,"('honor', 'code')",10.24678300513152
33,"('section', 'leader')",10.240356735972089
34,"('4', '5')",10.154336756366929
35,"('die', 'die')",10.135274689914535
36,"('ned', 'land')",10.072285273899386
37,"('enumerate', 'interval')",9.954602253638214
38,"('empty', 'wall')",9.914586574790333
39,"('corner', 'split')",9.780675321638405
40,"('3', '4')",9.70430383573188
41,"('me', 'oh')",9.66025999042275
42,"('few', 'minute')",9.53371567866268
43,"('imaginary', 'part')",9.39404817956991
44,"('count', 'leave')",9.29791521434184
45,"('mister', 'land')",9.255592487262446
46,"('Ne', 'land')",9.24785683848284
47,"('apply', 'generic')",9.173242540113554
48,"('complex', 'exponential')",9.163873650168016
49,"('square', 'limit')",9.161746901275723
50,"('periodic', 'phenomenon')",9.075817473502822
51,"('datum', 'direct')",9.040332127664097
52,"('someone', 'else')",9.006468675797812
53,"('front', 'door')",8.861351967938003
54,"('datum', 'abstraction')",8.860724572824445
55,"('rather', 'than')",8.839035541783156
56,"('exercise', '2')",8.827406570128346
57,"('little', 'bit')",8.8189993164538
58,"('real', 'imag')",8.800657182458975
59,"('late', 'day')",8.784048763821383
60,"('m', 't')",8.773724038950483
61,"('generic', 'arithmetic')",8.76873570832688
62,"('meter', 'long')",8.760770787390909
63,"('minus', 'm')",8.759976708494376
64,"('fall', 'away')",8.738988364932826
65,"('test', 'case')",8.651289836918195
66,"('two', 'pi')",8.639066065346935
67,"('Huffman', 'tree')",8.524149701972682
68,"('k', 'E')",8.514979116081095
69,"('sub', 'k')",8.424781307109516
70,"('x', 'y')",8.396436681415556
71,"('t', 'plus')",8.384071858091552
72,"('intersection', 'set')",8.209854647574744
73,"('magnitude', 'z')",8.208647876244754
74,"('figure', '2')",8.165653736478113
75,"('imag', 'part')",8.142509412573945
