,bigram,PMI
0,"('Omby', 'Amby')",16.055687942784534
1,"('Clayton', 'Vernon')",16.015045958287182
2,"('Mount', 'Munch')",15.956152269233613
3,"('Li', 'Mon')",15.863042864842136
4,"('Su-', 'dic')",15.775580023591797
5,"('Mountain', 'Ear')",15.775580023591791
6,"('charcoal', 'burner')",15.733759847897169
7,"('De', 'Graf')",15.693117863399822
8,"('keek', 'eek')",15.477611827648612
9,"('Wul', 'Takim')",15.470725442063374
10,"('Coco', 'Lorum')",15.278080364120976
11,"('Tinker', 'Bell')",15.216679819456834
12,"('Johnny', 'Dooit')",15.162603146701041
13,"('Bo', 'Peep')",15.055687942784532
14,"('Jellia', 'Jamb')",15.05568794278453
15,"('Treasure', 'Chamber')",14.998443990950056
16,"('Hee', 'haw')",14.960969285531393
17,"('Googly', 'Goo')",14.863042864842132
18,"('Supreme', 'Dictator')",14.837507772734998
19,"('Ghip', 'Ghisizzle')",14.81864874548368
20,"('Diamond', 'Swan')",14.790634369314086
21,"('Sol', 'Jerrems')",14.783315672371398
22,"('ag', ""'in"")",14.775580023591791
23,"('efifth', ""'ry"")",14.733759847897169
24,"('Lonesome', 'Duck')",14.69311786339982
25,"('Mamma', 'Bee')",14.626844643980656
26,"('United', 'States')",14.541114769954772
27,"('Antoinette', 'Seaver')",14.438545036314222
28,"('Frank', 'BAUM')",14.278080364120974
29,"('Gray', 'Ape')",14.249560324110927
30,"('Lady', 'Aurex')",14.222797928619789
31,"('Bini', 'Aru')",14.219186675067407
32,"('cockle', 'shell')",14.219186675067407
33,"('Nick', 'Chopper')",14.151089158684002
34,"('ma', ""'am"")",14.108155362678666
35,"('Tommy', 'Kwikstep')",14.081683151317474
36,"('Love', 'Magnet')",14.049261673625098
37,"('l', 'Frank')",14.048598517998213
38,"('L', 'Frank')",13.973225782592557
39,"('Nimmie', 'Amee')",13.956152269233614
40,"('Christmas', 'Eve')",13.94877273886802
41,"('librivox', 'recording')",13.93230552727925
42,"('Frank', 'Baum')",13.926607993619601
43,"('Woggle', '-Bug')",13.713295745337449
44,"('Woggle', 'Bug')",13.688633691103181
45,"('New', 'York')",13.680422790551452
46,"('pro', 'German')",13.56758698131596
47,"('grand', 'Gallipoot')",13.560480094821706
48,"('nineteenth', 'century')",13.481613758206107
49,"('Tik', 'tok')",13.481408523830506
50,"('hoo', 'hoo')",13.430083457566031
51,"('metal', 'Monarch')",13.396724860619594
52,"('twentieth', 'century')",13.31460624014609
53,"('|', '|')",13.30746417090207
54,"('ha', 'hum')",13.288854835715156
55,"('Cookie', 'cook')",13.25782794009453
56,"('prime', 'minister')",13.219186675067409
57,"('Green', 'Monkey')",13.219186675067407
58,"('Jake', 'Kasker')",13.128038787009215
59,"('Master', 'Woodsman')",13.110514635552585
60,"('s', ""'pose"")",13.081683151317476
61,"('Willie', 'price')",13.05667914518758
62,"('Liberty', 'Girls')",13.044421720352725
63,"('Liberty', 'Girl')",13.039386130455426
64,"('dingle', 'bell')",13.030152850677394
65,"('Silas', 'Watson')",12.957956766080363
66,"('Coo-ee', 'oh')",12.932305527279244
67,"('fool', 'Killer')",12.875115697142713
68,"('Chief', 'Steward')",12.837507772735
69,"('Titus', 'price')",12.777703195484767
70,"('tiger', 'Lily')",12.733759847897165
71,"('Dr', 'Leete')",12.7110203386745
72,"('golden', 'Pig')",12.668664819675284
73,"('Ol', 'Swallertail')",12.665103487230226
74,"('O', 'Gorman')",12.634224174346253
75,"('truth', 'Pond')",12.624638125517057
76,"('public', 'domain')",12.525866996255834
77,"('N', 'Joselyn')",12.507251318088484
78,"('Ne', 'Joselyn')",12.456919642538343
79,"('“my', 'lord')",12.437423466912547
80,"('bramble', 'bush')",12.431625622374433
81,"('Dr', 'Anstruther')",12.429887025536194
82,"('hum', 'hum')",12.400881453449264
83,"('don', ""'t"")",12.351132116171208
84,"('Kiki', 'Aru')",12.341177199446017
85,"('Laughing', 'valley')",12.29903998275662
86,"('Jason', 'Jones')",12.250045825203175
87,"('Cowardly', 'Lion')",12.223601658468366
88,"('traveling', 'machine')",12.134215340119605
89,"('Betsy', 'Bobbin')",12.128333244616293
90,"('Professor', 'Dyer')",12.11820902734259
91,"('red', 'Wagon')",12.110771310885678
92,"('line', '-Art')",12.108155362678668
93,"('Fog', 'bank')",12.090791743740443
94,"('Will', 'Morrison')",12.07269436809022
95,"('yellow', 'Hen')",12.020406810952913
96,"('Gran', ""'dad"")",11.964945387691621
97,"('Gran', ""'pum"")",11.886335552995252
98,"('art', 'drawing')",11.856015597948167
99,"('visit', 'librivox.org')",11.840675051813681
100,"('glass', 'Cat')",11.793946853972257
101,"('pum', 'Je')",11.771782140445701
102,"('Uncle', 'Eben')",11.770285723922282
103,"('wicked', 'Witch')",11.681890607976566
104,"('black', 'Sheep')",11.644094418370315
105,"('prayer', 'meeting')",11.63262206974975
106,"('Miss', 'Huckins')",11.587209354828666
107,"('Uncle', 'Henry')",11.584800437552751
108,"('electric', 'tube')",11.557741088542178
109,"('Aunt', 'Em')",11.553953334940891
110,"('won', ""'t"")",11.546878392209202
111,"('royal', 'historian')",11.517859417654467
112,"('Miss', 'Stearne')",11.491182467054887
113,"('dinner', 'pail')",11.452944898530568
114,"('pum', 'Jim')",11.450825884625667
115,"('Colonel', 'Weatherby')",11.439038122974637
116,"('marble', 'statue')",11.438303964370993
117,"('Uncle', 'Bob')",11.40771564453757
118,"('banquet', 'hall')",11.391367650450091
119,"('Aunt', 'Hannah')",11.363431428891463
120,"('Miss', 'Gorham')",11.250174367551093
121,"('lady', 'Aurex')",11.244216912254695
122,"('Santa', 'Claus')",11.232992474592434
123,"('underground', 'cavern')",11.23212573077491
124,"('Tin', 'Woodman')",11.231537201069113
125,"('mrs', 'Charleworth')",11.229593490128641
126,"('Miss', 'Dickinson')",11.218465507823758
127,"('Colonel', 'Hathaway')",11.20362403994407
128,"('wide', 'awake')",11.137217828281129
129,"('mrs', 'Clayton')",11.136484085737157
130,"('purple', 'berry')",11.12648718545092
131,"('black', 'Bag')",11.12326225506887
132,"('Peter', 'Pan')",11.108155362678666
133,"('James', 'Hathaway')",11.10515287451714
134,"('high', 'Coco')",11.094858540065207
135,"('-Art', 'draw')",11.088255805240964
136,"('mrs', 'Yoop')",11.077590396683592
137,"('Brown', 'bear')",11.06133450592567
138,"('real', 'estate')",11.011293823426078
139,"('Prince', 'Marvel')",10.998771903171402
140,"('page', 'line')",10.989510866180044
141,"('hind', 'leg')",10.970983074159408
142,"('Seaver', 'Jones')",10.960319903448845
143,"('Queen', 'Zurline')",10.933380961574954
144,"('mrs', 'Darl')",10.925587303238538
145,"('tiny', 'piglet')",10.898461327261705
146,"('Sky', 'island')",10.842665626602214
147,"('yellow', 'hen')",10.824407637892831
148,"('Henry', 'Mynors')",10.82294888291731
149,"('World', 'bank')",10.81304309742163
150,"('Queen', 'Cor')",10.807373076662849
151,"('button', 'Bray')",10.802346933154576
152,"('button', 'Bright')",10.783153367921269
153,"('You', 'Majesty')",10.78089382348826
154,"('cab', 'horse')",10.754518408063966
155,"('Tin', 'Owl')",10.738699957890647
156,"('sea', 'devil')",10.722030555315062
157,"('Princess', 'langwidere')",10.705466255827464
