,bigram,PMI
0,"('de', 'bourgh')",13.019104188460407
1,"('Sir', 'William')",12.745422538427105
2,"('-', 'law')",12.533677361290167
3,"('la', 'push')",12.533677361290167
4,"('Ren&#', '233')",12.402432828011914
5,"('Anna', 'Sergeyevna')",12.171107281905456
6,"('233', 'e')",12.019104188460407
7,"('ah', 'ah')",11.925994784068921
8,"('Lady', 'Catherine')",11.57347836934814
9,"('anthem', 'prison')",11.531225882296072
10,"('operating', 'system')",10.817470327290756
11,"('operat', 'system')",10.817470327290755
12,"('break', 'anthem')",10.678067270625341
13,"('break', 'anthey')",10.67806727062534
14,"('prison', 'break')",10.63076155584698
15,"('bad', 'romance')",10.347264237059282
16,"('deep', 'breath')",10.095771489777862
17,"('oh', 'oooh')",10.080504733124549
18,"('OS', 'X')",9.861489754351075
19,"('OS', 'x')",9.790835200787292
20,"('Mac', 'OS')",9.779607945364035
21,"(""'"", 'll')",9.706826263606763
22,"('oooh', 'oh')",9.665467233845707
23,"('mrs', 'Hurst')",9.419786394762182
24,"('oh', 'oh')",9.364297699125139
25,"('young', 'lady')",9.193827358405539
26,"('great', 'deal')",9.1238015671271
27,"('mrs', 'Bennet')",8.97442435862654
28,"('romance', 'Oh')",8.554435921456964
29,"('few', 'minute')",8.552536388541482
30,"('mister', 'Greene')",8.529390002887068
31,"('mister', 'Collins')",8.529390002887064
32,"('doesn', '’t')",8.483051288220198
33,"('“Don', '’t')",8.483051288220198
36,"('wasn', '’t')",8.483051288220196
37,"('wouldn', '’t')",8.483051288220196
34,"('couldn', '’t')",8.483051288220196
35,"('didn', '’t')",8.483051288220196
38,"('hadn', '’t')",8.483051288220192
39,"('don', '’t')",8.46467275890534
40,"('each', 'other')",8.44730293581449
41,"('young', 'man')",8.404394344345196
42,"('Miss', 'Bingley')",8.236334904681076
43,"('“You', '’re')",8.131578917718823
44,"('Miss', 'Bennet')",8.097714023156772
45,"('mister', 'Darcy')",8.005230781228109
46,"('“I', '’m')",7.9806396279652425
47,"('worry', 'about')",7.950624450577639
48,"('won', '’t')",7.942482906857494
49,"('miss', 'Bingley')",7.934215290873896
50,"('world', 'without')",7.902760227222938
51,"('mister', 'Wickham')",7.898623812552785
52,"('pick', 'up')",7.889071914141606
53,"('“It', '’s')",7.887872301582609
54,"('little', 'bit')",7.851853321316421
55,"('last', 'night')",7.810851068358996
56,"('Oh', 'oh')",7.804870290511124
57,"('“That', '’s')",7.800513337283816
58,"('sat', 'down')",7.774685460793959
59,"('“I', '’ll')",7.766684043777435
60,"('nothing', 'else')",7.675696366162594
61,"('far', 'away')",7.478275729272124
62,"('no', 'longer')",7.46152757553433
63,"('lock', 'up')",7.397931435776972
64,"('mister', 'Bingley')",7.377386909442018
65,"('dare', 'say')",7.3131262867778855
66,"('mister', 'Hurst')",7.233934119360896
67,"('“I', 'don')",7.154065200153418
68,"('glar', 'at')",7.047118564630004
69,"('at', 'least')",7.041824264960491
70,"('star', 'at')",6.990535036263635
71,"('arm', 'around')",6.885705063043208
72,"('gottum', 'do')",6.849550298284674
73,"('ad', 'i')",6.8325772196809655
74,"('on', 'Windows')",6.775401260878549
75,"('Tanya', ""'s"")",6.73628251902363
76,"('mister', 'Bennet')",6.733530719667289
77,"('more', 'than')",6.726399115113681
78,"('talk', 'about')",6.673234751766776
79,"('every', 'day')",6.590604429374999
80,"('wonder', 'if')",6.555385211420015
81,"('better', 'than')",6.439964276699813
82,"('long', 'moment')",6.424555638910052
83,"('i', 'ad')",6.41753972040212
84,"('on', 'Linux')",6.401942865351103
85,"('their', 'mother')",6.370207381985152
86,"('mrs', 'long')",6.351306656879414
87,"('away', 'from')",6.240807987473577
88,"('too', 'much')",6.214710209298383
89,"('my', 'dad')",6.214327810504578
90,"('my', 'dear')",6.214327810504576
91,"('his', 'wife')",6.205649919432583
92,"('same', 'time')",6.193631645858149
93,"('faster', 'on')",6.190438760157392
94,"('at', 'Netherfield')",6.154033768546517
95,"('no', 'idea')",6.145231348726297
96,"('in', 'spite')",6.138092224677493
97,"('my', 'stomach')",6.114298992173307
98,"('her', 'husband')",6.072529270063846
99,"('as', 'possible')",6.041130494790405
100,"('no', 'matter')",6.027874398088139
101,"('their', 'own')",6.005355639874525
102,"('we', '’re')",5.976022206564743
103,"('first', 'time')",5.955623953066775
104,"('on', 'top')",5.949430660653594
105,"('love', 'love')",5.914567833851127
106,"('Apple', ""'s"")",5.891975371617747
107,"('so', 'far')",5.850721351826499
108,"('deal', 'with')",5.847677161852863
109,"('much', 'better')",5.838471671056169
110,"('on', 'Intel')",5.833177592157746
111,"('come', 'back')",5.830911779744163
112,"('in', '-')",5.790168921257187
113,"('this', 'morning')",5.766171951839127
114,"('my', 'truck')",5.763458205370705
115,"('any', 'other')",5.754306200858959
116,"('', 'do')",5.752960325158231
117,"('what', 'happen')",5.737045412672529
118,"('support', 'for')",5.729187772926947
119,"('spite', 'of')",5.718370315842169
120,"('my', 'throat')",5.703263423451961
121,"('add', 'i')",5.678406289553205
122,"('her', 'sister')",5.67087398270575
123,"('sort', 'of')",5.667744242772201
124,"('his', 'chest')",5.641749034239254
125,"('look', 'at')",5.603496115695428
126,"('in', 'general')",5.553129723956337
127,"('right', 'now')",5.530213505986591
128,"('my', 'cheek')",5.529336491452149
129,"('so', 'much')",5.518926227479799
130,"('mother', ""'s"")",5.495421610770375
131,"('roll', 'his')",5.457324463101827
