,bigram,PMI
0,"('21', 'st')",12.425095673703009
1,"('9', '11')",12.190730610700484
2,"('nuclear', 'weapon')",11.076695367454453
3,"('st', 'century')",11.065199728616626
4,"('CONGRESSMAN', 'PENCE')",11.006306039563057
5,"('don', '’t')",10.384817662816786
6,"('United', 'States')",10.354229342983363
7,"('little', 'bit')",10.325660190786593
8,"('Fourier', 'sery')",10.30269904234328
9,"('human', 'being')",10.287592149953072
10,"('small', 'business')",10.054669061124455
11,"('won', '’t')",10.044273889762078
12,"('lum', 'lum')",10.034336910368088
13,"('climate', 'change')",9.802881122867419
14,"('national', 'security')",9.795739053623398
15,"('Fourier', 'analysis')",9.777002491041813
16,"('tax', 'cut')",9.757077433254294
17,"('periodic', 'phenomenon')",9.591268540284211
18,"('relationship', 'between')",9.567114678575436
19,"('health', 'care')",9.516958843021472
20,"('move', 'forward')",9.480237227895469
21,"('mister', 'president')",9.4336898591925
22,"('new', 'York')",9.062550150202677
23,"('Barbie', 'let')",9.034320415732653
24,"('black', 'history')",8.965664055065707
25,"(""'"", 'll')",8.841367890790501
26,"('year', 'ago')",8.742794630901017
27,"('no', 'longer')",8.658235529873464
28,"('once', 'again')",8.631763318512274
29,"('too', 'often')",8.537164295980304
30,"('health', 'insurance')",8.484537365329095
31,"('say', 'goodbye')",8.038514620473393
32,"('each', 'other')",8.013598532129413
33,"('mamma', 'say')",7.816122199136945
34,"('talk', 'about')",7.809908826759553
35,"('make', 'sure')",7.72832129226329
36,"('look', 'forward')",7.493176283602969
37,"('associate', 'with')",7.470253139322846
38,"('civil', 'right')",7.417227430369669
39,"('last', 'year')",7.152595481813712
40,"('very', 'much')",7.119209313319166
41,"('their', 'own')",7.099415443954538
42,"('on', 'Barbie')",7.096248164875854
43,"('my', 'mamma')",7.009445747093626
44,"('deal', 'with')",6.917712116294068
45,"('more', 'than')",6.909281585168193
46,"('American', 'people')",6.889329918069704
47,"('wannon', 'say')",6.842117407669887
48,"('my', 'oh')",6.736845364569831
49,"('oh', 'my')",6.736845364569831
50,"('human', 'right')",6.680261836203464
51,"('one', 'percent')",6.621861460555586
52,"('go', 'party')",6.607553623871702
53,"('one', 'another')",6.586646767971528
54,"('look', 'at')",6.520582440943619
55,"('let', 'i')",6.414370615451933
56,"('all', 'right')",6.261825760462752
57,"('here', 'today')",6.238568704923567
58,"('work', 'together')",6.128982461738596
59,"('', 'do')",6.052848625500086
60,"('for', 'example')",5.8799166659091515
61,"('have', 'got')",5.784465775549501
62,"('look', 'like')",5.713141967544875
63,"('hold', 'on')",5.658842852568558
64,"('let', ""'s"")",5.576780546313653
65,"('ll', 'see')",5.573953954982045
66,"('thank', 'you')",5.547543729701804
67,"('I', '’m')",5.5321579209180936
68,"('', 'can')",5.517573248879284
69,"('in', 'space')",5.460136021838956
70,"('my', 'own')",5.349822241460583
71,"('tell', 'i')",5.338603107833963
72,"('a', 'lot')",5.30780718598167
73,"('give', 'i')",5.297961123336616
74,"('I', '’ve')",5.262204101144512
75,"('do', 'not')",5.231838168430073
76,"('so', 'much')",5.225003977341762
77,"('source', 'of')",5.201161015881219
78,"('periodicity', 'in')",5.17634305583837
79,"('right', 'now')",5.1737259824391195
80,"('able', 'to')",5.155449478868867
81,"('sort', 'of')",5.1162721182947095
82,"('as', 'well')",5.091194937149567
83,"('us', 'economy')",5.084833436898132
84,"('Jeff', 'so')",5.071458719088307
85,"('you', 'wannon')",5.062116902531562
86,"('goodbye', 'to')",5.0299185967850075
87,"('have', 'propose')",5.02393171024489
88,"('will', 'never')",4.981770389851889
89,"('go', 'through')",4.977736887366287
90,"('in', 'Afghanistan')",4.974709194668719
91,"('a', 'few')",4.956158392974306
92,"('kind', 'of')",4.938126610047426
93,"('lot', 'of')",4.8862876785278075
94,"('try', 'to')",4.87791550333996
95,"('work', 'with')",4.803496547438042
96,"('you', 'guy')",4.799082496697768
97,"('a', 'little')",4.797612453662488
98,"('he', 'see')",4.784904820629658
99,"('got', 'to')",4.768426355759619
100,"('in', 'Iraq')",4.758575763803952
101,"('consequence', 'of')",4.7537020389099975
102,"('my', 'life')",4.751344934264946
103,"('out', 'there')",4.729948960303817
104,"('in', 'Washington')",4.715790897307155
105,"('chance', 'to')",4.707990501897646
106,"('member', 'of')",4.686587843051461
107,"('in', 'term')",4.685202577473731
108,"('we', 'need')",4.673322756166698
109,"('I', 'mean')",4.664261456925441
110,"('us', 'child')",4.658698228735956
111,"('part', 'of')",4.634814193327408
112,"('America', ""'s"")",4.6320945537429505
113,"('I', 'want')",4.606158502361875
114,"('we', 'must')",4.59079596054805
115,"('I', 'hope')",4.575131606741248
116,"('we', 'seek')",4.572345108441878
117,"('commitment', 'to')",4.542472601978114
118,"('sure', 'that')",4.533818268100315
119,"('I', 'think')",4.521624992150205
120,"('tradition', 'of')",4.490667633076203
121,"(""'s"", 'back')",4.47554858210184
122,"('listen', 'to')",4.4449560960638514
123,"('not', 'always')",4.441389481043657
124,"('the', 'lord')",4.428229924427141
125,"('the', 'PRESIDENT:')",4.428229924427139
126,"('well', 'as')",4.428229924427139
127,"('somebody', 'to')",4.418483884702656
128,"('and', 'women')",4.4154749407527625
129,"('when', 'he')",4.406393197375927
130,"('sine', 'and')",4.393164779027673
131,"('I', 'believe')",4.392033697009023
132,"('right', 'so')",4.385518570642329
133,"('can', 'not')",4.375940894422531
134,"('the', 'United')",4.374790665465678
135,"('study', 'of')",4.364659748164097
136,"('we', 'face')",4.351394661279336
137,"('at', 'some')",4.336417838279893
138,"('so', 'let')",4.302171837864222
139,"('believe', 'that')",4.299480241857957
140,"('number', 'of')",4.294270420272699
141,"('continue', 'to')",4.26792420812728
142,"('so', 'many')",4.261529853366875
143,"('if', 'you')",4.254197435351948
144,"('this', 'country')",4.251070102416396
145,"('you', 'better')",4.239655088083747
146,"('a', 'certain')",4.224009815105875
147,"('recognize', 'that')",4.218149163684632
148,"('be', 'able')",4.186648282009349
149,"('want', 'to')",4.176208039035664
150,"('it', '’s')",4.166922263312813
151,"('the', '21')",4.165195518593347
152,"('propose', 'a')",4.162609270441731
153,"('us', 'country')",4.159127219245441
154,"('God', ""'s"")",4.157808284177911
155,"('term', 'of')",4.156766896522768
156,"('to', 'build')",4.155449478868867
157,"('and', 'yet')",4.15446253250418
158,"('come', 'on')",4.143500447494025
159,"('such', 'a')",4.140241457413278
160,"('she', 'will')",4.131719824528968
161,"('no', 'one')",4.123313711651905
162,"('the', 'same')",4.0989222991741805
163,"('us', 'nation')",4.086887095666103
164,"('know', 'what')",4.0775409443317745
165,"('be', 'gonnon')",4.034645188564298
166,"('want', 'it')",4.01259411692152
167,"('may', 'not')",3.990225478389961
168,"('if', 'we')",3.952418935465886
169,"('the', 'greatest')",3.9428030972568973
170,"('a', 'new')",3.9053868649421837
171,"('across', 'the')",3.904667968370127
