,bigram,PMI
0,"('Nobel', 'Prize')",14.45944762856978
1,"('classe', 'server')",13.931068656214991
2,"('quantum', 'mechanics')",13.863837883649117
3,"('Alpha', 'Centauri')",13.520848173233924
4,"('spiral', 'nebulae')",13.400553939516213
5,"('Cosmic', 'Microwave')",13.174045409707531
6,"('accretion', 'disk')",12.78388257906772
7,"('x-', 'ray')",12.75900791042869
8,"('white', 'dwarf')",12.752494603470014
9,"('graduate', 'student')",12.69648682587063
10,"('cell', 'phone')",12.668034250381197
11,"('Microwave', 'background')",12.5976449224898
12,"('Doppler', 'shift')",12.380790684694784
13,"('standard', 'candle')",12.371984787319441
14,"('semi', 'major')",12.28952262712747
15,"('human', 'being')",12.067130205791019
16,"('Outer', 'Solar')",11.635019193153235
17,"('solar', 'masse')",11.618145374588838
18,"('V2', 'c2')",11.592840628426611
19,"('pass', 'filter')",11.420362420596392
20,"('op', 'amp')",11.371699076844028
21,"('everyday', 'life')",11.150694922430151
22,"('6', '002')",11.06713020579102
23,"('major', 'axis')",11.034265571885397
24,"('orbital', 'period')",11.026247551505664
25,"('new', 'York')",11.000016009932482
26,"('science', 'fiction')",10.989127693789747
27,"('post', 'Newtonian')",10.953919595343033
28,"('steady', 'state')",10.94413555941612
29,"('event', 'horizon')",10.86961582183391
30,"('triangular', 'wave')",10.867821397567612
31,"('initial', 'condition')",10.830738828456553
32,"('cubic', 'meter')",10.820408455092833
33,"('Astronomical', 'unit')",10.790290000432195
34,"('Schwarzschild', 'radius')",10.780826020634382
35,"('critical', 'density')",10.673359551923994
36,"('operational', 'amplifier')",10.631628603952462
37,"('saturation', 'discipline')",10.622946360852662
38,"('high', 'school')",10.617097285155975
39,"('happy', 'new')",10.584978510653638
40,"('storage', 'element')",10.527021940854127
41,"('view', 'graph')",10.465722953996268
42,"('apparent', 'magnitude')",10.430878476373008
43,"('gravitational', 'field')",10.429700285175727
44,"('space', 'Telescope')",10.40440626501182
45,"('complex', 'amplitude')",10.400553939516215
46,"('omega', 'nuy')",10.400553939516215
47,"('Solar', 'system')",10.379518460004853
48,"('curved', 'space')",10.360012145653364
49,"('scientific', 'notation')",10.348138045365074
50,"('yeah', 'yeah')",10.347939313352791
51,"('omegum', 'notch')",10.309406051458016
52,"('Hubble', 'diagram')",10.308346501419123
53,"('absolute', 'magnitude')",10.277840822079831
54,"('black', 'hole')",10.236578204405086
55,"('e^', 't')",10.22582795181008
56,"('square', 'root')",10.225143398990168
57,"('scale', 'factor')",10.204454301017513
58,"('drop', 'across')",10.195031992337627
59,"('special', 'relativity')",10.186118242008106
60,"('supermassive', 'black')",10.156135211849765
61,"('general', 'relativity')",10.113372178070243
62,"('even', 'though')",10.088276014662572
63,"('x', '1024')",10.061416554596626
64,"('12', 'volt')",10.027204021378264
65,"('Charles', 'Bailyn')",9.956947288040599
66,"('Professor', 'Charles')",9.914975017565283
67,"('omegum', 'd')",9.892759299317516
68,"('positive', 'feedback')",9.884344790624151
69,"('standby', 'power')",9.83788411341351
70,"('Inaudible', 'Professor')",9.820753143910837
71,"('j', 'omegum')",9.766530620344172
72,"('radial', 'velocity')",9.74432161344521
73,"('big', 'Bang')",9.73607109915153
74,"('straight', 'line')",9.693029148616603
75,"('negative', 'feedback')",9.688814321638178
76,"('kinetic', 'energy')",9.608448233853307
77,"('homogenous', 'solution')",9.606578047259806
78,"('Student', 'Inaudible')",9.604694656296441
79,"('RS', 'R')",9.60146663344221
80,"(""'"", 'll')",9.58485832312465
81,"('kilometer', 'per')",9.564629865261841
82,"('x', '104')",9.558916214067443
83,"('good', 'morning')",9.535483519602321
84,"('positive', 'rail')",9.461498368134542
85,"('escape', 'velocity')",9.459113710030877
86,"('blast', 'through')",9.438621980349732
87,"('own', 'Solar')",9.433385331983587
88,"('inaudible', 'Professor')",9.42552412571217
89,"('relativistic', 'effect')",9.381106177287993
90,"('cosine', 'omega')",9.349927866446244
91,"('meter', 'per')",9.330164611624813
92,"('dependent', 'source')",9.321371896107484
93,"('compact', 'object')",9.317851350185963
94,"('arc', 'second')",9.315320510818774
95,"('minus', 'VT.')",9.300249033720528
96,"('5', 'volt')",9.296035934086143
97,"('build', 'block')",9.280533843900214
98,"('j', 'omega')",9.216802783206882
99,"('negative', 'rail')",9.211520115126195
100,"('omega', 't')",9.186429134163367
101,"('elliptic', 'orbit')",9.155666880392678
102,"('characteristic', 'equation')",9.129696859164985
103,"('x', '106')",9.128530750455164
104,"('coordinate', 'system')",9.101331828938507
105,"('gravitational', 'force')",9.093798156253099
106,"('hand', 'side')",9.07095191674343
107,"('differential', 'equation')",9.051099263611116
108,"('flat', 'space')",9.05005669243208
109,"('omegum', 'nuy')",9.036805668934223
110,"('load', 'line')",9.018347832704743
111,"('x', '1030')",8.99728621717691
112,"('billion', 'year')",8.990678145353149
113,"('relationship', 'between')",8.948041734818705
114,"('year', 'ago')",8.926715086621183
115,"('further', 'away')",8.926310850838645
116,"('final', 'value')",8.911192349489072
117,"('real', 'part')",8.904085644341476
118,"('little', 'bit')",8.890016873379171
119,"('dark', 'energy')",8.885940692380792
120,"('dark', 'matter')",8.883158251709466
121,"('yes', 'Student')",8.881088611978672
122,"('power', 'supply')",8.859363840823962
123,"('difference', 'between')",8.8585435839796
124,"('circular', 'orbit')",8.847544585030347
125,"('sine', 'wave')",8.831479550503895
126,"('Bailyn', 'No')",8.82475756418713
127,"('inertial', 'mass')",8.819948998069558
128,"('course', 'note')",8.7711973194366
129,"('state', 'variable')",8.765960671070456
130,"('real', 'life')",8.752663848456997
131,"('x', 'y')",8.669099131817868
132,"('Bailyn', 'Oh')",8.662700806078156
133,"('total', 'solution')",8.660251229899341
134,"('sine', 'curve')",8.656392843945802
135,"('Newtonian', 'physics')",8.607538456731126
136,"('operating', 'point')",8.605926281632907
137,"('both', 'side')",8.565842723711489
138,"('good', 'old')",8.56462986526184
139,"('voltage', 'divider')",8.56160217256427
140,"('neutron', 'star')",8.545412437329398
141,"('greater', 'than')",8.537975025904853
142,"('7', 'x')",8.522996639812503
143,"('10', 'parsec')",8.509912695552769
144,"('6', 'volt')",8.489547235435463
145,"('square', 'wave')",8.476682165986135
146,"('R2', 'divide')",8.473755465253666
147,"('us', 'own')",8.473258714715662
148,"('last', 'lecture')",8.461409144903065
149,"('order', 'differential')",8.437634804984944
150,"('current', 'flow')",8.437311035197384
151,"('v+', 'minus')",8.39335843811201
152,"('exact', 'same')",8.392860080636714
153,"('sign', 'model')",8.392013267813258
154,"('whole', 'bunch')",8.381886645276131
155,"('slow', 'down')",8.37048276215421
156,"('low', 'frequency')",8.361873471352151
157,"('small', 'perturbation')",8.360788859078015
158,"('empty', 'Universe')",8.350342493562442
159,"('galaxy', 'cluster')",8.344103802582687
160,"('vGS', 'minus')",8.319357856668232
161,"('high', 'frequency')",8.312242703627552
162,"('problem', 'set')",8.30418554504398
163,"('5', 'log')",8.299835001563604
164,"('Hubble', 'constant')",8.274076599334379
165,"('far', 'away')",8.269398508238476
166,"('M', '=')",8.226227424342294
167,"('Bailyn', 'Yeah')",8.225295493770858
168,"('more', 'complicated')",8.223194203597116
169,"('infinite', 'amount')",8.20757076954222
170,"('when', 'VIN')",8.199547473460122
171,"('Newtonian', 'effect')",8.178986150977805
172,"('bias', 'point')",8.172966874356803
173,"('per', 'second')",8.168080363399683
174,"('node', 'method')",8.137519533682418
175,"('make', 'sure')",8.126862539468274
176,"('t', 'RC')",8.126292278259166
177,"('1', '+')",8.121768552778905
178,"('Yeah', 'Student')",8.11033470435619
179,"('someth', 'else')",8.105565671824767
180,"('ll', 'recall')",8.09050471416483
181,"('flow', 'through')",8.076051900965025
182,"('with', 'respect')",8.050794832658408
183,"('wave', 'form')",8.039587745834094
184,"('power', 'port')",8.030529191355907
185,"('associate', 'with')",8.02973321713058
186,"('3', 'x')",8.017022435238172
187,"('double', 'star')",8.013191398680217
188,"('small', 'sign')",8.009316488576635
189,"('space', 'telescope')",7.96913669704851
190,"('write', 'down')",7.959865164800544
191,"('Hubble', 'space')",7.947318586842822
192,"('pile', 'up')",7.942315123791749
193,"('by', 'inspection')",7.93327445905623
194,"('bia', 'point')",7.923879586354937
195,"('6', 'x')",7.891491553154314
196,"('plus', 'R2')",7.879503202615249
197,"('very', 'quickly')",7.869445447127056
198,"('parsec', 'away')",7.868860578654745
199,"('year', 'old')",7.867821397567614
200,"('omegum', 't')",7.867373980897602
201,"('worry', 'about')",7.865496344621372
202,"('2', 'x')",7.865019341793122
203,"('small', 'signal')",7.862521686134347
204,"('nothing', 'new')",7.859534786382653
205,"('open', 'circuit')",7.848449568880756
206,"('complex', 'number')",7.843177270466956
207,"('divid', 'by')",7.843076650084653
208,"('capital', 'sixth')",7.842163840790747
209,"('gravitational', 'redshift')",7.842063650156248
210,"('she', ""'"")",7.83009100849017
211,"('may', 'recall')",7.825681790385476
212,"('omegum', 'Celsius')",7.8206095135616795
213,"('30', 'second')",7.814280493642709
214,"('fifth', 'minus')",7.811542492707714
