,bigram,chi-sq
0,"('Eau', 'douce')",814638.0
1,"('Pusat', 'Tasek')",814638.0
2,"('Stickly', 'Prickly')",814638.0
3,"('EYNSFORD', 'HILL')",789179.5937131341
4,"('Briony', 'Lodge')",779217.9999741677
5,"('Pau', 'Amma')",773904.1999113675
6,"('Python', 'Rock')",737051.6190054141
7,"('Coloure', 'Python')",728884.8420679193
8,"('Suleiman', 'bin')",720962.1863760529
9,"('librivox', 'recording')",719412.622713123
10,"('ROBINSON', 'CRUSOE')",698259.428546176
11,"('Bois', 'Guilbert')",686005.8945383606
12,"('Grey', 'Beaver')",683921.1372931135
13,"('bin', 'Daoud')",673983.3500008064
14,"('bi-', 'Coloure')",673870.6433305831
15,"('Mock', 'turtle')",661144.9268109021
16,"('Auntie', 'Nan')",604799.2572918695
17,"('PARLOR', 'MAID.')",597398.2666270575
18,"('March', 'Hare')",593072.2958594026
19,"('Rock', 'Snake')",590046.0550260099
20,"('Vincent', 'Spaulding')",581881.4285363556
21,"('eldest', 'Magician')",580036.7588340129
22,"('De', 'Bracy')",569673.7062517205
23,"('Boscombe', 'Pool')",523688.78554461827
24,"('turbid', 'Amazon')",482741.9257978956
25,"('Saxe', 'Coburg')",465501.7141938228
26,"('ma', ""'am"")",465500.5712938902
27,"('Paint', 'Jaguar')",429938.86090184486
28,"('Coburg', 'Square')",429101.4319228145
29,"('Hosmer', 'Angel')",421289.7608262286
30,"('Anne', 'Catherick')",387916.6665813224
31,"('Aunt', 'Ann')",384285.99459072686
32,"('LI', 'ZA')",374455.4125669115
33,"('LI', 'Z')",371849.27693293197
34,"('canary', 'creeper')",364302.70795450796
35,"('misteRS', 'EYNSFORD')",328952.03044415824
36,"('la', 'Tremouille')",311673.4256901942
37,"('South', 'America')",306537.0491785162
38,"('H.', 'P')",296222.54529965034
39,"('de', 'Treville')",294546.8736653353
40,"('Cousin', 'Jane')",293358.3451141268
41,"('Rosanna', 'Spearman')",264198.8106913728
42,"('Louis', 'thXird')",261838.71413858284
43,"('Doctor', 'Slammer')",259120.92843809872
44,"('Jabez', 'Wilson')",250646.76901320726
45,"('visit', 'librivox.org')",220150.53973431626
46,"('Hyena', 'swine')",214371.0525411276
47,"('public', 'domain')",213204.33093539215
48,"('M.', 'de')",210111.0413224244
49,"('“the', 'Coroner')",173776.85308611847
50,"('white', 'Fang')",172346.77532360036
51,"('Irene', 'Adler')",170981.17717056078
52,"('o', '’clock')",169424.1113427644
53,"('don', '’t')",167341.6122537549
54,"('Z', 'A')",165714.566296618
55,"('prior', 'Aymer')",165099.93132987895
56,"('Sherlock', 'Holmes')",164812.9716627002
57,"('Lady', 'Rowena')",162507.2582296517
58,"('Godfrey', 'Norton')",161625.23797563984
59,"('experimental', 'farm')",149100.4674184728
60,"('Lip', 'lip')",148416.73444956064
61,"('Arthur', 'Jermyn')",144950.57294533393
62,"('Prince', 'John')",134496.9286908428
63,"('Manx', 'fairy')",133915.3001518352
64,"('Teddy', 'Henfrey')",121171.63622616153
65,"('librivox.org', 'record')",120713.60843386177
66,"('misteRS', 'Pearce')",112607.28824784253
67,"('mrs', 'Pearce')",109440.12976561741
68,"('Professor', 'Challenger')",107848.67106306867
69,"('ow', 'oo')",102845.65651257375
70,"('Miss', 'Halcombe')",102844.54534479362
71,"('ha', 'hum')",101084.60712343447
72,"('best', 'beloved')",100959.52876974619
73,"('Hatherley', 'farm')",99399.09140466434
74,"('note', 'TAKER')",98077.53869582756
75,"('Nancy', 'Joe')",96400.21251112397
76,"(""D'"", 'Artagnan')",95829.2095026859
77,"('Dr', 'Johnson')",91212.25079175174
78,"('volunteer', 'please')",88243.8565770489
79,"('Miss', 'Rachel')",87636.88628301029
80,"('FLOWER', 'girl')",85547.8297412553
81,"('Tracy', 'Tupman')",82372.8068146725
82,"('mister', 'Franklin')",82339.0983692262
83,"('mister', 'Pickwick')",79738.62605994695
84,"('ah', 'ow')",78215.92785281091
85,"('do', 'not')",76903.92452499017
86,"('mrs', 'Hall')",74805.33660412021
87,"('hind', 'leg')",73163.53858970114
88,"('swine', 'herd')",67092.68670671064
89,"(""'"", 'll')",66558.75153674229
90,"('ah', 'ah')",66486.77566368603
91,"('d', 'Artagnan')",64975.09526218061
92,"('Baker', 'street')",64022.42092533643
93,"('', 'do')",63756.74063747203
94,"('Joe', 'Slater')",63234.03743057658
95,"('Sir', 'Wade')",59775.11897486354
96,"('old', 'Jolyon')",59440.11816971953
97,"('won', '’t')",58811.21490311947
98,"('miss', 'Halcombe')",58215.93586510318
99,"('de', 'la')",56763.99081490181
100,"('Master', 'Cap')",55337.125306183465
101,"('nameless', 'city')",55006.932827987934
102,"('Reginald', 'front')",54038.7391118552
103,"('Monsieu', 'de')",53499.02275134711
104,"('Franklin', 'Blake')",53291.50370686274
105,"('wild', 'Woods')",52874.211069941746
106,"('thou', 'canst')",51569.08202206127
107,"('mister', 'Winkle')",50241.80694880678
108,"('miste', 'de')",49408.887249698404
109,"('Miss', 'Fairlie')",49177.56803744175
110,"('de', 'Boeuf')",48802.216933040065
111,"('cousin', 'Jane')",47792.96977043607
112,"('note', 'taker')",47232.24146701498
113,"('moose', 'bird')",46804.42548135519
114,"('mrs', 'Vesey')",46528.11361903569
115,"('de', 'Bois')",46217.244493924314
116,"('thou', 'wouldst')",46170.30602077301
117,"('Duncan', 'Ross')",44930.60453838516
118,"('John', 'Roxton')",44339.11324995344
119,"('best', 'Belove')",43754.0370582309
120,"('Thomas', 'Marvel')",42625.12372822885
121,"('please', 'visit')",42581.283375066116
122,"('natural', 'philosophy')",42333.42318775776
123,"('Dr', 'Kemp')",41836.02535502128
124,"('Sir', 'Percival')",41380.776112834355
125,"('d', '’Auseil')",41284.57128756658
126,"('Brian', 'de')",40991.3151215963
127,"('mister', 'Snodgrass')",40141.264240518976
128,"('mrs', 'HIGGINS')",39813.45969158173
129,"('“None', 'escape')",37929.23175416233
130,"('Ah', 'ah')",37068.404260875344
131,"('camp', 'stool')",37014.909420212025
132,"('-', 'law')",36128.768266751285
133,"('each', 'other')",35812.39956288923
134,"('miss', 'Rachel')",35429.555593173856
135,"('year', 'ago')",33473.95433297285
136,"('middle', 'class')",33409.83946323058
137,"('Professor', 'Summerlee')",32703.67190070609
138,"('Wet', 'wild')",32446.88416697902
139,"('mister', 'Tupman')",31472.773846725748
140,"('can', 'not')",29166.68885997828
141,"('', 'can')",28896.3770029002
142,"('any', 'rate')",28783.067312093895
143,"('one', 'Eye')",28495.841902777152
144,"('John', 'Clay')",27981.615281260194
145,"('lord', 'John')",27660.716324441648
146,"('97', 'th')",26922.72624790211
147,"('', 'ai')",26000.60304907943
148,"('time', 'Traveller')",25832.161391149104
149,"('de', 'Malvoisin')",24393.168853439103
150,"('King', 'Agamemnon')",23852.310109398535
151,"('fast', 'asleep')",22930.95951746073
152,"('sketch', 'book')",22722.995656527783
153,"('no', 'longer')",22275.609597745588
154,"('it', 'be')",22121.44647935254
155,"('there', 'be')",22011.445962260626
156,"('mister', 'Marvel')",21694.843992459217
157,"('Peter', 'Christian')",21264.458546143134
158,"('grey', 'cub')",21170.12190057265
159,"(""'"", 'say')",21136.00176348201
160,"('dining', 'room')",21046.703866107513
161,"('nine', 'o')",20252.11782332789
162,"('good', 'bye')",19937.75459406478
163,"('rue', 'd')",19733.60890521329
164,"('no', 'doubt')",19033.70114340933
165,"('of', 'the')",18901.74491333035
166,"('CHAPTER', 'fifth')",18807.437505223308
167,"('human', 'being')",18639.073854100512
168,"('Limmeridge', 'house')",18193.805441205197
169,"('drawing', 'room')",18071.04940315122
170,"('more', 'than')",17980.617727982837
171,"('St', 'John')",17639.09936669488
172,"('sat', 'down')",17456.706557956335
173,"('thou', 'art')",16481.956131611696
174,"('hundred', 'pound')",16438.874880254953
175,"('mister', 'Hartright')",16346.335130008847
176,"('Holy', 'land')",16254.294266267554
177,"('anyone', 'else')",16122.02584504103
178,"('either', 'side')",15898.337934397881
179,"('Invisible', 'man')",15617.209901293005
180,"('James', 'Windibank')",15529.792873431388
181,"('pick', 'up')",15094.205933380119
182,"('Sir', 'Brian')",14928.150217307313
183,"('young', 'man')",14719.42428390311
184,"('Neolithic', 'lady')",14663.444594831482
185,"('few', 'minute')",14556.333973215249
186,"('dog', 'Dingo')",14177.24092999749
187,"('mrs', 'Higgins')",13932.76151569158
188,"('white', 'Rabbit')",13700.882515516261
189,"('at', 'least')",13492.365985063858
190,"('hundred', 'yard')",13464.758282988347
191,"('Miss', 'Turner')",13172.846396541281
192,"('one', 'Ear')",13099.96580945646
193,"('silk', 'hat')",13047.544077092658
194,"('CHAPTER', 'fourth')",12923.559140721447
195,"('black', 'Tom')",12815.075133539745
196,"('sitting', 'room')",12699.41818835082
197,"('miss', 'Fairlie')",12482.48043631872
198,"('d', ""'"")",12421.814629514862
199,"('red', 'skin')",12328.504082615238
200,"('too', 'late')",12225.892886213625
201,"('good', 'deal')",12117.623060140922
202,"('six', 'month')",11846.211051131975
203,"('mister', 'Bensington')",11770.996259705498
204,"('at', 'once')",11708.712251879624
205,"('“my', 'dear')",11503.419074485664
206,"('in', 'the')",11478.600764018216
207,"('at', 'last')",11298.88324421806
208,"('ten', 'minute')",10832.546061644402
209,"('mister', 'Fairlie')",10687.28385179606
210,"('I', 'have')",10682.446922825415
211,"('Holmes', '“that')",10526.03003115874
212,"('“yes', 'sir')",10390.317856929381
213,"('good', 'humour')",10383.844433595279
214,"('his', 'own')",10114.664692263677
215,"('sit', 'down')",9974.1063015476
216,"('mister', 'Merryweather')",9873.164506177403
217,"('white', 'Sphinx')",9809.86531134369
218,"('look', 'at')",9649.817724023933
219,"('ai', 'not')",9649.71758366732
220,"('eight', 'o')",9597.153320310947
221,"('mister', 'Windibank')",9582.695225474165
222,"('difference', 'between')",9405.03579389226
223,"('she', '-wolf')",9397.333708753345
224,"('she', 'wolf')",9350.69415125141
225,"('tell', 'i')",9220.45604648546
226,"(""'"", 'Artagnan')",9194.615441503534
227,"('Sit', 'down')",9156.740012997934
228,"('too', 'much')",8950.41150361355
229,"('seem', 'to')",8915.309638018627
230,"('mister', 'Murthwaite')",8815.618883689727
231,"('palm', 'tree')",8546.320826284895
232,"('CHAPTER', 'third')",8483.461011403344
233,"('month', 'ago')",8418.126635202025
234,"('stout', 'gentleman')",8385.20599022724
