,bigram,chi-sq
0,"('Uncle', 'Vernon')",159322.0
1,"('San', 'Francisco')",131610.52134502228
2,"('Expo', 'Dweebruary')",119488.49977402549
3,"('Pay', 'attention')",94589.71782938801
4,"('salvation', 'salvation')",70801.77709985423
5,"('micro', 'macro')",67875.34687092481
6,"('New', 'York')",67721.68063408122
7,"('human', 'being')",63542.820559487256
8,"(""'"", 'll')",57540.412961683796
9,"('DC', 'offset')",50032.723343084464
10,"('10', 'UI')",45059.272321456454
11,"('-y', '-y')",42610.30774977725
12,"('middle', 'East')",42251.61744023343
13,"('secondary', 'action')",38239.92783828048
14,"('don', '’t')",35185.20423890987
15,"('Animal', 'farm')",34390.35835228758
16,"('70', 'million')",34227.94183543496
17,"('fifth', 'notch')",34123.92639630099
18,"('noise', 'margin')",33962.084193044575
19,"('static', 'discipline')",32852.343476501854
20,"('forbidden', 'region')",31936.24198780577
21,"('seven', 'Commandment')",31045.886346331496
22,"('6', '002')",29400.183753353445
23,"('Don', '’t')",28390.694598420967
24,"('oh', 'oh')",28380.631128767287
25,"('door', 'opener')",28257.75743974911
26,"('head', 'banger')",27124.663911633215
27,"('garage', 'door')",25901.273475376474
28,"('design', 'patterns')",23988.737145559768
29,"('head', 'crack')",23569.920749864345
30,"('=', '3')",23464.146171618406
31,"('UI', 'design')",21855.59705323405
32,"('mister', 'Pilkington')",21850.567853549626
33,"('dependent', 'source')",21662.09036337126
34,"('capital', 'D')",18954.16643461583
35,"('mister', 'Jones')",17634.694347188426
36,"('let', 'i')",16789.39315202692
37,"('lump', 'matter')",16254.969785344358
38,"('MENA', 'region')",16081.312709315729
39,"('Comrade', 'Napoleon')",15921.639650670666
40,"('let', ""'s"")",15344.269418770511
41,"('', 'do')",15020.332854311715
42,"('Node', 'method')",14922.84247004212
43,"('weak', 'grow')",14264.873751192647
44,"('control', 'port')",13990.154188532308
45,"('do', 'not')",13423.47654467499
46,"('talk', 'about')",12964.139160186085
47,"('user', 'interface')",11701.409955476585
48,"('matter', 'discipline')",11390.732772275907
49,"('switch', 'setting')",10580.531969167376
50,"('medium', 'industry')",10550.492117942631
51,"('straight', 'line')",10473.865258180842
52,"('go', 'ahead')",10110.235241765402
53,"('1', '=')",9824.999096445217
54,"('1', '+')",9372.84636391713
55,"('voltage', 'source')",9307.515155610165
56,"('incremental', 'change')",8957.984512557317
57,"('look', 'at')",8285.993836087317
58,"('+', '1')",8235.979279927817
59,"('ground', 'node')",8179.449003689734
60,"('big', 'barn')",8155.643124833928
61,"('small', 'd')",7753.147671585393
62,"('course', 'note')",7716.9253166982235
63,"('', 'ai')",7716.557815664281
64,"('OK', 'so')",7095.831037931257
65,"('deal', 'with')",6770.042341823919
66,"('crack', 'head')",6689.410108189131
67,"('new', 'York')",6659.32920894224
68,"('greater', 'than')",6546.460822849522
69,"('Jones', '’s')",6535.105492870933
70,"('rather', 'than')",6384.789783234447
71,"('look', 'like')",6274.6167048410525
72,"('no', 'longer')",5981.233886669108
73,"('digital', 'system')",5965.941228176143
74,"('Maxwell', ""'s"")",5898.654876102662
75,"('fifth', 'capital')",5833.721598265195
76,"('less', 'than')",5690.22374780159
77,"('write', 'down')",5485.884239996705
78,"('small', 'multiple')",5349.2424287497515
79,"('current', 'going')",5159.22758508837
80,"('few', 'minute')",5136.717114117355
81,"('current', 'source')",5036.517986061569
82,"('nonlinear', 'circuit')",5004.755562238814
83,"('5', 'volt')",4984.244995699538
84,"('little', 'brother')",4947.062513043155
85,"('node', 'method')",4568.6024676227835
