,bigram,chi-sq
0,"('District', 'Attorney')",1258499.0
1,"('Homicide', 'Squad')",1258499.0
2,"('librivox', 'recording')",1233201.2029875778
3,"('Grandfather', 'Mole')",1156620.9007256287
4,"('Kriss', 'Kringle')",1153623.1666586543
5,"('Belle', 'Etoile')",1059786.105231039
6,"('Friar', 'Tuck')",1059786.105231039
7,"('Meadow', 'Mouse')",1055507.5488576503
8,"('United', 'States')",1052859.1895065964
9,"('ma', ""'am"")",1036403.529164403
10,"('Rocky', 'Mountains')",967313.4744701327
11,"('Paddy', 'Muskrat')",963534.7968336804
12,"('Bower', 'Lane')",953405.7575541107
13,"('Simon', 'Screecher')",943871.2499713942
14,"('Chirpy', 'Cricket')",939984.0863106706
15,"('Jennie', 'Junebug')",908912.3332960311
16,"('Fatty', 'Coon')",893109.1602853861
17,"('Mu', ""'ín"")",891431.8332663544
18,"('Don', 'Leonardo')",862816.0647141527
19,"('Leonard', 'Hust')",838995.3332951922
20,"('Daddy', 'Longlegs')",809535.5744206016
21,"('Jasper', 'Jay')",805427.8397070721
22,"('Breakaway', 'Inn')",794832.6314103223
23,"('Special', 'Investigator')",786558.1249702023
24,"('Freddie', 'Firefly')",769444.2384364338
25,"('Peter', 'Mink')",745420.7210080792
26,"('Primrose', 'Meadows')",734118.5832684404
27,"('Shaw', 'zummaun')",732102.4614893832
28,"('Master', 'Meadow')",722168.4360453304
29,"('Betsy', 'Butterfly')",721199.858364618
30,"('Buster', 'Bumblebee')",713715.38144078
31,"('Solomon', 'Owl')",709664.9996066823
32,"('Benny', 'Badger')",695089.793381602
33,"('Joseph', 'Bumble')",671983.2307228589
34,"('al', 'Din')",653690.0476609312
35,"('pump', '-room')",632981.258627564
36,"('major', 'Monkey')",623037.2745649231
37,"('Professor', 'Bumper')",613851.1381375637
38,"('Nu', 'al')",608982.3933690009
39,"('Rusty', 'Wren')",579167.6920793864
40,"('Timothy', 'turtle')",570097.3040506166
41,"('Fifth', 'Avenue')",561819.9998673148
42,"('Jimmy', 'Rabbit')",537688.6855343303
43,"('Shaykh', 'Ibrahe')",503108.44830433873
44,"('Judge', 'Marshall')",486829.6266927863
45,"('Billy', 'Woodchuck')",484517.26411062287
46,"('fred', 'borders')",484031.9230280244
47,"('Al', 'Mu')",476689.9239941207
48,"('Doctor', 'Parcival')",471925.87483909173
49,"('public', 'domain')",465552.4565107908
50,"('district', 'attorney')",462883.67798387766
51,"('George', 'Willard')",460178.92740769987
52,"('uncle', 'Phaeton')",457369.2147300105
53,"('Wash', 'Williams')",453200.7856300601
54,"('Shaykh', 'Ibrahim')",439001.5115114878
55,"('farmer', 'Green')",426359.3149552333
56,"('Tommy', 'Fox')",414526.11544833286
57,"('physician', 'Douban')",404105.8476059976
58,"('Giant', 'Northwind')",393852.2850583151
59,"('Blaize', 'Castle')",393274.062445371
60,"('Cooper', 'Edgecombe')",393267.8123301535
61,"('Jolly', 'Robin')",390701.0414845182
62,"('La', 'Zambinella')",371159.0700008125
63,"(""'"", 'll')",370827.55796699453
64,"('Dexter', 'Sprague')",368761.3177033793
65,"('Clive', 'Hammond')",368267.3311412084
66,"('s', ""'pose"")",356168.2074189833
67,"('Eugène', 'Valmont')",345561.9561378962
68,"('Sandy', 'Chipmunk')",339352.98842977197
69,"('De', 'Courcy')",327484.8654003198
70,"('Hank', 'Sterling')",323603.9141822795
71,"('dusty', 'Moth')",316217.31759833696
72,"('Sir', 'Walter')",313385.6164885963
73,"('l', 'Estorade')",306893.8512366571
74,"('Janet', 'Raymond')",305644.641421863
75,"('Ferdinand', 'Frog')",291227.5537192167
76,"('Doctor', 'Reefy')",288397.54159255326
77,"('Johnnie', 'Green')",284388.31755609775
78,"('Wine', 'Creek')",283512.3584860487
79,"('Polly', 'Beale')",272098.42482340423
80,"('Captain', 'Wentworth')",269063.0411584692
81,"('Mrs', 'Johnson')",262631.99988760886
82,"('Professor', 'Featherwit')",261149.14955163852
83,"('Adeiu', 'Laura')",259993.51495014154
84,"('Kellynch', 'Hall')",252378.0130615975
85,"('Din', 'Ali')",248810.52625641177
86,"('Al', 'Fazl')",247194.55347590634
87,"('Tank', 'A')",244452.5079213817
88,"('visit', 'librivox.org')",243701.40162366748
89,"('Joe', 'Blunt')",242854.2201836281
90,"('Lois', 'Dunlap')",242648.8669896412
91,"('De', 'marsay')",240976.2429306541
92,"('Davy', 'Butts')",240399.43065390293
93,"('Paul', 'Ducharme')",238631.6798009383
94,"('Robber', 'Hawk')",227979.45644340766
95,"('mister', 'Crow')",222891.31679354983
96,"('don', ""'t"")",222686.25853705336
97,"('Penelope', 'Crain')",220352.48134753155
98,"('deer', 'mouse')",219454.87553197177
99,"('Johnny', 'McLean')",218499.75754081004
100,"('Uncle', 'Jerry')",217903.65560392643
101,"('Captain', 'Ratlin')",216996.03841883584
102,"('Carolyn', 'Drake')",214808.09101204452
103,"('Fir', 'Tree')",213424.72395246095
104,"('Lady', 'Susan')",206753.53741123033
105,"('motor', 'cycle')",203655.45229040875
106,"('Maxim', 'silencer')",201510.12075955162
107,"('Kut', 'al')",195467.96047775834
108,"('Val', 'Jacinto')",193904.34507010336
109,"('robber', 'maie')",191757.33323859796
110,"('Sam', 'Snedecker')",191498.84769404412
111,"('M.', 'Fanjat')",177469.76913473484
112,"('librivox.org', 'record')",175055.62495587714
113,"('Smith', 'Waters')",174451.43289982862
114,"('storage', 'battery')",173010.80108556215
115,"('Charles', 'Hayter')",170681.96753283506
116,"('Aunt', 'Polly')",164858.98368433246
117,"('bin', 'Sulayman')",163432.72720358646
118,"('Je', 'Scraggs')",160511.76013177473
119,"('young', 'inventor')",158792.50751416938
120,"('Hill-top', 'novel')",155361.48141183105
121,"('S.', 'VERNON')",154217.89271695176
122,"('Monsieu', 'Valmont')",153308.85927309908
123,"('mrs', 'Ladybug')",151931.17119970982
124,"('do', 'not')",150167.1858194046
125,"('Brownie', 'Beaver')",148694.91697550943
126,"('bin', 'Sáwí')",148573.50641506803
127,"('Captain', 'Bramble')",147518.66603503536
128,"('Lionel', 'Dacre')",146972.44399833726
129,"('De', 'Marsay')",146443.53855555443
130,"('Ja', 'afar')",143392.25068353355
131,"('mister', 'Damon')",143380.43114010387
132,"('Flora', 'miles')",135315.92584924656
133,"('Jesse', 'Bentley')",135188.40983022464
134,"('Lady', 'Russell')",130365.59593367369
135,"('electric', 'runabout')",129577.51699482858
136,"('Winesburg', 'Eagle')",127311.6821792187
137,"('Mustang', 'valley')",124585.84129778412
138,"('Anis', 'al')",122442.24657192445
139,"('al', 'Jalis')",122442.24657192445
140,"('Andy', 'Foger')",121619.03346758721
141,"('Nita', 'Selim')",119038.67485457426
142,"('Illustration', 'Plate')",118117.38309455772
143,"('Sam', 'Baker')",113619.55191712455
144,"('Shahrazad', 'perceive')",113290.26851566289
145,"('Dr', 'Merrick')",112645.36297241686
146,"('bin', 'Khákán')",108948.91770745651
147,"('flying', 'machine')",108013.2724949931
148,"('volunteer', 'please')",107621.21832036531
149,"('al', '-Kulub')",103841.11629416364
150,"('Sir', 'James')",102692.88415246841
151,"('auspicious', 'King')",100747.70572879615
152,"('la', 'Zambinella')",100742.1015175834
153,"('sea', 'Witch')",99449.24784096712
154,"('Tracey', 'miles')",99134.97703475112
155,"('al', 'Kulub')",97732.73767645773
156,"('', 'do')",91105.5676941456
157,"('mrs', 'Allen')",87456.16323796219
158,"('pleasant', 'valley')",85686.60831961833
159,"('sperm', 'whale')",85017.43227303828
160,"('duck', 'pond')",84932.35519822921
161,"('New', 'York')",84514.77251383898
162,"('-', 'law')",82807.01939669596
163,"('electronic', 'brain')",78108.80655278002
164,"('thou', 'hast')",77821.81298368226
165,"('mule', 'Boomerang')",77479.01499201333
166,"('Ay', 'ay')",76892.13913541197
167,"('Captain', 'Harvey')",76891.53748415103
168,"('Dick', 'Varley')",75966.91047444227
169,"('Shier', 'ear')",74562.66647530165
170,"('Captain', 'Strawn')",72762.50993879662
171,"('Miss', 'Tilney')",72644.1687743229
172,"('Blue', 'mountain')",70316.00271427874
173,"('Joe', 'Welling')",69900.5553386717
174,"('Alan', 'Merrick')",68835.66090154601
175,"('Bertram', 'Ingledew')",68292.53315544913
176,"('Ralph', 'Hammond')",67863.41769454823
177,"('o', ""'"")",67627.75274622565
178,"('prairie', 'dog')",67134.18577432809
179,"('Rusty', 'W')",65620.917575684
180,"('de', 'Sucy')",65007.047413387176
181,"('thousand', 'franc')",64764.62208405012
182,"('N', 'Newton')",64144.33100888778
183,"('Penny', 'Crain')",64027.73273132382
184,"('new', 'York')",63924.41046891095
185,"('black', 'Creek')",63560.492845032844
186,"('King', 'Khufu')",63261.29709803027
187,"('Pale', 'face')",62948.16518010564
188,"('de', 'l')",62199.21084989863
189,"('C.', 'Drake')",62019.063733694726
190,"('John', 'Hardy')",61541.04738257881
191,"('shirt', 'button')",60728.06254062542
192,"('Robin', 'Hood')",59575.02847993205
193,"('Copan', 'valley')",59345.2090401431
194,"('lord', 'Dudley')",58525.30224981685
195,"('Admiral', 'Croft')",56955.690857488924
196,"('John', 'C.')",56091.66922374227
197,"('thou', 'shal')",55904.72626704271
198,"('can', 'not')",55432.46581454694
199,"('O', 'auspicious')",54607.10919729901
200,"('few', 'minute')",54384.41863187955
201,"('Courcy', 'Churchhill')",51604.200768042785
202,"('year', 'ago')",50033.13066731816
203,"('dining', 'room')",49306.51549700487
204,"('police', 'director')",48603.6972000035
205,"('won', ""'t"")",48343.417783502155
206,"('grand', 'vizier')",48032.47667713352
207,"('Henry', 'Hawk')",47159.15348640594
208,"('James', 'Martin')",45385.736329845466
209,"('Illustration', 'ROBINSON')",45264.108981136684
210,"('', 'can')",45163.05362222905
211,"('lady', 'SUSAN')",45134.57525775958
212,"('great', 'deal')",44019.83356522761
213,"('Professor', 'Beecher')",43026.35933323565
214,"('de', 'Vargnes')",43023.039530475384
215,"('Walter', 'Elliot')",42954.74105538877
216,"('snow', 'Queen')",42947.65256705854
217,"('more', 'than')",42601.45363834912
218,"('thou', 'didst')",41918.52045696594
219,"('Robert', 'Monteith')",41381.87582492127
220,"('Nita', 'Sele')",40494.49456760737
221,"('de', 'marsay')",39943.84649227667
222,"('red', 'haire')",39638.11679991237
223,"('Miss', 'Huntington')",39395.57252660451
224,"('Sir', 'Lionel')",39115.009458914225
225,"('Dr', 'price')",39043.425451044175
226,"('each', 'other')",36884.324837421496
227,"('mrs', 'Sele')",36684.33677408395
228,"('hind', 'leg')",35966.193177686844
229,"('de', 'Vandieres')",35641.81295395211
230,"('next', 'morning')",35263.615615391565
231,"('Uncle', 'Billy')",34951.35434499503
232,"('M.', 'd')",34939.97366461816
233,"('mister', 'Coyote')",34692.48470538211
234,"(""'"", 'clock')",33877.27039501214
235,"('Bentley', 'farm')",33731.45023983529
236,"('sat', 'down')",33585.782251483804
237,"('at', 'last')",33156.039109142264
238,"('Duc', 'de')",32071.784797605254
239,"('Captain', 'kidd')",31962.698149293563
240,"('my', 'dear')",31936.839989976925
241,"('de', 'Lanty')",31694.47128104459
242,"('white', 'Wyandottes')",31418.99516790663
243,"('Miss', 'Crain')",31088.15350453752
244,"('dressing', 'table')",31005.3717271203
245,"('at', 'least')",30983.24246226163
246,"('de', 'Soria')",30800.093520010556
247,"('please', 'visit')",30563.14312928355
248,"('Grecian', 'king')",30453.770818683253
249,"('young', 'man')",30358.17414922649
250,"('aide', 'de')",30183.821571450917
251,"('ground', 'Squirrel')",30117.23764968937
252,"('no', 'doubt')",29812.541925475805
253,"('Tom', 'Lokins')",29618.516671515714
254,"('ground', 'Squirrels')",29380.95319696884
255,"('it', 'be')",29216.592847377044
256,"('there', 'be')",28803.26895954582
257,"('Miss', 'Snooper')",28547.619892317543
258,"('M.', 'de')",28538.76094753143
259,"('Tom', 'Swift')",28007.705662275635
260,"(""'"", 'em')",27741.200093842213
261,"('lady', 'Russell')",27485.635145393015
262,"('cried', 'N')",27139.12975109901
263,"('Uncle', 'Sam')",27115.723401364397
264,"('Nita', 'Leigh')",26879.59401162493
265,"('drawing', 'room')",26860.021105479653
266,"('Herminia', 'Barton')",26854.378230715487
267,"('Miss', 'Morland')",26813.330287839886
268,"('polar', 'bear')",26141.928509432426
269,"('mister', 'Swift')",26052.962108775995
270,"('mrs', 'Baggert')",25858.22063140749
271,"('left', 'hind')",25175.87330105168
272,"('Miss', 'Andrews')",24781.6942505254
273,"('no', 'longer')",24775.0412312743
274,"('Polly', 'Woodchuck')",24716.484448051902
275,"('black', 'Douglas')",24488.020185545574
276,"('Pulteney', 'street')",24276.3288380081
277,"('at', 'once')",24200.6052235294
278,"('thousand', 'dinar')",24198.183355653073
279,"('John', 'Thorpe')",24146.230447550133
280,"('mister', 'Blackbird')",23871.988168850232
281,"('convenient', 'distance')",22966.94287078602
282,"('dog', 'Spot')",22907.210277748945
283,"('Karen', 'Marshall')",22807.150511323107
284,"('brain', 'energy')",22759.197517049706
285,"('mister', 'Smith')",22371.89486175791
286,"('miste', 'de')",22303.627714325616
287,"('hind', 'foot')",22039.786888239338
288,"('mister', 'Chippy')",21849.62628388692
289,"('of', 'the')",21674.15925705648
290,"('Mary', 'Nestor')",21315.237069730894
291,"('main', 'stroot')",21027.761702424923
292,"('miss', 'Tilney')",20964.952640626572
293,"('Hugo', 'Marshall')",20461.386791525165
294,"('Miss', 'Blake')",20384.398179641274
295,"('good', 'bye')",20380.008127391673
296,"('so', 'much')",19844.88979555189
297,"('mrs', 'Robin')",19537.826155202936
298,"('in', 'the')",19213.64389233156
299,"('country', 'Club')",18643.597507381648
300,"('Mos', 'Mouse')",18580.863668757676
301,"('Bonnie', 'Dundee')",18424.423641766418
302,"('a', 'few')",18343.45734235148
303,"('mrs', 'Clay')",18316.1377342862
304,"('thou', 'art')",18262.090103681552
305,"('fairy', 'story')",17945.95762586051
306,"('five', 'minute')",17937.830997334127
307,"('pick', 'up')",17857.598522783694
308,"('any', 'rate')",17845.38121637847
309,"('Baron', 'de')",17811.049327639415
310,"('mrs', 'Selim')",17623.260605031806
311,"('anybody', 'else')",17511.82896306927
312,"('silver', 'rifle')",17363.50369111515
313,"('wild', 'beast')",17352.65943619896
314,"('Bill', 'Blunt')",17191.448666990942
315,"('lady', 'Susan')",16974.33667458903
316,"('quarter', 'deck')",16813.653912268124
317,"('British', 'tank')",16537.777207487874
318,"('fifty', 'yard')",16497.962070456866
319,"('six', 'month')",16485.032252249825
320,"('mister', 'Nestor')",16477.051185110122
321,"('mister', 'Fox')",16358.340303060357
322,"('good', 'deal')",16317.304913832435
323,"('human', 'being')",16260.29922561493
324,"('new', 'york')",16228.825728016538
325,"('Laura', 'letter')",16189.502643594546
326,"('mrs', 'Dunlap')",16161.320244299943
327,"('mrs', 'Dewsbury')",16161.272317084753
328,"('French', 'government')",16137.306849811355
329,"('I', '')",16026.725518080186
330,"('living', 'room')",16003.138840441383
331,"('lady', 'Scudamore')",15823.840733367302
332,"('Astor', 'house')",15771.699165357835
333,"('English', 'officer')",15734.626189489694
334,"('five', 'cent')",15642.753874639602
335,"('half', '-way')",15391.246019647791
336,"('San', 'real')",15332.157868545688
337,"('mrs', 'Hughe')",15083.842176888202
338,"('O', 'Commander')",14923.603822666711
339,"('Mme', 'de')",14857.811367158887
340,"('once', 'more')",14792.381664125334
341,"('us', 'hero')",14757.174201949638
342,"('say', 'Dick')",14713.92682567755
343,"('hundred', 'yard')",14584.027127109504
344,"('young', 'lady')",14167.708208727849
345,"('of', 'course')",13816.390045923537
346,"('good', 'humour')",13755.561665379382
347,"('said', 'dick')",13750.253157154862
348,"('absolutely', 'necessary')",13700.344408692137
349,"('look', 'at')",13672.99584761242
350,"('better', 'than')",13529.291437527252
351,"('tell', 'i')",13510.3277372591
352,"('young', 'commander')",13444.55896301656
353,"('electric', 'car')",13268.028755634661
354,"('begin', 'to')",13256.648296793466
355,"('worse', 'than')",13064.309060366486
356,"('deer', 'Mouse')",13016.796362587571
357,"('little', 'slam')",12994.950522915145
358,"('mrs', 'Hughes')",12928.987033283038
359,"('mrs', 'Mooney')",12928.987033283038
360,"('Jack', 'frost')",12925.488796467233
361,"('will', 'not')",12838.064306287408
362,"('five', 'dollar')",12749.042193762605
363,"('Finland', 'woman')",12675.584526488185
364,"('shock', 'wave')",12606.184401294971
365,"('dear', 'Charlotte')",12545.07161635931
366,"('too', 'late')",12492.42217269951
367,"('Bless', 'my')",12469.855184738399
368,"('fall', 'asleep')",12244.338506468663
369,"('I', 'shall')",12127.924029640837
370,"('Investigator', 'Dundee')",12087.356759087043
371,"('I', 'have')",12078.823772382688
372,"('Sir', 'Edward')",12012.800840145672
373,"('house', 'cleaning')",11842.832412086816
374,"('such', 'a')",11752.960415157
375,"('less', 'than')",11736.540984830066
376,"('broad', 'chest')",11557.654386649914
377,"('on', 'the')",11506.694932932756
378,"('Wise', 'face')",11441.401195148006
379,"('cherry', 'tree')",11392.717694839468
380,"('mrs', 'Sunderland')",11375.363759543987
381,"('mister', 'Coyite')",11248.382989398904
382,"('ever', 'since')",11189.134494349688
383,"('block', 'house')",11087.745163098745
384,"('the', 'same')",11046.10073817554
385,"('seem', 'to')",10973.244021582534
386,"('red', 'skin')",10909.515394644395
387,"('thousand', 'dollar')",10850.087117119405
388,"('Miss', 'Musgrove')",10815.389233719961
389,"('his', 'head')",10794.880410964277
390,"('try', 'to')",10782.420148529192
391,"('anything', 'else')",10675.592354877836
392,"('hiding', 'place')",10657.930639072321
393,"('Je', 'Crow')",10597.33521574664
394,"('mister', 'Dicey')",10573.080207495846
395,"('mister', 'Shepherd')",10573.080207495846
396,"('on', 'board')",10563.616199801587
397,"('man', 'who')",10562.068759129586
398,"('Monsieu', 'de')",10528.339264177788
399,"('stone', 'wall')",10475.314699535622
400,"('his', 'own')",10432.907654512217
401,"('a', 'little')",10422.89523125414
402,"('ground', 'squirrel')",10411.476140086976
403,"('mister', 'Tilney')",10346.853928506285
404,"('thousand', 'pound')",10341.06627391698
405,"('thirteen', 'year')",10326.012232477417
406,"('main', 'hall')",10267.060990589085
407,"('few', 'moment')",10230.362966457007
408,"('mrs', 'Thorpe')",10106.455317084301
409,"('next', 'day')",10083.012658257932
410,"('miss', 'Morland')",10063.976503133697
411,"('goin', ""'"")",9893.58397207126
412,"('golden', 'eyes')",9860.215485702207
413,"('Damon', 'Bless')",9763.324462264363
414,"('cocktail', 'party')",9753.770740099886
415,"('well', '-nigh')",9739.93003071552
416,"('full', 'gallop')",9739.289248245745
417,"('mrs', 'Jones')",9673.039287811973
418,"('dearest', 'Catherine')",9581.10165097508
419,"('mrs', 'Jone')",9575.172521382538
420,"('bridge', 'table')",9550.969115160993
421,"('out', 'of')",9535.0018726693
422,"('able', 'to')",9510.06348482211
423,"('if', 'you')",9494.516605099723
424,"('upside', 'down')",9372.851351533709
425,"('somebody', 'else')",9370.522626624537
426,"('with', 'a')",9297.781125285745
427,"('boot', 'black')",9294.777195551125
428,"('ask', 'Ne')",9160.100858200647
429,"('five', 'hundred')",9151.822857221083
430,"('mother', 'Oriole')",9114.527230108879
431,"('mrs', 'Musgrove')",9112.256372490441
432,"('mister', 'Greyson')",9096.54905061279
433,"('he', 'have')",9078.159035479675
434,"('too', 'much')",9051.654892804369
435,"('nine', 'o')",9050.443765370623
436,"('as', 'soon')",9018.564929343242
437,"('in', 'spite')",8946.57738787144
438,"('Sir', 'George')",8900.290620136864
439,"('want', 'to')",8892.06801278816
440,"('soon', 'as')",8882.05014568912
441,"('whose', 'name')",8804.038020190323
442,"('dearest', 'creature')",8758.235791418952
443,"('old', 'gentleman')",8736.75180675167
444,"('mister', 'Allen')",8706.763784491972
445,"('O', 'Ja')",8684.233237551036
446,"('low', 'voice')",8682.4035452416
447,"('ten', 'cent')",8620.473144796208
448,"('Your', 'ever')",8597.219959810524
449,"('old', 'Spot')",8520.699218884369
450,"('same', 'time')",8516.761304009378
451,"('full', 'speed')",8307.034863185712
452,"('fresh', 'meat')",8295.610279667559
453,"('long', 'ago')",8262.96916051483
454,"('more', 'information')",8235.424187235607
455,"('either', 'side')",8208.727162138232
456,"('d', ""'"")",8207.619930746929
457,"('sort', 'of')",8147.7736096199715
458,"('mister', 'Faulkner')",8126.43408823221
459,"('bigger', 'than')",7933.828658107463
460,"('Miss', 'Beale')",7912.817017695911
461,"('mister', 'Meadow')",7853.897892822285
462,"('Ole', 'think')",7796.3822054470975
463,"('pocket', 'book')",7794.453720570329
464,"('tho', ""'"")",7728.093099977722
465,"('her', 'husband')",7716.276985592387
466,"('mrs', 'Marlowe')",7690.124556829636
467,"('fast', 'asleep')",7676.495171242472
468,"('general', 'Tilney')",7607.185538488168
469,"('Miss', 'Thorpe')",7606.435185222589
470,"('mrs', 'Croft')",7405.300003917817
471,"('art', 'thou')",7385.222369922239
472,"('his', 'father')",7369.089765315449
473,"('very', 'much')",7354.7142652923385
474,"('catch', 'sight')",7343.268704583722
475,"('mrs', 'Rabbit')",7333.731480927297
476,"('not', 'know')",7284.835512161975
477,"('I', 'will')",7237.843498791625
478,"('Jehosophat', 'Marmaduke')",7192.653939050356
479,"('ten', 'year')",7185.913390619746
480,"('main', 'street')",7162.743480046462
481,"('go', 'to')",7157.891475355609
482,"('', 'ai')",7125.12941958888
483,"('let', 'us')",7120.340784113427
484,"('sit', 'down')",7075.7608842248155
485,"('machine', 'gun')",7069.969051974129
486,"('mrs', 'miles')",7063.330726637375
487,"('very', 'well')",7030.417814602534
488,"('one', 'of')",7013.85480883188
489,"('into', 'the')",7007.5678065761995
490,"('I', 'be')",6995.975626321761
491,"('as', 'if')",6945.9963093345295
492,"('mister', 'Foger')",6938.567888936774
493,"('Miss', 'Smith')",6903.118934100316
494,"('nothin', ""'"")",6874.562776926842
495,"('his', 'wife')",6849.112109933593
496,"('shallow', 'water')",6840.630870297156
497,"('mister', 'sharp')",6781.3912319797855
498,"('difference', 'between')",6719.0854910813905
499,"('away', 'from')",6705.9552299764755
500,"('come', 'back')",6627.444213953577
501,"('be', 'not')",6613.372872622886
502,"('happy', 'child')",6610.293136370478
503,"('mister', 'Whitney')",6602.711956995825
504,"('reason', 'why')",6580.54137316646
505,"('Ja', ""'"")",6573.173143840831
506,"('wild', 'animal')",6542.873996504504
507,"('old', 'man')",6527.824585715634
508,"('her', 'own')",6468.237420670883
509,"('let', 'i')",6437.941618568831
510,"('his', 'hand')",6405.883043118853
511,"('information', 'or')",6391.586108977852
512,"('so', 'far')",6382.1736457074685
513,"('I', 'think')",6378.168483345516
514,"('from', 'the')",6375.385805887087
515,"('yes', 'sir')",6374.495064019458
516,"('every', 'day')",6373.059299796161
517,"('short', 'distance')",6338.5952525680605
518,"('mrs', 'Huntington')",6322.978004595508
519,"('no', 'sooner')",6279.023783105377
520,"('all', 'right')",6203.240184591054
521,"('mrs', 'Jackson')",6197.538446954761
522,"('I', 'can')",6175.651159490431
523,"('mister', 'Pendergast')",6129.237523276181
524,"('hath', 'reach')",6122.942180142339
525,"('mister', 'Scarecrow')",6094.806194259894
526,"('laugh', 'heartily')",6081.055897076007
527,"('bridge', 'game')",6068.426365095047
528,"('be', 'sure')",6060.62124037626
529,"('my', 'father')",6027.367272323276
530,"('a', 'great')",6021.462158243108
531,"('we', 'shall')",5960.669652835817
532,"('air', 'ship')",5948.270072834661
533,"('mrs', 'Drake')",5904.284700816411
534,"('part', 'of')",5869.027175617782
535,"('little', 'Gerda')",5848.698376233221
536,"('ten', 'thousand')",5834.790535506437
537,"('at', 'the')",5826.857337796925
538,"(""'"", 'afar')",5776.674883229002
539,"('moment', 'later')",5766.463061220433
540,"('cut', 'off')",5763.876782401328
541,"('intimate', 'friend')",5752.617737006523
542,"('my', 'own')",5730.373147494443
543,"('flat', 'stone')",5688.357780757137
544,"('Dundee', 'persist')",5677.668931439101
545,"('at', 'length')",5668.430895813112
546,"('bank', 'clerk')",5656.04808285101
547,"('last', 'night')",5618.064193486141
548,"('to', 'me')",5617.724868914808
549,"('in', 'front')",5599.213043269536
550,"('ten', 'minute')",5598.250516079593
551,"('who', 'have')",5598.164960846565
552,"('spot', 'where')",5574.386036684598
553,"('six', 'week')",5555.584103870401
554,"('domain', 'for')",5545.086880187248
555,"('mrs', 'Monteith')",5539.640318310995
556,"('mister', 'Feathercock')",5524.278093700959
557,"('instead', 'of')",5516.2932604814405
558,"('three', 'happy')",5509.300093443404
560,"('recording', 'all')",5503.587063043499
559,"('all', 'librivox')",5503.587063043499
561,"('Oh', 'yes')",5500.715639687343
562,"('', 'will')",5498.808259029876
563,"('I', 'guess')",5484.932128711465
564,"('year', 'old')",5377.27113289007
565,"('thank', 'God')",5349.376468024156
566,"('mrs', 'Marshall')",5300.8012625318925
567,"('spite', 'of')",5272.145285109355
568,"('mrs', 'Vernon')",5263.207229830585
569,"('or', 'two')",5231.246298202036
570,"('know', 'what')",5223.669393497092
571,"('mister', 'Mason')",5220.6998502974975
572,"('by', 'Allah')",5172.97749844111
573,"('lost', 'city')",5168.001834906845
574,"('you', 'know')",5162.6329525905385
575,"('mister', 'Thorpe')",5149.830099969287
576,"('red', 'cap')",5131.913162233057
577,"('Peter', 'Dunlap')",5113.330473596305
578,"('when', 'he')",5107.531983104537
579,"('three', 'month')",5088.360753255558
580,"('mister', 'Fitzwar')",5078.997090290786
581,"('mister', 'Stuckup')",5078.997090290786
582,"('O', 'my')",5061.267057770698
583,"('mister', 'Frog')",5039.39587521018
584,"('talk', 'about')",5032.373069172282
585,"('yo', ""'"")",5024.932852284211
586,"('and', 'then')",5002.278920485508
587,"('Sunday', 'morning')",4997.77978607664
588,"('fresh', 'air')",4991.4044231273765
589,"('I', ""'"")",4985.574379083996
590,"('walk', 'along')",4975.08888271195
591,"('I', 'suppose')",4930.792653907077
592,"('you', 'will')",4915.743677973061
593,"('well', 'known')",4903.609113605873
594,"('few', 'second')",4901.274510104745
595,"('do', 'you')",4877.561622185872
596,"('at', 'home')",4843.085889331989
597,"('his', 'eye')",4840.678515864719
598,"('as', 'well')",4834.115176563854
599,"('the', 'world')",4825.996048478119
600,"('poor', 'fellow')",4781.320940296096
601,"('no', 'one')",4752.4026506031205
602,"('be', 'a')",4751.211352441743
603,"('she', 'have')",4743.295376812092
604,"('Dundee', 'interrupt')",4714.4234324981035
605,"('go', 'on')",4694.791018100849
606,"('as', 'though')",4694.305383169017
607,"('become', 'dummy')",4680.972196466683
608,"('summer', 'coat')",4678.5531275459025
609,"('ought', 'to')",4677.794339706008
610,"('Selim', ""'s"")",4675.275188290873
