,bigram,chi-sq
0,"('Van', 'Anden')",770149.0
1,"('Von', 'Eaton')",770149.0
2,"('librivox', 'recording')",770149.0
3,"('senior', 'Surgeon')",736929.4736124155
4,"(""'ag"", 'Beomer')",718804.7999830333
5,"('Col', 'Baker')",689837.6057849751
6,"('Rattle', 'Pane')",689078.894697341
7,"('Lily', 'Bell')",686948.2249229761
8,"('Prof', 'Easton')",625743.6249588546
9,"('traveling', 'Salesman')",605052.9188141515
10,"('ma', ""'am"")",594096.4266239939
11,"('Helene', 'Churchill')",556211.4997561717
12,"('Anne', 'Boleyn')",543308.8534498295
13,"('Linen', 'nurse')",523073.87815462606
14,"('Zillah', 'Forsyth')",497376.916224716
15,"('Policeman', 'Duffer')",489300.1578049909
16,"('Rae', 'Malgregor')",489167.9968413099
17,"('Robinson', 'Crusoe')",437579.9999353422
18,"('Sight', 'recognition')",426377.19521790225
19,"('Madison', 'Avenue')",403935.02519857907
20,"('de', 'Brabazon')",398813.1780449104
21,"('Eve', 'Edgarton')",396975.8276485046
22,"('y', '-e')",323585.0419152427
23,"('Lay', 'reader')",304580.91738639685
24,"('Tammy', 'Tammy')",300831.9530159289
25,"('-e', '-')",261947.3468227794
26,"('white', 'Linen')",222591.30615840942
27,"('Dr', 'Dennis')",216480.9489839348
28,"('blanket', 'wrapper')",200844.0615094072
29,"('public', 'domain')",198236.8706353105
30,"(""'"", 'll')",177713.08203459057
31,"('visit', 'librivox.org')",175014.54482743275
32,"('Dr', 'Van')",155288.71792289524
33,"('Dirk', 'Colson')",152326.21960054658
34,"('Dr', 'Douglass')",150559.63559186037
35,"('Captain', 'John')",150471.81547759558
36,"('don', ""'t"")",137314.52042711817
37,"('Lady', 'Jane')",131976.9352283658
38,"('owest', 'thou')",130525.42362097479
39,"('Micky', 'Maguire')",123057.30441665032
40,"('Molly', 'Loo')",121924.26627213371
41,"('King', 'Henry')",118527.1238093524
42,"('Jane', 'Grey')",115445.45675808271
43,"('Uncle', 'Fritz')",102043.69204299882
44,"('fir', 'bough')",101859.10045868575
45,"('New', 'York')",95823.71539807795
46,"('do', 'not')",91192.68132875438
47,"('mrs', 'Jo')",85224.24042351641
48,"('Aunt', 'Betsey')",85088.4830869755
49,"('Curtis', 'Waring')",84570.82262306115
50,"('ha', 'hum')",83096.31541019796
51,"('Flat', 'land')",82349.41124879177
52,"('John', 'Ellbertson')",82293.49595590384
53,"('Aunt', 'Jo')",81379.35867555298
54,"('', 'do')",81064.24466486914
55,"('ha', 'ha')",74151.23564193127
56,"('o', 'Keefe')",69738.71326802816
57,"('Rockwell', 'Cooper')",69622.13372208286
58,"('post', 'office')",66726.02507855148
59,"('bell', 'rang')",64358.77999069695
60,"('Aunt', 'Minna')",63725.46189745998
61,"('Lemuel', 'Shackford')",56280.67717482045
62,"('won', ""'t"")",55390.890570184536
63,"('Te', 'Bolton')",55104.97953954685
64,"('Miss', 'Celia')",52454.83338733257
65,"('self', 'control')",52220.399774075035
66,"('Dr', 'Everett')",51924.43792901021
67,"('Straight', 'line')",51865.8692074754
68,"('Cousin', 'Abbie')",51853.13296347458
69,"('', 'n')",51220.05101929505
70,"('didn', ""'t"")",50117.75724956141
71,"('mrs', 'Bhaer')",49281.76532161939
72,"('frost', 'King')",49010.22862191544
73,"('miss', 'Celia')",48156.30860811751
74,"('mrs', 'Moss')",47227.43904550854
75,"('prayer', 'meeting')",46196.78831650891
76,"('wouldn', ""'t"")",45561.53833937501
77,"('evan', 'Roberts')",43549.82331271857
78,"('m', 'm')",41636.842093110514
79,"('John', 'Linden')",41585.93374657387
80,"('Flossy', 'Shipley')",40137.41792984792
81,"('mister', 'Bhaer')",39309.99038136081
82,"('new', 'York')",38687.57961126996
83,"('Tim', 'Bolton')",38019.116650213175
84,"('Serial', 'letter')",37496.42628433652
85,"('volunteer', 'please')",37019.161825430885
86,"('Miss', 'Flora')",35786.448435951505
87,"('book', 'keeper')",34018.762984210705
88,"('n', 'not')",33985.20208464845
89,"('CHAPTER', 'sixth')",33565.20241029822
90,"('CHAPTER', 'fifth')",31204.055099627025
91,"('mister', 'Murdock')",31167.514725205278
92,"('miss', 'Peyton')",30572.843529479494
93,"('CHAPTER', 'fourth')",29293.9790527967
94,"('dining', 'room')",29181.40742805185
95,"('Miss', 'Cotton')",29093.508800871165
96,"('terminal', 'point')",28920.721140870053
97,"('o', ""'er"")",27891.159569474446
98,"('Youngish', 'girl')",27823.74588722388
99,"('straight', 'line')",27200.714854886748
100,"('mrs', 'Minot')",27137.838735520272
101,"(""'"", 'em')",26928.363994445517
102,"('Nimble', 'dick')",26769.636010953214
103,"('can', 'not')",26310.172348819557
104,"('mister', 'Shaw')",26050.22395853522
105,"('young', 'lady')",25971.567101751803
106,"('Gracie', 'Dennis')",25832.294615919833
107,"('mister', 'Shackford')",25709.225499713197
108,"('fall', 'asleep')",25437.834256675364
109,"('year', 'ago')",25235.487537091307
110,"('mrs', 'Robert')",24526.49649834715
111,"('mrs', 'Roberts')",24517.254367829973
112,"('great', 'deal')",24457.276832100717
113,"('new', 'comer')",24331.70316459734
114,"('young', 'Electrician')",23889.932725776598
115,"('letter', 'co')",23170.860980566136
116,"('mister', 'Slocum')",23144.795289258847
117,"('mister', 'Fletcher')",22926.972126443467
118,"('thousand', 'dollar')",21954.669411434297
119,"('little', 'Eve')",21815.461135480888
120,"('I', '')",21481.078595489445
121,"('Younger', 'man')",21048.910910729566
122,"('old', 'lady')",20911.595017085605
123,"('', 'can')",20587.183069913437
124,"('green', 'moss')",20464.39164742975
125,"('mister', 'Rockwell')",19683.92797262098
126,"('each', 'other')",19292.623542432324
127,"('more', 'than')",18893.820974239738
128,"('at', 'least')",18679.38323955143
129,"('wide', 'awake')",18439.02444702183
130,"('linen', 'nurse')",18298.871121661112
131,"('good', 'deal')",18250.02354031784
132,"('Sunday', 'school')",17779.06861410533
133,"('mrs', 'Warburton')",17771.26019880109
134,"('straw', 'hat')",17631.97082756953
135,"('Pane', 'house')",17555.47348184643
136,"('Miss', 'Ellery')",17380.561950862197
137,"('at', 'once')",17034.64197553429
138,"('young', 'man')",16852.867042945138
139,"('fast', 'asleep')",16793.1334145145
140,"('eight', 'o')",16772.09471825058
141,"('', 'ai')",16706.967840965503
142,"('marble', 'yard')",16524.117857494377
143,"('twenty', 'five')",16522.337808412336
144,"('miss', 'Scott')",16394.410491789364
145,"('it', 'be')",16150.988530736598
146,"('Miss', 'Wilbu')",16124.041971643619
147,"('better', 'than')",15993.447167501226
148,"('mister', 'Vane')",15568.423827863568
149,"('of', 'course')",15491.55866277672
150,"('eleven', 'o')",15486.443229522594
151,"('mrs', 'Pecq')",15343.678099709596
152,"('Miss', 'Bat')",15274.059900674187
153,"('Miss', 'Devon')",15274.059900674187
154,"('blue', 'ribbon')",15238.643682707543
155,"('half', '-way')",15176.62778577884
156,"('first', '-rate')",15066.114435797086
157,"('miss', 'Ellery')",14855.243341798829
158,"('Nimble', 'Dick')",14778.775249551883
159,"('there', 'be')",14724.802825311086
160,"('hundred', 'dollar')",14724.365919261443
161,"('boarding', 'house')",14518.228605985041
162,"('Miss', 'Peyton')",14169.617002774436
163,"('older', 'man')",13899.237625142012
164,"('mister', 'Wallace')",13801.007743153692
