,bigram,chi-sq
0,"('Anna', 'Sergeyevna')",119905.25905814563
1,"('Ren&#', '233')",113688.52143110835
2,"('Sir', 'William')",102999.31951421048
3,"('de', 'bourgh')",99611.99976868584
4,"('Mac', 'OS')",98415.59837979301
5,"('233', 'e')",95458.43234186112
6,"('ah', 'ah')",70032.37355420293
7,"(""'"", 'll')",67654.00278300444
8,"('la', 'push')",65218.47572769862
9,"('Lady', 'Catherine')",63988.83348101244
10,"('OS', 'X')",63221.7202774487
11,"('-', 'law')",59288.094679705595
12,"('prison', 'break')",47547.16843187439
13,"('oh', 'oh')",46080.3966528147
14,"('anthem', 'prison')",41424.16837308016
15,"('bad', 'romance')",37753.924358770055
16,"('break', 'anthem')",31115.247825283735
17,"('don', '’t')",27494.38220280689
18,"('mister', 'Darcy')",26873.27559432147
19,"('mrs', 'Bennet')",25597.714066629884
20,"('OS', 'x')",24777.233873099496
21,"('operating', 'system')",23449.36121720273
22,"('operat', 'system')",21645.390348919802
23,"('oh', 'oooh')",21638.779954558377
24,"('deep', 'breath')",20768.922288639234
25,"('wasn', '’t')",19276.118138024125
26,"('break', 'anthey')",16375.262460412603
27,"('do', 'not')",14832.649455787176
28,"('young', 'lady')",14023.195420438884
29,"('didn', '’t')",13919.963288365218
30,"('', 'do')",12777.372261833434
31,"('wouldn', '’t')",12491.873332932595
32,"('oooh', 'oh')",12164.31367530484
33,"('mister', 'Bingley')",11875.254012943911
34,"('couldn', '’t')",11063.875151899258
35,"('mister', 'Collins')",11057.352464418293
36,"('mrs', 'Hurst')",10254.32354682913
37,"('Miss', 'Bingley')",9304.60708277298
38,"('each', 'other')",9040.00386869388
39,"('“I', '’m')",8287.080632892897
40,"('mister', 'Wickham')",7358.363707115794
41,"('“It', '’s')",7305.4478570357705
42,"('hadn', '’t')",6423.514773577067
43,"('star', 'at')",6298.381509434358
44,"('young', 'man')",6071.082470784117
45,"('Miss', 'Bennet')",5992.613573936409
46,"('worry', 'about')",5905.5947847677735
47,"('great', 'deal')",5563.158964866937
48,"('doesn', '’t')",5352.799994848483
49,"('miss', 'Bingley')",5346.918927285198
50,"('more', 'than')",5006.29071356786
51,"('Oh', 'oh')",4217.770313710119
52,"('“That', '’s')",4211.713634857323
53,"('at', 'least')",4178.2866782402625
54,"('few', 'minute')",4112.144359418696
55,"('can', 'not')",3958.8117853862886
56,"('“You', '’re')",3903.2443977989374
57,"('“I', '’ll')",3891.1264524367293
58,"('world', 'without')",3802.7672192819887
59,"('mister', 'Bennet')",3773.1960891827384
60,"('', 'can')",3757.9035608073473
61,"('romance', 'Oh')",3743.47540549722
62,"('look', 'at')",3714.465197425309
63,"('mister', 'Greene')",3685.1920990097137
64,"('“Don', '’t')",3568.3900245158043
65,"('away', 'from')",2958.5718612673327
66,"('last', 'night')",2897.0771597153284
67,"('sat', 'down')",2825.668415141366
68,"('won', '’t')",2691.8535028397678
69,"('pick', 'up')",2592.6980289627686
70,"('talk', 'about')",2509.793974493277
71,"('it', 'be')",2437.590551868735
72,"('my', 'dear')",2412.9542319269076
73,"('and', 'then')",2409.7432143706355
74,"('try', 'to')",2368.106442968607
75,"('far', 'away')",2296.376101891225
76,"('little', 'bit')",2293.6909507514674
77,"('a', 'little')",2280.981810896756
78,"('no', 'longer')",2271.894249051699
79,"('there', 'be')",2255.807624148684
80,"('dare', 'say')",2208.0910304072386
81,"('a', 'few')",2147.6392944472937
82,"('I', '')",2147.4266276920944
83,"('so', 'much')",2119.34058635418
84,"('my', 'head')",2114.8083856380954
85,"('“I', 'don')",2110.6411827234497
86,"('gottum', 'do')",2054.3077468944716
87,"('nothing', 'else')",2027.3325291208985
88,"('too', 'much')",1958.382804499088
89,"('in', 'the')",1955.6240454399547
90,"('tell', 'i')",1900.4223585792708
91,"('the', 'same')",1868.7364000736627
92,"('his', 'face')",1808.6629555165441
93,"('ad', 'i')",1805.3572632729831
94,"('glar', 'at')",1703.4228400005609
95,"('lock', 'up')",1671.225696015725
96,"('mister', 'Hurst')",1638.723410400233
97,"('on', 'Windows')",1623.7275178438792
98,"('her', 'sister')",1578.707950469705
99,"('want', 'to')",1535.5463140168822
100,"('my', 'hand')",1466.938756592876
101,"('of', 'course')",1443.2816031683142
102,"('his', 'eye')",1402.0956303882149
103,"('sort', 'of')",1394.734071775114
104,"('out', 'of')",1391.274717168925
105,"('his', 'arm')",1381.6246923371564
106,"('wonder', 'if')",1292.944302318871
107,"('better', 'than')",1275.695859574139
108,"('I', '’m')",1271.123963171263
109,"('know', 'what')",1252.671577390658
110,"('his', 'wife')",1233.496735093918
111,"('will', 'not')",1226.8981897639899
112,"('we', '’re')",1224.6752507960437
113,"('my', 'eyes')",1205.861921346989
114,"('of', 'the')",1178.4950496878985
115,"('Jacob', '’s')",1170.933831044992
116,"('go', 'to')",1168.1062103578374
117,"('arm', 'around')",1164.5268190334384
118,"('come', 'back')",1157.7139402386308
119,"('Tanya', ""'s"")",1155.2592864633002
120,"('part', 'of')",1145.7835108498466
121,"('first', 'time')",1145.3512924653103
122,"('every', 'day')",1134.9524597273742
123,"('lot', 'of')",1129.7522725635176
124,"('kind', 'of')",1118.1151879747217
125,"('on', 'the')",1103.4475587612978
126,"('I', 'can')",1080.8115196155477
127,"('such', 'a')",1075.7612442633688
128,"('give', 'i')",1028.3673211773485
129,"('my', 'stomach')",1021.1586252934079
130,"('his', 'lip')",1019.0502278637257
131,"('i', 'ad')",1009.5297606096616
132,"('a', 'lot')",998.9349639462199
133,"('her', 'husband')",986.6426977888002
134,"('at', 'Netherfield')",975.0572138698362
135,"('his', 'voice')",974.3838091276517
136,"('their', 'mother')",971.1846520344571
137,"('I', 'be')",967.4471560486375
138,"('you', '’re')",966.2315507870251
139,"('my', 'throat')",963.5253960110703
140,"('wait', 'for')",953.1136243465097
141,"('same', 'time')",928.4202783544133
142,"('support', 'for')",926.9770561181023
143,"('able', 'to')",923.2261200067225
144,"('I', 'will')",905.6415812053293
145,"('deal', 'with')",896.8525926429915
146,"('my', 'face')",884.160064471135
147,"('Apple', ""'s"")",864.5630200829568
148,"('his', 'hand')",859.7660496358469
149,"('be', 'not')",858.4415364893733
150,"('her', 'mother')",847.5197874258711
151,"('long', 'moment')",840.7652019280284
152,"('Charlie', '’s')",836.8330830331515
153,"('know', 'how')",835.9833683671084
154,"('a', 'moment')",834.7946805351206
155,"('on', 'Linux')",831.0397549632467
156,"('seem', 'to')",830.5417941068421
157,"('love', 'love')",818.9486692223785
158,"('I', '’d')",817.0015570720046
159,"('their', 'own')",811.4850981117687
160,"('his', 'eyes')",810.2069583880608
161,"('my', 'dad')",804.1501140142418
162,"('as', 'soon')",801.2789989939092
163,"('soon', 'as')",801.2789989939092
164,"('mrs', 'long')",798.195022445238
165,"('no', 'one')",787.649979864994
166,"('want', 'you')",786.3765495475465
167,"('I', 'know')",762.9412729889015
168,"('no', 'idea')",759.0728731803127
169,"('realize', 'that')",758.2879939525918
170,"('much', 'more')",756.596714064827
171,"('as', 'if')",739.6306097256852
172,"('in', 'a')",738.6355317417116
173,"('at', 'all')",732.083878175418
174,"('in', 'general')",730.0856134113739
175,"('the', 'first')",729.1705338525188
176,"('so', 'far')",727.9528985160866
177,"('faster', 'on')",715.023630332132
178,"('to', 'see')",709.1614304120765
179,"('as', 'possible')",707.2169944631418
180,"('no', 'matter')",698.0996354752505
181,"('add', 'i')",694.5762669098378
182,"('in', 'spite')",694.3430927842395
183,"('my', 'truck')",688.3816706019045
184,"('this', 'morning')",685.360669048971
185,"('only', 'one')",683.8122027266184
186,"('my', 'skin')",683.2382441650277
187,"('think', 'about')",682.6586845759152
188,"('but', 'I')",672.4389058506822
189,"('the', 'whole')",668.8174393327133
190,"('Bingley', ""'s"")",666.4913047083459
191,"('you', 'know')",658.7532355644187
192,"('if', 'you')",652.317830433939
193,"('how', 'much')",628.9614311383447
194,"('I', 'want')",626.3332618013936
195,"('what', 'happen')",618.7238790509006
196,"('my', 'arm')",615.5846382209481
197,"('her', 'daughter')",615.4048088588755
198,"('Edward', '’s')",612.9609864942013
199,"('much', 'better')",609.2756603764191
200,"('on', 'Intel')",609.2607147968597
201,"('for', 'a')",605.5412897265242
202,"('my', 'hair')",603.4086158467188
203,"('on', 'top')",601.9888534780581
204,"('will', 'never')",601.8268927129699
205,"('you', 'need')",597.4318298574609
206,"('in', '-')",595.4245404168603
207,"('', 'will')",588.39319628173
208,"('it', '’s')",587.2515320311268
209,"('his', 'chest')",581.2970349177131
210,"('I', 'wonder')",577.4058884333465
211,"('right', 'now')",576.8548385344096
212,"('his', 'head')",576.4246764429905
213,"('know', 'that')",575.5451833665672
214,"('any', 'other')",573.4372385197357
215,"('pull', 'i')",572.7765855302545
216,"('mother', ""'s"")",563.1053389493363
217,"('let', 'i')",561.2207971581015
218,"('a', 'million')",556.904164863961
219,"('his', 'own')",552.5182686674183
220,"('go', 'away')",551.2091275213218
221,"('I', 'knew')",550.2776152367084
222,"('be', 'a')",549.0188649523757
223,"('to', 'make')",540.1080681832143
224,"('listen', 'to')",532.0089777480929
225,"('there', '’')",527.092418713976
226,"('my', 'own')",519.7849015341632
227,"('be', 'sure')",517.5769411067945
228,"('spite', 'of')",516.5446547802426
229,"('into', 'the')",514.3506717559844
230,"('need', 'to')",507.8040837087546
231,"('at', 'the')",507.6087765941536
232,"('she', 'be')",502.1122936477245
233,"('the', 'door')",501.8892288692997
234,"('can', 'see')",501.6951143704432
235,"('let', 'us')",499.2856077516008
236,"('through', 'the')",498.7815860603005
237,"('so', 'close')",496.1973377853298
238,"('to', 'me')",490.12308339890507
239,"('at', 'i')",489.2481004892302
240,"('live', 'in')",488.5340735808509
241,"('in', 'front')",482.41805059526865
242,"('my', 'mind')",479.33955652536406
243,"('a', 'good')",478.66221397770954
244,"('I', 'think')",477.71119583225936
245,"('of', 'his')",473.075959327296
246,"('I', 'shall')",470.9317431163535
247,"('I', 'guess')",470.62931918153333
248,"('from', 'the')",467.88892980659494
249,"('my', 'mouth')",467.7259505948776
250,"('I', ""'"")",467.4446558916297
251,"('be', 'able')",467.4246354334892
252,"('roll', 'his')",466.3065317954147
253,"('as', 'much')",464.26802776248906
254,"('his', 'teeth')",461.250521777294
255,"('dance', 'with')",456.712292997556
256,"('not', 'know')",454.1158355600647
257,"('will', 'be')",453.321325996987
258,"('his', 'expression')",452.3100277480377
259,"('instead', 'of')",451.31100106924777
260,"('can', 'write')",450.24879559561674
261,"('my', 'cheek')",447.2254290889731
262,"('begin', 'to')",447.16957873271286
263,"('the', 'room')",446.3684876614026
264,"('my', 'body')",445.7997096851418
265,"('Edward', ""'s"")",444.28338454161786
266,"('the', 'Cullens')",443.2426039855535
267,"('just', 'what')",441.3791852524726
268,"('dream', 'on')",437.51594904168985
269,"('top', 'of')",434.4624114467853
270,"('a', 'couple')",434.37895809949816
271,"('give', 'up')",431.23175745175894
272,"('I', 'have')",422.45593299632066
273,"('I', 'gottum')",421.4857149625167
274,"('he', 'smil')",420.23117061183643
275,"('shake', 'my')",418.34405836518357
276,"('shake', 'his')",411.3383924873659
277,"('my', 'teeth')",402.8108962183086
278,"('in', 'my')",402.05908639804613
279,"('with', 'a')",400.67675854798773
280,"('do', 'you')",399.83117226017725
281,"('my', 'mother')",399.06335363933505
282,"('a', 'bad')",398.9458968104207
283,"('sense', 'of')",397.4595682355214
284,"('be', 'so')",396.43485828131486
285,"('a', 'great')",396.2356786426391
286,"('make', 'sure')",394.11006561785234
287,"('say', 'miss')",392.49239192272654
288,"('it', 'will')",390.1807946701611
289,"('tell', 'you')",388.16306823609517
290,"('you', 'want')",385.2380546867596
291,"('a', 'second')",385.0299076642045
292,"('run', 'on')",384.4353803243413
293,"('he', '’d')",383.68691716949525
294,"('the', 'other')",383.1347195652573
295,"('laugh', 'at')",382.782265291049
296,"('no', 'answer')",381.15276509782495
297,"('be', 'very')",372.7102993876477
298,"('on', 'dream')",370.9907459003134
299,"('I', 'feel')",370.00158981174815
300,"('make', 'i')",369.9921746274282
301,"('have', 'no')",369.77607587642694
302,"('the', 'end')",368.7342303660079
303,"('against', 'his')",368.1513646670612
304,"('the', 'way')",366.9944168520983
305,"('toward', 'the')",365.5592901142031
306,"('one', 'of')",365.3441273201672
307,"('the', 'world')",365.1240034021796
308,"('my', 'brother')",358.8978399157114
309,"('look', 'like')",356.83019168333277
310,"('find', 'out')",355.9574998787928
311,"('the', 'floor')",353.83396992039934
312,"('’', 'no')",353.0570784992596
313,"('of', 'us')",352.4013071212013
314,"('she', 'have')",352.1620361818662
315,"('it', ""'s"")",349.5272989230775
316,"('after', 'a')",345.8588217491028
317,"('assure', 'you')",345.79670767672087
318,"('he', 'grinn')",343.01444747211656
319,"('it', 'wasn')",341.2598631156147
320,"('I', 'couldn')",340.3297086874393
321,"('my', 'heart')",340.26611871370903
322,"('this', 'system')",339.91335058323335
323,"('come', 'from')",339.75689372780755
324,"('the', 'rest')",338.44830569175673
325,"('at', 'last')",337.46686462453323
326,"('version', 'of')",337.11277481866387
327,"('“I', 'think')",336.5181512955434
328,"('need', 'just')",336.42949318641814
329,"('for', 'i')",335.7209242583643
330,"('it', 'seem')",335.3603042051608
331,"('a', 'deep')",329.18037295194097
332,"('his', 'cool')",327.97489576008
333,"('not', 'even')",326.2356763359031
334,"('enough', 'to')",325.4358396914178
335,"('that', 'he')",324.85390615903015
336,"('be', 'afray')",324.7366130627965
337,"('if', 'he')",323.6871114529019
338,"('he', 'chuckle')",320.34157836930353
339,"('he', 'say')",319.6092296306917
340,"('at', 'home')",319.60163095249925
341,"('when', 'he')",319.33286088065023
342,"('the', 'best')",319.1642356876305
343,"('I', 'dare')",317.9789494248998
344,"('to', 'talk')",314.0844222541688
345,"('front', 'of')",311.740970762368
346,"('when', 'I')",311.4953344321606
347,"('how', 'can')",311.0998685978642
348,"('not', 'want')",310.57892675003484
349,"('who', 'have')",310.4751213398139
350,"('my', 'voice')",308.58506891653735
351,"('be', 'go')",308.5719463605019
352,"('he', 'have')",308.28153264836124
353,"('her', 'own')",306.53659681732336
354,"('across', 'the')",303.906500250265
355,"('around', 'i')",303.70697986107234
356,"('the', 'house')",303.4893040013204
357,"('of', 'my')",303.37399693422657
358,"('to', 'keep')",300.8013174502157
359,"('they', 'be')",300.3533782657436
360,"('a', 'long')",299.8328559762437
361,"('I', '’ve')",299.3572752813805
362,"('for', 'the')",297.7714373773238
363,"('she', 'can')",295.7874625274242
364,"('a', 'small')",294.9282959111363
365,"('the', 'Quileute')",294.911970124416
366,"('it', '’')",293.5224339379174
367,"('belong', 'to')",289.4879565976558
368,"('“What', 'do')",289.39747895945027
369,"('a', 'very')",287.7286335051719
370,"('under', 'my')",287.53322116217026
371,"('take', 'a')",286.4747541868051
372,"('do', 'anything')",286.09816658857227
373,"('have', 'become')",285.0927287699287
374,"('thank', 'you')",283.7653825176409
375,"('my', 'finger')",280.6291965598306
376,"('his', 'sister')",280.24425444109346
377,"('fact', 'that')",279.71647537374434
378,"('back', 'to')",278.29574972617877
379,"('will', 'have')",278.0629792851333
380,"('very', 'well')",278.04448644516884
381,"('the', 'evening')",275.0922316031013
382,"('if', 'I')",274.62509267415993
383,"('shall', 'not')",273.856885670169
384,"('the', 'Volturi')",273.4400125487217
385,"('have', 'never')",272.9747083146681
386,"('that', 'I')",271.75757335975555
387,"('to', 'get')",269.5652068151635
388,"('you', 'must')",268.90436120827616
389,"('his', 'finger')",268.8778693054469
390,"('’t', 'know')",268.5520866888877
391,"('my', 'lip')",267.35458477946906
392,"('let', ""'s"")",265.4234529366634
393,"('long', 'time')",264.6670592824333
394,"('rest', 'of')",260.4166391479447
395,"('she', 'will')",258.9883023081191
396,"('she', '’d')",258.16001285547947
397,"('by', 'the')",257.5620456625931
398,"('the', 'last')",254.69645529504442
399,"('after', 'all')",252.54719024602733
400,"('I', 'ask')",252.43259028797982
401,"('we', 'be')",252.0745205649407
402,"('Bennet', ""'s"")",251.67633865713358
403,"('much', 'as')",251.2344716056413
404,"('the', 'kitchen')",249.36842051239628
405,"('full', 'of')",249.0921769462123
406,"('piece', 'of')",248.67127867062996
407,"('he', 'be')",247.9610439276616
408,"('the', 'most')",247.45965432779724
409,"('the', 'moon')",245.97785636057935
410,"('’m', 'not')",245.5426009976042
411,"('noth', 'to')",245.30345511965336
412,"('at', 'once')",243.95363052172326
413,"('that', 'she')",243.5120228041217
414,"('his', 'friend')",243.45906167516858
415,"('he', 'sigh')",242.6728004336104
416,"('all', 'right')",242.64347968519934
417,"('he', 'ask')",242.46438827227516
418,"('my', 'father')",242.326005762082
419,"(""'s"", 'over')",242.24772773287415
420,"('his', 'side')",240.8526363907937
421,"('they', 'both')",240.63572922062684
422,"('as', 'though')",240.0043809441594
423,"('as', 'I')",239.7724383328937
424,"('I', '’')",239.49455581402106
425,"('the', 'sea')",238.24396303270396
426,"('I', 'ran')",237.33602680425753
427,"('shall', 'have')",237.20592635513626
428,"('I', 'wish')",236.92117745246776
429,"('the', 'table')",236.45211345181937
