,bigram,chi-sq
0,"('Charles', 'Bailyn')",269344.1092943558
1,"('op', 'amp')",262332.94346642145
2,"(""'"", 'll')",261858.36390278567
3,"('Professor', 'Charles')",261613.173679918
4,"('black', 'hole')",260589.99829020008
5,"('white', 'dwarf')",234613.88528237215
6,"('Nobel', 'Prize')",225280.83327168005
7,"('quantum', 'mechanics')",223623.30866752076
8,"('Cosmic', 'Microwave')",221812.10214540618
9,"('classe', 'server')",203051.1598224361
10,"('spiral', 'nebulae')",183825.0796578895
11,"('Microwave', 'background')",161143.59680383533
12,"('x-', 'ray')",159421.25560739738
13,"('Doppler', 'shift')",154650.5278367703
14,"('semi', 'major')",145168.6281892395
15,"('Schwarzschild', 'radius')",144225.3482151099
16,"('event', 'horizon')",142160.82331413898
17,"('Alpha', 'Centauri')",141040.69539741002
18,"('steady', 'state')",120148.53643707072
19,"('Solar', 'system')",106519.1340898641
20,"('accretion', 'disk')",105773.60799858523
21,"('standard', 'candle')",100702.60700520517
22,"('cell', 'phone')",84595.11608983872
23,"('scale', 'factor')",78992.10214218192
24,"('orbital', 'period')",77136.91044163716
25,"('square', 'root')",75350.2570825158
26,"('graduate', 'student')",73006.0910980342
27,"('V2', 'c2')",71021.58725430672
28,"('little', 'bit')",67722.68019855824
29,"('let', 'i')",66403.27375773992
30,"('general', 'relativity')",65295.24493433075
31,"('major', 'axis')",64982.73793744553
32,"('Inaudible', 'Professor')",63248.070519257126
33,"('solar', 'masse')",59705.95217349809
34,"('post', 'Newtonian')",55514.517040786064
35,"('initial', 'condition')",54605.54814074589
36,"('human', 'being')",51479.99949272944
37,"('absolute', 'magnitude')",50857.30223448816
38,"('big', 'Bang')",49415.25796973746
39,"('j', 'omegum')",46102.97987437737
40,"('Astronomical', 'unit')",46021.76649378427
41,"('talk', 'about')",45829.649814645956
42,"('radial', 'velocity')",44554.39038030943
43,"('let', ""'s"")",43458.64855146612
44,"('yes', 'Student')",43267.18380747819
45,"('Student', 'Inaudible')",41985.65477975085
46,"('straight', 'line')",41332.93662473131
47,"('critical', 'density')",39169.43557395285
48,"('omega', 'nuy')",39165.222510291576
49,"('greater', 'than')",38922.01062395038
50,"('dark', 'energy')",38224.373903919965
51,"('', 'do')",37450.09728595538
52,"('science', 'fiction')",36571.66813657047
53,"('apparent', 'magnitude')",34482.90735675264
54,"('turn', 'out')",34224.0560203281
55,"('drop', 'across')",33961.126484897126
56,"('gravitational', 'field')",33072.48884480948
57,"('Outer', 'Solar')",31795.764379482694
58,"('escape', 'velocity')",31624.721793409364
59,"('divide', 'by')",30978.8820381814
60,"('differential', 'equation')",30176.99372003165
61,"('pass', 'filter')",30133.764968978034
62,"('omegum', 'notch')",29161.49155304403
63,"('cubic', 'meter')",28914.193233643105
64,"('write', 'down')",28731.087268169806
65,"('look', 'like')",27384.411025075264
66,"('yeah', 'yeah')",27340.39512942376
67,"('look', 'at')",26838.188037357537
68,"('new', 'York')",26612.575193974546
69,"('do', 'not')",25555.85600592451
70,"('high', 'school')",25113.445676577874
71,"('everyday', 'life')",24997.61729090666
72,"('omega', 't')",24993.661126860152
73,"('positive', 'feedback')",24537.149203276236
74,"('problem', 'set')",23917.406363124042
75,"('dependent', 'source')",23625.239983419186
76,"('special', 'relativity')",23273.682666439865
77,"('5', 'volt')",23206.57606982941
78,"('figure', 'out')",23009.34072798614
79,"('characteristic', 'equation')",22924.33978394739
80,"('omegum', 'd')",22785.483373857798
81,"('kind', 'of')",22538.58836086517
82,"('go', 'to')",22518.310365151963
83,"('triangular', 'wave')",22411.8796653376
84,"('negative', 'feedback')",22246.115645900933
85,"('saturation', 'discipline')",22057.852483879335
86,"('6', '002')",21443.729931029993
87,"('less', 'than')",20725.14166992899
88,"('storage', 'element')",20641.250198780566
89,"('real', 'part')",20538.760280438084
90,"('arc', 'second')",20352.877689280373
91,"('space', 'Telescope')",20314.902246031645
92,"('complex', 'amplitude')",20253.676416359267
93,"('homogenous', 'solution')",20234.899053651356
94,"('end', 'up')",20217.8884857884
95,"('dark', 'matter')",19769.97974233964
96,"('kinetic', 'energy')",19491.02914689263
97,"('e^', 't')",19141.9173856067
98,"('happy', 'new')",18418.295119831164
99,"('further', 'away')",17949.13144508861
100,"('neutron', 'star')",17511.80244883031
101,"('view', 'graph')",16952.057238614252
102,"('each', 'other')",16838.258293768326
103,"('meter', 'per')",16696.217229874936
104,"('even', 'though')",16309.711812927979
105,"('difference', 'between')",16194.736037848592
106,"('operational', 'amplifier')",15854.002035976191
107,"('inaudible', 'Professor')",15101.579016452148
108,"('supermassive', 'black')",14820.375025958916
109,"('12', 'volt')",14588.88952904531
110,"('us', 'own')",14517.070935021327
111,"('whole', 'bunch')",14278.42611293464
112,"('j', 'omega')",14243.666187260555
113,"('coordinate', 'system')",14242.262509400687
114,"('gravitational', 'force')",14166.344787115702
115,"('deal', 'with')",13842.125029340525
116,"('standby', 'power')",13709.217933235841
117,"('cosine', 'omega')",13671.080140110242
118,"('far', 'away')",13509.03137235919
119,"('power', 'supply')",13425.414777533962
120,"('slow', 'down')",13186.968074890998
121,"('curved', 'space')",13132.017142000335
122,"('scientific', 'notation')",13019.249714753503
123,"('you', 'can')",12765.030155329714
124,"('Hubble', 'diagram')",12665.13288338384
125,"('small', 'signal')",12485.345782282775
126,"('year', 'ago')",12129.722737147806
127,"('per', 'second')",11731.530966741373
128,"('if', 'you')",11483.894551918931
129,"('fifth', 'minus')",11376.339602680642
130,"('kilometer', 'per')",11335.341586259845
131,"('depend', 'on')",11167.957194645252
132,"('2', 'x')",11114.104215300682
133,"('away', 'from')",10856.56774233748
134,"('voltage', 'across')",10789.983789093494
135,"('small', 'sign')",10758.03001124064
136,"('high', 'frequency')",10752.908804427358
137,"('x', '1024')",10675.730869998155
138,"('billion', 'year')",10652.335722509879
139,"('voltage', 'divider')",10543.616960072157
140,"('open', 'circuit')",10539.625567237734
141,"('Bailyn', 'Oh')",10497.80724336281
142,"('operating', 'point')",10486.421223418525
