,bigram,chi-sq
0,"('librivox', 'recording')",283047.0
1,"('Grandfather', 'Frog')",268948.05704841495
2,"('Chug', 'a-rum')",264782.16052339436
3,"('lily', 'pad')",264173.4659278917
4,"('Smiling', 'Pool')",261066.6492570835
5,"('Coretta', 'Scott')",257314.5454224263
6,"('Worldly', 'Wiseman')",257314.5454224263
7,"('Purple', 'Hill')",248511.08122062008
8,"('Wharf', 'Rat')",242609.99992731842
9,"('slippery', 'slide')",234135.44102746664
10,"('Mistah', 'Buzzard')",223505.20109837913
11,"('United', 'States')",221779.52152533006
12,"('Martin', 'Luther')",208557.26297565823
13,"('farmer', 'Brown')",203726.33757799506
14,"('Prickly', 'Porky')",202173.5713276255
15,"('Bobby', 'Coon')",193219.2945703456
16,"('Johnny', 'Chuck')",187741.62411052606
17,"('Jimmy', 'Skunk')",182871.5152182096
18,"('Meadow', 'Mouse')",181742.18066685242
19,"('Joe', 'Otter')",171249.8891070146
20,"('Sammy', 'Jay')",168100.93270898896
21,"('Soviet', 'Union')",148896.75807574662
22,"('Jerry', 'Muskrat')",148710.39424901374
23,"('Southeast', 'Asia')",144406.020182044
24,"('West', 'Wind')",141222.37079237396
25,"('Laughing', 'Brake')",137210.17762414194
26,"('Reddy', 'Fox')",135755.99767088107
27,"('Dr', 'Falwell')",130630.15353469412
28,"('Green', 'Meadows')",129717.68940979592
29,"('Peter', 'Rabbit')",123679.78420493797
30,"('Stri', 'Chipmunk')",123166.8949543513
31,"('Billy', 'Mink')",122966.08357894435
32,"('Bob', 'Cat')",114980.12464547103
33,"('Laughing', 'brook')",112001.37264196637
34,"('Briar', 'patch')",108059.50812768246
35,"('Green', 'forest')",107083.57459761643
36,"('mother', 'nature')",105595.26522050511
37,"('happy', 'Jack')",100698.77040190993
38,"('Danny', 'Meadow')",93096.67355847765
39,"('Ho', 'ho')",92623.30861503423
40,"('General', 'assembly')",87083.07660265331
41,"('Buster', 'bear')",82221.2360749284
42,"('pretty', 'soon')",77708.18494664892
43,"('lipperty', 'lip')",76693.47020406439
44,"(""'"", 'll')",75226.37060844395
45,"('yellow', 'waistcoat')",73693.0716188086
46,"('jolly', 'round')",72606.78980209898
47,"('yellow', 'Jacket')",70749.74932162907
48,"('lipperty', 'lipperty')",63099.78834498611
49,"('yes', 'Sir')",60938.71556956265
50,"('blue', 'sky')",60867.19749972668
51,"('don', '’t')",59960.50094158913
52,"('mrs', 'Grouse')",59780.97128388976
53,"('1', 'Cor')",58533.9329063293
54,"('billion', 'dollar')",56450.92498295877
55,"(""'s"", 'boy')",55635.8653649441
56,"('Granny', 'Fox')",54403.842389061814
57,"('round', 're')",53700.58176995844
58,"('Luther', 'King')",53375.92468102031
59,"('Brown', ""'s"")",52247.567600123315
60,"('hum', 'hum')",51974.50975190467
61,"('green', 'flie')",51070.93472464003
62,"('stone', 'wall')",51045.69148929593
63,"('west', 'Wind')",47629.91416767955
64,"('United', 'Nations')",46915.089614331155
65,"('mother', 'West')",46872.223767557894
66,"('Ol', 'Mistah')",46104.69112464429
67,"('goggly', 'eyes')",45948.98183762194
68,"('ha', 'hum')",44942.135822128796
69,"('Ah', 'reckon')",44833.036603992936
70,"('farmer', 'Brow')",44631.388106188075
71,"('Jack', 'Squirrel')",43386.4276882308
72,"('striped', 'Chipmunk')",43267.51562384583
73,"('hind', 'leg')",42957.44859954018
74,"('green', 'lily')",42955.023816296794
75,"('old', 'mother')",39863.763759120826
76,"('wee', 'bit')",39787.54610220543
77,"('Gray', 'Squirrel')",38511.69612828935
78,"('South', 'Vietnam')",38399.76201327248
79,"('nuclear', 'freeze')",37795.10169957049
80,"('', 'do')",37694.980799183555
81,"('No', 'Sir')",35645.88149607862
82,"('Strip', 'Chipmunk')",34946.22216372971
83,"('Merry', 'little')",34706.117292927665
84,"('little', 'Joe')",33448.29327051862
85,"('do', 'not')",33138.21356599335
86,"('few', 'minute')",33040.17455917394
87,"('mister', 'Toad')",31408.835431668165
88,"('new', 'York')",30923.261297097466
89,"('Unc', ""'"")",30519.236466798324
90,"('mrs', 'Redw')",30229.144973793547
91,"('Billy', 'Possum')",28358.553886941318
92,"('Jolly', 'round')",27927.11274708203
93,"('South', 'Africa')",26739.54641292528
94,"('little', 'Breezes')",26670.385547882837
95,"('Little', 'Breezes')",26501.77541954821
96,"('great', 'deal')",24283.37819774057
97,"('Tommy', 'Trout')",24054.830176530813
98,"('fat', 'trout')",23188.49395158779
99,"('tender', 'young')",23082.817249543834
100,"('foolish', 'green')",22960.521676819615
101,"('middle', 'East')",22816.911811654314
102,"('blue', 'blue')",22170.72581848775
103,"('King', 'bear')",21973.086298528087
104,"('Merry', 'Little')",21409.57436345496
105,"('Thief', 'thief')",21390.160424486803
106,"('Old', 'mother')",20910.61619721203
107,"('black', 'Shadows')",20909.85921846953
108,"('big', 'Rock')",20906.98415169441
109,"('mister', 'Sun')",20391.035152921893
110,"('vice', 'president')",19740.986661372495
111,"('young', 'carrot')",19648.76539070168
112,"('ha', 'ha')",19586.856747544898
113,"('little', 'path')",19336.84396693409
114,"('man', 'Coyote')",19266.7512784069
115,"('York', 'city')",19037.147217083755
116,"('fast', 'asleep')",18711.824013652636
117,"('Unc', 'Billy')",18596.344623903362
118,"('apple', 'tree')",17807.4741247187
119,"('chestnut', 'tree')",17749.56761545681
120,"('thou', 'art')",17699.36584233908
121,"('thou', 'hast')",17337.392812598373
122,"('', 'can')",16207.843662941128
123,"('fellow', 'citizen')",16140.522534182775
124,"('mother', 'west')",15814.300353017632
125,"('Lone', 'little')",15792.159294138915
126,"('baby', 'brother')",15749.099122829035
127,"('re', 'Squirrel')",15734.465128366604
128,"('democratic', 'party')",15537.144042195961
129,"('Lone', 'Pine')",15512.399028564889
130,"('Dame', 'nature')",15357.718975868149
131,"('God', 'bless')",15315.2460208682
132,"('year', 'ago')",15132.697687143385
133,"('little', 'Breeze')",15101.050981314043
134,"(""'"", 'Billy')",15027.672730780705
135,"('gree', 'lily')",14726.824404311297
136,"('dearly', 'love')",14069.353356195608
137,"('no', 'longer')",13934.09899634987
138,"('red', 'coat')",13560.672597148086
139,"('yo', ""'"")",13432.053524395433
140,"('BUSTER', 'bear')",12675.895981389345
141,"('greatest', 'care')",12584.25390792094
142,"('common', 'ground')",12519.591747152082
143,"('butternut', 'tree')",12443.551591302874
144,"('Brow', ""'s"")",12318.364122170087
145,"('Ah', ""cert'nly"")",12297.834730342007
146,"('foolish', 'gree')",12229.113123733412
147,"('can', 'not')",12206.846450496783
148,"('meadow', 'people')",11789.679440976008
149,"('mrs', 'Trout')",11533.881360600917
150,"('gree', 'fly')",11131.705558280653
151,"('old', 'Granny')",11087.928391048175
152,"('more', 'than')",11013.300838273655
153,"('the', 'Green')",10748.20665903671
154,"('old', 'Pasture')",10581.1232021873
155,"('Polly', 'Chuck')",10274.333827155575
156,"('hiding', 'place')",9432.418042778772
157,"('sharp', 'teeth')",9013.884139192962
158,"('little', 'meadow')",8825.607995485381
159,"('old', 'orchard')",8707.383085314372
160,"('black', 'Snake')",8507.464784683007
