,trigram,freq
70342,"('crack_NOUN', 'head_NOUN', 'crack_NOUN')",15
14764,"('good_ADJ', 'two_NUM', 'leg_NOUN')",12
75497,"('hah_NOUN', 'honey_NOUN', 'honey_NOUN')",8
75496,"('ah_ADJ', 'hah_NOUN', 'honey_NOUN')",8
5775,"('salvation_NOUN', 'salvation_NOUN', 'salvation_NOUN')",6
109053,"('left_ADJ', 'hand_NOUN', 'side_NOUN')",6
124642,"('garage_NOUN', 'door_CCONJ', 'opener_NOUN')",5
128850,"('higher_ADJ', 'order_NOUN', 'term_NOUN')",5
5645,"('oh_NOUN', 'oh_ADP', 'oh_NOUN')",5
106571,"('lump_ADJ', 'matter_NOUN', 'discipline_NOUN')",4
131971,"('dependent_ADJ', 'current_ADJ', 'source_NOUN')",4
124211,"('garage_NOUN', 'door_NOUN', 'opener_NOUN')",4
131755,"('voltage_NOUN', 'control_VERB', 'current_ADJ')",4
124145,"('small_ADJ', 'sign_NOUN', 'method_NOUN')",4
104383,"('abstraction_NOUN', 'upon_ADP', 'abstraction_NOUN')",4
51301,"('high_ADJ', 'school_NOUN', 'student_NOUN')",4
102931,"('new_ADJ', 'dark_ADJ', 'age_NOUN')",4
68812,"('hey_NOUN', 'take_ADP', 'everything_NOUN')",4
13048,"('comrade_NOUN', ""'_ADP"", 'cry_NOUN')",4
102920,"('new_ADJ', 'dark_ADJ', 'ages_NOUN')",4
105431,"('point_NOUN', 'mass_ADJ', 'simplification_NOUN')",4
106492,"('lump_NOUN', 'matter_NOUN', 'discipline_NOUN')",4
128391,"('capital_NOUN', 'fifth_ADJ', 'capital_NOUN')",4
5779,"('free_ADJ', 'salvation_NOUN', 'salvation_NOUN')",4
130770,"('low_ADJ', 'noise_NOUN', 'amplifier_NOUN')",3
107874,"('right_ADJ', 'hand_NOUN', 'side_NOUN')",3
128818,"('Taylor_NOUN', ""'s_PART"", 'sery_NOUN')",3
122649,"('small_ADJ', 'sign_NOUN', 'analysis_NOUN')",3
128244,"('small_ADJ', 'fifth_ADJ', 'small_ADJ')",3
79278,"('sun_NOUN', ""'s_PART"", 'disk_NOUN')",3
6070,"('audience_NOUN', 'measurement_NOUN', 'system_NOUN')",3
109469,"('element_NOUN', 'sixth_ADJ', 'relationship_NOUN')",3
127984,"('big_ADJ', 'ah_ADJ', 'ha_NOUN')",3
127985,"('ah_ADJ', 'ha_NOUN', 'moment_NOUN')",3
87518,"('character_NOUN', 'per_ADP', 'page_NOUN')",3
85836,"('micro_NOUN', 'macro_ADJ', 'design_NOUN')",3
75499,"('honey_NOUN', 'Honey_PROPN', 'honey_NOUN')",3
110728,"('resistor_NOUN', 'whose_PRON', 'value_NOUN')",3
7492,"('new_ADJ', 'convergent_ADJ', 'world_NOUN')",3
104586,"('interesting_ADJ', 'analog_ADJ', 'system_NOUN')",2
80195,"('sun_NOUN', ""'s_PART"", 'equator_NOUN')",2
125041,"('whole_ADJ', 'negative_ADJ', 'incursion_NOUN')",2
104761,"('thing_NOUN', 'get_VERB', 'simpler_NOUN')",2
77295,"('minister_NOUN', ""'s_PART"", 'office_NOUN')",2
91712,"('negative_ADJ', 'white_ADJ', 'space_NOUN')",2
122244,"('switch_ADJ', 'setting_NOUN', 'notice_NOUN')",2
46650,"('teacher_NOUN', ""'s_PART"", 'lounge_NOUN')",2
79260,"('flat_NOUN', 'white_ADP', 'sheet_NOUN')",2
123031,"('voltage_NOUN', 'source_NOUN', 'current_ADJ')",2
123032,"('source_NOUN', 'current_ADJ', 'source_NOUN')",2
106641,"('resistor_NOUN', 'voltage_NOUN', 'source_NOUN')",2
