,trigram,freq
55861,"('Instructor_NOUN', 'Brad_ADJ', 'Osgood_NOUN')",13
47793,"('real_ADJ', 'imag_ADJ', 'x_NOUN')",11
47052,"('complex_ADJ', 'number_NOUN', 'system_NOUN')",10
68187,"('“I_ADJ', '’m_NOUN', 'sorry_NOUN')",9
47791,"('define_NOUN', 'make_VERB', 'real_ADJ')",8
59811,"('minus_NOUN', 'two_NUM', 'pi_NOUN')",7
61514,"('c_ADJ', 'sub_NOUN', '-m_NOUN')",7
57535,"('period_NOUN', 'many_ADJ', 'frequency_NOUN')",7
34590,"('painter_NOUN', ""'s_PART"", 'image_NOUN')",6
85549,"('author_NOUN', ""'s_PART"", 'note_NOUN')",6
68868,"('body_NOUN', 'burning_ADJ', 'Desolate_NOUN')",6
42499,"('x_NOUN', 'entry_ADJ', 'set_NOUN')",6
46963,"('datum_NOUN', 'direct_VERB', 'programming_NOUN')",6
31493,"('sum_NOUN', 'od_ADJ', 'square_NOUN')",6
47586,"('part_NOUN', 'z1_NUM', 'real_ADJ')",5
48444,"('else_ADJ', 'error_NOUN', 'unknown_ADJ')",5
40398,"('derfourth_ADJ', ""'_X"", 'x_ADJ')",5
90220,"('mile_NOUN', 'per_ADP', 'hour_NOUN')",5
51316,"('number_NOUN', 'scheme_NOUN', 'number_NOUN')",5
51315,"('scheme_ADJ', 'number_NOUN', 'scheme_NOUN')",5
56210,"('general_ADJ', 'periodic_ADJ', 'phenomena_NOUN')",5
76478,"('free_ADJ', 'late_ADJ', 'day_NOUN')",5
31101,"('tree_NOUN', 'car_ADJ', 'tree_NOUN')",4
35632,"('coord_ADJ', 'map_NOUN', 'frame_NOUN')",4
35631,"('frome_ADJ', 'coord_ADJ', 'map_NOUN')",4
80742,"('finger_NOUN', 'get_VERB', 'burnt_NOUN')",4
47628,"('complex_ADJ', 'number_NOUN', 'package_NOUN')",4
47583,"('imag_NOUN', '+_SYM', 'real_ADJ')",4
62156,"('minus_ADJ', 'two_NUM', 'pi_NOUN')",4
46992,"('datum_NOUN', 'direct_VERB', 'style_NOUN')",4
42467,"('left_ADJ', 'branch_NOUN', 'tree_NOUN')",4
36283,"('transform_NOUN', 'painter_NOUN', 'painter_NOUN')",4
61253,"('c_ADJ', 'sub-k_ADJ', 'e_NOUN')",4
33456,"('pair_NOUN', 'cadr_ADJ', 'pair_NOUN')",4
81512,"('friend_NOUN', 'come_VERB', 'around_NOUN')",4
49269,"('operation_NOUN', 'and-type_ADJ', 'table_NOUN')",4
48283,"('imag_ADJ', 'part_NOUN', 'rectangular_ADJ')",4
100872,"('mister_NOUN', 'N_VERB', 'land_NOUN')",4
48445,"('error_NOUN', 'unknown_ADJ', 'type_NOUN')",4
33455,"('car_ADJ', 'pair_NOUN', 'cadr_ADJ')",4
30582,"('list_NOUN', '1_NUM', 'list_NOUN')",4
51623,"('complex_ADJ', 'complex_NOUN', 'lambdum_NOUN')",4
48799,"('generic_ADJ', 'interface_NOUN', 'procedure_NOUN')",4
30584,"('list_NOUN', '2_NUM', 'list_NOUN')",4
49405,"('tag_ADJ', 'x_NOUN', 'attach-tag_ADJ')",4
49404,"('define_NOUN', 'tag_ADJ', 'x_NOUN')",4
42506,"('left_ADJ', 'branch_ADJ', 'set_NOUN')",3
42514,"('right_ADJ', 'branch_NOUN', 'set_NOUN')",3
50163,"('employee_NOUN', ""'s_PART"", 'record_NOUN')",3
50216,"('division_NOUN', ""'_PART"", 'file_NOUN')",3
49592,"('ang_NOUN', ""'_PART"", 'polar_NOUN')",3
49675,"('generic_ADJ', 'op_NOUN', 'arg_NOUN')",3
49673,"('define_NOUN', 'apply_ADV', 'generic_ADJ')",3
43752,"('fix_ADJ', 'length_NOUN', 'code_NOUN')",3
55289,"('combination_NOUN', 'send_VERB', 'shiver_NOUN')",3
67998,"('equal_ADJ', 'sign_NOUN', 'mean_NOUN')",3
49704,"('list_NOUN', 'op_ADP', 'type_NOUN')",3
91947,"('whale_NOUN', 'sperm_NOUN', 'whale_NOUN')",3
51521,"('rational_NOUN', 'lambdum_ADP', 'x_ADJ')",3
40306,"('x_NOUN', 'car_ADJ', 'x_NOUN')",3
62263,"('important_ADJ', 'first_ADJ', 'step_NOUN')",3
51474,"('denom_ADJ', 'x_NOUN', 'denom_NOUN')",3
92507,"('time_NOUN', 'greater_ADJ', 'pressure_NOUN')",3
51344,"('number_NOUN', 'lambdum_ADP', 'x_ADJ')",3
39708,"('symbolic_ADJ', 'differentiation_NOUN', 'program_NOUN')",3
52122,"('number_NOUN', 'rational_ADJ', 'number_NOUN')",3
40063,"('define_NOUN', 'derfourth_ADJ', 'exp_NOUN')",3
40064,"('derfourth_ADJ', 'exp_NOUN', 'var_NOUN')",3
40066,"('var_NOUN', 'cond_VERB', 'number_NOUN')",3
50604,"('generic_ADJ', 'arithmetic_ADJ', 'operation_NOUN')",3
65467,"('mean_ADJ', 'square_NOUN', 'convergence_NOUN')",3
41280,"('x_NOUN', 'car_ADJ', 'set_NOUN')",3
41286,"('x_NOUN', 'cdr_ADJ', 'set_NOUN')",3
51133,"('generic_ADJ', 'arithmetic_ADJ', 'system_NOUN')",3
41222,"('list_NOUN', 'one_NUM', 'way_NOUN')",3
31231,"('higher_ADJ', 'order_NOUN', 'procedure_NOUN')",3
41396,"('intersection_NOUN', 'set_NOUN', 'cdr_NOUN')",3
48278,"('real_ADJ', 'part_NOUN', 'rectangular_ADJ')",3
48277,"('define_NOUN', 'real_ADJ', 'part_NOUN')",3
48330,"('real_ADJ', 'part_ADJ', 'polar_NOUN')",3
48332,"('polar_NOUN', 'z_PROPN', 'magnitude_ADJ')",3
47510,"('imag_NOUN', 'real_ADJ', 'part_NOUN')",3
47789,"('part_NOUN', 'z_PROPN', 'define_NOUN')",3
47509,"('real_ADJ', 'imag_NOUN', 'real_ADJ')",3
31811,"('sign_ADJ', 'flow_NOUN', 'structure_NOUN')",3
69887,"('quality_NOUN', 'control_NOUN', 'team_NOUN')",3
47029,"('sub-complex_ADJ', 'mul_ADJ', 'complex_NOUN')",3
47875,"('complex_ADJ', 'sub-complex_ADJ', 'mul_ADJ')",3
47125,"('generic_ADJ', 'arithmetic_ADJ', 'package_NOUN')",3
72025,"('good_ADJ', 'software_ADJ', 'engineer_NOUN')",3
72168,"('good_ADJ', 'essay_NOUN', 'writer_NOUN')",3
49442,"('tag_NOUN', 'make_VERB', 'real_ADJ')",3
49437,"('imag_NOUN', ""'_PART"", 'rectangular_NOUN')",3
49392,"('internal_ADJ', 'procedure_NOUN', 'define_NOUN')",3
49391,"('package_NOUN', 'internal_ADJ', 'procedure_NOUN')",3
49403,"('system_NOUN', 'define_NOUN', 'tag_ADJ')",3
54527,"('humanity_NOUN', 'good_PROPN', 'bye_NOUN')",3
31509,"('sum_ADJ', 'od_ADJ', 'square_NOUN')",3
58769,"('simple_ADJ', 'build_VERB', 'block_NOUN')",3
33874,"('k_ADJ', '1_NUM', 'queen_NOUN')",3
77675,"('honor_NOUN', 'code_ADP', 'violation_NOUN')",3
34944,"('right_ADJ', 'split_NOUN', 'painter_NOUN')",3
35001,"('corner_ADJ', 'split_NOUN', 'painter_NOUN')",3
36323,"('painter_NOUN', 'transform_NOUN', 'painter_NOUN')",3
47619,"('define_NOUN', 'dfourth_ADJ', '-complex_NOUN')",2
51688,"('define_NOUN', 'make_VERB', 'complex_ADJ')",2
51690,"('complex_ADJ', 'from-_X', 'real_ADJ')",2
34583,"('new_ADJ', 'compound_ADJ', 'painter_NOUN')",2
47605,"('define_NOUN', 'mul_ADJ', 'complex_NOUN')",2
51644,"('imag_NOUN', ""'_PART"", 'complex_NOUN')",2
47767,"('define_NOUN', 'imag_ADJ', 'part_NOUN')",2
30828,"('right_NOUN', 'list_VERB', 'left_ADJ')",2
69289,"('talkin_ADJ', 'danger_NOUN', 'baby_NOUN')",2
9697,"('Carlisle_NOUN', ""'s_PART"", 'voice_NOUN')",2
47846,"('angle_ADJ', 'z_PROPN', 'define_NOUN')",2
47874,"('add_ADJ', 'complex_ADJ', 'sub-complex_ADJ')",2
85701,"('High_NOUN', 'Arctic_ADJ', 'region_NOUN')",2
46748,"('polar_ADJ', 'form_NOUN', 'magnitude_NOUN')",2
46740,"('rectangular_ADJ', 'form_NOUN', 'real_ADJ')",2
46983,"('complex_ADJ', 'number_NOUN', 'example_NOUN')",2
46630,"('sub-rat_ADJ', 'mul_ADJ', 'rat_NOUN')",2
46628,"('arithmetic_NOUN', 'add-rat_ADV', 'sub-rat_ADJ')",2
35437,"('frame_NOUN', ""'s_PART"", 'origin_NOUN')",2
46652,"('datum_NOUN', 'abstraction_NOUN', 'barrier_NOUN')",2
35325,"('vert_NOUN', 'identity_NOUN', 'flip_ADJ')",2
35326,"('identity_NOUN', 'flip_ADJ', 'vert_NOUN')",2
69912,"('possible_ADJ', 'test_NOUN', 'case_NOUN')",2
34943,"('define_NOUN', 'right_ADJ', 'split_NOUN')",2
80986,"('sun_ADJ', 'deep_NOUN', 'velvet_NOUN')",2
34721,"('wave_NOUN', 'flip_VERB', '-vert_ADJ')",2
47463,"('real_ADJ', 'part_NOUN', 'imag_ADJ')",2
47227,"('number_NOUN', 'complex_ADJ', 'number_NOUN')",2
14813,"('little_ADJ', 'metal_ADJ', 'corner_NOUN')",2
29995,"('square_NOUN', 'list_NOUN', 'procedure_NOUN')",2
49682,"('arg_NOUN', 'let_VERB', 'proc_NOUN')",2
49679,"('type-tag_NOUN', 'map_ADP', 'type-tag_ADJ')",2
49677,"('arg_NOUN', 'let_VERB', 'type-tag_NOUN')",2
11891,"('favorite_NOUN', 'crook_VERB', 'smile_NOUN')",2
49692,"('proc_NOUN', 'map_ADP', 'content_NOUN')",2
49690,"('proc_ADJ', 'apply_ADJ', 'proc_NOUN')",2
67911,"('question_NOUN', 'Student_NOUN', 'Inaudible_ADJ')",2
30011,"('define_NOUN', 'iter_SCONJ', 'thing_NOUN')",2
30009,"('list_NOUN', 'item_NOUN', 'define_NOUN')",2
49654,"('argument_NOUN', 'apply_ADV', 'generic_ADJ')",2
49574,"('part_NOUN', ""'_X"", 'polar_NOUN')",2
32215,"('square_NOUN', 'filter_ADJ', 'odd_NOUN')",2
32214,"('map_NOUN', 'square_NOUN', 'filter_ADJ')",2
102486,"('twenty_NOUN', 'four_NUM', 'hour_NOUN')",2
50139,"('division_NOUN', ""'s_PART"", 'personnel_NOUN')",2
66924,"('jump_NOUN', 'Instructor_NOUN', 'Brad_ADJ')",2
48484,"('number_NOUN', 'arithmetic_ADJ', 'operation_NOUN')",2
30397,"('list_NOUN', 'x_NUM', 'x_NOUN')",2
81410,"('humor_NOUN', ""'s_PART"", 'void_NOUN')",2
81398,"('Conversation_NOUN', ""'s_PART"", 'get_NOUN')",2
48483,"('complex_ADJ', 'number_NOUN', 'arithmetic_ADJ')",2
48303,"('real_ADJ', 'rectangular_ADJ', 'x_NOUN')",2
51466,"('numer_ADJ', 'x_NOUN', 'denom_NOUN')",2
48301,"('rectangular_ADJ', 'z_PROPN', 'real_ADJ')",2
48295,"('rectangular_ADJ', 'z_PROPN', 'define_NOUN')",2
51473,"('x_NOUN', 'denom_ADJ', 'x_NOUN')",2
48315,"('attach-tag_ADJ', ""'_PART"", 'rectangular_ADJ')",2
48466,"('content_NOUN', 'z_PROPN', 'polar_NOUN')",2
48338,"('polar_NOUN', 'z_PROPN', 'define_NOUN')",2
48340,"('imag_ADJ', 'part_ADJ', 'polar_NOUN')",2
48359,"('mag_ADJ', 'ang_ADJ', 'polar_NOUN')",2
81609,"('yeah_NOUN', 'All_DET', 'right_NOUN')",2
51321,"('scheme_NOUN', 'number_NOUN', 'package_NOUN')",2
33917,"('k_NOUN', '1_NUM', 'column_NOUN')",2
32038,"('filter_ADJ', 'predicate_NOUN', 'cdr_ADJ')",2
32039,"('predicate_NOUN', 'cdr_ADJ', 'sequence_NOUN')",2
81517,"('friend_NOUN', 'gonnon_ADP', 'get_NOUN')",2
34061,"('interval_ADJ', '1_NUM', 'board_ADJ')",2
41801,"('false_NOUN', '=_SYM', 'x_NOUN')",2
41798,"('define_NOUN', 'of-set_VERB', 'x_ADJ')",2
93624,"('pacific_ADJ', 'high_ADJ', 'sea_NOUN')",2
41377,"('procedure_NOUN', 'define_X', 'intersection_NOUN')",2
73857,"('class_NOUN', 'web_NOUN', 'page_NOUN')",2
42883,"('right_ADJ', 'branch_ADJ', 'tree_NOUN')",2
42877,"('tree_NOUN', 'con_VERB', 'entry_ADJ')",2
37931,"('Horner_NOUN', ""'s_PART"", 'rule_NOUN')",2
78138,"('honor_NOUN', 'code_ADP', 'case_NOUN')",2
43091,"('left_ADJ', 'elt_NOUN', 'right_ADJ')",2
42609,"('set_NOUN', 'cond_NOUN', 'null_NOUN')",2
42608,"('x_ADJ', 'set_NOUN', 'cond_NOUN')",2
77999,"('honor_ADJ', 'code_NOUN', 'violation_NOUN')",2
42475,"('tree_NOUN', 'caddr_ADJ', 'tree_NOUN')",2
42473,"('right_ADJ', 'branch_NOUN', 'tree_NOUN')",2
42471,"('tree_NOUN', 'define_X', 'right_ADJ')",2
42469,"('tree_NOUN', 'cadr_ADJ', 'tree_NOUN')",2
42468,"('branch_NOUN', 'tree_NOUN', 'cadr_ADJ')",2
42513,"('x_NOUN', 'right_ADJ', 'branch_NOUN')",2
42508,"('set_NOUN', '>_SYM', 'x_NOUN')",2
42505,"('x_NOUN', 'left_ADJ', 'branch_ADJ')",2
42504,"('set_NOUN', 'x_NOUN', 'left_ADJ')",2
42502,"('entry_ADJ', 'set_NOUN', 'set_NOUN')",2
40113,"('unknown_ADJ', 'expression_NOUN', 'type_NOUN')",2
40111,"('else_ADJ', 'error_CCONJ', 'unknown_ADJ')",2
40108,"('var_NOUN', 'multiplicand_ADJ', 'exp_NOUN')",2
31103,"('tree_NOUN', 'factor_NOUN', 'scale_ADJ')",2
40107,"('exp_NOUN', 'var_NOUN', 'multiplicand_ADJ')",2
40106,"('multiply_ADJ', 'exp_NOUN', 'var_NOUN')",2
40105,"('derfourth_ADJ', 'multiply_ADJ', 'exp_NOUN')",2
40089,"('augend_ADJ', 'exp_NOUN', 'var_NOUN')",2
40088,"('derfourth_ADJ', 'augend_ADJ', 'exp_NOUN')",2
40087,"('var_NOUN', 'derfourth_ADJ', 'augend_ADJ')",2
40086,"('exp_NOUN', 'var_NOUN', 'derfourth_ADJ')",2
40085,"('addend_ADJ', 'exp_NOUN', 'var_NOUN')",2
40084,"('derfourth_ADJ', 'addend_ADJ', 'exp_NOUN')",2
40083,"('sum_NOUN', 'derfourth_ADJ', 'addend_ADJ')",2
40090,"('exp_NOUN', 'var_NOUN', 'product_NOUN')",2
40104,"('product_NOUN', 'derfourth_ADJ', 'multiply_ADJ')",2
40102,"('var_NOUN', 'make_VERB', 'product_NOUN')",2
40097,"('multiply_ADJ', 'exp_NOUN', 'derfourth_ADJ')",2
40096,"('product_NOUN', 'multiply_ADJ', 'exp_NOUN')",2
40095,"('make_ADJ', 'product_NOUN', 'multiply_ADJ')",2
40094,"('sum_NOUN', 'make_ADJ', 'product_NOUN')",2
31104,"('factor_NOUN', 'scale_ADJ', 'tree_NOUN')",2
91905,"('sheet_NOUN', 'iron_ADJ', 'plate_NOUN')",2
40293,"('list_NOUN', 'whose_PRON', 'first_ADJ')",2
40275,"('define_NOUN', 'make_VERB', 'sum_NOUN')",2
31106,"('tree_NOUN', 'cdr_ADJ', 'tree_NOUN')",2
40305,"('pair_NOUN', 'x_NOUN', 'car_ADJ')",2
31054,"('tree_NOUN', 'whose_PRON', 'leafe_NOUN')",2
31086,"('scale-tree_ADJ', 'tree_NOUN', 'factor_NOUN')",2
40075,"('variable_ADJ', 'exp_ADP', 'var_NOUN')",2
39902,"('rational_ADJ', 'number_NOUN', 'implementation_NOUN')",2
92656,"('ship_NOUN', ""'s_PART"", 'hull_NOUN')",2
41285,"('element-of-set_ADJ', 'x_NOUN', 'cdr_ADJ')",2
41284,"('else_ADJ', 'element-of-set_ADJ', 'x_NOUN')",2
92829,"('branch_NOUN', 'Vertebrata_PROPN', 'class_NOUN')",2
38915,"('compound_ADJ', 'datum_NOUN', 'object_NOUN')",2
41272,"('element-of-set_ADJ', 'x_ADJ', 'set_NOUN')",2
92238,"('thirty_NOUN', 'two_NUM', 'foot_NOUN')",2
92301,"('body_NOUN', ""'s_PART"", 'surface_NOUN')",2
35973,"('frame_ADJ', 'coordinate_ADJ', 'map_NOUN')",2
72094,"('software_ADJ', 'engineering_NOUN', 'principles_NOUN')",2
31494,"('od_ADJ', 'square_NOUN', 'tree_NOUN')",2
96529,"('revolution_NOUN', 'per_ADP', 'minute_NOUN')",2
36303,"('new_ADJ', 'origin_NOUN', 'sub-vect_ADJ')",2
45039,"('leaf_NOUN', 'next_ADJ', 'branch_NOUN')",2
36382,"('painter_NOUN', 'make_ADJ', 'vect_NOUN')",2
44978,"('generic_ADJ', 'procedure_NOUN', 'procedure_NOUN')",2
36381,"('painter_NOUN', 'painter_NOUN', 'make_ADJ')",2
45025,"('bit_NOUN', 'current_ADJ', 'branch_NOUN')",2
46198,"('chapter_NOUN', '3_NUM', 'section_NOUN')",2
