,trigram,freq
87891,"('thing_NOUN', 'spirit_PROPN', 'move_NOUN')",16
34523,"('normal_ADJ', 'order_NOUN', 'evaluation_NOUN')",8
48607,"('half_ADJ', 'interval_ADJ', 'method_NOUN')",8
34546,"('applicative_ADJ', 'order_NOUN', 'evaluation_NOUN')",7
61351,"('“I_ADJ', '’m_NOUN', 'sorry_NOUN')",6
40584,"('tree_NOUN', 'recursive_ADJ', 'process_NOUN')",6
35972,"('guess_NOUN', 'sqrt_ADJ', 'iter_NOUN')",6
35968,"('good_ADJ', 'enough_ADV', 'guess_NOUN')",6
43213,"('Euclid_NOUN', ""'s_PART"", 'Algorithm_NOUN')",5
35970,"('guess_NOUN', 'x_NUM', 'guess_NOUN')",4
49381,"('x_NOUN', 'fix_VERB', 'point_NOUN')",4
36066,"('good_ADJ', 'enough_ADV', 'guess_ADJ')",4
48108,"('define_NOUN', 'f_SCONJ', 'x_ADJ')",4
35999,"('average_ADJ', 'guess_NOUN', 'x_ADJ')",4
80620,"('rewind_NOUN', ""'_PART"", 'cause_NOUN')",4
35974,"('iter_NOUN', 'improve_VERB', 'guess_NOUN')",4
36000,"('guess_NOUN', 'x_ADJ', 'guess_NOUN')",4
39460,"('linear_ADJ', 'recursive_ADJ', 'process_NOUN')",4
36482,"('square_NOUN', '-roet_PART', 'procedure_NOUN')",4
36427,"('square_NOUN', '-root_PART', 'procedure_NOUN')",4
87867,"('unfolding_NOUN', 'I_AUX', 'faith_ADJ')",4
31861,"('powerful_ADJ', 'programming_NOUN', 'language_NOUN')",4
25387,"('Hey_NOUN', 'big_ADJ', 'romancer_NOUN')",4
25386,"('oho_NOUN', 'Hey_NOUN', 'big_ADJ')",4
25385,"('oho_ADJ', 'oho_NOUN', 'Hey_NOUN')",4
25384,"('dancer_NOUN', 'oho_ADJ', 'oho_NOUN')",4
25383,"('midnight_ADJ', 'dancer_NOUN', 'oho_ADJ')",4
46840,"('higher_ADJ', 'order_NOUN', 'procedure_NOUN')",4
34776,"('x_NOUN', '0_NUM', 'x_NOUN')",4
35964,"('-iter_ADJ', 'guess_NOUN', 'x_NOUN')",4
63848,"('“I_ADJ', '’m_NOUN', 'fine_NOUN')",4
9160,"('lion_NOUN', '’s_DET', 'share_NOUN')",3
36721,"('good_ADJ', 'enough_ADV', 'procedure_NOUN')",3
37381,"('x_NOUN', 'define_NOUN', 'good_ADJ')",3
11144,"('da_NOUN', 'da_ADP', 'da_NOUN')",3
35998,"('x_NOUN', 'average_ADJ', 'guess_NOUN')",3
35997,"('guess_ADJ', 'x_NOUN', 'average_ADJ')",3
43653,"('Fermat_NOUN', ""'s_PART"", 'little_ADJ')",3
48768,"('point_NOUN', 'po_NOUN', 'point_NOUN')",3
49334,"('fix_ADJ', 'point_NOUN', 'search_NOUN')",3
35976,"('guess_NOUN', 'x_NUM', 'x_NOUN')",3
34935,"('absolute_ADJ', 'value_NOUN', 'procedure_NOUN')",3
36094,"('define_NOUN', 'sqrt_ADJ', 'x_NOUN')",3
14011,"('software_ADJ', 'life_NOUN', 'cycle_NOUN')",3
47240,"('x_NOUN', '1.0_NUM', 'x_NOUN')",3
82048,"('nobody_NOUN', ""'s_PART"", 'home_NOUN')",3
1017,"('woman_ADJ', 'wait_NOUN', 'watch_NOUN')",3
1002,"('heave_NOUN', ""'s_PART"", 'gate_NOUN')",3
45070,"('nontrivial_ADJ', 'square_NOUN', 'root_NOUN')",3
82140,"('inside._NOUN', 'oh_ADP', 'oh_ADJ')",2
36846,"('x_NOUN', '+_SYM', 'x_NOUN')",2
41348,"('first_ADJ', 'denomination_NOUN', 'kind_NOUN')",2
82138,"('inside_NOUN', 'lost_ADJ', 'inside._NOUN')",2
82194,"('heart_NOUN', ""'s_PART"", 'pound_NOUN')",2
82137,"('lost_ADJ', 'inside_NOUN', 'lost_ADJ')",2
54746,"('teacher_NOUN', 'mister_NOUN', 'Varner_NOUN')",2
37370,"('procedure_NOUN', 'define_X', 'sqrt_ADJ')",2
50954,"('many_ADJ', 'different_ADJ', 'name_NOUN')",2
37529,"('sqrt_ADJ', 'x_NOUN', 'define_NOUN')",2
9314,"('master_NOUN', '’s_ADP', 'degree_NOUN')",2
8815,"('master_NOUN', '’s_DET', 'degree_NOUN')",2
80395,"('inevitable_ADJ', 'return_NOUN', 'baby_NOUN')",2
39659,"('linear_ADJ', 'iterative_ADJ', 'process_NOUN')",2
39697,"('product_NOUN', '+_SYM', 'counter_NOUN')",2
39695,"('iter_NOUN', 'counter_ADJ', 'product_NOUN')",2
39686,"('counter_ADJ', 'max_ADJ', 'count_NOUN')",2
