,trigram,freq
5157,"('jolt_NOUN', 'jiggelty_ADJ', 'jolt_NOUN')",10
1784,"('Earth_NOUN', ""'s_PART"", 'surface_NOUN')",5
5158,"('jiggelty_ADJ', 'jolt_NOUN', 'jiggelty_ADJ')",5
80012,"('brown_ADJ', 'ey_VERB', 'girl_ADJ')",4
80014,"('girl_ADJ', 'turn_NOUN', 'blue_NOUN')",4
111828,"('old_ADJ', 'mrs_NOUN', 'Theobald_NOUN')",4
93165,"('time_NOUN', 'said_VERB', 'mrs_NOUN')",3
80467,"('trouper_NOUN', 'try_VERB', 'hard_ADJ')",3
80340,"('lovin_NOUN', ""'_X"", 'honey_NOUN')",3
50287,"('haunt_NOUN', 'dismember_VERB', 'constellation_NOUN')",3
4987,"('easy_ADJ', ""'_PART"", 'cause_NOUN')",3
89383,"('international_ADJ', 'Magical_ADJ', 'cooperation_NOUN')",3
444,"('overall_ADJ', 'audience_NOUN', 'share_NOUN')",3
728,"('minute_NOUN', 'per_ADP', 'week_NOUN')",3
133492,"('man_NOUN', ""'s_PART"", 'house_NOUN')",2
148969,"('nearest_ADJ', 'way_NOUN', 'home_NOUN')",2
88060,"('Weasley_NOUN', ""'s_PART"", 'letter_NOUN')",2
16743,"('authorized_ADJ', 'power_NOUN', 'vehicle_NOUN')",2
89022,"('living_ADJ', 'room_NOUN', 'door_NOUN')",2
155436,"('delicious_ADJ', 'little_ADJ', 'fruit_NOUN')",2
130575,"('miss_ADJ', 'Abbott_NOUN', 'mrs_NOUN')",2
97731,"('time_NOUN', 'say_VERB', 'mister_NOUN')",2
74951,"('“I_ADJ', '’ve_ADJ', 'heard_NOUN')",2
96276,"('magic_ADJ', 'Reversal_PROPN', 'Squad_NOUN')",2
105769,"('green_ADJ', 'clad_NOUN', 'supporter_NOUN')",2
139012,"('eye_NOUN', 'go_VERB', 'wander_NOUN')",2
107973,"('breast_NOUN', 'beat_VERB', 'heart_NOUN')",2
29,"('television_NOUN', ""'s_PART"", 'share_NOUN')",2
27275,"('basic_ADJ', 'doxy_NOUN', 'training_NOUN')",2
63072,"('man_NOUN', '’s_DET', 'finger_NOUN')",2
108368,"('set-top_NOUN', ""'s_PART"", 'HDMI_ADJ')",2
63389,"('card_NOUN', 'fifth_ADJ', 'fifth_ADJ')",2
60076,"('house_NOUN', 'every_DET', 'night_NOUN')",2
85660,"('common_ADJ', 'Magical_ADJ', 'Ailment_NOUN')",2
148376,"('father_NOUN', ""'s_PART"", 'death_NOUN')",2
33345,"('family_NOUN', ""'s_PART"", 'wealth_NOUN')",2
1452,"('whole_ADJ', 'night_NOUN', 'throtch_NOUN')",2
31888,"('thousand_NOUN', 'Ennzedd_PROPN', 'dollar_NOUN')",2
3517,"('angry_ADJ', 'young_ADJ', 'man_NOUN')",2
80472,"('Gary_ADJ', 'Cooper_NOUN', 'super_ADJ')",2
80473,"('Cooper_NOUN', 'super_ADJ', 'duper_NOUN')",2
80475,"('duper_NOUN', 'come_DET', 'let_NOUN')",2
80477,"('let_NOUN', ""'s_PART"", 'mix_NOUN')",2
3466,"('little_ADJ', 'baby_NOUN', 'child_NOUN')",2
7259,"('little_ADJ', 'black_NOUN', 'thing_NOUN')",2
7370,"('window_NOUN', 'every_DET', 'morning_NOUN')",2
7527,"('little_ADJ', 'old_ADJ', 'thing_NOUN')",2
8243,"('casual_ADJ', 'game_NOUN', 'developer_NOUN')",2
8296,"('object_NOUN', 'time_NOUN', 'management_NOUN')",2
82444,"('lord_NOUN', 'say_VERB', 'Wormtail_NOUN')",2
90838,"('Weasley_NOUN', ""'s_PART"", 'voice_NOUN')",2
50312,"('old_ADJ', 'skipping_NOUN', 'record_NOUN')",2
4787,"('poor_ADJ', 'miserable_ADJ', 'stick_NOUN')",2
4211,"('beautiful_ADJ', 'red_ADJ', 'cow_NOUN')",2
82162,"('man_NOUN', ""'s_PART"", 'voice_NOUN')",2
81832,"('hot_ADJ', 'water_NOUN', 'bottle_NOUN')",2
129563,"('picture_NOUN', 'post_NOUN', 'card_NOUN')",2
156254,"('baby_NOUN', ""'s_PART"", 'lip_NOUN')",2
10095,"('Russian_ADJ', 'prime_ADJ', 'Minister_NOUN')",2
10303,"('prime_ADJ', 'minister_NOUN', 'mister_NOUN')",2
110231,"('wife_NOUN', 'Theresa_PROPN', 'less_ADJ')",1
110294,"('everybody_NOUN', ""'s_PART"", 'laughing_NOUN')",1
110496,"('judicial_ADJ', 'system_NOUN', 'confession_NOUN')",1
110495,"('British_ADJ', 'judicial_ADJ', 'system_NOUN')",1
