,trigram,freq
148458,"('king_NOUN', ""'s_PART"", 'attorney_NOUN')",12
3484,"('father_NOUN', ""'s_PART"", 'house_NOUN')",8
4070,"('rosy_ADJ', 'finger_VERB', 'Dawn_NOUN')",8
19,"('please_ADJ', 'visit_NOUN', 'librivox.org_NOUN')",8
205695,"('water_NOUN', ""'s_PART"", 'edge_NOUN')",6
87082,"('captain_NOUN', ""'s_PART"", 'cabin_NOUN')",6
182169,"('lord_NOUN', ""'s_PART"", 'Prayer_NOUN')",6
217580,"('young_ADJ', 'pine_NOUN', 'tree_NOUN')",6
165642,"('Emperor_NOUN', ""'s_PART"", 'daughter_NOUN')",6
166077,"('weg_NOUN', 'weg_NOUN', 'weg_NOUN')",6
166076,"('ist_ADJ', 'weg_NOUN', 'weg_NOUN')",6
240764,"('Capulet_NOUN', ""'s_PART"", 'house_NOUN')",5
239964,"('Exeunt_NOUN', 'Scene_PROPN', 'second_ADJ')",5
191854,"('new_ADJ', 'York_NOUN', 'Herald_NOUN')",5
175727,"('brown_ADJ', 'field_NOUN', 'bird_NOUN')",4
218348,"('deep_ADJ', 'blue_NOUN', 'sky_NOUN')",4
23007,"('sun_NOUN', ""'s_PART"", 'ray_NOUN')",4
170181,"('heart_NOUN', 'canst_ADP', 'see_NOUN')",4
170179,"('man_NOUN', ""'s_PART"", 'heart_NOUN')",4
186516,"('old_ADJ', 'female_ADJ', 'robber_NOUN')",4
185420,"('gentleman_NOUN', ""'s_PART"", 'gentleman_NOUN')",4
180597,"('man_NOUN', ""'s_PART"", 'mind_NOUN')",4
181245,"('winter_NOUN', ""'s_PART"", 'night_NOUN')",4
141970,"('half_ADJ', 'open_ADJ', 'door_NOUN')",4
141982,"('Dante_NOUN', ""'_PART"", 'father_NOUN')",4
140170,"('poor_ADJ', 'Captain_PROPN', 'leclere_NOUN')",4
146029,"('understand_NOUN', 'say_VERB', 'Danglars_NOUN')",4
244243,"('Capulet_NOUN', ""'s_PART"", 'orchard_NOUN')",4
233479,"('Regent_NOUN', ""'s_PART"", 'Park_NOUN')",4
164492,"('faithful_ADJ', 'old_ADJ', 'minister_NOUN')",4
102999,"('day_NOUN', ""'s_PART"", 'work_NOUN')",3
28968,"('proper_NOUN', 'orthodox_NOUN', 'respectable_ADJ')",3
19443,"('man_NOUN', ""'s_PART"", 'eye_NOUN')",3
25099,"('good_ADJ', 'looke_VERB', 'young_ADJ')",3
113985,"('man_NOUN', ""'s_PART"", 'life_NOUN')",3
46965,"('high_ADJ', 'pitch_VERB', 'voice_NOUN')",3
68927,"('poor_ADJ', 'little_ADJ', 'thing_NOUN')",3
63747,"('mis_ADJ', ""'ess_NOUN"", 'Yeobright_NOUN')",3
197869,"('river_NOUN', ""'s_PART"", 'mouth_NOUN')",3
36314,"('year_NOUN', ""'s_PART"", 'end_NOUN')",3
258198,"('heart_NOUN', ""'s_PART"", 'ease_NOUN')",3
229964,"('twenty_NOUN', 'four_NUM', 'hour_NOUN')",3
251810,"('Prince_NOUN', ""'s_PART"", 'doom_NOUN')",3
1298,"('many_ADJ', 'good_ADJ', 'thing_NOUN')",3
1352,"('servant_NOUN', 'poure_VERB', 'water_NOUN')",3
1265,"('beautiful_ADJ', 'golden_ADJ', 'ewer_NOUN')",3
241631,"('Exeunt_NOUN', 'Scene_PROPN', 'fourth_ADJ')",3
275709,"('twelve_NOUN', 'hundred_NUM', 'mile_NOUN')",3
286715,"('pilot_NOUN', ""'s_PART"", 'memory_NOUN')",3
158397,"('criminal_NOUN', 'every_DET', 'word_NOUN')",2
158392,"('deputy_NOUN', ""'s_PART"", 'knowledge_NOUN')",2
158415,"('man_NOUN', 'simple_ADJ', 'natural_ADJ')",2
157123,"('mother_NOUN', 'murmure_VERB', 'Renee_NOUN')",2
157121,"('state_NOUN', 'O_ADJ', 'mother_NOUN')",2
158457,"('stern_ADJ', 'accent_NOUN', 'Dante_NOUN')",2
158459,"('Dante_NOUN', 'seem_VERB', 'full_ADJ')",2
158301,"('opinion_NOUN', 'reply_VERB', 'Dantes_NOUN')",2
233941,"('brother_NOUN', ""'s_PART"", 'fellow_NOUN')",2
158757,"('eyes_NOUN', 'shot_PART', 'forth_NOUN')",2
158755,"('man_NOUN', ""'s_PART"", 'eyes_NOUN')",2
158839,"('father_NOUN', 'speak_PROPN', 'monsieur_NOUN')",2
157004,"('hero_NOUN', 'prive_VERB', 'correct_ADJ')",2
233760,"('work_NOUN', 'kill_VERB', 'sleep_NOUN')",2
233756,"('church_NOUN', 'within_ADP', 'earshot_NOUN')",2
157091,"('betrothal_ADJ', 'sigh_VERB', 'poor_ADJ')",2
157056,"('law_NOUN', ""'s_PART"", 'respectful_ADJ')",2
157046,"('dry_NOUN', 'bony_DET', 'hand_NOUN')",2
158670,"('worthy_ADJ', 'young_ADJ', 'man_NOUN')",2
157717,"('deputy_NOUN', ""'s_PART"", 'ear_NOUN')",2
157633,"('magistrate_NOUN', 'lay_VERB', 'emphasis_NOUN')",2
157782,"('present_ADJ', 'epoch_NOUN', 'impunity_NOUN')",2
157339,"('father_NOUN', ""'s_PART"", 'death_NOUN')",2
158073,"('age_NOUN', 'continue_VERB', 'Villefort_NOUN')",2
157265,"('high_ADJ', 'official_ADJ', 'situation_NOUN')",2
158019,"('paper_NOUN', 'contain_VERB', 'information_NOUN')",2
158045,"('voluminous_ADJ', 'proportion_NOUN', 'thanks_NOUN')",2
158039,"('hour_NOUN', ""'s_PART"", 'time_NOUN')",2
158145,"('year_NOUN', 'Villefort_PROPN', 'impassive_ADJ')",2
157889,"('high_ADJ', 'forehead_NOUN', 'courage_NOUN')",2
157304,"('considerable_ADJ', 'politic_ADJ', 'influence_NOUN')",2
157921,"('mistrust_ADJ', 'first_ADJ', 'impulse_NOUN')",2
157910,"('Villefort_NOUN', ""'s_PART"", 'first_ADJ')",2
157302,"('family_NOUN', 'possess_VERB', 'considerable_ADJ')",2
157846,"('ante_NOUN', 'chamber_NOUN', 'cast_NOUN')",2
157976,"('politeness_NOUN', 'look_VERB', 'round_NOUN')",2
157992,"('Villefort_NOUN', ""'s_PART"", 'look_NOUN')",2
157990,"('first_ADJ', 'time_NOUN', 'Villefort_NOUN')",2
233832,"('North_ADJ', 'western_ADJ', 'special_ADJ')",2
233833,"('western_ADJ', 'special_ADJ', 'train_NOUN')",2
233514,"('silent_NOUN', 'expectant_ADJ', 'gun_NOUN')",2
160443,"('word_NOUN', 'answer_VERB', 'Dante_NOUN')",2
160445,"('Dante_NOUN', ""'_PART"", 'question_NOUN')",2
160489,"('custom_NOUN', 'house_NOUN', 'officer_NOUN')",2
160064,"('loud_ADJ', 'sound_ADJ', 'behind_NOUN')",2
233560,"('usual_ADJ', 'Sunday-night_ADJ', 'promenader_NOUN')",2
160039,"('thrice_NOUN', 'every_DET', 'blow_NOUN')",2
160264,"('Dante_NOUN', ""'_PART"", 'apprehension_NOUN')",2
160201,"('massy_ADJ', 'oaken_ADJ', 'door_NOUN')",2
160203,"('door_NOUN', 'flew_VERB', 'open_ADJ')",2
160967,"('loyal_ADJ', 'Frenchman_NOUN', 'thought_NOUN')",2
233461,"('quiet_ADJ', 'back_ADJ', 'street_NOUN')",2
161118,"('many_ADJ', 'wild_ADJ', 'legend_NOUN')",2
161113,"('year_NOUN', 'furnish_ADJ', 'food_NOUN')",2
160570,"('prisoner_NOUN', ""'s_PART"", 'first_ADJ')",2
160845,"('Mercede_NOUN', ""'_PART"", 'chamber_NOUN')",2
233477,"('apartment_NOUN', 'near_ADP', 'Regent_NOUN')",2
233665,"('street_NOUN', 'distant_ADJ', 'drumming_NOUN')",2
159422,"('much_ADJ', 'murmure_VERB', 'Villefort_NOUN')",2
233660,"('door_NOUN', 'knocker_NOUN', 'foot_NOUN')",2
158995,"('marshal_NOUN', ""'s_PART"", 'presence_NOUN')",2
159026,"('time_NOUN', 'two_NUM', 'hour_NOUN')",2
158923,"('importance_NOUN', ""'_PART"", ""'I_ADJ"")",2
158925,"(""'I_ADJ"", 'swear_NOUN', 'captain_NOUN')",2
159108,"('leclere_NOUN', ""'s_PART"", 'death_NOUN')",2
233689,"('world_NOUN', 'go_VERB', 'mad_NOUN')",2
159858,"('chair_NOUN', 'Alas_PROPN', 'alas_NOUN')",2
233575,"('many_ADJ', 'silent_ADJ', 'couple_NOUN')",2
159965,"('Dante_NOUN', ""'_PART"", 'right_NOUN')",2
159989,"('corridor_NOUN', 'whose_PRON', 'appearance_NOUN')",2
159900,"('smile_NOUN', 'playe_VERB', 'round_NOUN')",2
159585,"('heave_NOUN', ""'s_PART"", 'name_NOUN')",2
159590,"('unhappy_ADJ', 'young_ADJ', 'man_NOUN')",2
153968,"('stern_NOUN', 'forbidd_VERB', 'eye_NOUN')",2
154100,"('conversation_NOUN', 'Marquise_NOUN', 'marquise_NOUN')",2
154130,"('dry_NOUN', 'politics_NOUN', 'never_ADJ')",2
154131,"('politics_NOUN', 'never_ADJ', 'mind_NOUN')",2
154132,"('never_ADJ', 'mind_NOUN', 'dearest_ADJ')",2
154133,"('mind_NOUN', 'dearest_ADJ', 'mother_NOUN')",2
234275,"('great_ADJ', 'six_NUM', 'million_NOUN')",2
153744,"('century_NOUN', 'religious_ADJ', 'strife_NOUN')",2
153669,"('usurper_NOUN', ""'s_PART"", 'reign_NOUN')",2
153880,"('revivified_ADJ', 'politic_ADJ', 'existence_NOUN')",2
153924,"('universal_ADJ', 'enthusiasm_NOUN', 'glasse_NOUN')",2
153918,"('peace_NOUN', 'love_ADJ', 'King_NOUN')",2
153932,"('l_NOUN', ""'_PART"", 'Anglais_NOUN')",2
154573,"('king_NOUN', ""'s_PART"", 'death_NOUN')",2
154721,"('matter_NOUN', 'wholly_ADV', 'past_ADJ')",2
154620,"('respective_ADJ', 'parent_NOUN', 'underwent_ADJ')",2
154621,"('parent_NOUN', 'underwent_ADJ', 'persecution_NOUN')",2
154669,"('senator_NOUN', 'Dear_ADJ', 'mother_NOUN')",2
154328,"('mercy_NOUN', ""'s_PART"", 'sake_NOUN')",2
154229,"('harsh_ADJ', 'dry_NOUN', 'feature_NOUN')",2
154241,"('woman_NOUN', ""'s_PART"", 'nature_NOUN')",2
154417,"('king_NOUN', 'within_ADP', 'reach_NOUN')",2
152985,"('hypocrite_NOUN', 'murmure_VERB', 'Danglars_NOUN')",2
152976,"('ship_NOUN', ""'s_PART"", 'owner_NOUN')",2
152890,"('reply_NOUN', 'M._PROPN', 'Morrel_NOUN')",2
152998,"('noble_ADJ', 'heart_VERB', 'young_ADJ')",2
153021,"('next_ADJ', 'three_NUM', 'month_NOUN')",2
152651,"('heart_NOUN', 'reply_VERB', 'Danglar_NOUN')",2
152698,"('half_ADJ', 'faint_VERB', 'man_NOUN')",2
152597,"('caution_NOUN', 'supplant_VERB', 'generosity_NOUN')",2
152620,"('sure_ADJ', 'answer_VERB', 'Danglars_NOUN')",2
153606,"('second_ADJ', 'marriage_NOUN', 'feast_NOUN')",2
234327,"('cab_NOUN', 'flaunt_VERB', 'unextinguished_ADJ')",2
234318,"('street_NOUN', 'Sickly_ADV', 'yellow_ADJ')",2
153119,"('freight_NOUN', 'private_ADJ', 'misfortunes_NOUN')",2
156243,"('contrary_NOUN', 'place_VERB', 'considerable_ADJ')",2
156425,"('offender_NOUN', 'poor_ADJ', 'debtor_NOUN')",2
156171,"('majesty_NOUN', ""'s_PART"", 'principal_ADJ')",2
156407,"('part_NOUN', 'dear_ADJ', 'mother_NOUN')",2
156004,"('angel_NOUN', 'Dear_PROPN', 'good_ADJ')",2
156117,"('warm_NOUN', 'decided_ADJ', 'preference_NOUN')",2
156056,"('father_NOUN', ""'s_PART"", 'conduct_NOUN')",2
156424,"('petty_NOUN', 'offender_NOUN', 'poor_ADJ')",2
233971,"('newspaper_NOUN', 'come_VERB', 'bawl_NOUN')",2
156770,"('father_NOUN', ""'s_PART"", 'abode_NOUN')",2
156930,"('king_NOUN', ""'s_PART"", 'servant_NOUN')",2
156969,"('fair_ADJ', 'pleader_NOUN', 'sat_NOUN')",2
156963,"('man_NOUN', 'pass_VERB', 'round_NOUN')",2
156860,"('marquise_NOUN', 'nay_PROPN', 'dear_ADJ')",2
233984,"('defence_NOUN', 'force_VERB', 'Fearful_ADJ')",2
156674,"('information_NOUN', 'prive_VERB', 'correct_ADJ')",2
155108,"('heave_NOUN', ""'s_PART"", 'sake_NOUN')",2
155081,"('Holy_ADJ', 'Alliance_NOUN', 'purpose_NOUN')",2
234132,"('house_NOUN', 'grow_VERB', 'pink_NOUN')",2
234147,"('numerous_ADJ', 'every_DET', 'moment_NOUN')",2
234177,"('news_ADJ', 'vender_NOUN', 'approaching_NOUN')",2
154975,"('several_ADJ', 'public_ADJ', 'prosecution_NOUN')",2
155020,"('half_ADJ', '-pay_ADJ', 'officer_NOUN')",2
155815,"('poor_ADJ', 'unfortunate_ADJ', 'creature_NOUN')",2
155431,"('tragedy_NOUN', 'going_ADJ', 'home_NOUN')",2
155343,"('beautiful_ADJ', 'young_ADJ', 'creature_NOUN')",2
155344,"('young_ADJ', 'creature_NOUN', 'daughter_NOUN')",2
155564,"('heart_NOUN', 'Gracious_ADJ', 'heaven_NOUN')",2
167054,"('twenty_NOUN', 'feather_CCONJ', 'bed_NOUN')",2
167243,"('stereotype_ADJ', 'preliminary_ADJ', 'observation_NOUN')",2
166859,"('fearful_ADJ', 'tempest_NOUN', 'arose_NOUN')",2
166842,"('palace_NOUN', 'quite_ADV', 'cast_NOUN')",2
166760,"('plaything_NOUN', 'Thou_ADP', 'art_NOUN')",2
166940,"('old_ADJ', 'Queen_PROPN', 'mother_NOUN')",2
167687,"('Fate_NOUN', 'manage_VERB', 'matter_NOUN')",2
232675,"('vast_ADJ', 'spiderlike_NOUN', 'machine_NOUN')",2
167803,"('next_ADJ', 'corner_NOUN', 'hung_NOUN')",2
167856,"('wax_NOUN', 'work_NOUN', 'show_NOUN')",2
