,trigram,freq
19450,"('tonight_NOUN', ""'s_PART"", 'gonna_NOUN')",24
19929,"('Supermassive_ADJ', 'black_NOUN', 'hole_NOUN')",8
19458,"('good_ADJ', 'good_ADJ', 'night_NOUN')",8
88015,"('total_ADJ', 'Perspective_ADJ', 'Vortex_NOUN')",7
49584,"('stroot_NOUN', 'us_DET', 'house_NOUN')",6
19931,"('hole_NOUN', 'Supermassive_ADJ', 'black_NOUN')",6
19930,"('black_NOUN', 'hole_NOUN', 'Supermassive_ADJ')",6
109639,"('friend_NOUN', ""'_ADP"", 'friend_NOUN')",6
185002,"('girl_NOUN', 'Stupid_ADJ', 'girl_NOUN')",5
79209,"('ship_NOUN', '’s_DET', 'computer_NOUN')",5
41891,"('woman_NOUN', ""'s_PART"", 'voice_NOUN')",4
49440,"('keep_NOUN', 'keep_VERB', 'bleed_ADJ')",4
93707,"('cold_ADJ', 'hard_ADJ', 'shore_NOUN')",4
185001,"('Stupid_ADJ', 'girl_NOUN', 'Stupid_ADJ')",4
50890,"('large_ADJ', 'friendly_ADJ', 'letter_NOUN')",4
94585,"('polite_ADJ', 'little_ADJ', 'waiter_NOUN')",4
98746,"('thousand_NOUN', 'million_NUM', 'year_NOUN')",4
50489,"('small_ADJ', 'green_ADJ', 'piece_NOUN')",4
24245,"('sandy_NOUN', 'haire_VERB', 'woman_NOUN')",4
49948,"('guitar_ADJ', 'guitar_ADJ', 'guitar_NOUN')",4
9842,"('people_NOUN', '<_SYM', 'i>_NOUN')",4
184845,"('creepy_ADJ', 'little_ADJ', 'sneaky_NOUN')",3
178198,"('silence_NOUN', 'sacred_VERB', 'silence_NOUN')",3
57883,"('thousand_NOUN', 'light_ADJ', 'year_NOUN')",3
108751,"('hundred_ADJ', 'thousand_NOUN', 'people_NOUN')",3
184999,"('life_NOUN', 'today_ADV', 'Stupid_ADJ')",3
185109,"('seem_NOUN', 'like_ADP', 'doomsday_NOUN')",3
25052,"('dark_NOUN', 'haire_VERB', 'girl_NOUN')",3
184854,"('precious_ADJ', 'secret_NOUN', 'yeah_NOUN')",3
49723,"('street_NOUN', 'us_DET', 'house_NOUN')",3
77407,"('new_ADJ', 'hyperspace_NOUN', 'bypass_NOUN')",3
105846,"('last_ADJ', 'five_NUM', 'year_NOUN')",3
52208,"('“I_ADJ', '’m_NOUN', 'sorry_NOUN')",3
18767,"('bard_NOUN', ""'_PART"", 'song_NOUN')",3
51595,"('Dent_NOUN', '’s_DET', 'house_NOUN')",3
111424,"('observer_NOUN', '’s_DET', 'movement_NOUN')",3
55406,"('huge_ADJ', 'yellow_ADJ', 'something_NOUN')",3
71782,"('right_ADJ', 'hand_NOUN', 'head_NOUN')",3
144881,"('upstair_NOUN', 'front_ADJ', 'door_NOUN')",3
112028,"('waiter_NOUN', '’s_ADP', 'bill_ADJ')",2
106614,"('day_NOUN', ""'_ADP"", 'time_NOUN')",2
112020,"('ship_NOUN', '’s_DET', 'computation_NOUN')",2
64839,"('positive_ADJ', 'mental_ADJ', 'attitude_NOUN')",2
125354,"('foot_NOUN', 'high_ADJ', 'hologram_NOUN')",2
107713,"('else_ADJ', '’s_DET', 'problem_NOUN')",2
107011,"('rabbit_NOUN', 'skin_ADJ', 'bag_NOUN')",2
42977,"('jus_ADJ', 'primae_NOUN', 'noctis_NOUN')",2
67985,"('vast_ADJ', 'interstellar_ADJ', 'distance_NOUN')",2
67984,"('crosse_NOUN', 'vast_ADJ', 'interstellar_ADJ')",2
67980,"('wonderful_ADJ', 'new_ADJ', 'method_NOUN')",2
22603,"('forced_ADJ', 'labour_NOUN', 'camp_NOUN')",2
130689,"('street_ADJ', 'theatre_NOUN', 'group_NOUN')",2
62384,"('good_ADJ', 'time_NOUN', 'message_NOUN')",2
131917,"('blow_NOUN', 'dried_NOUN', 'hair_NOUN')",2
86180,"('spider_NOUN', 'like_ADP', 'object_NOUN')",2
62110,"('small_ADJ', 'yellow_ADJ', 'fish_NOUN')",2
86267,"('gigantic_ADJ', 'black_NOUN', 'shape_NOUN')",2
171179,"('open_ADJ', 'French_ADJ', 'window_NOUN')",2
130930,"('steel_ADJ', 'grey_NOUN', 'limousine_NOUN')",2
110944,"('central_ADJ', 'computational_ADJ', 'area_NOUN')",2
67820,"('seventy_ADJ', 'six_NOUN', 'thousand_NOUN')",2
42653,"('child_NOUN', ""'s_PART"", 'history_NOUN')",2
15779,"('target_NOUN', '<_SYM', 'i>_NOUN')",2
78416,"('ship_NOUN', '’s_ADP', 'computer_NOUN')",2
87565,"('n_NOUN', '’th_ADP', 'time_NOUN')",2
61038,"('young_ADJ', 'Vogon_PROPN', 'guard_NOUN')",2
64520,"('mean_ADJ', 'callous_ADJ', 'heartless_NOUN')",2
87617,"('left_ADJ', 'hand_NOUN', 'tower_NOUN')",2
127513,"('thermostatic_ADJ', 'radiator_NOUN', 'control_NOUN')",2
16879,"('good_ADJ', 'God_NOUN', 'theme_ADJ')",2
12184,"('home_NOUN', '<_SYM', 'i>_NOUN')",2
16880,"('God_NOUN', 'theme_ADJ', 'joke_NOUN')",2
10026,"('warrior_NOUN', '<_SYM', 'i>_NOUN')",2
23220,"('middle_NOUN', 'ag_VERB', 'woman_NOUN')",2
61485,"('large_ADJ', 'red_ADJ', 'button_NOUN')",2
61771,"('thirty_NOUN', 'Altairan_ADJ', 'dollars_NOUN')",2
109548,"('ninety_NOUN', 'nine_NUM', 'thousand_NOUN')",2
13000,"('sky_NOUN', '<_SYM', 'i>_NOUN')",2
39116,"('beetle_ADJ', 'like_ADP', 'man_NOUN')",2
137385,"('excess_ADJ', 'body_NOUN', 'fat_NOUN')",2
121540,"('lethal_ADJ', 'white_ADJ', 'robot_NOUN')",2
32417,"('doubleplusungood_NOUN', 'ref_NOUN', 'unperson_NOUN')",2
32415,"('bb_NOUN', 'dayorder_ADP', 'doubleplusungood_NOUN')",2
32597,"('brother_NOUN', ""'s_PART"", 'speech_NOUN')",2
3040,"('world_NOUN', '<_SYM', 'i>_NOUN')",2
3174,"('marine_NOUN', '<_SYM', 'i>_NOUN')",2
51480,"('carbon_NOUN', 'based_VERB', 'life_NOUN')",2
55640,"('great_ADJ', 'publish_NOUN', 'corporation_NOUN')",2
73475,"('small_ADJ', 'furry_ADJ', 'creature_NOUN')",2
102263,"('early_ADJ', 'morning_NOUN', 'yell_NOUN')",2
94651,"('waiter_NOUN', '’s_DET', 'smile_NOUN')",2
50407,"('unregarded_ADJ', 'yellow_ADJ', 'sun_NOUN')",2
50406,"('small_ADJ', 'unregarded_ADJ', 'yellow_ADJ')",2
50398,"('western_ADJ', 'spiral_ADJ', 'arm_NOUN')",2
50426,"('blue_NOUN', 'green_ADP', 'planet_NOUN')",2
50424,"('insignificant_ADJ', 'little_ADJ', 'blue_NOUN')",2
19928,"('alight_NOUN', 'Supermassive_ADJ', 'black_NOUN')",2
19927,"('soul_ADJ', 'alight_NOUN', 'Supermassive_ADJ')",2
121060,"('sport_NOUN', 'family_NOUN', 'life_NOUN')",2
121059,"('culture_NOUN', 'sport_NOUN', 'family_NOUN')",2
