,trigram,freq
479536,"('Rainbow_NOUN', ""'s_PART"", 'daughter_NOUN')",46
264818,"('full_ADJ', 'page_NOUN', 'line_NOUN')",34
264819,"('page_NOUN', 'line_NOUN', 'art_NOUN')",34
19,"('please_ADJ', 'visit_NOUN', 'librivox.org_NOUN')",29
87812,"('earth_NOUN', ""'s_PART"", 'surface_NOUN')",24
265363,"('line_NOUN', 'art_NOUN', 'drawing_NOUN')",20
514795,"('gardener_NOUN', ""'s_PART"", 'boy_NOUN')",18
112596,"('little_ADJ', 'Kansas_PROPN', 'girl_NOUN')",13
169470,"('water_NOUN', ""'s_PART"", 'edge_NOUN')",12
62478,"('moment_NOUN', ""'s_PART"", 'thought_NOUN')",11
34918,"('king_NOUN', ""'s_PART"", 'palace_NOUN')",10
342003,"('reg_NOUN', ""'_PART"", 'lar_ADJ')",9
85300,"('little_ADJ', 'black_NOUN', 'dog_NOUN')",8
514630,"('king_NOUN', ""'s_PART"", 'castle_NOUN')",8
611730,"('women_NOUN', '’s_DET', 'room_NOUN')",7
44735,"('day_NOUN', ""'s_PART"", 'work_NOUN')",7
98358,"('man_NOUN', ""'s_PART"", 'voice_NOUN')",7
43625,"('dragon_NOUN', ""'s_PART"", 'head_NOUN')",7
325660,"('Girl_NOUN', ""'_PART"", 'shop_NOUN')",7
137241,"('baron_NOUN', ""'s_PART"", 'daughter_NOUN')",6
136410,"('forest_NOUN', ""'s_PART"", 'edge_NOUN')",6
316759,"('dollar_NOUN', ""'_PART"", 'worth_NOUN')",6
416051,"('squire_NOUN', ""'s_PART"", 'daughter_NOUN')",6
31976,"('king_NOUN', ""'s_PART"", 'son_NOUN')",5
117122,"('girl_NOUN', ""'s_PART"", 'heart_NOUN')",5
138743,"('father_NOUN', ""'s_PART"", 'castle_NOUN')",5
217226,"('girl_NOUN', ""'s_PART"", 'face_NOUN')",5
478826,"('fiddle_ADJ', 'cum_NOUN', 'faddle_ADJ')",5
302607,"('Gran_NOUN', ""'_PART"", 'pum_NOUN')",5
524548,"('fish_NOUN', ""'s_PART"", 'tail_NOUN')",5
292367,"('girl_NOUN', 'Mary_ADJ', 'Louise_NOUN')",5
