,trigram,freq
32882,"('Brown_NOUN', ""'s_PART"", 'boy_NOUN')",175
56602,"('little_ADJ', 'meadow_NOUN', 'people_NOUN')",39
32941,"('Brow_NOUN', ""'s_PART"", 'boy_NOUN')",39
86218,"('Merry_ADJ', 'little_ADJ', 'Breezes_NOUN')",30
88215,"('mister_NOUN', 'Meadow_VERB', 'Mouse_NOUN')",23
48362,"('Lone_ADJ', 'little_ADJ', 'path_NOUN')",20
92109,"('old_ADJ', 'mother_ADJ', 'nature_NOUN')",17
79196,"('crooked_NOUN', 'little_ADJ', 'path_NOUN')",14
61157,"('old_ADJ', 'apple_ADJ', 'tree_NOUN')",14
43047,"('lipperty_ADJ', 'lipperty_NOUN', 'lip_NOUN')",13
36568,"('old_NOUN', 'Briar_PROPN', 'patch_NOUN')",13
80994,"('old_ADJ', 'Granny_PROPN', 'Fox_NOUN')",12
63806,"('old_ADJ', 'mother_CCONJ', 'West_ADJ')",11
90513,"('old_ADJ', 'mister_NOUN', 'Possum_NOUN')",11
37723,"('old_NOUN', 'mother_CCONJ', 'nature_NOUN')",11
42484,"('old_ADJ', 'stone_ADJ', 'wall_NOUN')",10
122635,"('Old_ADJ', 'mother_CCONJ', 'West_ADJ')",10
109214,"('tender_NOUN', 'young_ADJ', 'carrot_NOUN')",9
32078,"('foolish_ADJ', 'green_ADJ', 'flie_NOUN')",9
79679,"('old_ADJ', 'tree_NOUN', 'trunk_NOUN')",9
24,"('please_ADJ', 'visit_NOUN', 'librivox.org_NOUN')",9
130860,"('old_ADJ', 'chestnut_NOUN', 'tree_NOUN')",9
109964,"('old_ADJ', 'mother_CCONJ', 'west_ADJ')",9
113780,"('old_ADJ', 'butternut_NOUN', 'tree_NOUN')",8
30267,"('next_ADJ', 'little_ADJ', 'pool_NOUN')",8
87963,"('big_NOUN', 'green_AUX', 'lily_ADJ')",8
107305,"('hollow_NOUN', 'chestnut_ADP', 'tree_NOUN')",8
40607,"('blue_NOUN', 'blue_NOUN', 'sky_NOUN')",8
126849,"('little_ADJ', 'meadow_NOUN', 'folk_NOUN')",7
128069,"('mister_NOUN', 'Bob_PROPN', 'white_NOUN')",7
35424,"('Brown_NOUN', ""'s_PART"", 'house_NOUN')",7
34698,"('Brown_NOUN', ""'s_PART"", 'henhouse_NOUN')",7
60409,"('old_ADJ', 'stone_NOUN', 'wall_NOUN')",7
