,trigram,freq
80111,"('semi_NOUN', 'major_ADJ', 'axis_NOUN')",21
116209,"('post_NOUN', 'Newtonian_ADJ', 'effect_NOUN')",14
114187,"('supermassive_ADJ', 'black_NOUN', 'hole_NOUN')",12
77526,"('question_NOUN', 'yes_INTJ', 'Student_NOUN')",11
2631,"('right_ADJ', 'hand_NOUN', 'side_NOUN')",10
6159,"('small_ADJ', 'sign_NOUN', 'model_NOUN')",10
17522,"('order_NOUN', 'differential_ADJ', 'equation_NOUN')",9
219,"('dependent_ADJ', 'current_ADJ', 'source_NOUN')",9
169705,"('Cosmic_ADJ', 'Microwave_NOUN', 'background_NOUN')",9
59375,"('v+_NOUN', 'minus_ADJ', 'fifth_ADJ')",9
38769,"('steady_ADJ', 'state_NOUN', 'response_NOUN')",9
80325,"('Earth_NOUN', ""'s_PART"", 'orbit_NOUN')",8
94208,"('meter_NOUN', 'per_X', 'second_ADJ')",8
12388,"('small_ADJ', 'signal_NOUN', 'model_NOUN')",8
7066,"('let_NOUN', ""'s_PART"", 'assume_NOUN')",7
94373,"('kilometer_NOUN', 'per_ADP', 'second_ADJ')",7
55427,"('fifth_ADJ', 'minus_ADJ', 'method_NOUN')",7
37563,"('sinusoidal_ADJ', 'steady_ADJ', 'state_NOUN')",7
82798,"('semi_ADJ', 'major_ADJ', 'axis_NOUN')",7
102159,"('radial_ADJ', 'velocity_NOUN', 'method_NOUN')",6
44752,"('voltage_NOUN', 'divider_ADP', 'action_NOUN')",6
27625,"('second_ADJ', 'order_NOUN', 'differential_ADJ')",6
133629,"('year_NOUN', 'happy_ADV', 'new_ADJ')",6
143974,"('second_ADJ', 'per_NOUN', 'megaparsec_NOUN')",6
58019,"('op_NOUN', 'amp_ADP', 'circuit_NOUN')",6
94162,"('meter_NOUN', 'per_ADP', 'second_ADJ')",6
95963,"('radial_ADJ', 'velocity_NOUN', 'curve_NOUN')",5
51062,"('infinite_NOUN', 'input_ADP', 'resistance_NOUN')",5
55602,"('equal_NOUN', 'fifth_ADJ', 'minus_ADJ')",5
51275,"('minus_ADJ', 'fifth_ADJ', 'minus_NOUN')",5
10075,"('small_ADJ', 'sign_NOUN', 'circuit_NOUN')",5
169204,"('Cosmic_ADJ', 'Microwave_PROPN', 'background_NOUN')",5
94691,"('high_ADJ', 'school_NOUN', 'physics_NOUN')",5
102356,"('kilogram_NOUN', 'per_ADP', 'meter_NOUN')",5
6317,"('small_ADJ', 'signal_ADJ', 'model_NOUN')",5
12337,"('corresponding_ADJ', 'small_ADJ', 'signal_NOUN')",5
2946,"('left_ADJ', 'hand_NOUN', 'side_NOUN')",5
8108,"('small_ADJ', 'sign_ADJ', 'model_NOUN')",4
12373,"('large_ADJ', 'signal_NOUN', 'model_NOUN')",4
12338,"('small_ADJ', 'signal_NOUN', 'element_NOUN')",4
94214,"('kilometer_NOUN', 'per_X', 'second_ADJ')",4
76879,"('first_ADJ', 'problem_NOUN', 'set_NOUN')",4
137799,"('strong_ADJ', 'field_NOUN', 'relativity_NOUN')",4
27612,"('first_ADJ', 'order_NOUN', 'circuit_NOUN')",4
132345,"('stop_NOUN', 'turn_NOUN', 'around_NOUN')",4
130707,"('Newtonian_ADJ', 'effect_NOUN', 'number_NOUN')",4
61306,"('big_ADJ', 'time_NOUN', 'constant_NOUN')",4
126232,"('light_ADJ', 'travel_NOUN', 'time_NOUN')",4
115919,"('post_NOUN', 'Newtonian_ADJ', 'approximation_NOUN')",4
126372,"('time_NOUN', 'like_ADP', 'interval_NOUN')",4
2519,"('current_ADJ', 'source_NOUN', 'model_NOUN')",4
50645,"('minus_ADJ', 'VS_PROPN', 'supply_NOUN')",4
62932,"('little_ADJ', 'bit_NOUN', 'different_ADJ')",4
83950,"('time_NOUN', '6_NUM', 'time_NOUN')",4
542,"('today_NOUN', ""'s_PART"", 'lecture_NOUN')",4
168228,"('dark_ADJ', 'energy_NOUN', 'density_NOUN')",4
177550,"('’t_NOUN', 'wannon_ADP', 'dream_NOUN')",4
109225,"('electron_ADJ', 'degeneracy_NOUN', 'pressure_NOUN')",4
55767,"('fifth_ADJ', 'plus_NOUN', 'equal_NOUN')",4
129204,"('strong_ADJ', 'gravitational_ADJ', 'field_NOUN')",4
55768,"('plus_NOUN', 'equal_NOUN', 'fifth_ADJ')",4
112816,"('mass_ADJ', 'black_NOUN', 'hole_NOUN')",4
177573,"('pain_NOUN', 'What_PRON', 'good_ADJ')",4
76131,"('dark_ADJ', 'energy_NOUN', 'dark_ADJ')",4
6632,"('DC_NOUN', 'voltage_NOUN', 'sixth_ADJ')",4
51086,"('zero_NOUN', 'output_ADP', 'resistance_NOUN')",3
79250,"('force_NOUN', 'equal_VERB', 'mass_ADJ')",3
112886,"('mass_NOUN', 'Student_NOUN', 'Inaudible_ADJ')",3
58435,"('poor_ADJ', 'little_ADJ', 'capacitor_NOUN')",3
51273,"('fifth_ADJ', 'plus_ADP', 'minus_ADJ')",3
156277,"('diamond_NOUN', 'mean_VERB', 'money_NOUN')",3
2308,"('source_NOUN', 'like_ADP', 'behavior_NOUN')",3
53227,"('minus_NOUN', 'fifth_ADJ', 'minus_NOUN')",3
73015,"('much_ADJ', 'much_ADJ', 'smaller_NOUN')",3
104689,"('thing_NOUN', 'yes_INTJ', 'Student_NOUN')",3
66175,"('respective_ADJ', 'time_NOUN', 'constant_NOUN')",3
24243,"('basic_ADJ', 'memory_NOUN', 'element_NOUN')",3
24826,"('zero_ADJ', 'state_NOUN', 'response_NOUN')",3
57465,"('huge_ADJ', 'time_NOUN', 'constant_NOUN')",3
38855,"('steady_ADJ', 'state_NOUN', 'behavior_NOUN')",3
26812,"('let_NOUN', ""'s_PART"", 'say_NOUN')",3
112625,"('little_ADJ', 'less_ADV', 'clear_ADJ')",3
25050,"('energy_NOUN', 'storage_NOUN', 'element_NOUN')",3
52197,"('plus_ADJ', '12_NUM', 'volt_NOUN')",3
52202,"('minus_ADJ', '12_NUM', 'volt_NOUN')",3
1029,"('voltage_NOUN', 'control_VERB', 'current_ADJ')",3
177398,"('yeah_NOUN', 'yeah_ADP', 'yeah_ADJ')",3
177396,"('good_ADJ', 'yeah_ADJ', 'yeah_NOUN')",3
99164,"('lowest_ADJ', 'mass_ADJ', 'planet_NOUN')",3
16139,"('matter_NOUN', 'discipline_NOUN', 'hold_NOUN')",3
52886,"('equivalent_ADJ', 'circuit_NOUN', 'model_NOUN')",3
127149,"('space_NOUN', 'like_ADP', 'interval_NOUN')",3
44760,"('Ohm_NOUN', ""'s_PART"", 'law_NOUN')",3
133647,"('friend_NOUN', 'happy_ADJ', 'new_ADJ')",3
45757,"('fifth_ADJ', 'small_ADJ', 'l_NOUN')",3
12356,"('correspond_ADJ', 'small_ADJ', 'sign_NOUN')",3
133648,"('happy_ADJ', 'new_ADJ', 'year_NOUN')",3
158785,"('sub_NOUN', 'atomic_ADJ', 'particles_NOUN')",3
137681,"('higher_ADJ', 'order_NOUN', 'term_NOUN')",3
79772,"('early_ADJ', 'twentieth_NOUN', 'century_NOUN')",3
50990,"('voltage_NOUN', 'control_VERB', 'voltage_NOUN')",3
91138,"('Inner_ADJ', 'Solar_ADJ', 'system_NOUN')",3
32442,"('time_NOUN', 'domain_DET', 'waveform_NOUN')",3
35543,"('square_NOUN', 'root_PART', 'sign_NOUN')",3
60148,"('positive_ADJ', 'feedback_ADJ', 'circuit_NOUN')",3
17521,"('first_ADJ', 'order_NOUN', 'differential_ADJ')",3
42098,"('inverse_ADJ', 'superposition_NOUN', 'argument_NOUN')",3
108429,"('high_ADJ', 'school_NOUN', 'chemistry_NOUN')",3
111651,"('science_NOUN', 'fiction_NOUN', 'writer_NOUN')",3
47338,"('low_ADJ', 'pass_NOUN', 'filter_NOUN')",3
153609,"('ground_NOUN', 'based_VERB', 'telescope_NOUN')",3
76132,"('energy_NOUN', 'dark_ADJ', 'energy_NOUN')",3
19095,"('time_NOUN', 'T_PROPN', 'equal_ADJ')",3
32974,"('next_ADJ', 'five_NUM', 'minute_NOUN')",3
32862,"('way_NOUN', 'way_NOUN', 'way_NOUN')",3
33177,"('let_NOUN', ""'s_PART"", 'try_NOUN')",3
95244,"('furlong_NOUN', 'per_ADP', 'fortnight_NOUN')",3
42665,"('last_ADJ', 'two_NUM', 'lecture_NOUN')",3
21384,"('much_ADJ', 'much_ADV', 'smaller_ADJ')",3
37152,"('capacitor_NOUN', 'voltage_NOUN', 'starts_NOUN')",3
9303,"('time_NOUN', 'small_ADJ', 'sixth_ADJ')",3
9409,"('small_ADJ', 'signal_NOUN', 'response_NOUN')",3
84150,"('time_NOUN', '7_NUM', 'time_NOUN')",3
146927,"('girl_NOUN', 'girl_NOUN', 'girl_NOUN')",3
83263,"('n_ADJ', 'time_NOUN', '10m_NOUN')",3
43466,"('simple_ADJ', 'complex_ADJ', 'algebra_NOUN')",3
17237,"('unknown_ADJ', 'node_NOUN', 'voltage_NOUN')",3
124011,"('low_ADJ', 'gravitational_ADJ', 'field_NOUN')",3
85332,"('star_ADJ', 'planet_NOUN', 'system_NOUN')",2
161856,"('factor_NOUN', 'versus_CCONJ', 'time_NOUN')",2
