,trigram,freq
78275,"('die_NOUN', 'gottum_NOUN', 'die_NOUN')",10
76838,"('cold_ADJ', 'bloody_ADJ', 'war_NOUN')",5
17528,"('German_ADJ', 'army_NOUN', 'march_NOUN')",4
11234,"('whole_ADJ', 'East_NOUN', 'coast_NOUN')",4
3056,"('old_ADJ', 'fashion_VERB', 'suit_NOUN')",4
11134,"('half_ADJ', 'way_NOUN', 'yup_ADJ')",4
11135,"('way_NOUN', 'yup_ADJ', 'yup_NOUN')",4
28858,"('governor_NOUN', ""'s_PART"", 'letter_NOUN')",4
34938,"('day_NOUN', ""'s_PART"", 'work_NOUN')",4
10148,"('trouble_ADJ', 'yeah_NOUN', 'trouble_NOUN')",4
11535,"('loser_NOUN', ""'_PART"", 'cause_NOUN')",3
7580,"('burn_ADJ', 'Burn_PROPN', 'motherfucker_NOUN')",3
7853,"('net_ADJ', 'promoter_NOUN', 'program_NOUN')",3
7809,"(""'mon_NOUN"", 'party_NOUN', 'people_NOUN')",3
17620,"('march_NOUN', 'Comrades_X', 'stand_NOUN')",3
17644,"('war_ADJ', 'soviet_ADJ', 'wrath_NOUN')",3
24706,"('new_ADJ', 'England_PROPN', 'Courant_NOUN')",2
68562,"('general_ADJ', ""'s_PART"", 'order_NOUN')",2
69435,"('gentleman_NOUN', ""'s_PART"", 'magazine_NOUN')",2
28027,"('ingenious_ADJ', 'young_ADJ', 'man_NOUN')",2
8464,"('dark_ADJ', 'grey_NOUN', 'sky_NOUN')",2
6931,"('hitch_NOUN', 'hiker_NOUN', 'get_NOUN')",2
7016,"('thin_NOUN', 'pale_ADJ', 'smile_NOUN')",2
6823,"('father_NOUN', ""'s_PART"", 'dead_NOUN')",2
6766,"('day_NOUN', ""'_X"", 'Michael_NOUN')",2
18098,"('get_NOUN', 'another_DET', 'confession_NOUN')",2
68496,"('aid_NOUN', 'de_NOUN', '-camp_NOUN')",2
7412,"('thing_NOUN', 'poor_ADJ', 'mister_NOUN')",2
7487,"('game_NOUN', 'away_ADV', 'try_ADJ')",2
77056,"('king_NOUN', ""'s_PART"", 'instruction_NOUN')",2
7500,"('easy_ADJ', 'leave_PROPN', 'something_NOUN')",2
7145,"('man_NOUN', ""'s_PART"", 'finger_NOUN')",2
7319,"('fashione_ADJ', 'cloth_NOUN', 'went_NOUN')",2
7318,"('old_ADJ', 'fashione_ADJ', 'cloth_NOUN')",2
7317,"('strange_NOUN', 'old_ADJ', 'fashione_ADJ')",2
7312,"('thin_NOUN', 'pale_ADJ', 'body_NOUN')",2
7345,"('closed_ADJ', 'metal_ADJ', 'gate_NOUN')",2
7332,"('steel_ADJ', 'car_NOUN', 'door_NOUN')",2
7226,"(""'It_NOUN"", ""'s_PART"", 'er_NOUN')",2
37435,"('merchant_NOUN', ""'s_PART"", 'clerk_NOUN')",2
37405,"('stationer_NOUN', ""'s_PART"", 'shop_NOUN')",2
66023,"('store_NOUN', 'baggage_NOUN', 'etc_ADJ')",2
13129,"('open_ADJ', 'mouth_NOUN', 'kiss_NOUN')",2
13326,"('partner_NOUN', ""'s_PART"", 'tongue_NOUN')",2
12286,"('World_NOUN', 'like_ADP', 'thunder_NOUN')",2
22493,"('pilgrim_NOUN', ""'s_PART"", 'progress_NOUN')",2
22525,"('chapman_NOUN', ""'s_PART"", 'book_NOUN')",2
22230,"('twelve_ADJ', 'year_NOUN', 'old_ADJ')",2
13752,"('partner_NOUN', ""'s_PART"", 'body_NOUN')",2
58665,"('king_NOUN', ""'s_PART"", 'use_NOUN')",2
16472,"('product_NOUN', '=_SYM', 'new_ADJ')",2
16475,"('product_NOUN', '$_SYM', 'product_NOUN')",2
74451,"('lordship_NOUN', ""'s_PART"", 'letter_NOUN')",2
10572,"('beautiful_ADJ', 'Oh_PROPN', 'tonight_NOUN')",2
3557,"('little_ADJ', 'girl_NOUN', 'hurt_NOUN')",2
3365,"('forty_NOUN', 'five_NUM', 'mile_NOUN')",2
3383,"('special_ADJ', 'speed_NOUN', 'limit_NOUN')",2
3050,"('short_ADJ', 'pale_ADJ', 'man_NOUN')",2
2895,"('grey_NOUN', 'pale_ADJ', 'smile_NOUN')",2
4396,"('doctor_NOUN', ""'s_PART"", 'record_NOUN')",2
3934,"('car_ADJ', 'behind_NOUN', 'ran_NOUN')",2
3997,"('mile_NOUN', 'every_DET', 'week_NOUN')",2
3879,"('man_NOUN', ""'s_PART"", 'crazy_NOUN')",2
1688,"('clean_ADJ', 'quite_ADV', 'new_ADJ')",2
1506,"('car_NOUN', ""'_PART"", ""'It_NOUN"")",2
1602,"('car_NOUN', ""'_PART"", ""'no_NOUN"")",2
2340,"('name_NOUN', ""'s_PART"", 'Sue_NOUN')",2
2230,"('heart_NOUN', ""'s_PART"", 'fine_NOUN')",2
2245,"('man_NOUN', ""'s_PART"", 'leg_NOUN')",2
2587,"('holiday_NOUN', 'next_ADJ', 'week_NOUN')",2
2589,"('week_NOUN', 'remember_VERB', 'thank_NOUN')",2
2613,"('girl_NOUN', ""'s_PART"", 'doll_NOUN')",2
2442,"('girl_NOUN', ""'s_PART"", 'arm_NOUN')",2
1897,"('quiet_NOUN', 'polite_NOUN', 'smile_NOUN')",2
1940,"('several_ADJ', 'police_NOUN', 'car_NOUN')",2
1944,"('flash_NOUN', 'blue_ADP', 'light_NOUN')",2
1842,"('quiet_NOUN', 'surprise_VERB', 'look_NOUN')",2
2080,"('right_NOUN', 'John_PROPN', 'thank_NOUN')",2
5245,"('small_ADJ', 'yellow_ADJ', 'piece_NOUN')",2
5113,"('older_ADJ', 'police_NOUN', 'sergeant_NOUN')",2
5129,"('child_NOUN', 'I_PRON', 'think_NOUN')",2
5318,"('year_NOUN', 'old_ADJ', 'boy_NOUN')",2
5319,"('old_ADJ', 'boy_NOUN', 'mister_NOUN')",2
5295,"('year_NOUN', 'old_ADJ', 'mister_NOUN')",2
5271,"('dad_NOUN', 'A_DET', 'man_NOUN')",2
5255,"('accident_NOUN', 'eighteen_NUM', 'year_NOUN')",2
4939,"('pale_NOUN', 'face_NOUN', 'suit_NOUN')",2
4940,"('face_NOUN', 'suit_NOUN', 'glasse_NOUN')",2
5042,"('hitch_ADJ', 'hiker_VERB', 'ran_ADJ')",2
4979,"('car_NOUN', 'quite_ADV', 'safe_ADJ')",2
5530,"('minute_NOUN', 'eighteen_NUM', 'year_NOUN')",2
5524,"('old_ADJ', 'yellow_ADJ', 'piece_NOUN')",2
5834,"('accident_NOUN', ""'_PART"", ""'So_NOUN"")",2
5555,"('first_ADJ', 'car_NOUN', 'mister_NOUN')",2
5583,"(""'It_NOUN"", ""'s_PART"", 'interesting_NOUN')",2
5380,"('toilet_NOUN', ""'_PART"", 'mrs_NOUN')",2
5422,"('driver_NOUN', ""'s_PART"", 'fault_NOUN')",2
5936,"('nice_NOUN', 'sunny_DET', 'summer_NOUN')",2
5473,"('boy_NOUN', ""'s_PART"", 'mother_NOUN')",2
5974,"('man_NOUN', 'came_VERB', 'past_ADJ')",2
6478,"('friend_NOUN', ""'_PART"", 'parent_NOUN')",2
6537,"('young_ADJ', 'man_NOUN', 'student_NOUN')",2
4654,"('young_ADJ', 'clever_NOUN', 'policeman_NOUN')",2
4528,"('heart_NOUN', 'several_ADJ', 'year_NOUN')",2
6610,"('fact_NOUN', 'one_NUM', 'man_NOUN')",2
53761,"('number_NOUN', 'viz_PROPN', 'twelve_NOUN')",1
55287,"('open_ADJ', 'air_NOUN', 'subject_ADJ')",1
55269,"('evening_NOUN', 'without_ADP', 'hear_NOUN')",1
55271,"('hear_NOUN', 'psalm_NOUN', 'sung_ADJ')",1
60258,"('honest_ADJ', 'partner_NOUN', 'mister_NOUN')",1
60224,"('workman_NOUN', 'purchasing_VERB', 'material_NOUN')",1
55059,"('ladder_NOUN', 'fire_X', 'hook_NOUN')",1
55057,"('fire_NOUN', 'engine_NOUN', 'ladder_NOUN')",1
55692,"('copper_NOUN', 'another_DET', 'stroke_NOUN')",1
55725,"('collector_NOUN', ""'s_PART"", 'dish_NOUN')",1
60469,"('purpose_NOUN', 'every_DET', 'part_NOUN')",1
59616,"('end_NOUN', 'I_PRON', 'turn_NOUN')",1
60463,"('leisure_NOUN', 'lay_VERB', 'hold_NOUN')",1
55427,"('service_NOUN', 'mister_NOUN', 'Whitefield_NOUN')",1
55471,"('broken_ADJ', 'shop_NOUN', 'keeper_ADJ')",1
55454,"('hardy_NOUN', 'industrious_ADJ', 'husbandman_NOUN')",1
55353,"('much_ADJ', 'shorter_ADJ', 'time_NOUN')",1
55476,"('insolvent_ADJ', 'debtor_NOUN', 'many_ADJ')",1
53632,"('brother_ADJ', 'ample_ADJ', 'amend_NOUN')",1
55510,"('many_ADJ', 'helpless_NOUN', 'child_NOUN')",1
55508,"('number_NOUN', 'leave_VERB', 'many_ADJ')",1
55519,"('miserable_ADJ', 'situation_NOUN', 'inspir_NOUN')",1
53982,"('degree_NOUN', 'us_DET', 'view_NOUN')",1
54022,"('year_NOUN', 'without_ADP', 'opposition_NOUN')",1
