,trigram,freq
19,"('please_ADJ', 'visit_NOUN', 'librivox.org_NOUN')",30
456211,"('red_ADJ', 'head_VERB', 'man_NOUN')",13
388863,"('little_ADJ', 'girl_NOUN', 'daughter_NOUN')",10
75534,"('mother_NOUN', ""'s_PART"", 'side_NOUN')",10
264943,"('white_NOUN', 'haire_VERB', 'man_NOUN')",9
365138,"('Sergeant_NOUN', ""'s_PART"", 'daughter_NOUN')",8
316159,"('wasp_NOUN', ""'_PART"", 'nest_NOUN')",8
389520,"('shark_NOUN', ""'s_PART"", 'tooth_NOUN')",8
322,"('king_NOUN', ""'s_PART"", 'Musketeer_NOUN')",7
384653,"('grey_NOUN', 'gree_ADJ', 'greasy_ADJ')",7
384652,"('great_ADJ', 'grey_NOUN', 'gree_ADJ')",7
295481,"('lord_NOUN', 'say_VERB', 'mister_NOUN')",6
73783,"('small_ADJ', 'live_ADJ', 'thing_NOUN')",6
431034,"('mother_NOUN', ""'s_PART"", 'father_NOUN')",6
179865,"('poor_ADJ', 'little_ADJ', 'thing_NOUN')",6
265354,"('water_NOUN', ""'s_PART"", 'edge_NOUN')",6
88720,"('Reginald_NOUN', 'front_PROPN', 'de_NOUN')",6
59436,"('cast_NOUN', 'anxious_ADJ', 'glance_NOUN')",5
410868,"('middle_ADJ', 'class_NOUN', 'morality_NOUN')",5
261561,"('black_NOUN', 'face_VERB', 'man_NOUN')",5
425890,"('upper_ADJ', 'middle_NOUN', 'class_NOUN')",5
214222,"('little_ADJ', 'golden_ADJ', 'key_NOUN')",5
456346,"('pawnbroker_NOUN', '’s_DET', 'business_NOUN')",4
197710,"('Colonel_NOUN', ""'s_PART"", 'Diamond_NOUN')",4
31173,"('father_NOUN', ""'s_PART"", 'house_NOUN')",4
456852,"('red_ADJ', 'head_ADJ', 'man_NOUN')",4
198406,"('Colonel_NOUN', ""'s_PART"", 'life_NOUN')",4
193822,"('boy_NOUN', ""'s_PART"", 'hand_NOUN')",4
172997,"('mother_NOUN', ""'s_PART"", 'letter_NOUN')",4
280450,"('M_NOUN', ""'_PART"", 'ling_NOUN')",4
397406,"('warm_NOUN', 'white_ADP', 'milk_NOUN')",4
495303,"('hard_ADJ', 'head_VERB', 'man_NOUN')",4
262017,"('red_ADJ', 'haire_VERB', 'man_NOUN')",4
58808,"('arm_NOUN', ""'s_PART"", 'length_NOUN')",4
65116,"('ambitious_ADJ', 'three_NUM', 'year_NOUN')",4
47224,"('rang_NOUN', 'rattling_VERB', 'round_NOUN')",4
55251,"('narrow_NOUN', 'oblong_ADP', 'box_NOUN')",4
463408,"('gasfitter_NOUN', ""'_ADP"", 'ball_NOUN')",4
56987,"('stomach_NOUN', ""'s_PART"", 'sour_NOUN')",4
51656,"('horse_NOUN', ""'_PART"", 'hoof_NOUN')",4
74581,"('lean_NOUN', 'yellow_ADJ', 'body_NOUN')",4
73785,"('thing_NOUN', 'like_ADP', 'ptarmigan_ADJ')",4
71449,"('mother_NOUN', ""'s_PART"", 'nose_NOUN')",4
70929,"('mother_NOUN', ""'s_PART"", 'breast_NOUN')",4
71301,"('lynx_NOUN', ""'s_PART"", 'lair_NOUN')",4
78927,"('part_NOUN', 'grow_ADJ', 'puppy_NOUN')",4
10449,"('moment_NOUN', ""'s_PART"", 'silence_NOUN')",4
556567,"('great_ADJ', 'great_ADJ', 'great_ADJ')",4
215320,"('white_ADJ', 'kid_ADJ', 'glove_NOUN')",4
173315,"('little_ADJ', 'sitting_NOUN', 'room_NOUN')",3
200603,"('hair_NOUN', ""'s_PART"", 'breadth_NOUN')",3
200492,"('Colonel_NOUN', ""'s_PART"", 'Will_NOUN')",3
199853,"('Colonel_NOUN', ""'s_PART"", 'death_NOUN')",3
363424,"('red_ADJ', 'skin_NOUN', 'natur_NOUN')",3
363249,"('white_ADJ', 'skin_NOUN', 'natur_NOUN')",3
287209,"('stranger_NOUN', ""'s_PART"", 'door_NOUN')",3
99143,"('moment_NOUN', ""'s_PART"", 'pause_NOUN')",3
190068,"('aunt_NOUN', ""'s_PART"", 'house_NOUN')",3
95193,"('eyes_NOUN', 'half_ADJ', 'shut_NOUN')",3
263954,"('grey_NOUN', 'haire_VERB', 'man_NOUN')",3
66097,"('large_ADJ', 'open_ADJ', 'space_NOUN')",3
390753,"('nice_NOUN', 'Stranger_PROPN', 'man_NOUN')",3
226796,"('Alice_NOUN', ""'_PART"", 'come_NOUN')",3
478683,"('brown_ADJ', 'paper_NOUN', 'parcel_NOUN')",3
265684,"('white_ADJ', 'haire_VERB', 'man_NOUN')",3
389673,"('black_NOUN', 'handle_VERB', 'spear_NOUN')",3
163104,"('mother_NOUN', ""'s_PART"", 'cottage_NOUN')",3
449354,"('hand_NOUN', 'clas_VERB', 'behind_NOUN')",3
32803,"('mother_NOUN', ""'s_PART"", 'hand_NOUN')",3
361209,"('fresh_ADJ', 'water_NOUN', 'sailor_NOUN')",3
414200,"('new_ADJ', 'small_ADJ', 'talk_NOUN')",3
167436,"('Regent_NOUN', ""'s_PART"", 'park_NOUN')",3
418315,"('girl_NOUN', ""'s_PART"", 'name_NOUN')",3
113002,"('man_NOUN', ""'s_PART"", 'life_NOUN')",3
273204,"('little_ADJ', 'pink_NOUN', 'sloth_ADJ')",3
273205,"('pink_NOUN', 'sloth_ADJ', 'creature_NOUN')",3
168675,"('woman_NOUN', 'whose_PRON', 'name_NOUN')",3
198915,"('niece_NOUN', ""'s_PART"", 'birthday_NOUN')",3
362602,"('Christian_ADJ', 'white_ADJ', 'man_NOUN')",3
398476,"('little_ADJ', 'stone_NOUN', 'axe_NOUN')",3
489471,"('half_ADJ', 'dozen_NOUN', 'regiment_NOUN')",3
151384,"('day_NOUN', ""'s_PART"", 'work_NOUN')",3
288796,"('mister_NOUN', 'Teddy_ADJ', 'Henfrey_NOUN')",3
63956,"('man_NOUN', ""'s_PART"", 'voice_NOUN')",3
104927,"('father_NOUN', ""'s_PART"", 'arm_NOUN')",3
399273,"('ninety_NOUN', 'nine_NUM', 'wive_NOUN')",3
403883,"('copper_NOUN', ""'s_PART"", 'nark_NOUN')",3
316691,"('chawk_NOUN', 'chawk_NOUN', 'chawk_NOUN')",3
193829,"('boy_NOUN', ""'s_PART"", 'head_NOUN')",3
11148,"('cardinal_NOUN', ""'s_PART"", 'Guard_NOUN')",3
