,en,ru,fr
0,maids,служанок,servante
1,maids,служанки,no_equality
2,maids,прислуги,bonne
3,maids,прислуги,servante
4,maids,прислуги,domestique
5,maids,горничными,femmes de ménage
6,maids,горничным,no_equality
7,maids,служанками,servante
8,maids,прислуга,bonne
9,maids,прислуга,servante
10,maids,прислуга,domestique
11,maids,камеристки,no_equality
12,maids,горничная,bonne
13,indefiniteness,неопределенность,incertitude
14,liberalizes,либерализацию,no_equality
15,liberalizes,либерализует,no_equality
16,liberalizes,либерализирует,no_equality
17,evidence,доказательство,preuve
18,evidence,доказательство,conviction
19,evidence,доказательства,preuve
20,evidence,доказательства,témoignage
21,evidence,доказательства,évidence
22,evidence,доказательства,élément
23,evidence,доказательства,indice
24,evidence,улика,preuve
25,evidence,улика,indice
26,evidence,данные,preuve
27,evidence,данные,élément
28,evidence,данные,indice
29,evidence,данные,indication
30,evidence,свидетельство,preuve
31,evidence,свидетельство,témoignage
32,evidence,свидетельство,signe
33,evidence,свидетельство,indication
34,evidence,свидетельство,témoin
35,evidence,показания,preuve
36,evidence,показания,témoignage
37,evidence,показания,déposition
38,evidence,показания,témoin
39,evidence,подтверждение,preuve
40,evidence,факты,no_equality
41,evidence,свидетельствовать,attester
42,evidence,свидетельствует,no_equality
43,evidence,доказывания,preuve
44,evidence,сведения,élément
45,evidence,свидетельства того,preuve
46,evidence,свидетельства того,indication
47,evidence,свидетельств того,preuve
48,evidence,основания,no_equality
49,evidence,служить доказательством,preuve
50,evidence,очевидность,évidence
51,evidence,дача показаний,déposition
52,evidence,указание,indication
53,evidence,убедительное свидетельство,preuve
54,evidence,следственный материал,no_equality
55,poriferous,хвойный,no_equality
56,poriferous,шишконосный,no_equality
57,poriferous,хвойные,no_equality
58,poriferous,хвойное,no_equality
59,poriferous,темнохвойных,no_equality
60,poriferous,хвойного,no_equality
61,victories,победы,victoire
62,victories,побед,victoire
63,victories,побед,conquête
64,victories,победами,no_equality
65,victories,победа,victoire
66,victories,победах,victoire
67,victories,победах,conquête
68,victories,победам,no_equality
69,victories,победу,victoire
70,librarian,библиотекарь,bibliothécaire
71,librarian,библиотекарь,libraire
72,librarian,библиотечный работник,no_equality
73,librarian,работник библиотек,no_equality
74,librarian,библиотечный,no_equality
75,Scandinavia,скандинавии,scandinavie
76,Scandinavia,скандинавия,scandinavie
77,Scandinavia,скандинавских странах,scandinavie
78,Scandinavia,скандинавию,scandinavie
79,Scandinavia,scandinavia,no_equality
80,Scandinavia,скандинавский,no_equality
81,Scandinavia,скандинавских стран,scandinavie
82,Scandinavia,скандинавские страны,no_equality
83,sanguinity,крови,no_equality
84,excellency,превосходительство,excellence
85,excellency,ваша светлость,no_equality
86,excellency,превосходительству,no_equality
87,excellency,превосходительства,no_equality
88,excellency,превосходительством,no_equality
89,excellency,сиятельство,excellence
90,excellency,высокопревосходительство,no_equality
91,excellency,ваше высокоблагородие,no_equality
92,excellency,светлостью,no_equality
93,excellency,ваше великолепие,excellence
94,sating,насыщение,no_equality
95,dunes,дюн,no_equality
96,dunes,дюны,dune
97,dunes,дюнах,no_equality
98,dunes,дюнами,dune
99,dunes,дюнам,no_equality
100,brachycephaly,брахицефалия,no_equality
101,commandeers,захватывает,no_equality
102,universities,университетов,université
103,universities,университетах,université
104,universities,университеты,université
105,universities,университетами,université
106,universities,университетами,universitaire
107,universities,университетам,université
108,universities,университета,no_equality
109,universities,высших учебных заведениях,université
110,universities,вузов,université
111,universities,вузов,faculté
112,universities,вузов,étudiant
113,universities,вузов,institut
114,universities,высших учебных заведений,université
115,universities,высших учебных заведений,étudiant
116,universities,вузах,université
117,universities,вузах,étudiant
118,universities,высшие учебные заведения,université
119,universities,высшие учебные заведения,enseignement supérieur
120,universities,вузы,université
121,universities,университет,no_equality
122,universities,университетских,université
123,universities,университетских,universitaire
124,universities,высшими учебными заведениями,université
125,underlain,находящийся над,no_equality
126,suds,пена,mousse
127,suds,мыльная пена,mousse
128,suds,порошка,lessive
129,suds,мыла,lessive
130,suds,судц,no_equality
131,officer,офицер,officier
132,officer,офицер,agent
133,officer,офицер,policier
134,officer,офицер,spécialiste
135,officer,офицер,responsable
136,officer,офицер,gradé
