,en,ru,fr
0,dependent,зависящей,no_equality
1,dependent,зависимом положении,no_equality
2,dependent,полагаются,no_equality
3,go,идти,aller
4,go,идти,partir
5,go,идти,passer
6,go,идти,faire
7,go,идти,sortir
8,go,идти,rentrer
9,go,идти,retourner
10,go,идти,continuer
11,go,идти,venir
12,go,идти,entrer
13,go,идти,prendre
14,go,проходить,passer
15,go,ехать,aller
16,go,ехать,partir
17,go,ехать,rentrer
18,go,ехать,retourner
19,go,ехать,continuer
20,go,ехать,monter
21,go,ехать,venir
22,go,ехать,se rendre
23,go,отправиться,aller
24,go,отправиться,partir
25,go,отправиться,faire
26,go,отправиться,rentrer
27,go,отправиться,retourner
28,go,отправиться,venir
29,go,отправиться,se rendre
30,go,перейти,aller
31,go,перейти,passer
32,go,происходить,no_equality
33,births,рождений,naissance
34,births,родов,accouchement
35,births,рождения,naissance
36,births,новорожденных,no_equality
37,births,деторождений,naissance
38,births,роды,accouchement
39,births,роды,accouché
40,births,детей,enfant
41,births,рождаемости,naissance
42,births,рождаемости,natalité
43,births,рождение,naissance
44,births,родах,accouchement
45,births,деторождения,naissance
46,births,деторождения,natalité
47,births,рожениц,naissance
48,births,рожениц,accouchement
49,births,рождаемость,no_equality
50,births,рождениями,naissance
51,births,случаев,no_equality
52,renounced,отказалась от,no_equality
53,renounced,отказался от,no_equality
54,renounced,отрекся от,no_equality
55,renounced,отказалось от,no_equality
56,renounced,отказались от,renoncer à
57,renounced,отказывается от,renonçait à
58,renounced,отказе от,no_equality
59,renounced,отказывался от,renoncé à
60,renounced,отказавшихся от,no_equality
61,renounced,отказавшиеся от,renoncent
62,renounced,откажутся от,renoncé à
63,renounced,отказываются от,no_equality
64,renounced,отказа от,no_equality
65,bungled,неумелый,no_equality
66,semiotics,семиотик,no_equality
67,semiotics,семиотики,no_equality
68,warbler,соловьев,warbler
69,warbler,соловей,warbler
70,warbler,славка,no_equality
71,warbler,певчая птица,no_equality
72,warbler,соловьем,no_equality
73,warbler,певун,no_equality
74,warbler,камышовка,no_equality
75,mammons,общин,commune
76,mammons,палата общин,no_equality
77,mammons,достоянии,no_equality
78,mammons,общинных земель,terres communautaires
79,mammons,достоянием человечества,no_equality
80,mammons,пауни,no_equality
81,symbolisings,символизирующий,no_equality
82,symbolisings,символизируя,no_equality
83,symbolisings,символизирует,symbolise
84,symbolisings,символизирующая,no_equality
85,symbolisings,символизирующей,no_equality
86,symbolisings,символизирующую,no_equality
87,symbolisings,символизирующим,no_equality
88,symbolisings,символизируют,symbolise
89,symbolisings,символизируют,symbolisent
90,symbolisings,символизирующее,no_equality
91,whaling,китобойной,baleinière
92,whaling,китобойного промысла,chasse à la baleine
93,whaling,китобойный промысел,no_equality
94,whaling,убой,no_equality
95,whaling,китобойная,baleinière
96,whaling,промысел китов,no_equality
97,whaling,китобойных,no_equality
98,whaling,китобойную,no_equality
99,whaling,китобойном промысле,no_equality
100,whaling,убийство китов,baleine
101,whaling,китобойные,no_equality
102,whaling,китобойное,no_equality
103,whaling,охоты на китов,baleine
104,whaling,охоту на китов,baleine
105,whaling,промыслу,no_equality
106,sentiments,чувства,sentiment
107,sentiments,настроения,no_equality
108,sentiments,настроений,sentiment
109,sentiments,настроений,hostilité
110,sentiments,чувств,sentiment
111,sentiments,чувствам,sentiment
112,sentiments,чувствам,émotion
113,sentiments,мнения,opinion
114,sentiments,мнения,idée
115,sentiments,чувствами,no_equality
116,sentiments,настроениями,no_equality
117,sentiments,чувствах,sentiment
118,sentiments,чувствах,émotion
119,sentiments,настроениям,no_equality
120,sentiments,соболезнования,no_equality
121,sentiments,соображениями,idée
122,valves,клапаны,soupape
123,valves,клапаны,vanne
124,valves,клапаны,valve
125,valves,клапаны,clapet
126,valves,клапанов,soupape
127,valves,клапанов,vanne
128,valves,клапанов,valve
129,valves,клапанов,clapet
130,valves,клапанов,robinet
131,valves,клапанами,robinet
132,valves,вентили,robinet
133,valves,вентилей,valve
134,valves,вентилей,robinet
135,valves,клапана,soupape
136,valves,клапана,vanne
137,valves,клапана,robinet
138,valves,клапана,détendeur
139,valves,клапанам,vanne
140,valves,арматуры,no_equality
141,valves,клапанах,no_equality
142,valves,краны,valve
143,valves,краны,robinet
144,valves,вентилям,no_equality
145,valves,задвижек,no_equality
146,valves,вентилях,no_equality
147,valves,арматуре,no_equality
148,valves,клапан,soupape
149,valves,клапан,vanne
150,valves,клапан,valve
151,valves,клапан,valvule
152,placarded,пометить,no_equality
153,placarded,снабжены табло,no_equality
154,placarded,размещаться,no_equality
155,placarded,информационными табло,no_equality
156,enigmatic,загадочный,énigmatique
157,enigmatic,загадочный,mystérieux
158,enigmatic,таинственный,no_equality
159,enigmatic,загадочно,énigmatique
160,enigmatic,загадочно,mystérieux
161,enigmatic,опасная профессия,no_equality
162,loony,псих,cinglé
163,loony,псих,dingue
164,loony,псих,taré
165,loony,сумасшедший дом,no_equality
166,loony,чокнутая,cinglé
167,loony,чокнутая,dingue
168,loony,чокнутая,timbré
169,loony,чокнутая,taré
170,loony,сумасшедшей,cinglé
171,loony,сумасшедшей,fou
172,loony,сумасшедшей,dingue
173,loony,сумасшедшей,taré
174,loony,полоумной,no_equality
175,loony,психушки,no_equality
176,loony,чокнутый,cinglé
177,loony,чокнутый,fou
178,loony,чокнутый,dingue
179,loony,чокнутый,timbré
180,loony,чокнутый,taré
181,loony,сумасшедшая,cinglé
182,loony,сумасшедшая,fou
183,loony,сумасшедшая,dingue
184,loony,сумасшедшая,taré
185,loony,"""выбери придурка""",no_equality
186,lopes,лопес,lopes
187,lopes,лопеш,no_equality
188,lopes,лопиш,no_equality
189,lopes,лопеса,lopes
190,lopes,лопеша,no_equality
191,lopes,lopes,no_equality
192,lopes,лопис,no_equality
193,lopes,лописа,no_equality
194,accretive,аккретивный,no_equality
195,accretive,нарастающий,no_equality
196,chokes,душит,no_equality
197,chokes,подавится,no_equality
198,chokes,задыхается,s'étouffe
199,chokes,задыхается,s'étrangle
200,chokes,подавишься,no_equality
201,chokes,подавитесь,no_equality
202,chokes,задушит,no_equality
203,chokes,подавилась,no_equality
204,fluoresce,светятся,no_equality
205,judgeships,должности судей,magistrature
206,judgeships,должности судей,postes de juge
207,judgeships,должности судей,magistrat
208,judgeships,судьями,magistrat
209,judgeships,должность судьи,no_equality
210,nullifier,аннулирован,no_equality
