,en,ru,fr
0,implicative,последствия,no_equality
1,implicative,следствие,no_equality
2,implicative,причастность,no_equality
3,implicative,подразумевается,no_equality
4,implicative,косвенно,no_equality
5,implicative,смысл,no_equality
6,implicative,значение,no_equality
7,implicative,намёк,no_equality
8,implicative,вывод,no_equality
9,implicative,подтекст,no_equality
10,implicative,предпосылка,no_equality
11,implicative,намеки,no_equality
12,evangelists,евангелистов,évangéliste
13,evangelists,евангелисты,évangéliste
14,evangelists,евангелиста,no_equality
15,reformist,реформистский,réformiste
16,reformist,реформист,no_equality
17,reformist,реформистские,no_equality
18,reformist,реформистскую,no_equality
19,reformist,реформистское,no_equality
20,reformist,реформистская,no_equality
21,reformist,за реформы,réformiste
22,reformist,реформаторские,no_equality
23,reformist,реформаторским,no_equality
24,reformist,реформатора,réformateur
25,reformist,реформистской социал-христианской,no_equality
26,copywriters,копирайтеров,no_equality
27,anchor,якорный,no_equality
28,anchor,бросить якорь,jeter l'ancre
29,anchor,закреплять,ancrer
30,anchor,заякорить,no_equality
31,anchor,закрепиться,no_equality
32,anchor,укоренить,no_equality
33,anchor,якорь,ancre
34,anchor,привязка,ancrage
35,anchor,закрепление,fixation
36,anchor,анкерное устройство,no_equality
37,anchor,точка привязки,ancrage
38,anchor,точка привязки,ancre
39,anchor,якорь спасения,ancre
40,anchor,якорек,ancre
41,anchor,ведущий,présentateur
42,anchor,на якорь,ancre
43,squanderer,мытарь,no_equality
44,rattings,рейтинги,no_equality
45,rattings,оценки,no_equality
46,rattings,оценок,no_equality
47,rattings,рейтинг,no_equality
48,rattings,рейтингов,no_equality
49,rattings,рейтинга,no_equality
50,rattings,рейтингах,no_equality
51,rattings,оценку,no_equality
52,rattings,рейтингами,no_equality
53,rattings,показатели,no_equality
54,rattings,рейтингом,no_equality
55,rattings,рейтинговые,no_equality
56,rattings,рейтингам,no_equality
57,rattings,оценках,no_equality
58,rattings,ratings,no_equality
59,scalpels,скальпели,scalpel
60,scalpels,скальпелей,no_equality
61,scalpels,скальпелями,no_equality
62,scalpels,скальпелем,scalpel
63,disbandments,роспуск,démantèlement
64,disbandments,роспуск,dissolution
65,disbandments,расформирование,démantèlement
66,disbandments,расформирование,dissolution
67,disbandments,расформированием,no_equality
68,eyeballing,пялишься на,mater
69,eyeballing,пялишься на,reluquer
70,eyeballing,пялится,mater
71,eyeballing,пялится,dévisage
72,eyeballing,пялится,reluquer
73,eyeballing,пялиться на,zieuter
74,eyeballing,пялиться на,dévisager
75,eyeballing,пялиться на,reluquer
76,blown,разорвало,no_equality
77,blown,раскрыто,no_equality
78,blown,взорвали,explosion
79,blown,взорван,no_equality
80,blown,раскрыли,no_equality
81,blown,взорвался,no_equality
82,blown,взорвать,no_equality
83,blown,взорвалась,explosion
84,blown,разнесло,no_equality
85,blown,вышиб,no_equality
86,blown,разоблачили,no_equality
87,blown,оторвало,no_equality
88,blown,взорвал,no_equality
89,blown,испортил,no_equality
90,blown,разорвёт,no_equality
91,collectively,коллективно,collectivement
92,collectively,коллективно,ensemble
93,collectively,коллективно,collectif
94,collectively,сообща,collectivement
95,collectively,сообща,ensemble
96,collectively,сообща,conjointement
97,collectively,сообща,commun
98,collectively,сообща,concert
99,collectively,сообща,solidairement
100,collectively,собирательно,no_equality
101,collectively,в собирательном значении,no_equality
102,collectively,коллективный,no_equality
103,collectively,совместно именуемый,ensemble
104,collectively,совместно именуемый,conjointement
105,brewed,сваренный,no_equality
106,alleys,переулках,ruelle
107,alleys,аллеи,ruelle
108,alleys,переулки,ruelle
109,alleys,переулкам,no_equality
110,alleys,аллеям,no_equality
111,alleys,переулке,ruelle
112,alleys,переулке,allée
113,alleys,переулками,no_equality
114,alleys,улицам,no_equality
115,alleys,проходы,no_equality
116,alleys,переулков,no_equality
117,alleys,улочках,no_equality
118,alleys,боулинг,bowling
119,alleys,кегельбаны,no_equality
120,alleys,боулинги,no_equality
121,kooks,чудаки,no_equality
122,kooks,психами,fou
123,kooks,психами,taré
124,kooks,психами,cinglé
125,kooks,чудаков,taré
126,kooks,чудаков,excentrique
127,kooks,чудаков,cinglé
128,kooks,чудиками,no_equality
129,correspond,соответствовать,correspondre
130,correspond,соответствовать,concorder
131,correspond,соответствовать,être conforme
132,correspond,соответствовать,se conformer
133,correspond,совпадать,correspondre
134,correspond,совпадать,coïncider
135,correspond,совпадать,concorder
136,correspond,переписываться,correspondre
137,correspond,соответствие,no_equality
138,correspond,соотноситься,correspondre
139,correspond,соотноситься,coïncider
140,correspond,соотноситься,fonction
141,correspond,вести переписку,correspondre
142,correspond,вести переписку,correspondance
143,correspond,согласовываться,concorder
144,correspond,согласовываться,être conforme
145,correspond,переписывать,no_equality
146,correspond,согласуются,répondent
147,correspond,согласуются,sont conformes
148,correspond,согласуются,cadrent
149,correspond,согласуется,no_equality
150,correspond,переписки,no_equality
151,shake_up,встряхнуть,secouer
152,shake_up,встряхнуть,remuer
153,shake_up,расшевелить,secouer
154,shake_up,потрясти,secouer
155,shake_up,потрясти,ébranler
156,shake_up,потрясти,remuer
157,shake_up,перетряхнуть,no_equality
158,shake_up,встряхивать,secouer
159,shake_up,основательно перетрясти,secouer
160,shake_up,растрясти,secouer
161,interdicting,перехвата,intercepter
162,interdicting,перехвата,interception
163,interdicting,запрещение,interdiction
164,interdicting,пресечении,no_equality
165,interdicting,перехватывать,intercepter
166,overflowed,затопило,no_equality
167,overflowed,засорился,no_equality
168,showed,показал,a montré
169,showed,показал,montrent
170,showed,показал,a révélé
171,showed,показал,montrait
172,showed,показал,a démontré
173,showed,показал,indique
174,showed,показал,montrer
175,showed,показали,a montré
176,showed,показали,montrent
177,showed,показали,a révélé
178,showed,показали,a démontré
179,showed,показали,montraient
180,showed,показали,ont démontré
181,showed,показали,ont révélé
182,showed,показали,indiquent
183,showed,показали,montrer
184,showed,показала,a montré
185,showed,показала,montrent
186,showed,показала,a révélé
187,showed,показала,montrait
188,showed,показала,a démontré
189,showed,показала,montra
190,showed,показала,montrer
191,showed,показало,a montré
192,showed,показало,montrent
193,showed,показало,a révélé
194,showed,показало,montrait
195,showed,показало,a démontré
196,showed,показало,ont révélé
197,showed,показало,indique
198,showed,показывает,a montré
199,showed,показывает,montrent
200,showed,показывает,montrait
201,showed,показывает,indique
202,showed,показывает,indiquent
203,showed,показывает,montrer
204,showed,свидетельствуют о том,montrent
205,showed,свидетельствуют о том,montraient
206,showed,свидетельствуют о том,indique
207,showed,свидетельствуют о том,indiquent
208,showed,показывают,montrent
209,showed,показывают,montraient
210,showed,показывают,indique
211,showed,показывают,indiquent
212,showed,свидетельствует о том,no_equality
213,showed,показывал,a montré
214,showed,показывал,montrait
215,showed,показывал,montrer
216,showed,продемонстрировали,no_equality
217,showed,продемонстрировал,a montré
218,showed,продемонстрировал,a démontré
219,showed,проявили,no_equality
220,showed,показывала,a montré
221,showed,показывала,montrait
222,showed,показывали,a montré
223,showed,показывали,montrait
224,showed,показывали,montraient
225,showed,данным,montrent
226,showed,данным,indiquent
227,dishy,тарелочке,no_equality
228,dishy,сорока,no_equality
229,gassing,отравление газами,gaz
230,removing,устранение,élimination
231,removing,устранение,suppression
232,removing,удаление,élimination
233,removing,удаление,suppression
234,removing,удаление,enlèvement
235,removing,удаление,extraction
236,removing,удаление,évacuation
237,removing,ликвидация,élimination
238,removing,ликвидация,suppression
239,removing,исключение,élimination
240,removing,исключение,retrait
241,removing,исключение,suppression
242,removing,исключение,supprimer
243,removing,снятие,retrait
244,removing,снятие,suppression
245,removing,снятие,retirer
246,removing,отмена,élimination
247,removing,отмена,retrait
248,removing,отмена,suppression
249,removing,изъятие,retrait
250,removing,изъятие,suppression
251,removing,изъятие,enlèvement
252,removing,устранить,no_equality
253,removing,исключить,no_equality
254,removing,снять,no_equality
255,removing,устранив,no_equality
256,removing,устраняя,no_equality
257,removing,убрать,no_equality
258,removing,очистки,no_equality
259,removing,вывоз,enlèvement
260,own,собственный,propre
261,own,один,seul
262,own,один,même
263,own,родной,propre
264,own,свой собственный,no_equality
265,own,есть,avoir
266,own,владеть,posséder
267,own,принадлежать,no_equality
268,own,иметь,posséder
269,own,иметь,avoir
270,own,обладать,posséder
271,own,обладать,avoir
272,own,свое,mienne
273,own,свои,no_equality
274,own,своей,mienne
275,own,свою,mienne
276,own,же,propre
277,own,же,même
278,own,себя,no_equality
279,own,одна,seul
280,own,одна,même
281,own,признавать,avouer
282,own,признавать,reconnaître
283,prophesying,предсказывание,no_equality
284,refreshingly,освежающе,rafraîchissant
285,refreshingly,освежающий,rafraîchissant
286,miserly,скупой,avare
287,miserly,скупой,mesquin
288,miserly,мизерный,no_equality
289,dismantles,ликвидирует,no_equality
290,plausibly,правдоподобно,no_equality
291,snowfalls,снегопадами,no_equality
292,snowfalls,снегопада,no_equality
293,gnarls,gnarls,no_equality
294,ordaining,посвящение,no_equality
295,ordaining,предопределение,no_equality
296,ordaining,предписывающий,no_equality
297,ordaining,рукополагающий,no_equality
298,convening,созыв,convocation
299,convening,созыв,tenue
300,convening,созыв,organisation
301,convening,проведение,tenue
302,convening,проведение,organisation
303,convening,организацию,organisation
304,convening,организации,organisation
305,convening,провести,no_equality
306,convening,созывать,no_equality
307,convening,созывает,no_equality
308,convening,созвать,no_equality
309,convening,созвано,no_equality
310,convening,созвана,convocation
311,convening,созвана,tenue
312,convening,объединяющей,no_equality
313,deflects,отклоняет,no_equality
314,polemicise,полемику,no_equality
315,polemicise,полемики,no_equality
316,polemicise,полемике,no_equality
317,polemicise,полемика,no_equality
318,polemicise,высказываниям,no_equality
319,polemicise,полемикой,no_equality
320,outweighing,перевешивают,emporte sur
321,outweighing,перевешивают,emportent sur
322,outweighing,перевешивает,emporte sur
323,outweighing,перевешивает,emportent sur
324,outweighing,перевешивание,no_equality
325,outweighing,перевешивающим,no_equality
326,woodwind,деревянные духовые инструменты,no_equality
327,woodwind,духовых,vent
328,complying,соответствующий,conforme
329,complying,подчиняющийся,no_equality
330,complying,соблюдающий,no_equality
331,complying,подчинение,no_equality
332,explaining,разъяснение,expliquer
333,explaining,разъяснение,explication
334,explaining,объяснение,expliquer
335,explaining,объяснение,explication
336,explaining,пояснение,explication
337,explaining,объяснить,expliquer
338,explaining,объяснить,explication
339,explaining,объяснить,justifier
340,explaining,объяснить,exposer
341,explaining,объясняя,no_equality
342,explaining,объяснять,expliquer
343,explaining,объяснять,explication
344,explaining,разъясняя,no_equality
345,explaining,пояснив,no_equality
346,explaining,объяснял,expliquer
347,explaining,объяснял,expliquais
348,explaining,объяснял,expliquait
349,explaining,объяснив,expliquant
350,explaining,объясняет,explication
351,explaining,разъяснив,no_equality
352,explaining,объяснил,explication
353,explaining,объясняла,no_equality
354,explaining,объясняющих,expliquant
355,explaining,объясняющих,explication
356,sculptural,скульптурные,no_equality
357,sculptural,скульптурной,no_equality
358,sculptural,скульптурным,no_equality
359,sculptural,скульптурными,no_equality
360,jeers,насмехаются,no_equality
361,jeers,насмешками,no_equality
362,jeers,гардели,no_equality
363,jeers,у люлюканье вместо радости,no_equality
364,pantomimes,пантомим,no_equality
365,damaged,повреждены,endommagé
366,damaged,поврежденных,no_equality
367,damaged,поврежден,abîmé
368,damaged,поврежден,dommage
369,damaged,повреждено,endommagé
370,damaged,повреждено,abîmé
371,damaged,повреждено,détérioré
372,damaged,повреждена,endommagé
373,damaged,повреждена,abîmé
374,damaged,повреждения,endommagé
375,damaged,поврежденные,no_equality
376,damaged,поврежденного,endommagé
377,damaged,повреждение,no_equality
378,damaged,пострадали,no_equality
379,damaged,пострадавших,no_equality
380,damaged,поврежденной,endommagé
381,damaged,повредили,no_equality
382,damaged,нанесен ущерб,endommagé
383,damaged,нанесен ущерб,lésé
384,damaged,поврежденный,endommagé
385,benchmarks,контрольных показателей,critère
386,benchmarks,контрольных показателей,objectif
387,benchmarks,контрольных показателей,indicateur
388,benchmarks,контрольные показатели,critère
389,benchmarks,контрольные показатели,objectif
390,benchmarks,контрольные показатели,indicateur
391,benchmarks,контрольные показатели,jalon
392,benchmarks,критериев,critère
393,benchmarks,критериев,référence
394,benchmarks,критериев,norme
395,benchmarks,критериев,indicateur
396,benchmarks,критерии,critère
397,benchmarks,критерии,norme
398,benchmarks,критерии,indicateur
399,benchmarks,ориентиры,critère
400,benchmarks,ориентиры,objectif
401,benchmarks,ориентиры,jalon
402,benchmarks,целевых показателей,no_equality
403,benchmarks,ориентиров,critère
404,benchmarks,ориентиров,référence
405,benchmarks,ориентиров,objectif
406,benchmarks,ориентиров,indicateur
407,benchmarks,контрольных параметров,critère
408,benchmarks,контрольных параметров,référence
409,benchmarks,контрольные параметры,points de repère
410,benchmarks,целевые показатели,objectif
411,benchmarks,целевые показатели,indicateur
412,benchmarks,базовых показателей,no_equality
413,benchmarks,контрольными показателями,jalon
414,benchmarks,базовые показатели,no_equality
415,benchmarks,критериями,critère
416,benchmarks,критериям,critère
417,edger,эдгар,edger
418,toxin,токсин,toxine
419,toxin,токсин,toxique
420,toxin,токсин,poison
421,toxin,яд,toxine
422,toxin,яд,toxique
423,toxin,яд,poison
424,toxin,токсинного,no_equality
425,toxin,токсинное,no_equality
426,toxin,токсинных,no_equality
427,toxin,токсине,no_equality
428,secretes,выделяемый,no_equality
429,secretes,сахароза выделяется,no_equality
430,penetrated,пронизанный,no_equality
431,cleanses,очищает,nettoie
432,cleanses,очищает,purifie
433,cleanses,очищение,purifie
434,cleanses,очистит,nettoyer
435,Florentines,флорентийцы,no_equality
436,mentions,упоминается,mentionne
437,mentions,упоминается,évoque
438,mentions,упоминается,cite
439,mentions,упоминается,fait état
440,mentions,упоминается,dit
441,mentions,упоминается,mentionnent
442,mentions,упоминает,mentionne
443,mentions,упоминает,évoque
444,mentions,упоминает,cite
445,mentions,упоминает,fait état
446,mentions,упоминает,fait référence
447,mentions,упоминаются,no_equality
448,mentions,отмечается,mentionne
449,mentions,отмечается,indique
450,mentions,отмечается,fait état
