,bigram,freq
164,"('of_ADP', 'the_DET')",851
524,"('in_ADP', 'the_DET')",646
470,"('be_AUX', 'a_DET')",510
72,"('I_PRON', 'be_AUX')",439
846,"('it_PRON', 'be_AUX')",429
549,"('to_ADP', 'the_DET')",400
268,"('on_ADP', 'the_DET')",339
2917,"('this_PRON', 'be_AUX')",308
290,"('and_CCONJ', 'the_DET')",304
160,"('be_AUX', 'the_DET')",289
3032,"('and_CCONJ', 'I_PRON')",266
117,"('do_AUX', 'not_PART')",261
203,"('at_ADP', 'the_DET')",248
416,"('to_PART', 'be_AUX')",245
2767,"('go_VERB', 'to_PART')",238
631,"('be_AUX', 'go_VERB')",230
96,"('be_AUX', 'not_PART')",221
1154,"('have_AUX', 'be_AUX')",221
788,"('for_ADP', 'the_DET')",203
51,"('in_ADP', 'a_DET')",201
16038,"('I_PRON', 'can_AUX')",198
574,"('that_PRON', 'be_AUX')",192
116,"('___', 'do_AUX')",192
1142,"('have_VERB', 'a_DET')",191
7417,"('I_PRON', 'have_VERB')",176
7222,"('the_DET', 'animal_NOUN')",176
79,"('I_PRON', 'will_AUX')",174
1765,"('all_DET', 'the_DET')",174
1332,"('that_SCONJ', 'the_DET')",173
928,"('of_ADP', 'a_DET')",172
469,"('you_PRON', 'be_AUX')",167
184,"('you_PRON', 'can_AUX')",166
176,"('I_PRON', '___')",164
1137,"('they_PRON', 'be_AUX')",161
69724,"('OK_PROPN', 'so_ADV')",159
324,"('with_ADP', 'a_DET')",153
35613,"('let_VERB', 'i_PRON')",147
1723,"('there_ADV', 'be_AUX')",147
144,"('let_VERB', ""'s_PART"")",147
2098,"('from_ADP', 'the_DET')",144
5206,"('there_ADV', 'be_VERB')",144
31759,"('so_ADV', 'I_PRON')",141
298,"('with_ADP', 'the_DET')",136
1297,"('for_ADP', 'a_DET')",136
328,"('as_ADP', 'a_DET')",135
999,"('and_CCONJ', 'then_ADV')",133
3912,"('what_PRON', 'I_PRON')",133
1182,"('will_AUX', 'be_AUX')",128
2140,"('have_VERB', 'to_PART')",126
672,"('I_PRON', 'get_VERB')",126
26127,"('if_SCONJ', 'I_PRON')",125
179,"('if_SCONJ', 'you_PRON')",124
825,"('want_VERB', 'to_PART')",119
266,"('and_CCONJ', 'so_ADV')",119
400,"('and_CCONJ', 'a_DET')",118
1785,"('by_ADP', 'the_DET')",117
2396,"('to_ADP', 'a_DET')",116
211,"('look_VERB', 'at_ADP')",114
7416,"('that_SCONJ', 'I_PRON')",111
17564,"('show_VERB', 'you_PRON')",111
7453,"('I_PRON', 'have_AUX')",110
69643,"('so_ADV', 'let_VERB')",105
4548,"('can_AUX', 'not_PART')",102
1270,"('one_NUM', 'of_ADP')",99
8398,"('a_DET', 'little_ADJ')",98
375,"('the_DET', 'same_ADJ')",97
1982,"('in_ADP', 'this_DET')",97
231,"('to_PART', 'do_VERB')",95
850,"('he_PRON', 'be_AUX')",94
6602,"('of_ADP', 'this_DET')",93
75,"('out_ADP', 'of_ADP')",93
4907,"('we_PRON', 'be_AUX')",93
74339,"('the_DET', 'output_NOUN')",90
1316,"('into_ADP', 'the_DET')",88
6910,"('the_DET', 'farm_NOUN')",88
113,"('I_PRON', 'say_VERB')",86
214,"('and_CCONJ', 'you_PRON')",86
1194,"('they_PRON', 'have_AUX')",85
4547,"('___', 'can_AUX')",84
1664,"('which_PRON', 'be_AUX')",82
3424,"('what_PRON', 'be_AUX')",82
2536,"('on_ADP', 'a_DET')",81
243,"('like_ADP', 'a_DET')",81
258,"('to_PART', 'get_VERB')",80
4141,"('here_ADV', 'and_CCONJ')",80
767,"('the_DET', 'other_ADJ')",79
2252,"('of_ADP', 'they_PRON')",78
540,"('get_VERB', 'a_DET')",78
513,"('be_AUX', 'in_ADP')",77
1692,"('say_VERB', 'that_SCONJ')",76
215,"('you_PRON', 'will_AUX')",75
209,"(""'_PART"", 'll_AUX')",75
410,"('when_SCONJ', 'I_PRON')",74
6068,"('be_VERB', 'a_DET')",74
85,"('and_CCONJ', 'it_PRON')",73
