,bigram,freq
702,"('of_ADP', 'the_DET')",698
494,"('in_ADP', 'the_DET')",510
76,"('do_AUX', 'not_PART')",476
75,"('___', 'do_AUX')",446
5,"('I_PRON', 'be_AUX')",408
1147,"('to_ADP', 'the_DET')",383
0,"('I_PRON', '___')",323
140,"('be_AUX', 'a_DET')",320
1274,"('it_PRON', 'be_AUX')",318
395,"('be_AUX', 'the_DET')",245
929,"('be_AUX', 'not_PART')",243
3596,"('all_DET', 'right_NOUN')",243
207,"('that_PRON', 'be_AUX')",230
164,"('on_ADP', 'the_DET')",224
68,"('and_CCONJ', 'I_PRON')",210
645,"('to_PART', 'be_AUX')",208
139,"('you_PRON', 'be_AUX')",199
614,"('and_CCONJ', 'the_DET')",191
2990,"('we_PRON', 'can_AUX')",187
1712,"('of_ADP', 'a_DET')",179
623,"('I_PRON', 'will_AUX')",178
801,"('if_SCONJ', 'you_PRON')",173
736,"('this_PRON', 'be_AUX')",167
12,"('in_ADP', 'a_DET')",167
867,"('have_VERB', 'to_PART')",164
1046,"('from_ADP', 'the_DET')",160
54,"('can_AUX', 'not_PART')",160
308,"('you_PRON', 'can_AUX')",151
994,"('we_PRON', 'be_AUX')",149
53,"('___', 'can_AUX')",149
644,"('want_VERB', 'to_PART')",142
348,"('for_ADP', 'the_DET')",140
2109,"('with_ADP', 'the_DET')",136
1249,"('at_ADP', 'the_DET')",132
259,"('as_ADP', 'a_DET')",132
648,"('I_PRON', 'can_AUX')",129
964,"('will_AUX', 'be_AUX')",128
971,"('by_ADP', 'the_DET')",122
1657,"('there_ADV', 'be_VERB')",121
88,"(""'_PART"", 'll_AUX')",116
129,"('it_PRON', ""'s_PART"")",114
3178,"('have_VERB', 'a_DET')",111
1420,"('can_AUX', 'be_AUX')",110
30500,"('complex_ADJ', 'number_NOUN')",107
1330,"('that_SCONJ', 'I_PRON')",106
4122,"('but_CCONJ', 'I_PRON')",104
11570,"('of_ADP', 'this_DET')",102
1104,"('have_AUX', 'be_AUX')",102
1562,"('for_ADP', 'a_DET')",102
1786,"('I_PRON', 'have_AUX')",101
8735,"('in_ADP', 'this_DET')",101
928,"('___', 'be_AUX')",99
1126,"('the_DET', 'same_ADJ')",99
1156,"('with_ADP', 'a_DET')",98
2074,"('all_DET', 'the_DET')",98
1226,"('they_PRON', 'be_AUX')",93
385,"('kind_NOUN', 'of_ADP')",91
1363,"('that_SCONJ', 'the_DET')",89
689,"(""'_X"", 'll_NUM')",88
655,"('will_AUX', 'not_PART')",88
37,"('out_ADP', 'of_ADP')",85
4532,"('the_DET', 'first_ADJ')",83
1375,"('he_PRON', 'be_AUX')",82
4126,"('and_CCONJ', 'it_PRON')",81
1347,"('be_AUX', 'in_ADP')",81
1118,"('have_AUX', 'not_PART')",80
1933,"('try_VERB', 'to_PART')",79
1581,"('and_CCONJ', 'then_ADV')",79
59,"('you_PRON', '___')",78
511,"('in_ADP', 'my_DET')",78
2978,"('a_DET', 'little_ADJ')",77
654,"('___', 'will_AUX')",76
585,"('you_PRON', 'know_VERB')",76
3726,"('which_PRON', 'be_AUX')",76
1117,"('___', 'have_AUX')",74
35198,"('that_SCONJ', '’s_DET')",73
2232,"('I_PRON', 'want_VERB')",72
1176,"('into_ADP', 'the_DET')",72
3271,"('to_ADP', 'a_DET')",71
956,"('we_PRON', 'will_AUX')",71
35091,"('and_CCONJ', 'you_PRON')",70
587,"('there_ADV', 'be_AUX')",70
2765,"('need_VERB', 'to_PART')",69
21195,"(""'_X"", ""'_X"")",69
38,"('of_ADP', 'my_DET')",67
2325,"('I_PRON', 'think_VERB')",66
988,"('it_PRON', '___')",66
2244,"('do_AUX', 'you_PRON')",65
20101,"('for_ADP', 'example_NOUN')",65
4314,"('I_PRON', 'say_VERB')",64
1403,"('what_PRON', 'be_AUX')",64
1449,"('if_SCONJ', 'I_PRON')",63
866,"('you_PRON', 'have_VERB')",62
19781,"('term_NOUN', 'of_ADP')",62
802,"('you_PRON', 'want_VERB')",62
87,"('I_PRON', ""'_PART"")",62
1098,"('look_VERB', 'at_ADP')",61
19780,"('in_ADP', 'term_NOUN')",61
367,"('my_DET', 'head_NOUN')",60
