,bigram,freq
125,"('of_ADP', 'the_DET')",1775
178,"('this_PRON', 'be_AUX')",1619
10,"('be_AUX', 'a_DET')",1100
515,"('be_AUX', 'the_DET')",1067
43,"('go_VERB', 'to_PART')",1061
42,"('be_AUX', 'go_VERB')",1051
921,"('it_PRON', 'be_AUX')",1044
632,"('that_PRON', 'be_AUX')",1022
140,"('in_ADP', 'the_DET')",1004
511,"('and_CCONJ', 'so_ADV')",953
341,"('you_PRON', 'can_AUX')",780
41,"('I_PRON', 'be_AUX')",751
551,"('do_AUX', 'not_PART')",731
550,"('___', 'do_AUX')",698
784,"('to_PART', 'be_AUX')",698
2244,"('if_SCONJ', 'you_PRON')",678
242,"('there_ADV', 'be_VERB')",637
2065,"('to_ADP', 'the_DET')",619
110,"('and_CCONJ', 'the_DET')",612
291,"('you_PRON', 'be_AUX')",533
1430,"('kind_NOUN', 'of_ADP')",521
1573,"('be_AUX', 'not_PART')",504
133,"('let_VERB', ""'s_PART"")",494
536,"('that_SCONJ', 'the_DET')",476
1042,"('and_CCONJ', 'you_PRON')",471
173,"('have_VERB', 'a_DET')",461
94,"('and_CCONJ', 'then_ADV')",461
329,"('have_VERB', 'to_PART')",447
2138,"('of_ADP', 'this_DET')",425
360,"('to_PART', 'do_VERB')",405
470,"('we_PRON', 'be_AUX')",383
414,"('at_ADP', 'the_DET')",382
161,"('and_CCONJ', 'I_PRON')",381
476,"('let_VERB', 'i_PRON')",379
773,"('what_PRON', 'I_PRON')",371
675,"('it_PRON', ""'s_PART"")",370
198,"('be_AUX', 'that_SCONJ')",367
962,"('the_DET', 'same_ADJ')",367
103,"('of_ADP', 'a_DET')",359
276,"('be_VERB', 'a_DET')",351
352,"('on_ADP', 'the_DET')",346
445,"('you_PRON', 'have_VERB')",342
621,"('you_PRON', 'know_VERB')",341
987,"('which_PRON', 'be_AUX')",335
343,"('look_VERB', 'at_ADP')",334
1576,"('what_PRON', 'be_AUX')",320
812,"('in_ADP', 'a_DET')",300
172,"('I_PRON', 'have_VERB')",299
169,"('in_ADP', 'this_DET')",298
335,"('a_DET', 'little_ADJ')",298
37550,"('the_DET', 'Universe_NOUN')",298
2760,"('they_PRON', 'be_AUX')",289
767,"('and_CCONJ', 'it_PRON')",277
656,"('here_ADV', 'and_CCONJ')",272
35,"('for_ADP', 'the_DET')",272
36940,"('Charles_PROPN', 'Bailyn_PROPN')",271
36939,"('Professor_PROPN', 'Charles_PROPN')",271
610,"('look_VERB', 'like_ADP')",270
147,"('I_PRON', 'can_AUX')",270
907,"('and_CCONJ', 'this_PRON')",269
529,"('I_PRON', 'will_AUX')",268
1415,"('so_ADV', 'this_PRON')",266
2356,"('so_ADV', 'the_DET')",265
591,"('equal_ADJ', 'to_ADP')",265
381,"('that_SCONJ', 'you_PRON')",264
4828,"('so_ADV', 'you_PRON')",263
1236,"('you_PRON', 'will_AUX')",262
3475,"('this_DET', 'thing_NOUN')",261
1518,"('you_PRON', '___')",259
815,"('if_SCONJ', 'I_PRON')",249
819,"('like_ADP', 'this_PRON')",248
2246,"('want_VERB', 'to_PART')",245
9256,"('the_DET', 'capacitor_NOUN')",242
2036,"('I_PRON', 'get_VERB')",240
1495,"('will_AUX', 'be_AUX')",239
688,"('and_CCONJ', 'that_PRON')",238
1820,"('be_AUX', 'equal_ADJ')",232
947,"('here_ADV', 'be_AUX')",231
157,"('I_PRON', 'have_AUX')",230
6269,"('from_ADP', 'the_DET')",230
727,"('here_ADV', 'be_VERB')",229
21,"('you_PRON', 'have_AUX')",223
674,"('so_ADV', 'it_PRON')",220
1792,"('can_AUX', 'not_PART')",220
1791,"('___', 'can_AUX')",219
388,"('what_PRON', 'you_PRON')",219
1814,"('by_ADP', 'the_DET')",217
3230,"('that_SCONJ', ""'s_PART"")",215
2172,"('one_NUM', 'of_ADP')",211
545,"('the_DET', 'output_NOUN')",211
2078,"('be_AUX', 'in_ADP')",207
87,"('show_VERB', 'you_PRON')",205
1124,"('I_PRON', '___')",202
4352,"('the_DET', 'way_NOUN')",200
312,"('all_DET', 'the_DET')",198
60,"('we_PRON', 'have_AUX')",198
24434,"(""'_PART"", 'll_AUX')",197
40,"('so_ADV', 'I_PRON')",195
665,"('be_AUX', 'simply_ADV')",195
776,"('do_VERB', 'be_AUX')",191
100,"('talk_VERB', 'about_ADP')",189
301,"('for_ADP', 'a_DET')",187
4525,"('you_PRON', 'get_VERB')",186
722,"('what_PRON', 'we_PRON')",185
190,"('that_SCONJ', 'be_PART')",184
5730,"('___', 'be_AUX')",183
2072,"('get_VERB', 'a_DET')",182
