,bigram,freq
218,"('of_ADP', 'the_DET')",359
590,"('in_ADP', 'the_DET')",307
427,"('I_PRON', 'be_AUX')",284
177,"('it_PRON', 'be_AUX')",249
145,"('be_AUX', 'a_DET')",241
339,"('do_AUX', 'not_PART')",207
731,"('that_PRON', 'be_AUX')",175
948,"('be_AUX', 'not_PART')",169
93,"('and_CCONJ', 'the_DET')",168
15,"('and_CCONJ', 'I_PRON')",164
124,"('we_PRON', 'be_AUX')",163
2037,"('___', 'do_AUX')",153
5,"('to_ADP', 'the_DET')",142
1959,"('be_AUX', 'the_DET')",140
944,"('on_ADP', 'the_DET')",115
302,"('to_PART', 'be_AUX')",112
38,"('I_PRON', 'have_AUX')",111
473,"('the_DET', 'world_NOUN')",105
181,"('for_ADP', 'the_DET')",103
363,"('this_PRON', 'be_AUX')",101
529,"('I_PRON', 'will_AUX')",101
475,"('that_SCONJ', 'we_PRON')",100
286,"('as_ADP', 'a_DET')",96
2049,"('you_PRON', 'be_AUX')",95
807,"('will_AUX', 'be_AUX')",93
673,"('there_ADV', 'be_VERB')",87
1196,"('go_VERB', 'to_PART')",86
1628,"('have_AUX', 'be_AUX')",84
40,"('have_VERB', 'a_DET')",83
503,"('in_ADP', 'a_DET')",83
1195,"('be_AUX', 'go_VERB')",79
254,"('can_AUX', 'not_PART')",78
322,"('of_ADP', 'us_DET')",78
253,"('___', 'can_AUX')",72
721,"('that_SCONJ', 'the_DET')",72
847,"('if_SCONJ', 'you_PRON')",71
1094,"('to_PART', 'do_VERB')",71
120,"('of_ADP', 'this_DET')",70
2101,"('it_PRON', ""'s_PART"")",69
294,"('we_PRON', 'have_AUX')",69
58,"('I_PRON', 'want_VERB')",69
982,"('have_VERB', 'to_PART')",69
71,"('at_ADP', 'the_DET')",68
246,"('in_ADP', 'this_DET')",67
59,"('want_VERB', 'to_PART')",66
3450,"('we_PRON', 'will_AUX')",65
22834,"('all_DET', 'right_NOUN')",65
193,"('they_PRON', 'be_AUX')",64
769,"('we_PRON', 'can_AUX')",62
1768,"('that_SCONJ', 'I_PRON')",62
35,"('all_PRON', 'of_ADP')",62
157,"('thank_VERB', 'you_PRON')",62
1538,"('will_AUX', 'not_PART')",60
3225,"('and_CCONJ', 'it_PRON')",58
75,"('I_PRON', 'think_VERB')",56
1313,"('of_ADP', 'a_DET')",56
2036,"('I_PRON', '___')",56
205,"('with_ADP', 'the_DET')",54
219,"('the_DET', 'United_PROPN')",53
1389,"('by_ADP', 'the_DET')",53
123,"('and_CCONJ', 'we_PRON')",51
4876,"('you_PRON', 'can_AUX')",51
5405,"(""'_PART"", 'll_AUX')",51
1703,"('we_PRON', 'have_VERB')",50
2140,"('out_ADP', 'of_ADP')",49
693,"('from_ADP', 'the_DET')",49
3065,"('with_ADP', 'a_DET')",49
3370,"('that_PRON', 'who_PRON')",49
1771,"('not_PART', 'be_AUX')",48
519,"('the_DET', 'way_NOUN')",47
144,"('there_ADV', 'be_AUX')",47
2311,"('of_ADP', 'my_DET')",47
130,"('you_PRON', 'have_AUX')",47
644,"('and_CCONJ', 'that_PRON')",46
1790,"('some_PRON', 'of_ADP')",46
3163,"('a_DET', 'lot_NOUN')",46
1312,"('part_NOUN', 'of_ADP')",45
12414,"('health_NOUN', 'care_NOUN')",45
4174,"('on_ADP', 'a_DET')",45
303,"('be_AUX', 'in_ADP')",45
1645,"('the_DET', 'American_ADJ')",45
4145,"('that_SCONJ', 'you_PRON')",44
1120,"('of_ADP', 'you_PRON')",43
1559,"('for_ADP', 'a_DET')",43
4550,"('but_CCONJ', 'I_PRON')",43
5398,"('I_PRON', 'know_VERB')",43
988,"('of_ADP', 'us_PRON')",42
370,"('if_SCONJ', 'we_PRON')",42
34251,"('all_PRON', 'right_ADJ')",41
1578,"('be_VERB', 'a_DET')",41
2512,"('have_VERB', 'the_DET')",41
4711,"('let_VERB', 'i_PRON')",41
3164,"('lot_NOUN', 'of_ADP')",41
2052,"('what_PRON', 'I_PRON')",40
4805,"('it_PRON', 'all_PRON')",39
372,"('to_PART', 'make_VERB')",39
2170,"('I_PRON', 'have_VERB')",39
220,"('United_PROPN', 'States_PROPN')",39
3696,"('that_SCONJ', 'be_PART')",39
947,"('who_PRON', 'be_AUX')",39
2156,"('one_NUM', 'of_ADP')",38
2909,"('the_DET', 'same_ADJ')",38
3544,"('that_SCONJ', ""'s_PART"")",38
3563,"('I_PRON', 'can_AUX')",38
2019,"('mister_NOUN', 'president_NOUN')",38
3462,"('say_VERB', 'that_SCONJ')",38
22063,"('the_DET', 'PRESIDENT:_NOUN')",38
7039,"('American_ADJ', 'people_NOUN')",37
172,"('and_CCONJ', 'to_PART')",37
4020,"('a_DET', 'new_ADJ')",37
103,"('I_PRON', 'mean_VERB')",35
3197,"('I_PRON', 'say_VERB')",35
4071,"('let_VERB', ""'s_PART"")",35
2557,"('what_PRON', 'be_AUX')",34
393,"('about_ADP', 'the_DET')",34
1686,"('and_CCONJ', 'a_DET')",34
32674,"('lum_DET', 'lum_DET')",33
2344,"('a_DET', 'little_ADJ')",33
3751,"('but_CCONJ', 'it_PRON')",33
268,"('to_PART', 'get_VERB')",33
527,"('and_CCONJ', 'so_ADV')",33
1078,"('we_PRON', '___')",33
1143,"('when_SCONJ', 'we_PRON')",32
3137,"('you_PRON', 'and_CCONJ')",32
350,"('that_PRON', 'we_PRON')",32
4090,"('when_SCONJ', 'I_PRON')",31
377,"('we_PRON', 'must_AUX')",31
3884,"('to_ADP', 'you_PRON')",31
22580,"('___', 'will_AUX')",30
2349,"('to_PART', 'see_VERB')",30
5984,"('know_VERB', 'that_SCONJ')",29
2251,"('be_AUX', 'that_SCONJ')",29
2089,"('get_VERB', 'a_DET')",29
3977,"('like_ADP', 'a_DET')",29
1063,"('can_AUX', 'be_AUX')",29
