,bigram,freq
242,"('of_ADP', 'the_DET')",606
22,"('in_ADP', 'the_DET')",370
191,"('I_PRON', 'be_AUX')",351
1059,"('do_AUX', 'not_PART')",264
84,"('to_ADP', 'the_DET')",251
1954,"('to_PART', 'be_AUX')",228
81,"('it_PRON', 'be_AUX')",222
826,"('for_ADP', 'the_DET')",186
190,"('and_CCONJ', 'I_PRON')",184
715,"('he_PRON', 'be_AUX')",180
1014,"('be_AUX', 'not_PART')",177
1058,"('___', 'do_AUX')",177
575,"('be_AUX', 'a_DET')",177
2424,"('have_AUX', 'be_AUX')",158
2192,"('I_PRON', 'have_AUX')",155
469,"('and_CCONJ', 'the_DET')",146
587,"('on_ADP', 'the_DET')",131
1163,"('can_AUX', 'not_PART')",128
202,"('be_AUX', 'the_DET')",124
268,"('I_PRON', 'think_VERB')",121
1057,"('I_PRON', '___')",121
330,"('at_ADP', 'the_DET')",120
382,"('in_ADP', 'a_DET')",120
704,"('of_ADP', 'a_DET')",119
2,"('have_VERB', 'a_DET')",117
629,"('with_ADP', 'the_DET')",117
3263,"('of_ADP', 'his_DET')",109
172,"('I_PRON', 'have_VERB')",106
437,"('by_ADP', 'the_DET')",104
481,"('that_SCONJ', 'I_PRON')",96
13504,"('of_ADP', 'my_DET')",95
1839,"('one_NUM', 'of_ADP')",95
160,"('but_CCONJ', 'I_PRON')",94
37,"('from_ADP', 'the_DET')",92
1662,"('will_AUX', 'be_AUX')",91
640,"('with_ADP', 'a_DET')",90
2457,"('they_PRON', 'be_AUX')",89
1007,"('for_ADP', 'a_DET')",89
1219,"(""'_X"", 'I_PRON')",85
1231,"('he_PRON', 'have_AUX')",83
493,"('I_PRON', 'can_AUX')",82
2498,"('that_SCONJ', 'he_PRON')",82
360,"('we_PRON', 'be_AUX')",81
2259,"('I_PRON', 'will_AUX')",81
5492,"('may_AUX', 'be_AUX')",80
964,"('as_ADP', 'a_DET')",79
751,"('you_PRON', 'be_AUX')",78
4132,"('that_SCONJ', 'the_DET')",76
1162,"('___', 'can_AUX')",76
8287,"('which_PRON', 'be_AUX')",76
1190,"(""'_X"", ""'_X"")",76
1181,"('he_PRON', 'say_VERB')",76
345,"('all_DET', 'the_DET')",76
13548,"('which_PRON', 'I_PRON')",75
1234,"('there_ADV', 'be_AUX')",75
1642,"('into_ADP', 'the_DET')",75
620,"('in_ADP', 'my_DET')",73
331,"('the_DET', 'same_ADJ')",69
889,"('the_DET', 'road_NOUN')",68
757,"('I_PRON', 'say_VERB')",68
1859,"('be_AUX', 'very_ADV')",68
13626,"('I_PRON', 'shall_AUX')",68
1814,"('and_CCONJ', 'then_ADV')",66
50,"('when_SCONJ', 'I_PRON')",64
245,"('that_PRON', 'be_AUX')",63
2138,"('and_CCONJ', 'be_AUX')",63
3841,"('of_ADP', 'they_PRON')",62
1784,"('the_DET', 'first_ADJ')",62
899,"('a_DET', 'few_ADJ')",62
1787,"('who_PRON', 'be_AUX')",60
2358,"('this_PRON', 'be_AUX')",60
10,"('out_ADP', 'of_ADP')",60
2685,"('be_AUX', 'in_ADP')",60
952,"('a_DET', 'little_ADJ')",57
462,"('be_VERB', 'to_PART')",57
1535,"('have_AUX', 'not_PART')",57
547,"('there_ADV', 'be_VERB')",56
2999,"('a_DET', 'good_ADJ')",56
1645,"('of_ADP', 'it_PRON')",56
10353,"('of_ADP', 'us_DET')",55
117,"('give_VERB', 'i_PRON')",55
13240,"('the_DET', 'assembly_NOUN')",54
781,"('and_CCONJ', 'a_DET')",54
505,"('to_ADP', 'a_DET')",54
228,"('if_SCONJ', 'you_PRON')",53
1077,"('and_CCONJ', 'he_PRON')",53
3695,"('i_PRON', 'to_PART')",53
2331,"('want_VERB', 'to_PART')",53
387,"('I_PRON', 'see_VERB')",52
1384,"('he_PRON', 'will_AUX')",52
3277,"('will_AUX', 'not_PART')",51
1071,"('___', 'be_AUX')",51
3097,"('shall_AUX', 'be_AUX')",51
1200,"(""'_X"", 'he_PRON')",50
841,"('the_DET', 'other_ADJ')",50
1104,"('a_DET', 'man_NOUN')",49
13007,"('of_ADP', 'which_PRON')",49
924,"('to_ADP', 'he_PRON')",49
1302,"('you_PRON', 'know_VERB')",48
2503,"('mister_NOUN', 'Jackson_PROPN')",48
1119,"('the_DET', 'car_NOUN')",48
1178,"('be_AUX', 'go_VERB')",48
4491,"('of_ADP', 'their_DET')",48
5385,"('of_ADP', 'this_DET')",48
723,"('say_VERB', 'he_PRON')",48
19796,"('the_DET', 'governor_NOUN')",47
1317,"('be_AUX', 'so_ADV')",47
12974,"('which_PRON', 'he_PRON')",47
2046,"('by_ADP', 'a_DET')",47
16514,"('will_NOUN', 'to_PART')",47
383,"('a_DET', 'great_ADJ')",46
173,"('have_VERB', 'to_PART')",46
175,"('make_VERB', 'a_DET')",46
739,"('to_ADP', 'i_PRON')",46
1274,"('look_VERB', 'at_ADP')",46
1789,"('in_ADP', 'his_DET')",45
4384,"('to_PART', 'have_VERB')",45
2406,"('I_PRON', 'find_VERB')",45
13128,"('and_CCONJ', 'in_ADP')",45
3924,"('part_NOUN', 'of_ADP')",45
2759,"('to_ADP', 'his_DET')",44
2249,"('he_PRON', 'have_VERB')",43
815,"('he_PRON', 'and_CCONJ')",43
16352,"('and_CCONJ', 'that_SCONJ')",43
262,"('to_PART', 'do_VERB')",43
3396,"('with_ADP', 'he_PRON')",42
359,"('and_CCONJ', 'we_PRON')",42
214,"('to_ADP', 'my_DET')",42
1889,"('front_NOUN', 'of_ADP')",42
3225,"('have_VERB', 'the_DET')",42
293,"('the_DET', 'time_NOUN')",42
1606,"('in_ADP', 'front_NOUN')",42
2302,"('if_SCONJ', 'I_PRON')",42
14071,"('the_DET', 'house_NOUN')",42
8966,"('be_AUX', 'to_PART')",42
2486,"('but_CCONJ', 'he_PRON')",41
2637,"('not_PART', 'be_AUX')",41
584,"('we_PRON', 'have_VERB')",40
2741,"('as_ADP', 'the_DET')",40
377,"('it_PRON', 'and_CCONJ')",40
6479,"('it_PRON', 'will_AUX')",39
261,"('go_VERB', 'to_PART')",39
1498,"('we_PRON', 'have_AUX')",39
2322,"('my_DET', 'father_NOUN')",39
3638,"('will_AUX', 'the_DET')",39
4897,"('you_PRON', 'will_AUX')",39
2041,"('young_ADJ', 'man_NOUN')",39
1836,"('of_ADP', 'that_DET')",39
907,"('to_PART', 'see_VERB')",38
118,"('i_PRON', 'a_DET')",38
1433,"('but_CCONJ', 'the_DET')",38
13674,"('such_DET', 'a_DET')",37
2435,"('they_PRON', 'have_AUX')",37
44,"('it_PRON', 'I_PRON')",37
2772,"('in_ADP', 'it_PRON')",37
15659,"('will_VERB', 'to_PART')",36
174,"('to_PART', 'make_VERB')",36
378,"('and_CCONJ', 'my_DET')",35
1070,"('he_PRON', '___')",35
2701,"('the_DET', 'people_NOUN')",35
304,"('about_ADP', 'the_DET')",35
2200,"('and_CCONJ', 'it_PRON')",35
2672,"('on_ADP', 'a_DET')",34
998,"('it_PRON', 'be_VERB')",34
1801,"('the_DET', 'man_NOUN')",34
3796,"('have_VERB', 'no_DET')",34
236,"('of_ADP', 'you_DET')",34
3710,"('for_ADP', 'i_PRON')",34
10035,"('some_PRON', 'of_ADP')",34
6562,"('so_ADV', 'that_SCONJ')",34
2084,"('for_ADP', 'you_DET')",34
3544,"('what_PRON', 'be_AUX')",34
830,"('I_PRON', 'ask_VERB')",34
1695,"(""'_PART"", 'll_AUX')",34
4023,"('and_CCONJ', 'have_VERB')",33
721,"('as_SCONJ', 'I_PRON')",33
2923,"('as_ADP', 'I_PRON')",33
3134,"('I_PRON', 'want_VERB')",33
3372,"('that_SCONJ', 'it_PRON')",32
402,"('but_CCONJ', 'it_PRON')",32
5528,"('they_PRON', 'and_CCONJ')",32
4786,"('to_ADP', 'me_PRON')",32
2035,"('think_VERB', 'it_PRON')",32
2531,"('he_PRON', 'he_PRON')",32
17242,"('will_NOUN', 'in_ADP')",31
1028,"('i_PRON', 'I_PRON')",31
1596,"('be_VERB', 'a_DET')",31
4388,"('in_ADP', 'this_DET')",31
2359,"('the_DET', 'best_ADJ')",31
379,"('my_DET', 'friend_NOUN')",31
1138,"('at_ADP', 'i_PRON')",30
2578,"('it_PRON', '___')",30
12740,"('best_ADV', 'the_DET')",30
1191,"(""'_X"", 'yes_INTJ')",30
15830,"('some_DET', 'time_NOUN')",30
65,"('I_PRON', 'go_VERB')",30
12739,"('the_DET', 'best_ADV')",30
740,"('i_PRON', 'and_CCONJ')",30
1551,"('time_NOUN', 'I_PRON')",30
1120,"('car_NOUN', 'and_CCONJ')",30
14002,"('account_NOUN', 'of_ADP')",29
2666,"('at_ADP', 'a_DET')",29
2555,"('when_SCONJ', 'he_PRON')",29
4320,"('begin_VERB', 'to_PART')",29
12592,"('among_ADP', 'the_DET')",29
2278,"('i_PRON', 'the_DET')",29
2004,"('not_PART', 'know_VERB')",29
73,"('to_PART', 'go_VERB')",29
895,"('my_DET', 'brother_NOUN')",29
55,"('so_ADV', 'I_PRON')",29
5280,"('make_VERB', 'i_PRON')",29
1828,"('and_CCONJ', 'his_DET')",29
1866,"('the_DET', 'little_ADJ')",29
17300,"('tho_PRON', ""'_X"")",28
1757,"('a_DET', 'young_ADJ')",28
14781,"('will_NOUN', 'and_CCONJ')",28
340,"('I_PRON', 'know_VERB')",28
3585,"('in_ADP', 'you_DET')",28
4156,"('we_PRON', 'can_AUX')",28
1729,"('the_DET', 'accident_NOUN')",28
1365,"('a_DET', 'car_NOUN')",28
7629,"('the_DET', 'world_NOUN')",27
19807,"('will_VERB', 'a_DET')",27
2748,"('tell_VERB', 'i_PRON')",27
1819,"('it_PRON', ""'s_PART"")",27
10511,"('to_PART', 'give_VERB')",27
284,"('with_ADP', 'my_DET')",27
1129,"('I_PRON', 'remember_VERB')",27
311,"('can_AUX', 'you_PRON')",27
2525,"('the_DET', 'end_NOUN')",27
6988,"('that_SCONJ', 'they_PRON')",27
254,"('try_VERB', 'to_PART')",27
8289,"('number_NOUN', 'of_ADP')",27
12970,"('printing_NOUN', 'house_NOUN')",27
504,"('talk_VERB', 'to_ADP')",27
2015,"('that_SCONJ', 'we_PRON')",27
349,"('be_AUX', 'at_ADP')",27
1708,"('you_PRON', 'can_AUX')",27
654,"('when_SCONJ', 'the_DET')",26
15968,"('at_ADP', 'length_NOUN')",26
3957,"('who_PRON', 'have_AUX')",26
8606,"('in_ADP', 'their_DET')",26
