,bigram,freq
41,"('of_ADP', 'the_DET')",555
87,"('in_ADP', 'the_DET')",405
49,"('I_PRON', 'be_AUX')",279
337,"('it_PRON', 'be_AUX')",277
480,"('to_ADP', 'the_DET')",231
1100,"('be_AUX', 'a_DET')",224
147,"('on_ADP', 'the_DET')",193
130,"('do_AUX', 'not_PART')",172
1068,"('to_PART', 'be_AUX')",169
29,"('of_ADP', 'a_DET')",160
285,"('be_AUX', 'the_DET')",154
2939,"('you_PRON', 'be_AUX')",142
378,"('I_PRON', 'have_AUX')",138
681,"('and_CCONJ', 'the_DET')",136
155,"('they_PRON', 'be_AUX')",127
119,"('be_AUX', 'not_PART')",124
452,"('have_AUX', 'be_AUX')",122
1231,"('from_ADP', 'the_DET')",118
538,"('at_ADP', 'the_DET')",117
861,"('in_ADP', 'a_DET')",116
245,"('there_ADV', 'be_VERB')",115
2925,"('that_PRON', 'be_AUX')",115
415,"('and_CCONJ', 'I_PRON')",114
795,"('one_NUM', 'of_ADP')",113
1105,"('with_ADP', 'a_DET')",110
1148,"('have_VERB', 'a_DET')",105
4584,"('want_VERB', 'to_PART')",102
3373,"('you_PRON', 'can_AUX')",93
3104,"('if_SCONJ', 'you_PRON')",92
735,"('for_ADP', 'the_DET')",91
196,"('he_PRON', 'be_AUX')",91
936,"('can_AUX', 'not_PART')",91
1390,"('that_SCONJ', 'I_PRON')",87
433,"('with_ADP', 'the_DET')",84
5258,"('she_PRON', 'be_AUX')",83
1285,"('I_PRON', 'can_AUX')",83
2295,"('for_ADP', 'a_DET')",81
1429,"('there_ADV', 'be_AUX')",81
7020,"('___', 'do_AUX')",78
38,"('into_ADP', 'the_DET')",76
309,"('but_CCONJ', 'I_PRON')",75
450,"('of_ADP', 'they_PRON')",75
2724,"('I_PRON', 'will_AUX')",75
320,"('out_ADP', 'of_ADP')",74
1468,"('go_VERB', 'to_PART')",71
1407,"('a_DET', 'little_ADJ')",71
2697,"('the_DET', 'way_NOUN')",70
403,"('when_SCONJ', 'I_PRON')",70
5189,"('to_PART', 'do_VERB')",69
19,"('I_PRON', 'see_VERB')",69
2887,"('all_DET', 'the_DET')",68
457,"('I_PRON', 'have_VERB')",66
1511,"('I_PRON', 'say_VERB')",66
129,"('I_PRON', 'do_AUX')",65
572,"('of_ADP', 'it_PRON')",65
1786,"('will_AUX', 'be_AUX')",64
852,"('by_ADP', 'the_DET')",64
4568,"('have_VERB', 'to_PART')",64
1130,"('that_SCONJ', 'the_DET')",63
4596,"('this_PRON', 'be_AUX')",62
512,"('the_DET', 'same_ADJ')",62
236,"('be_AUX', 'in_ADP')",62
365,"('I_PRON', 'think_VERB')",61
2258,"('look_VERB', 'at_ADP')",60
144,"('seem_VERB', 'to_PART')",58
935,"('___', 'can_AUX')",58
2943,"('begin_VERB', 'to_PART')",58
4614,"('will_AUX', 'not_PART')",57
1855,"('try_VERB', 'to_PART')",57
2936,"('to_PART', 'know_VERB')",57
2928,"('you_PRON', 'know_VERB')",56
2972,"('you_PRON', 'will_AUX')",55
2976,"('to_PART', 'get_VERB')",55
1093,"('some_PRON', 'of_ADP')",55
2416,"('on_ADP', 'a_DET')",54
1301,"('and_CCONJ', 'a_DET')",53
4538,"('be_VERB', 'a_DET')",51
23251,"('it_PRON', '’s_VERB')",51
934,"('I_PRON', '___')",51
3838,"('what_PRON', 'be_AUX')",51
542,"('to_ADP', 'a_DET')",51
912,"('the_DET', 'first_ADJ')",50
15885,"('a_DET', 'lot_NOUN')",50
