,quadragram,PMI
0,"('Ultra', 'complete', 'MaxiMegalon', 'Dictionary')",45.15441574033438
1,"('Zipo', 'bibrok', '5', '108')",44.655609883362935
2,"('Mum', 'mum', 'mum', 'mah')",43.53672203778034
3,"('ohhhh', 'ohh', 'e', 'ohh')",42.76043985658336
4,"('Sub', 'Etha', 'Sens-O', 'Matic')",42.15310954283375
5,"('-o', '-o', 'whoum', '-o')",41.77108710078287
6,"('-o', 'whoum', '-o', '-o')",41.77108710078287
7,"('war', 'Is', 'peace', 'freedo')",41.308380350112714
8,"('Pan', 'Galactic', 'Gargle', 'Blaster')",41.26153200271973
9,"('Stomp', 'stomp', 'stomp', 'stomp')",41.16162104268927
10,"('swish', 'flop', 'swish', 'flop')",41.10717325866689
11,"('sleep', 'Disorder', 'disorder', 'disorder')",40.88356183004129
12,"('Tonight', 'Imma', 'fight', 'till')",40.79380717728296
13,"('Guitar', 'guitar', 'guitar', 'guitar')",40.08598792877626
14,"('oh', 'ohhhh', 'ohh', 'e')",39.82970251902047
15,"('P-p-p-', 'poker', 'face', 'p-p-poker')",39.674225561530285
16,"('old', 'Pink', 'dog', 'Bar')",39.27994662241824
17,"('w', 'w', 'w', 'w')",39.220340315399625
18,"('p-p-poker', 'face', 'Mum', 'mum')",39.21479394289298
19,"('guitar', 'guitar', 'guitar', 'Jump')",39.08598792877626
20,"('ohh', 'e', 'ohh', 'oh')",38.82970251902047
21,"('speaker', 'up', 'Tonight', 'Imma')",38.74687086336205
22,"('sunlight', 'Tick', 'tock', 'on')",38.515586367634484
23,"('oh', 'oh', 'ohhhh', 'ohh')",38.401465521986765
24,"('Supermassive', 'black', 'hole', 'Supermassive')",38.08926306080912
25,"('face', 'Mum', 'mum', 'mum')",37.755362324255685
26,"('love', 'nobody', 'P-p-p-', 'poker')",37.35196961866039
27,"('stay', 'forever', 'young', 'Dont')",37.3209756041264
28,"('sacr', 'silence', 'sacred', 'silence')",37.297155912450464
29,"('second', 'Beep', 'beep', 'beep')",37.08303110709761
30,"('nobody', 'P-p-p-', 'poker', 'face')",36.919338059366815
31,"('up', 'Tonight', 'Imma', 'fight')",36.57694586191974
32,"('e', 'ohh', 'oh', 'oh')",36.31400268073643
33,"('quite', 'entirely', 'unlike', 'tea')",36.204398771530606
34,"('hole', 'Supermassive', 'black', 'hole')",36.044868941450666
35,"('Ravenous', 'Bugblatter', 'beast', 'of')",35.98781599012308
36,"(""'"", 'Hop', 'skip', 'jump')",35.88259751255179
37,"('freedo', 'be', 'Slavery', 'ignorance')",35.66204002308216
38,"('the', 'sunlight', 'Tick', 'tock')",35.59167557760884
39,"('Bugblatter', 'beast', 'of', 'Traal')",35.57277849084424
40,"('oh', 'oh', 'oh', 'x2')",35.47072818442389
41,"('oh', 'oh', 'oh', 'ohhhh')",35.47072818442388
42,"('Woah', 'oh', 'oh', 'oh')",35.470728184423876
43,"('Hop', 'skip', 'jump', ""'"")",35.46756001327295
44,"('Dj', 'blow', 'my', 'speaker')",35.44316026527407
45,"('the', 'Junior', 'Anti-Sex', 'League')",35.36928315627239
46,"('breast', 'whore', 'of', 'Eroticon')",34.894706585731605
47,"('triple', 'breast', 'whore', 'of')",34.894706585731605
48,"('face', 'p-p-poker', 'face', 'Mum')",34.89286584800562
49,"('Bray', 'eyes', 'Blind', 'by')",34.88522128765928
50,"('the', 'Ravenous', 'Bugblatter', 'beast')",34.85470998344263
51,"('creepy', 'little', 'sneaky', 'little')",34.620418365735325
52,"('i', 'Guitar', 'guitar', 'guitar')",34.60056110160602
53,"('his', 'Sub', 'Etha', 'Sens-O')",34.53839969871855
54,"('seventy', 'six', 'thousand', 'million')",34.48508388418608
55,"('oh', 'Woah', 'oh', 'oh')",34.47072818442389
56,"('oh', 'oh', 'Woah', 'oh')",34.47072818442389
57,"('oh', 'oh', 'oh', 'Woah')",34.47072818442389
58,"('forever', 'young', 'before', 'paradise')",34.467397665308155
59,"('pop', 'Dj', 'blow', 'my')",34.44316026527407
60,"('black', 'hole', 'Supermassive', 'black')",34.375017543143
61,"('the', 'chestnut', 'Tree', 'Café')",34.26974748272148
62,"('mum', 'mum', 'mah', 'I')",33.92280105454739
63,"('Is', 'peace', 'freedo', 'be')",33.9071525209187
64,"('poker', 'face', 'p-p-poker', 'face')",33.89286584800562
65,"('Ninth', 'three', 'year', 'plan')",33.84047294940807
66,"('Slavery', 'ignorance', 'be', 'strength')",33.78757090516602
67,"('Oh', 'stay', 'forever', 'young')",33.77077852156592
68,"('the', 'triple', 'breast', 'whore')",33.76160057905115
69,"('Imma', 'fight', 'till', 'we')",33.6420295225509
70,"('Stupid', 'girl', 'Stupid', 'girl')",33.63030844500007
71,"('less', 'than', 'thirty', 'Altairan')",33.56749438657516
72,"('little', 'sandy', 'haire', 'woman')",33.5303537292967
73,"('peace', 'freedo', 'be', 'Slavery')",33.49211502163985
74,"(""'m"", 'outtum', 'my', 'head')",33.39222330004884
75,"('disorder', 'disorder', 'now', 'somewhere')",33.32959532147815
