,quadragram,PMI
0,"('dimension', 'Godlike', 'ascension', 'Heavens')",45.608059350764464
1,"('holy', 'dimension', 'Godlike', 'ascension')",45.19302185148562
2,"('-roma', 'mamaum', 'Ga', 'gum')",43.02309685004331
3,"('Roma', '-roma', 'mamaum', 'Ga')",43.02309685004331
4,"('Ga', 'gum', 'ooh', 'lum')",43.0230968500433
5,"('gum', 'ooh', 'lum', '-lum')",43.0230968500433
6,"('mamaum', 'Ga', 'gum', 'ooh')",43.0230968500433
7,"('Voum', 'Special', 'English', 'development')",41.970629430149174
8,"('ah', 'Roma', '-roma', 'mamaum')",41.02309685004331
9,"('Special', 'English', 'development', 'report')",40.27018971200808
10,"('Godlike', 'ascension', 'Heavens', 'away')",40.13232591979806
11,"('ah', 'ah', 'Roma', '-roma')",39.02309685004331
12,"('Rah', 'rah', 'ah', 'ah')",39.0230968500433
13,"('pap', 'romance', 'anyway', 'yeum')",38.826699637239805
14,"('romance', 'Rah', 'rah', 'ah')",38.43813434932215
15,"('called', 'freedom', 'came', 'alive')",37.98763585545486
16,"('ooh', 'lum', '-lum', 'want')",37.7563103093484
18,"('rah', 'ah', 'ah', 'ah')",37.0230968500433
17,"('ah', 'ah', 'ah', 'Roma')",37.0230968500433
19,"('bad', 'romance', 'Rah', 'rah')",36.7563103093484
20,"('Lady', 'Catherine', 'de', 'bourgh')",36.12625991909871
21,"('my', 'savior', 'Saintlike', 'behavior')",35.72236297742507
22,"('heart', 'Forever', 'truste', 'who')",35.438134349322155
23,"('anthem', 'prison', 'break', 'anthey')",35.17592992148768
24,"('ah', 'ah', 'ah', 'ah')",35.0230968500433
25,"('savior', 'Saintlike', 'behavior', 'a')",34.81364348441436
26,"('the', 'holy', 'dimension', 'Godlike')",34.52857456693765
27,"('bitch', 'crazy', 'walk', 'walk')",34.34777684428551
28,"('prison', 'break', 'anthem', 'prison')",34.18109162660346
29,"('mive', 'that', 'bitch', 'crazy')",34.042296122564025
30,"('OS', 'X', 'Server', '1.0')",33.925576763097496
31,"('Saintlike', 'behavior', 'a', 'lifetime')",33.591251063077905
32,"('the', 'Voum', 'Special', 'English')",33.52857456693765
33,"('anthem', 'prison', 'break', 'anthem')",33.40193359637651
34,"('minimum', 'wage', 'if', 'love')",32.97198863488722
35,"('break', 'anthem', 'prison', 'break')",32.88736042354675
36,"('crazy', 'walk', 'walk', 'fashion')",32.76281434356436
37,"('walk', 'fashion', 'baby', 'work')",32.71390474308341
38,"('walk', 'walk', 'fashion', 'baby')",32.66327867001344
39,"('main', 'article', 'Mac', 'OS')",32.595423900948404
40,"('OS', 'X', 'v10.5', 'Leopard')",32.446107391223656
41,"('Forever', 'truste', 'who', 'we')",32.31343860187283
42,"('here', 'on', 'minimum', 'wage')",32.04038049964639
43,"('endure', 'until', 'now', 'Surrender')",31.905886665398917
44,"('million', 'year', 'cal', 'life')",31.67880094212749
45,"('I', 'pray', 'mon', 'dieu')",31.657868000791765
46,"('Tanya', 'Kate', 'and', 'Irina')",31.5652718715235
47,"(""'"", 'll', 'slave', 'till')",31.44637632496306
48,"('poison', 'kiss', 'for', '40')",31.34824254209669
49,"('pray', 'mon', 'dieu', 'I')",31.335939905904404
50,"('smile', 'every', 'frown', 'Surrender')",31.27214179159148
51,"('oooh', 'oh', 'oh', 'oooh')",31.2505029826009
52,"('brother', 'lock', 'up', 'freedom')",31.119028734108202
53,"('prison', 'break', 'anthey', 'just')",30.95015168531185
54,"('i', 'called', 'freedom', 'came')",30.949500726568093
55,"('front', 'porch', 'and', 'swing')",30.908679693821313
56,"('sound', 'Surrender', 'every', 'touch')",30.905886665398917
57,"('whisper', 'prison', 'break', 'anthem')",30.825432674403547
58,"('on', 'minimum', 'wage', 'if')",30.78332707086332
59,"('the', 'heart', 'Forever', 'truste')",30.77368706477418
60,"('’ve', 'endure', 'until', 'now')",30.73596166395661
61,"('pain', 'we', '’ve', 'endure')",30.71166781346513
62,"('Mac', 'OS', 'X', 'v10.0')",30.614789225815336
63,"('Mac', 'OS', 'X', 'v10.6')",30.614789225815336
65,"('Mac', 'OS', 'X', 'v10.5')",30.614789225815333
64,"('Mac', 'OS', 'X', 'v10.2')",30.614789225815333
66,"('Surrender', 'every', 'touch', 'every')",30.403386324869732
67,"('article', 'Mac', 'OS', 'X')",30.29286113092797
68,"('see', 'Ren&#', '233', 'e')",30.245556129592014
69,"('like', 'my', 'savior', 'Saintlike')",30.198801021368055
70,"('romance', 'anyway', 'yeum', 'you')",30.19443142174029
71,"('that', 'bitch', 'crazy', 'walk')",30.184315127436456
72,"('inside', 'i', 'called', 'freedom')",30.12353012634314
73,"('you', 'pap', 'romance', 'anyway')",29.872503326852932
74,"('flower', 'don', '’t', 'belong')",29.861335106738633
75,"('angel', 'and', 'Angels', 'fall')",29.838290365929907
76,"('we', '’ve', 'endure', 'until')",29.83365833784374
77,"('oh', 'oh', 'oooh', 'oh')",29.826476700094798
78,"('oh', 'oooh', 'oh', 'oh')",29.826476700094798
79,"('girlfriend', 'love', 'i', 'Oooh')",29.786137770958494
80,"('thought', 'every', 'sound', 'Surrender')",29.782504249893634
81,"('oh', 'oh', 'oh', 'oooh')",29.504548605207436
83,"('you', 'lover', ""'"", 'revenge')",29.434694519915425
82,"('lover', ""'"", 'revenge', 'you')",29.434694519915425
84,"('baby', 'work', 'it', 'mive')",29.416280408085733
85,"('lum', '-lum', 'want', 'you')",29.38707649968268
86,"('bad', 'romance', 'Oh', 'oh')",29.29414889795554
87,"('Mac', 'OS', 'X', 'Server')",29.236277602561607
88,"('never', ""'ad"", 'i', 'ad')",29.233355675986488
89,"('porch', 'and', 'swing', 'life')",29.208239975680222
90,"('crucified', 'like', 'my', 'savior')",29.198801021368055
91,"(""'bout"", 'the', 'blue', 'blue')",29.127695130655464
92,"('every', 'sound', 'Surrender', 'every')",29.040816245485026
93,"('bed', 'You', 'thought', 'that')",28.964717396671873
94,"('oooh', 'oh', 'oh', 'oh')",28.91958610448629
95,"('mon', 'dieu', 'I', 'cry')",28.89705566467119
96,"('live', 'on', 'front', 'porch')",28.835635944129358
97,"('yeum', 'you', 'can', 'rub')",28.82308377280865
98,"('every', 'smile', 'every', 'frown')",28.822108870956434
99,"('cross', 'this', 'street', 'until')",28.80111261492603
100,"('romance', 'Oh', 'oh', 'oh')",28.715445387706062
101,"('you', 'bed', 'You', 'thought')",28.61692629898278
102,"('every', 'touch', 'every', 'smile')",28.538315904955844
103,"('touch', 'every', 'smile', 'every')",28.538315904955844
104,"('Surrender', 'every', 'word', 'every')",28.53831590495584
105,"('fashion', 'baby', 'work', 'it')",28.509389812477213
106,"('every', 'frown', 'Surrender', 'all')",28.43182667075948
107,"('cry', 'I', 'pray', 'mon')",28.31209316395004
108,"('crucified', 'crucified', 'like', 'my')",28.19880102136806
109,"('blue', 'blue', 'sky', 'and')",28.092762758260285
110,"('parent', 'love', 'i', 'Oooh')",28.085698052817403
111,"('fine', 'here', 'on', 'minimum')",27.981486810592816
112,"('Oh', 'oh', 'oh', 'oh')",27.965879756760216
113,"('mother', 'in', '-', 'law')",27.9359862722646
114,"('for', 'today', 'maybe', 'tomorrow')",27.860505554239246
115,"('something', 'inside', 'i', 'called')",27.81420206823541
116,"('kiss', 'for', '40', 'day')",27.800754746794194
117,"('the', 'blue', 'blue', 'sky')",27.39072953648926
