,quadragram,PMI
0,"('Doo-', 'doo-', 'doo-', 'doo')",48.73952168868135
1,"('Hey', 'la', 'hey', 'lum')",45.43912675534363
2,"('special', 'edition', 'de', 'luxe')",43.34918463003083
3,"('by', 'Eleanor', 'Hallowell', 'Abbott')",42.27282206958001
4,"('Louisa', 'May', 'Alcott', 'Chapter')",42.043198079012484
5,"(""'"", 'Gray', 'Plush', 'Squirrel')",41.060476070444324
6,"('Battle', 'of', 'Lake', 'Regillus')",39.9959443055148
7,"('Ye', 'heave', 'ho', 'boy')",39.6642901654003
8,"('East', 'fifty', 'fifth', 'street')",39.09352975456264
9,"('hey', 'lum', 'my', 'boyfriend')",39.01065638174245
10,"('P', ""'r"", ""'"", 'ap')",38.79744166461053
11,"('volunteer', 'please', 'visit', 'librivox.org')",38.21518318081233
12,"('by', 'Louisa', 'May', 'Alcott')",38.04400337908413
13,"('la', 'hey', 'lum', 'my')",37.93265386974118
14,"('boy', 'ye', 'heave', 'ho')",37.548812947980366
15,"('heave', 'ho', 'boy', 'ye')",37.548812947980366
16,"('ho', 'boy', 'ye', 'heave')",37.548812947980366
17,"('please', 'visit', 'librivox.org', 'record')",37.33959352300228
18,"('Marble', 'worker', ""'"", 'association')",37.18273182049533
19,"('Tammy', 'Tammy', 'Tammy', ""'s"")",36.578529812009045
20,"('Traitor', ""'"", 'Gate', 'Elizabeth')",35.04790739694127
21,"('librivox', 'recording', 'all', 'librivox')",34.39463220122995
22,"('recording', 'all', 'librivox', 'recording')",34.39463220122995
23,"('visit', 'librivox.org', 'record', 'by')",34.380101247107646
24,"('y', '-e', '-', 'I')",34.22164286480963
25,"('strictly', 'accord', 'to', 'Analogy')",33.888545702594016
26,"('Tip', '-top', 'say', 'Dick')",33.55192284432735
27,"('object', 'of', 'universal', 'homage')",33.449358476506696
28,"('Transvaal', 'two', 'year', 'ago')",33.047509431469805
29,"('Mary', ""'s"", 'privy', 'council')",32.933546956780035
30,"('Washington', 'coat', 'and', 'Napoleon')",32.89257870130393
31,"('the', 'cunning', 'pepper', 'pot')",32.624193495310166
32,"('Peisa', 'the', 'box', 'maker')",32.482244066529034
33,"('art', 'of', 'Sight', 'recognition')",32.353160230319475
34,"('the', 'universal', 'colour', 'Bill')",32.07611212047209
35,"('how', 'much', 'owest', 'thou')",31.968360864367302
36,"('make', 'four', 'hundred', 'muffin')",31.921806984011557
37,"('faintest', 'possible', 'tinge', 'of')",31.842138969435755
38,"('sh', 's', 'sh', ""'"")",31.79343973405303
39,"('she', 'murmure', 'almost', 'inaudibly')",31.735143519945854
40,"('the', 'Miantowona', 'Iron', 'work')",31.73322245478776
41,"('coat', 'and', 'Napoleon', 'pant')",31.114971122640387
42,"('that', 'Miss', 'Von', 'Eaton')",30.860997790201505
43,"('hundred', 'muffin', 'for', 'breakfast')",30.789500302291348
44,"('lum', 'my', 'boyfriend', ""'s"")",30.732206923521968
45,"('Thank', 'you', 'ma', ""'am"")",30.72048518625097
46,"('boyfriend', ""'s"", 'back', 'Hey')",30.6207022511753
47,"('eleven', 'o', ""'"", 'clock')",30.61852787994096
48,"('King', 'Henry', 'the', 'Eighth')",30.561741986843412
49,"('without', 'further', 'parleying', 'she')",30.542498442003456
50,"('coat', 'with', 'brass', 'button')",30.508186986133325
51,"('good', 'old', 'John', 'Ellbertson')",30.448613595128187
52,"('Lily', 'Bell', ""'s"", 'sake')",30.327287821280958
53,"('much', 'owest', 'thou', 'how')",30.231395270201094
54,"('owest', 'thou', 'how', 'much')",30.231395270201094
55,"('thou', 'how', 'much', 'owest')",30.231395270201094
56,"('where', 'Lily', 'Bell', 'lay')",30.149168557703327
57,"('the', 'old', 'Botany', 'dame')",30.135554363047838
58,"('Gospel', 'of', 'three', 'Dimension')",30.11820005556579
59,"('happy', 'new', 'Year', 'let')",30.080720885984494
60,"('a', 'trifle', 'self', 'consciously')",29.98976802800275
61,"('eight', 'o', ""'"", 'clock')",29.9690251270251
62,"('nine', 'o', ""'"", 'clock')",29.956330054176732
63,"('house', 'on', 'Madison', 'Avenue')",29.79335977753196
64,"('of', 'Lady', 'Jane', 'Grey')",29.755757203575747
65,"('de', 'Brabazon', 'say', 'Florence')",29.723787659989082
66,"('the', 'Rattle', 'Pane', 'house')",29.654648352033803
67,"('dron', 'little', 'Eve', 'Edgarton')",29.645726626617982
68,"('domain', 'for', 'more', 'information')",29.62431255783349
69,"('spend', 'Christmas', 'just', 'exactly')",29.563318894082496
70,"('four', 'hundred', 'muffin', 'for')",29.361165980399047
71,"('deliver', 'a', 'short', 'lecture')",29.353272884602205
72,"('Oh', 'ye', 'god', 'if')",29.33318564116598
73,"('the', 'Serial', 'letter', 'co')",29.1412735237505
74,"('accompany', 'with', 'noble', 'thought')",29.128771229076253
75,"('Ellbertson', 'good', 'old', 'John')",29.126685500240825
76,"('John', 'Ellbertson', 'good', 'old')",29.126685500240825
77,"('be', 'sh', 's', 'sh')",29.09757557547547
78,"('drawle', 'little', 'Eve', 'Edgarton')",29.03274974972723
79,"('the', 'Traitor', ""'"", 'Gate')",29.004041566126716
80,"('the', 'south', 'end', 'Mission')",28.934953508911036
81,"('Cooper', ""'s"", 'on', 'Pearl')",28.91299957937595
82,"('Bertrand', 'the', 'Lay', 'reader')",28.909947977644045
83,"('Dr', 'Van', 'Anden', 'have')",28.895212533180516
84,"('public', 'domain', 'for', 'more')",28.747460788606354
85,"('seven', 'o', ""'"", 'clock')",28.71163728433244
86,"('', ""'ag"", 'Beomer', ""'"")",28.54300351634327
87,"(""'"", '', ""'ag"", 'Beomer')",28.54300351634327
88,"('Dr', 'Van', 'Anden', 'be')",28.465758635323667
89,"('Mary', 'queen', 'of', 'Scots')",28.456397725276382
90,"('Mary', 'queen', 'of', 'Scot')",28.45639772527638
91,"('to', 'volunteer', 'please', 'visit')",28.449573095139755
92,"('a', 'working', 'class', 'hero')",28.44522249262596
93,"('Mary', 'Queen', 'of', 'Scots')",28.44462055750003
94,"('very', 'slowly', 'very', 'complacently')",28.419191819845103
95,"('survey', 'herself', 'with', 'girlish')",28.38058054699574
96,"('this', 'work', 'a-day', 'world')",28.36630044472233
97,"('blue', 'coat', 'with', 'brass')",28.30775989629367
98,"('o', 'Keefe', 'say', 'Dodger')",28.275782104098308
99,"(""'r"", ""'"", 'ap', 'I')",28.22684802394089
100,"('the', 'lord', 'Jesus', 'Christ')",28.224262888421528
101,"('hearty', 'round', 'of', 'applause')",28.21337192641417
102,"('world', 'turn', 'upside', 'down')",28.20150270226035
103,"('conced', 'little', 'Eve', 'Edgarton')",28.13824287857453
104,"('up', 'earlier', 'than', 'usual')",28.13398858413327
105,"('muse', 'little', 'Eve', 'Edgarton')",28.1258591541187
106,"('working', 'class', 'hero', 'be')",28.06424409711176
107,"('a', 'very', 'Merry', 'Xma')",27.836537290621827
108,"('to', 'improve', 'every', 'faculty')",27.806998584818096
109,"('God', 'bless', 'us', 'love')",27.805890463098116
110,"('twelve', 'o', ""'"", 'clock')",27.80355977377348
111,"('white', 'Linen', 'nurse', ""'s"")",27.765076543293908
112,"('six', 'o', ""'"", 'clock')",27.750317752496514
113,"('peace', 'on', 'Earth', 'good')",27.748551691006085
114,"('tail', 'disappear', 'under', 'the')",27.711673730268757
