,quadragram,PMI
0,"('Cartographic', 'relief', 'presentation', 'Berlin')",41.97439318980515
1,"('Eduard', 'Imhof', 'Cartographic', 'relief')",41.82683600139129
2,"('Imhof', 'Cartographic', 'relief', 'presentation')",41.67483290794624
3,"('relief', 'presentation', 'Berlin', '1982')",41.23742759563895
4,"('Some', 'PU-U', 'USSAY', 'y')",41.00240756597474
5,"('Some', 'PU-U', 'USSAY', '-y')",40.231889412097516
6,"('-Y', '-y', '-y', 'We')",40.12879591913341
7,"('PU-U', 'USSAY', 'y', 'y')",40.084869726166716
8,"('presentation', 'Berlin', '1982', 'edit')",39.50046200147274
9,"('USSAY', 'y', 'y', 'Hey')",39.084869726166716
10,"('Color', 'New', 'Haven', '1963')",38.71172275758248
11,"('crack', 'grand', 'Puba', 'slow')",38.63865929539275
13,"('PU-U', 'USSAY', '-y', '-y')",38.54383341841225
12,"('Hey', '-y', '-Y', '-y')",38.54383341841225
14,"('want', 'Some', 'PU-U', 'USSAY')",38.4245344900399
15,"('hah', 'honey', 'honey', 'Honey')",38.334982905061615
16,"('information', 'Cheshire', 'Connecticut', '1983')",38.16894785775618
17,"('quantitative', 'information', 'Cheshire', 'Connecticut')",38.16894785775618
18,"('ah', 'hah', 'honey', 'honey')",38.16505790361931
19,"('Berlin', '1965', 'page', '72')",38.05156105032761
20,"('We', 'want', 'Some', 'PU-U')",38.009496990761065
21,"('light', 'Emitt', 'Expo', 'Dweebruary')",37.61593921889266
22,"('Mural', 'with', 'Blue', 'Brushstroke')",37.38174449593886
23,"('-y', '-Y', '-y', '-y')",37.27081492400583
24,"('y', 'y', 'Hey', '-y')",36.8118512317603
25,"('honey', 'honey', 'Honey', 'honey')",36.58009540289815
26,"('repeat', '3x', 'Yeahhh', 'head')",36.55362319153696
27,"('3x', 'Yeahhh', 'head', 'crack')",36.10616421456574
28,"('y', 'Hey', '-y', '-y')",36.04133307788307
29,"('at', 'Yokohama', 'station', 'Sagami')",35.96144639300921
30,"('grand', 'Puba', 'slow', 'down')",35.91134387126026
31,"('repeat', '4x', 'Yeahhh', 'head')",35.81665759737074
32,"('-y', 'We', 'want', 'Some')",35.73647849635465
33,"('Garden', 'city', 'New', 'York')",35.708447625549624
34,"('Galileo', 'Garden', 'city', 'New')",35.64133342969108
35,"('J.', 'Steward', 'from', 'Imhof')",35.6335793780284
36,"('H.', 'J.', 'Steward', 'from')",35.54611653677806
37,"('chao', 'no', 'mass', 'confusion')",35.37340022444445
39,"('head', 'crack', 'grand', 'Puba')",35.36919862039952
38,"('4x', 'Yeahhh', 'head', 'crack')",35.36919862039952
40,"('by', 'H.', 'J.', 'Steward')",35.3342667240766
41,"('Hey', '-y', '-y', '-y')",35.27081492400583
42,"('free', 'salvation', 'salvation', 'salvation')",35.18523578555694
43,"('city', 'New', 'York', '1957')",34.70844762554962
44,"('hurt', 'you', 'anymore', 'Where')",34.32638137053911
45,"('what', 'repeat', '3x', 'Yeahhh')",34.292816886595276
46,"('Somebody', 'say', 'Hey', '-y')",34.27253139659486
47,"('say', 'Hey', '-y', '-Y')",34.27253139659486
48,"('10', 'UI', 'design', 'patterns')",34.126016631549945
49,"('new', 'dark', 'ages', 'Yeah')",34.088462212832276
50,"('translat', 'by', 'H.', 'J.')",34.0712323182428
51,"('total', 'chao', 'no', 'mass')",34.051472129557084
52,"('-y', '-y', 'We', 'want')",34.04842250266939
53,"('‘Animal', 'hero', 'first', 'class')",34.01960035468747
54,"('-y', '-y', '-y', '-y')",33.99779642959942
55,"('what', 'repeat', '4x', 'Yeahhh')",33.55585129242907
56,"('garage', 'door', 'opener', 'device')",33.38673586100593
57,"('Oh', 'oh', 'oh', 'oh')",33.36919862039952
58,"('Angeles', 'be', 'burning', 'Palm')",33.32638137053911
59,"('big', 'ah', 'ha', 'moment')",33.16542901488589
