,quadragram,PMI
0,"('S', 'ral', 'oo-ral-', 'i-do')",50.959771974446795
1,"('Tiddle', 'widdle', 'iddle', 'oom')",49.566760781497955
2,"('fiddle', 'cum', 'faddle', 'cum-fi-do')",49.09727549819672
3,"('Kut', 'kut', 'kut', 'kum')",48.606847989968124
4,"('widdle', 'iddle', 'oom', 'pom')",48.56676078149794
5,"('iddle', 'oom', 'pom', 'pom')",48.04069196983036
6,"('kut', 'kut', 'kum', 'daw')",47.770346722251006
7,"('oom', 'pom', 'pom', 'Oom')",47.30372637566415
8,"('H.', 'M.', 'Wogglebug', 'T.E')",47.25373823983249
9,"('pom', 'pom', 'Oom', 'pom-pom')",47.00416609380524
10,"('Oom', 'pom-pom', 'oom', 'pom-pom')",46.88868887638532
12,"('pom-pom', 'oom', 'pom-pom', 'Tiddle')",46.473651377106464
11,"('oom', 'pom-pom', 'Oom', 'pom-pom')",46.473651377106464
13,"('ma', '-chin', 'er', '-y')",43.38302998053061
14,"('hoo', 'hoo', 'keek', 'eek')",43.12688196028205
15,"('Professor', 'H.', 'M.', 'Wogglebug')",42.968336020970234
16,"('omegum', '-3', 'fish', 'oil')",41.26447337017869
17,"('Frank', 'BAUM', 'royal', 'historian')",41.015126456842864
18,"('two', 'Li', 'Mon', 'Eags')",40.96498999309024
19,"('Merry', 'go', 'Round', 'Mountains')",40.93428481957416
20,"('1890', 'Dear', 'mister', 'Whittier')",40.77114566733074
21,"('|', '|', '|', '+')",40.58750049386978
22,"('line', 'art', 'drawing', 'TIP')",39.5052857305816
23,"('Frank', 'Baum', 'royal', 'historian')",39.12760118610127
24,"('Jack', 'PUMPKINHEAD', 'which', 'Spoil')",38.74798044523085
25,"('Pussy', 'cat', 'Pussy', 'cat')",38.36061812986411
26,"('Thibbet', 'sharpen', 'his', 'pencil')",38.23962651918394
27,"('diamond', 'studd', 'gold', 'dishpan')",37.58875452343317
28,"('page', 'line', 'art', 'drawing')",37.579286312025374
29,"('P', ""'r"", ""'"", 'ap')",37.55122376729452
30,"('volunteer', 'please', 'visit', 'librivox.org')",37.26469310897143
31,"('mrs', 'Antoinette', 'Seaver', 'Jones')",37.107404042442
32,"('scrambled', 'egg', 'on', 'toast')",36.90860295099571
33,"('Song', 'o', ""'"", 'Sixpence')",36.75981038910594
34,"('by', 'l', 'Frank', 'Baum')",36.6715343455117
