,quadragram,PMI
0,"('Beau', 'ootiful', 'Soo', 'oop')",51.292688916889844
1,"('rue', 'du', 'Vieux', 'Colombier')",49.62894930278456
2,"('bi-', 'Coloure', 'Python', 'Rock')",46.08658157914088
3,"('Coloure', 'Python', 'Rock', 'Snake')",45.8386540656973
4,"('Pickwick', 'Esq.', 'G.', 'C.M.P.C.')",44.12347971553211
5,"('PARLOR', 'MAID.', 'yes', 'mam')",42.453613705508886
6,"('Samuel', 'Pickwick', 'Esq.', 'G.')",42.445407810419475
7,"('Ashby-', 'de', 'la', 'Zouche')",42.06534311579283
8,"('ashby-', 'de', 'la', 'Zouche')",42.06534311579283
9,"('grey', 'gree', 'greasy', 'Limpopo')",41.92202374798507
10,"('gree', 'greasy', 'Limpopo', 'river')",41.239441790977416
11,"('ah', 'ah', 'ow', 'ow')",41.11633764628809
12,"('ah', 'ow', 'ow', 'oo')",40.97883412253816
13,"('there-be', 'Payah', 'kun', ""'"")",40.781924748971946
14,"('aegis', 'bear', 'Jove', 'unweariable')",40.64251638176547
15,"('armou', 'rang', 'rattling', 'round')",40.16795368539323
16,"('Brian', 'de', 'Bois', 'Guilbert')",39.888281933068896
17,"('Ah', 'ah', 'ah', 'ow')",39.34374814239116
18,"('volonteer', 'please', 'visit', 'librivox.org')",39.30643327266898
19,"('Reginald', 'front', 'de', 'Boeuf')",39.12560364061031
20,"('volunteer', 'please', 'visit', 'librivox.org')",38.927921649415254
21,"('dingo', 'yellow', 'dog', 'Dingo')",38.29282886841766
22,"('ow', 'ooh', 'Pick', 'up')",38.28523251913191
23,"('by', 'H.', 'P', 'Lovecraave')",38.25470360980526
24,"('sea', '-green', 'stone', 'idol')",38.23122128417244
25,"('by', 'H.', 'P', 'Lovecraft')",38.155167936254344
26,"('Wet', 'wild', 'Woods', 'wave')",38.01120237308962
27,"('the', 'Red-', 'Head', 'LEAGUE')",37.88683517354545
28,"('longer', 'divided', 'counsel', 'among')",37.757130846086156
29,"('please', 'visit', 'librivox.org', 'record')",37.63456270672465
30,"('M.', 'de', 'la', 'Tremouille')",37.315713080255975
31,"('the', 'Count', 'Von', 'Kramm')",37.19168975507387
32,"('St', 'John', 'de', 'Acre')",36.6580753515481
33,"('Dingo', 'yellow', 'dog', 'Dingo')",36.43721877775283
34,"('say', 'hello', 'Hello', 'hello')",36.407117042604796
35,"('Monsieu', 'de', 'la', 'Tremouille')",36.256378940873574
36,"('Sir', 'Brian', 'de', 'Bois')",35.98259408454203
37,"('great', 'grey', 'gree', 'greasy')",35.620070352858974
38,"('the', 'rue', 'du', 'Vieux')",35.58566563882488
39,"('his', 'armou', 'rang', 'rattling')",35.54309021096155
40,"('latest', 'news', 'from', 'Palestine')",35.5146568492237
41,"('Python', 'Rock', 'Snake', ""'"")",35.50846214342123
42,"('no', 'longer', 'divided', 'counsel')",35.43586468974717
43,"('Palace', 'of', 'Green', 'Porcelain')",35.32533501438968
44,"('hello', 'Hello', 'hello', 'I')",35.039203181870704
45,"('the', 'bi-', 'Coloure', 'Python')",34.75111716368789
46,"('ran', 'dingo', 'yellow', 'dog')",34.56921282791048
47,"('of', 'Charles', 'le', 'Sorcier')",34.54530069833159
48,"('infinite', 'resource', 'and', 'sagacity')",34.52955956138424
49,"('to', 'Saxe', 'Coburg', 'Square')",34.5162760803195
50,"('greasy', 'Limpopo', 'river', 'all')",34.502527722554206
51,"('e', 'e', 'evening', 'beautiful')",34.40022438954611
52,"('Camel', 'O', 'Camel', 'come')",34.25572161981198
53,"('Nestor', 'knight', 'of', 'Gerene')",34.10294259305323
54,"('reigning', 'family', 'of', 'Holland')",33.9392765820826
55,"('little', 'pink', 'sloth', 'creature')",33.92495850825121
56,"('librivox', 'recording', 'all', 'librivox')",33.90691797763354
57,"('woe', 'betide', 'the', 'Trojan')",33.850792423619914
58,"('silk', 'interwove', 'with', 'gold')",33.835524742226625
59,"('recording', 'all', 'librivox', 'recording')",33.81248317577548
60,"('LI', 'Z', 'A', 'rise')",33.767517707971166
61,"('visit', 'librivox.org', 'record', 'by')",33.51088320198192
62,"('still', 'ran', 'dingo', 'yellow')",33.4740320734993
63,"('dog', 'Dingo', 'always', 'hungry')",33.45918983366205
64,"('Saxe', 'Coburg', 'Square', 'and')",33.45274396433341
65,"('after', 'eight', 'o', '’clock')",33.02875437032355
66,"('more', 'than', 'oriental', 'splendour')",32.96575456949911
67,"('say', 'Camel', 'O', 'Camel')",32.94495563121192
68,"('Suleiman', 'bin', 'Daoud', ""'s"")",32.8113747031304
69,"('graciously', 'wave', 'her', 'tail')",32.78107491289913
70,"('then', 'Suleiman', 'bin', 'Daoud')",32.7551040144662
71,"('Peter', 'say', 'Auntie', 'Nan')",32.65817880677251
72,"('mrs', 'Pearce', 'misteRS', 'Pearce')",32.59473720656437
73,"('order', 'of', 'Knights', 'Templars')",32.562374211690525
74,"('come', 'hither', 'little', 'One')",32.459316997314914
75,"('Mullins', ""'s"", 'Meadow', ""'"")",32.4340096606297
76,"('missing', 'something', 'or', 'someone')",32.43390942936337
