,quadragram,PMI
0,"('Commercially', 'Prohibit', 'commercial', 'distribution')",48.99222334997273
1,"('lieber', 'Augustin', 'Alles', 'ist')",48.46615453830515
2,"('Ach', 'du', 'lieber', 'Augustin')",47.243762116968696
3,"('du', 'lieber', 'Augustin', 'Alles')",47.243762116968696
4,"('Augustin', 'Alles', 'ist', 'weg')",46.88119203758399
5,"('Prohibit', 'commercial', 'distribution', 'include')",46.72918894413893
6,"('Alles', 'ist', 'weg', 'weg')",45.29622953686283
7,"('Exeunt', '<<this', 'electronic', 'version')",44.532791731335436
8,"('ist', 'weg', 'weg', 'weg')",43.71126703614168
9,"('use', 'Commercially', 'Prohibit', 'commercial')",43.52733730124332
10,"('CHARGES', 'For', 'DOWNLOAD', 'time')",41.45876382638068
11,"('copyray', '1990', '1993', 'by')",40.20453840805526
12,"('Others', 'personal', 'USE', 'only')",39.69209962540371
13,"('volunteer', 'please', 'visit', 'librivox.org')",39.455726338588214
14,"('Consult', 'in', 'Miami', 'Florida')",39.379797125843
15,"('Etiquette', 'Consult', 'in', 'Miami')",39.379797125843
16,"('morning', 'rosy', 'finger', 'Dawn')",39.31687050593817
18,"('by', 'World', 'Library', 'INC')",39.10500273450434
17,"('1993', 'by', 'World', 'Library')",39.10500273450434
19,"('Gabriela', 'Garzon', 'at', 'G.')",38.90158159805489
20,"('rosy', 'finger', 'Dawn', 'appear')",38.7946029413184
21,"('or', 'Others', 'personal', 'USE')",38.720449094574775
22,"('that', 'CHARGES', 'For', 'DOWNLOAD')",38.6251726858044
23,"('1990', '1993', 'by', 'World')",38.619575907334095
24,"('Mademoiselle', 'de', 'Saint', 'Meran')",38.40816281554598
25,"('USE', 'only', 'And', '2')",38.34160237831958
26,"('CARNEGIE', 'MELLON', 'university', 'with')",38.190892215542895
27,"('commercial', 'distribution', 'include', 'by')",38.163896423557915
28,"('ETEXT', 'of', 'CARNEGIE', 'MELLON')",38.025237320100885
29,"('Gutenberg', 'ETEXT', 'of', 'CARNEGIE')",38.025237320100885
30,"('Madame', 'de', 'Saint', 'Meran')",37.993125316267125
31,"('Marquise', 'de', 'Saint', 'Meran')",37.993125316267125
32,"('personal', 'USE', 'only', 'And')",37.92656487904074
33,"('Exeunt', 'Scene', 'fifth', 'Capulet')",37.89375255785849
34,"('by', 'project', 'Gutenberg', 'ETEXT')",37.76396581666928
35,"('machine', 'READABLE', 'copies', 'may')",37.75908305352675
36,"('be', 'copyray', '1990', '1993')",37.113674249212956
37,"('Garzon', 'at', 'G.', 'G.')",36.99469100244636
38,"('<<this', 'electronic', 'version', 'of')",36.76220291426709
39,"('Shakespeare', 'be', 'copyray', '1990')",36.43560234410032
40,"('for', 'MEMBERSHIP', '>>', 'act')",36.375588360574596
41,"('of', 'CARNEGIE', 'MELLON', 'university')",36.347165414988254
42,"('World', 'Library', 'INC', 'and')",36.1603223637763
43,"('librivox', 'recording', 'all', 'librivox')",35.91596891011433
44,"('works', 'of', 'William', 'Shakespeare')",35.86173858781801
45,"('recording', 'all', 'librivox', 'recording')",35.83796639811305
46,"('MELLON', 'university', 'with', 'permission')",35.75793280826679
47,"('DISTRIBUTED', 'or', 'use', 'Commercially')",35.670600545124216
48,"('or', 'use', 'Commercially', 'Prohibit')",35.670600545124216
49,"('image', 'and', 'Etiquette', 'Consult')",35.556251040107455
50,"('image', 'and', 'Etiquette', 'Consulting')",35.556251040107455
51,"('cell', 'enter', 'Friar', 'Laurence')",35.53068933369342
52,"('William', 'Shakespeare', 'be', 'copyray')",35.43560234410032
53,"('at', 'G.', 'G.', 'image')",35.33172598972394
54,"('provide', 'by', 'project', 'Gutenberg')",35.33100640939317
55,"('Exeunt', 'Scene', 'second', 'Capulet')",35.27082220693831
56,"('project', 'Gutenberg', 'ETEXT', 'of')",35.09923790154467
57,"('service', 'that', 'CHARGES', 'For')",35.064457731329924
58,"('university', 'with', 'permission', 'electronic')",34.75793280826679
59,"('M.', 'de', 'Saint', 'Meran')",34.680242360982774
60,"('the', 'Honourable', 'Ronald', 'Adair')",34.65994805104783
61,"('G.', 'image', 'and', 'Etiquette')",34.23432294522009
62,"('St', 'George', ""'s"", 'Hill')",34.04464357309604
63,"('Naples', 'and', 'Porto', 'Ferrajo')",33.634253552108724
64,"('For', 'DOWNLOAD', 'time', 'or')",33.60202707026158
65,"('half', 'twain', 'half', 'twain')",33.56313131690595
66,"('not', 'mis', ""'ess"", 'Yeobray')",33.55249633546407
67,"('the', 'chateau', 'd', ""'If"")",33.48430939841113
68,"('and', 'machine', 'READABLE', 'copies')",33.39478761741333
69,"('electronic', 'and', 'machine', 'READABLE')",33.39478761741333
70,"('visit', 'librivox.org', 'this', 'reading')",33.38929719721007
71,"('complete', 'works', 'of', 'William')",33.18931324584651
72,"('twain', 'half', 'twain', 'half')",33.148093817627114
73,"('G.', 'G.', 'image', 'and')",32.91239485033273
74,"('Hellas', 'and', 'middle', 'Argo')",32.80042641868993
